episode,timesteps,episode_reward,episode_length,entropy
77,1563,8.365191829239505,9,2.4495644569396973
78,1564,7.6777426178536725,1,2.45043683052063
79,1580,7.16889356365807,16,2.4143974781036377
80,1640,-16.53564869681584,60,2.4381115436553955
81,1700,-24.390094631381704,60,2.4246575832366943
82,1760,-16.480468706893227,60,2.442167043685913
83,1766,8.162265721435594,6,2.424861431121826
84,1826,-16.858111985315215,60,2.4387550354003906
85,1832,0.40137302385880735,6,2.4104902744293213
86,1892,-12.61725486213582,60,2.454676866531372
87,1897,3.0727256348975667,5,2.4360923767089844
88,1903,5.999567637863295,6,2.451003074645996
89,1941,-6.145606494129273,38,2.447114944458008
90,1947,6.196686572460337,6,2.4278485774993896
91,1948,4.747298050056908,1,2.4335906505584717
92,1974,-5.325497457866482,26,2.448422908782959
93,2034,-17.280270196228113,60,2.433887004852295
94,2035,4.2658637308448775,1,2.407504081726074
95,2058,1.8822649992451048,23,2.4543917179107666
96,2060,1.27185058950024,2,2.4332127571105957
97,2061,5.700252481704869,1,2.4425864219665527
98,2066,6.645795666154571,5,2.408365488052368
99,2068,7.84754898966356,2,2.4090747833251953
100,2072,3.4650115790433684,4,2.425584077835083
101,2073,5.375755302805821,1,2.4005491733551025
102,2075,6.395464036758984,2,2.4371256828308105
103,2087,1.727807229733501,12,2.4395086765289307
104,2097,6.231682463302478,10,2.440039873123169
105,2098,3.631304593833961,1,2.396533489227295
106,2102,5.178486472765629,4,2.4414238929748535
107,2117,-0.5164210565597629,15,2.455042839050293
108,2121,8.39990442563225,4,2.430640935897827
109,2126,3.28005399673414,5,2.3858139514923096
110,2128,4.507878779042092,2,2.4395856857299805
111,2152,-1.8998882601094786,24,2.435093402862549
112,2157,4.603595836647492,5,2.4222331047058105
113,2164,4.649537266378606,7,2.423999309539795
114,2191,-5.371939688321329,27,2.4302735328674316
115,2193,5.960137499800523,2,2.3929457664489746
116,2194,1.3311339304689103,1,2.4336671829223633
117,2231,-10.307212948345242,37,2.441862106323242
118,2248,3.559327036554606,17,2.421865463256836
119,2250,6.4263641003087075,2,2.411040782928467
120,2256,2.7946866460466904,6,2.430459976196289
121,2273,-1.3854905233471193,17,2.4243624210357666
122,2278,8.053871854580656,5,2.4475808143615723
123,2283,9.055033104868091,5,2.389282703399658
124,2285,4.6739274034276415,2,2.4526114463806152
125,2290,7.157320622933707,5,2.4514641761779785
126,2292,6.821765652155112,2,2.4451587200164795
127,2310,1.9043615756026537,18,2.373509645462036
128,2314,6.820902371173823,4,2.4489879608154297
129,2325,6.542435410382397,11,2.4481775760650635
130,2326,9.908299189709815,1,2.400784730911255
131,2332,6.072842670575249,6,2.408726453781128
132,2335,2.5284122306544097,3,2.378894090652466
133,2395,-19.6161830085293,60,2.429572343826294
134,2397,7.767966269980267,2,2.3946280479431152
135,2399,8.252483881767576,2,2.3940377235412598
136,2406,7.090046418031896,7,2.395280122756958
137,2408,4.689303231830899,2,2.3692009449005127
138,2468,-20.643825891378203,60,2.4434120655059814
139,2469,7.72065221906656,1,2.43770694732666
140,2477,6.2863278927784645,8,2.3866941928863525
141,2482,4.470249147415124,5,2.4303197860717773
142,2488,6.490941864008363,6,2.448735475540161
143,2512,-2.580897740716542,24,2.4298136234283447
144,2514,9.561374686417373,2,2.4312491416931152
145,2515,8.680218357733468,1,2.367783308029175
146,2575,-31.302078618924142,60,2.432715892791748
147,2576,3.640059939709035,1,2.3417086601257324
148,2579,6.575100687449986,3,2.425631284713745
149,2583,9.50783046063775,4,2.3885676860809326
150,2623,-8.591335601879612,40,2.4265353679656982
151,2683,-31.537068164202836,60,2.4331119060516357
152,2685,3.054022614217052,2,2.3305859565734863
153,2690,7.231178112786836,5,2.333678722381592
154,2698,1.095099699352641,8,2.444924831390381
155,2701,0.880322996087917,3,2.3541300296783447
156,2716,5.733612122458483,15,2.4313652515411377
157,2722,5.729533233577819,6,2.3909356594085693
158,2782,-36.325887168101076,60,2.3605763912200928
159,2795,3.319795106680121,13,2.433985710144043
160,2797,1.0746468696859832,2,2.378845691680908
161,2801,4.58079583182927,4,2.348508834838867
162,2807,4.552060635205749,6,2.2856993675231934
163,2813,4.415156879383078,6,2.4458940029144287
164,2830,-4.00105387281362,17,2.405200958251953
165,2840,5.934312869783973,10,2.4220852851867676
166,2877,-0.47110870455937537,37,2.438383102416992
167,2879,0.7432623167487651,2,2.274723529815674
168,2939,-14.70089070468851,60,2.44665789604187
169,2999,-18.51130297956186,60,2.4019649028778076
170,3007,-0.895321956234957,8,2.34006929397583
171,3019,3.939039039662893,12,2.2679967880249023
172,3079,-45.055553555804735,60,2.28218674659729
173,3139,-29.139370133222045,60,2.3098397254943848
174,3143,6.60382263427372,4,2.3774704933166504
175,3145,1.8936583002544123,2,2.415001392364502
176,3153,8.474741265106562,8,2.4158506393432617
177,3155,6.006993250982077,2,2.398205041885376
178,3215,-36.4520460782932,60,2.3321049213409424
179,3221,3.7991596334883537,6,2.3446362018585205
180,3233,7.158987982596225,12,2.380371332168579
181,3236,3.624695193086551,3,2.3521995544433594
182,3286,-13.913910629812587,50,2.3461697101593018
183,3288,1.0330495479320931,2,2.386753797531128
184,3339,-7.131499656221345,51,2.382833957672119
185,3340,6.498320900124934,1,2.382952928543091
186,3342,9.885727399157457,2,2.333092212677002
187,3344,8.893376852469556,2,2.340118408203125
188,3347,4.639746852591964,3,2.3549253940582275
189,3357,2.918641509889218,10,2.3374462127685547
190,3417,-27.191714057841168,60,2.383275270462036
191,3423,2.3254560126504606,6,2.390204668045044
192,3426,7.664344305402217,3,2.326270341873169
193,3486,-12.727399183665238,60,2.372211456298828
194,3490,8.761194956752988,4,2.3298444747924805
195,3499,6.927992949475372,9,2.3467955589294434
196,3517,1.582860833856965,18,2.3720626831054688
197,3533,-0.11846729772350995,16,2.3804149627685547
198,3542,6.604747537152591,9,2.3446240425109863
199,3602,-10.349972196655306,60,2.373035430908203
200,3605,7.376831643649622,3,2.3258578777313232
201,3606,8.332944284394715,1,2.326295852661133
202,3666,-20.47534573078194,60,2.3609395027160645
203,3678,7.135154806758251,12,2.3244545459747314
204,3684,7.162207573374614,6,2.368755578994751
205,3689,6.621966494677585,5,2.349989652633667
206,3693,3.495992121611991,4,2.365432024002075
207,3709,3.6150862329866738,16,2.3161473274230957
208,3717,5.697452825647041,8,2.3417537212371826
209,3720,4.061362575249517,3,2.3772218227386475
210,3721,8.55470936432503,1,2.3329474925994873
211,3723,5.101335759929803,2,2.3147528171539307
212,3728,2.701535165082852,5,2.382143497467041
213,3736,1.5050051075967836,8,2.3499574661254883
214,3740,8.358100687933598,4,2.3173484802246094
215,3800,-21.534433249090714,60,2.3595950603485107
216,3803,5.2957285864347785,3,2.345350980758667
217,3804,7.979113343968925,1,2.313814640045166
218,3807,7.64888275840986,3,2.3279502391815186
219,3809,9.767033141481752,2,2.330366611480713
220,3812,5.642588164290826,3,2.301283836364746
221,3818,6.5172866095534685,6,2.3159024715423584
222,3821,5.753014895051432,3,2.327928304672241
223,3826,5.417903009141445,5,2.3113205432891846
224,3828,5.994622064982972,2,2.340963840484619
225,3836,8.17043966584488,8,2.316143751144409
226,3896,-25.559061000853152,60,2.33858060836792
227,3956,-29.89496602089842,60,2.312324047088623
228,3962,9.562141348540822,6,2.3244364261627197
229,3964,7.35054801173192,2,2.3211679458618164
230,4024,-20.56808774028003,60,2.3407704830169678
231,4029,8.16833759772667,5,2.3923370838165283
232,4032,5.749786579967697,3,2.340313673019409
233,4092,-24.502606135754643,60,2.394986867904663
234,4094,1.1640096030322895,2,2.3287107944488525
235,4154,-24.391765998215966,60,2.33795428276062
236,4157,7.610808282756736,3,2.331191062927246
237,4160,6.890252506481801,3,2.3218233585357666
238,4166,2.2223204324157595,6,2.376283645629883
239,4168,7.387419491512744,2,2.3234853744506836
240,4169,6.621055155876878,1,2.3169305324554443
241,4173,4.066643645553485,4,2.327841281890869
242,4178,6.8119587051800154,5,2.3389151096343994
243,4182,1.0410157485589722,4,2.347501754760742
244,4218,-6.736758367305724,36,2.366041421890259
245,4220,8.592340053261585,2,2.31624698638916
246,4222,3.9713750092275357,2,2.3170928955078125
247,4223,7.427709513155087,1,2.3038718700408936
248,4283,-28.390523581616897,60,2.319260358810425
249,4287,5.8121199340567,4,2.288724660873413
250,4295,6.997365928607218,8,2.3646206855773926
251,4355,-36.17980084133116,60,2.335594892501831
252,4367,1.892328792933192,12,2.3057990074157715
253,4373,4.077066673012165,6,2.3515655994415283
254,4433,-23.135506661834476,60,2.3349602222442627
255,4493,-27.198914622799133,60,2.3258819580078125
256,4494,6.074507085969876,1,2.337364912033081
257,4497,3.9155189899078664,3,2.355219602584839
258,4499,8.694166370619246,2,2.3038039207458496
259,4500,6.385353246685206,1,2.345806121826172
260,4504,5.285192373573087,4,2.344381332397461
261,4511,7.736548271238095,7,2.35117506980896
262,4517,7.546676078129797,6,2.3397836685180664
263,4531,3.479338010012114,14,2.3750131130218506
264,4533,8.438021666787755,2,2.384976625442505
265,4538,7.130712317671808,5,2.354188919067383
266,4539,5.391775056327703,1,2.339289426803589
267,4540,0.3239829465696263,1,2.332995653152466
268,4600,-43.89624124758322,60,2.328418493270874
269,4660,-29.03609321446502,60,2.36262845993042
270,4720,-32.230480426343476,60,2.3669700622558594
271,4721,7.902763604261284,1,2.381802797317505
272,4781,-26.62741592976305,60,2.3373587131500244
273,4806,7.629197172217101,25,2.3832297325134277
274,4866,-28.149523378576987,60,2.371283531188965
275,4877,1.878646481062738,11,2.3694956302642822
276,4897,4.764760240123417,20,2.3887784481048584
277,4898,5.949243087097317,1,2.3556230068206787
278,4907,4.486781134993405,9,2.3530688285827637
279,4909,7.780477701313484,2,2.347834825515747
280,4923,4.478722762946136,14,2.365809679031372
281,4929,4.010631509744781,6,2.379929780960083
282,4934,2.264779093341809,5,2.356645345687866
283,4994,-20.90766548825528,60,2.4055421352386475
284,5001,4.781884408636201,7,2.3825721740722656
285,5003,1.6100974135305495,2,2.3268327713012695
286,5011,1.7035097769398306,8,2.321312189102173
287,5020,4.538082947945743,9,2.3710110187530518
288,5042,7.683537538629311,22,2.343597650527954
289,5051,4.016092880694069,9,2.3508782386779785
290,5111,-21.67852888236406,60,2.3130316734313965
291,5112,4.5358907288387575,1,2.321638584136963
292,5114,6.576611164077203,2,2.349134683609009
293,5120,7.582156051943693,6,2.3247907161712646
294,5121,8.249391696527315,1,2.337935447692871
295,5137,0.7010028343955821,16,2.3497300148010254
296,5139,4.691262155431705,2,2.293879747390747
297,5144,4.628528287164902,5,2.3285369873046875
298,5163,5.599350487890039,19,2.3300249576568604
299,5164,6.720780948228933,1,2.2935385704040527
300,5171,4.642453557862749,7,2.323812246322632
301,5182,1.287538624121959,11,2.3154397010803223
302,5189,1.526468765398993,7,2.257842779159546
303,5191,8.367124830256591,2,2.311439037322998
304,5194,3.991939922611152,3,2.323618173599243
305,5217,6.4432025366645105,23,2.2862329483032227
306,5219,4.72009689649982,2,2.2996461391448975
307,5220,6.938685520859805,1,2.3274943828582764
308,5280,-19.815797143384238,60,2.2594540119171143
309,5286,6.572712347891919,6,2.278926372528076
310,5291,6.356901715955446,5,2.287003755569458
311,5301,3.0346811207677824,10,2.306375026702881
312,5337,3.802558461367763,36,2.305152416229248
313,5339,4.7701867143898475,2,2.2462944984436035
314,5340,3.62534457899379,1,2.297060012817383
315,5346,6.835168614225974,6,2.2885563373565674
316,5366,2.5334763328471976,20,2.2475059032440186
317,5371,6.706696402775653,5,2.2625746726989746
318,5379,5.838525527386023,8,2.328948974609375
319,5404,4.996634281815611,25,2.3107681274414062
320,5464,-20.75681308621735,60,2.3229873180389404
321,5466,8.086343985502758,2,2.3010201454162598
322,5510,-6.344976453663463,44,2.2968835830688477
323,5517,8.893658303074403,7,2.302126407623291
324,5577,-14.67379536214392,60,2.3337178230285645
325,5596,2.227054271225695,19,2.2517943382263184
326,5656,-23.425246870598627,60,2.3363382816314697
327,5658,3.4234965644618636,2,2.2752649784088135
328,5682,5.402352851214437,24,2.3086774349212646
329,5697,4.654548278763222,15,2.293987989425659
330,5702,2.3567613899134097,5,2.237241744995117
331,5704,7.651377304994803,2,2.2843551635742188
332,5707,9.614584191086482,3,2.2869577407836914
333,5717,3.993055303124743,10,2.2748451232910156
334,5718,7.405605719322157,1,2.2729170322418213
335,5730,4.61466221990745,12,2.27002215385437
336,5754,1.6214321886608944,24,2.2962300777435303
337,5756,5.5539214703465465,2,2.244809150695801
338,5760,5.637797709644209,4,2.2009570598602295
339,5763,4.006518859527288,3,2.2626125812530518
340,5774,0.3092576517895955,11,2.241194725036621
341,5812,4.874966388447816,38,2.2341387271881104
342,5823,-0.158285308195252,11,2.2250452041625977
343,5853,-6.5081202964746385,30,2.2889907360076904
344,5874,4.4848075175808475,21,2.260929584503174
345,5888,1.4025427129402124,14,2.205136299133301
346,5948,-11.808197051084454,60,2.229334592819214
347,5955,8.850120815252833,7,2.214603900909424
348,6011,-10.711278450266983,56,2.1542534828186035
349,6048,-2.5701447376151285,37,2.251903533935547
350,6050,7.492796680385618,2,2.086249828338623
351,6110,-13.014408103540303,60,2.2979776859283447
352,6147,1.9635532270325644,37,2.1479711532592773
353,6151,4.908903729376684,4,2.200490951538086
354,6156,2.4379740149292273,5,2.1395232677459717
355,6177,3.4692666100294374,21,2.1782913208007812
356,6184,3.7200927081445045,7,2.2207491397857666
357,6244,-15.280999830255041,60,2.1205756664276123
358,6258,2.598936643059667,14,2.231553792953491
359,6268,9.407335249627433,10,2.103623390197754
360,6286,2.2633760685318887,18,2.14599347114563
361,6346,-20.061962787869437,60,2.1581809520721436
362,6364,-10.000340465062203,18,2.188431739807129
363,6366,6.4139757080523285,2,2.1932175159454346
364,6371,7.26538970683606,5,2.2708988189697266
365,6372,9.839474110876019,1,2.188868284225464
366,6432,-21.734439421177715,60,2.243378162384033
367,6441,1.3421709989306512,9,2.229948043823242
368,6445,7.8044637301432305,4,2.2358994483947754
369,6471,-0.399488440175523,26,2.239659547805786
370,6531,-20.086247185743588,60,2.2886099815368652
371,6548,1.7997586368364302,17,2.268522024154663
372,6565,0.9943926991711154,17,2.302938938140869
373,6592,6.1471750354157235,27,2.3431005477905273
374,6625,-2.835069896799576,33,2.316256046295166
375,6633,7.782535492245513,8,2.2537882328033447
376,6634,3.37256670046596,1,2.3071093559265137
377,6694,-20.94139063600527,60,2.271498680114746
378,6724,4.0987896688653285,30,2.3276526927948
379,6730,8.864677227414754,6,2.2498950958251953
380,6732,8.231274315698325,2,2.306112289428711
381,6739,5.856874710366881,7,2.335916757583618
382,6742,6.577096726842091,3,2.3146636486053467
383,6748,6.540614140643438,6,2.345754623413086
384,6771,-0.47247704895260645,23,2.295635461807251
385,6785,4.014610527177451,14,2.336291551589966
386,6788,6.648545221269052,3,2.277233839035034
387,6828,-7.877719897078882,40,2.3442537784576416
388,6830,3.5416301701069033,2,2.2825608253479004
389,6890,-22.609653794882675,60,2.3574259281158447
390,6892,0.10098486064982191,2,2.334155559539795
391,6893,8.70797331207176,1,2.3085708618164062
392,6953,-16.83623624497621,60,2.2981362342834473
393,6958,6.232920638861376,5,2.363285779953003
394,6985,-4.122761480395144,27,2.3517568111419678
395,7023,-6.840817724870279,38,2.286500930786133
396,7083,-9.98938204696172,60,2.3683512210845947
397,7084,5.530139360632939,1,2.3253259658813477
398,7096,3.973472867527454,12,2.3196613788604736
399,7098,6.118514037008738,2,2.3053507804870605
400,7120,2.728189212120387,22,2.3633298873901367
401,7130,2.216098595754293,10,2.3096823692321777
402,7132,5.776263790553843,2,2.3688366413116455
403,7141,3.161234986200314,9,2.3437294960021973
404,7201,-12.418909647716024,60,2.3327858448028564
405,7212,7.186662053168318,11,2.322801113128662
406,7215,4.076944601171799,3,2.276716470718384
407,7220,7.658322931914836,5,2.3375637531280518
408,7280,-17.450200553140732,60,2.2707738876342773
409,7340,-19.304862277024263,60,2.3354382514953613
410,7356,1.3933002147602247,16,2.3065342903137207
411,7413,-7.194969512923256,57,2.3515195846557617
412,7423,6.850677513522971,10,2.3384664058685303
413,7432,7.011564077049197,9,2.3738958835601807
414,7436,2.1723660542280725,4,2.3001046180725098
415,7439,-0.029270717237335042,3,2.36898136138916
416,7499,-15.412432924786405,60,2.345764636993408
417,7559,-17.464533416618597,60,2.287976026535034
