time/fps,time/iterations,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,train/learning_rate,train/n_updates,train/entropy_loss,train/loss,train/approx_kl,train/value_loss,train/clip_range,train/explained_variance,train/policy_gradient_loss,train/clip_fraction
107,19,175.37735849056602,90,-27.00413926415094,9728,0.0003,180,-2.318014842271805,0.08874337375164032,0.003688237,0.27716200463473795,0.1,0.9271458685398102,-0.012123268272262067,0.19453125
107,20,175.7017543859649,94,-26.59438401754386,10240,0.0003,190,-2.322252503037453,0.07880173623561859,0.003077527,0.25010723499581217,0.1,0.9466734230518341,-0.008807901735417544,0.1265625
107,21,175.84745762711864,99,-26.433197830508472,10752,0.0003,200,-2.3172384589910506,0.0371696911752224,0.004315349,0.14692175649106504,0.1,0.972350737079978,-0.014679721067659557,0.2201171875
107,22,176.0483870967742,104,-26.176741354838704,11264,0.0003,210,-2.32439381480217,0.015978217124938965,0.0030880277,0.17334467463660985,0.1,0.9655670039355755,-0.012573668052209542,0.1638671875
107,23,176.23076923076923,109,-25.96678063076923,11776,0.0003,220,-2.31397987306118,0.0061535220593214035,0.003520204,0.1988866006024182,0.1,0.9501781649887562,-0.012606625459739007,0.1638671875
107,24,176.39705882352942,113,-25.75626188235294,12288,0.0003,230,-2.3123879581689835,0.06603196263313293,0.0039022719,0.2724152204580605,0.1,0.9417587295174599,-0.010797672322951257,0.1599609375
107,25,176.5,118,-25.599358257142857,12800,0.0003,240,-2.3180752992630005,0.07050525397062302,0.003475298,0.23518857024610043,0.1,0.9519274570047855,-0.010793749045114964,0.1892578125
107,26,176.64383561643837,123,-25.36013405479452,13312,0.0003,250,-2.323598623275757,0.13880100846290588,0.0026782663,0.21607466619461774,0.1,0.9491761848330498,-0.008673229091800749,0.1365234375
106,27,176.8181818181818,130,-25.130069415584416,13824,0.0003,260,-2.3274351835250853,0.07235640287399292,0.0037280517,0.2727976717054844,0.1,0.9430024027824402,-0.011217011336702854,0.167578125
103,28,176.8987341772152,138,-25.01906370886076,14336,0.0003,270,-2.3271352112293244,0.05742218345403671,0.0036495663,0.1260044180206023,0.1,0.9777655061334372,-0.011419286410091444,0.1896484375
102,29,177.0121951219512,145,-24.842558463414633,14848,0.0003,280,-2.3226354867219925,0.05244430527091026,0.0030900259,0.1305384554900229,0.1,0.9718733746558428,-0.010546328307827934,0.14921875
101,30,177.11764705882354,151,-24.72565443529412,15360,0.0003,290,-2.3464261263608934,0.12681728601455688,0.0033579024,0.2294194502523169,0.1,0.9549494199454784,-0.014063452964182942,0.2146484375
100,31,177.2159090909091,157,-24.564184602272732,15872,0.0003,300,-2.3440752387046815,0.039087262004613876,0.0032475027,0.23461952535435557,0.1,0.9565116055309772,-0.008626157554681413,0.1125
99,32,177.27777777777777,164,-24.529959700000006,16384,0.0003,310,-2.3447616189718246,0.10052059590816498,0.003947991,0.19756789372768252,0.1,0.9605856090784073,-0.01165663039428182,0.219140625
99,33,177.36559139784947,170,-24.457362150537637,16896,0.0003,320,-2.353521692752838,0.1006091758608818,0.003866022,0.2234915875364095,0.1,0.9423979669809341,-0.011211139603983612,0.1609375
98,34,177.4742268041237,176,-24.312648134020623,17408,0.0003,330,-2.3472635418176653,0.041646283119916916,0.0031735129,0.23173145516775548,0.1,0.9491715580224991,-0.012253388599492609,0.2044921875
98,35,177.5252525252525,182,-24.239772232323237,17920,0.0003,340,-2.3359811425209047,0.04703719541430473,0.003513678,0.19088329495862127,0.1,0.9660760089755058,-0.011318924801889807,0.159375
97,36,178.1,189,-24.097397109999996,18432,0.0003,350,-2.336058011651039,0.09724549949169159,0.0034061652,0.2134538047015667,0.1,0.9525793008506298,-0.010734282579505816,0.1697265625
96,37,178.64,195,-23.299210119999998,18944,0.0003,360,-2.33186674118042,0.047998230904340744,0.003080829,0.28602211764082314,0.1,0.935644119977951,-0.013010430132271721,0.1671875
96,38,178.64,201,-22.8796858,19456,0.0003,370,-2.3185375541448594,0.03864799812436104,0.0039308397,0.17076231543906034,0.1,0.9679385088384151,-0.01516288350103423,0.2751953125
96,39,178.64,207,-22.601637670000006,19968,0.0003,380,-2.3172020584344866,0.06343923509120941,0.0028159264,0.17136529069393874,0.1,0.9726470652967691,-0.008400644426001237,0.1056640625
95,40,178.64,214,-22.255440550000003,20480,0.0003,390,-2.310320180654526,0.08528527617454529,0.003910199,0.19230071566998957,0.1,0.954231683164835,-0.014233170333318413,0.204296875
95,41,178.64,220,-21.922615400000005,20992,0.0003,400,-2.2931836754083634,0.024157850071787834,0.002897716,0.23096201876178385,0.1,0.947813481092453,-0.009328780689975247,0.0935546875
94,42,179.05,227,-21.821589479999997,21504,0.0003,410,-2.3035855501890183,0.06799805164337158,0.0037086743,0.19589842506684363,0.1,0.9664724357426167,-0.012897892598994076,0.244921875
94,43,179.59,233,-21.870462029999995,22016,0.0003,420,-2.3084448993206026,0.15536727011203766,0.0031139543,0.17547046514227987,0.1,0.9663233309984207,-0.010962221876252443,0.1767578125
94,44,179.86,239,-21.845994299999997,22528,0.0003,430,-2.3144963324069976,0.05732084810733795,0.0035775146,0.16619942928664386,0.1,0.9615466222167015,-0.01178851563599892,0.215234375
93,45,179.86,245,-21.71097041,23040,0.0003,440,-2.29424866437912,0.0619339682161808,0.003630171,0.236319219134748,0.1,0.950826607644558,-0.010818190115969628,0.1576171875
93,46,180.0,252,-21.680721879999997,23552,0.0003,450,-2.281603330373764,0.10263901948928833,0.0023476453,0.2072454037843272,0.1,0.9614728651940823,-0.008404281793627889,0.12421875
92,47,180.0,258,-21.476126970000006,24064,0.0003,460,-2.301584255695343,0.18125565350055695,0.0033173333,0.20100292628630995,0.1,0.9546433836221695,-0.010822583129629493,0.165625
92,48,180.0,265,-21.31333412,24576,0.0003,470,-2.2638819992542265,-0.002217590808868408,0.0033510947,0.13008508628699927,0.1,0.9721984695643187,-0.010472645232221111,0.1421875
91,49,180.0,273,-21.220813240000002,25088,0.0003,480,-2.265887886285782,0.13746877014636993,0.0034206817,0.23486976521089672,0.1,0.9441059269011021,-0.010550037637585774,0.1490234375
90,50,180.0,282,-21.150321870000003,25600,0.0003,490,-2.2840535819530485,0.008636251091957092,0.0033334093,0.15479215900413693,0.1,0.9639097452163696,-0.010229880129918456,0.1431640625
89,51,180.0,290,-21.076845979999998,26112,0.0003,500,-2.2687751233577726,0.16462472081184387,0.0031997962,0.2871272104792297,0.1,0.9456013664603233,-0.012675012182444333,0.157421875
89,52,180.0,297,-21.091646950000005,26624,0.0003,510,-2.2527655869722367,0.09771396219730377,0.0031367654,0.11784366616047919,0.1,0.9766821414232254,-0.012070834456244484,0.1865234375
88,53,180.0,305,-21.11754549,27136,0.0003,520,-2.243152764439583,0.1323503851890564,0.00337293,0.22969688917510211,0.1,0.963758260011673,-0.010205785534344614,0.1814453125
88,54,180.0,312,-21.10434979,27648,0.0003,530,-2.2353197962045668,0.03952274098992348,0.0038502547,0.23368534361943602,0.1,0.9396311603486538,-0.01010930176707916,0.1529296875
88,55,180.0,319,-21.10109647,28160,0.0003,540,-2.222785124182701,0.009157625027000904,0.0042267866,0.1357654727762565,0.1,0.9696825742721558,-0.011362088745227084,0.187890625
87,56,180.0,326,-21.078825760000004,28672,0.0003,550,-2.2142038375139235,0.0067122578620910645,0.004195147,0.14366686209104956,0.1,0.9732890576124191,-0.01504385240841657,0.2375
87,57,180.0,333,-21.084946429999995,29184,0.0003,560,-2.2245918780565264,0.08512058854103088,0.0041271877,0.25350414265412835,0.1,0.9435970038175583,-0.009911095927236602,0.1703125
87,58,180.0,340,-21.083980179999998,29696,0.0003,570,-2.178803485631943,0.07175056636333466,0.0038148835,0.21516794846393167,0.1,0.9603198617696762,-0.013508856587577611,0.2546875
86,59,180.0,348,-21.05984631,30208,0.0003,580,-2.1784916520118713,0.02458633854985237,0.0048426054,0.11510252398438751,0.1,0.9771343264728785,-0.01321422942710342,0.2638671875
86,60,180.0,355,-21.05656751,30720,0.0003,590,-2.2056429892778397,0.07440917193889618,0.003158926,0.20338875432498754,0.1,0.9599225372076035,-0.010059269989142194,0.137109375
86,61,180.0,361,-21.08050313,31232,0.0003,600,-2.1800524324178694,0.11983737349510193,0.00398599,0.2933531134389341,0.1,0.9280196204781532,-0.015423409861978144,0.221484375
86,62,180.0,367,-21.093641,31744,0.0003,610,-2.1145371556282044,0.0029914546757936478,0.0036482,0.19221958913840353,0.1,0.9633732251822948,-0.012293915162445046,0.206640625
86,63,180.0,373,-21.084461580000003,32256,0.0003,620,-2.1257643908262254,0.009949490427970886,0.0033860826,0.12787578194402158,0.1,0.975121945142746,-0.013434036250691861,0.1724609375
86,64,180.0,379,-21.11391298,32768,0.0003,630,-2.1292117476463317,0.06143505871295929,0.0031446065,0.17112743402831257,0.1,0.9617281332612038,-0.010980680212378502,0.1408203125
86,65,180.0,386,-21.09713502,33280,0.0003,640,-2.1634920626878738,0.01562560722231865,0.0025916542,0.17013771547935902,0.1,0.9691970776766539,-0.011163430806482211,0.1486328125
86,66,180.0,392,-21.11939234,33792,0.0003,650,-2.156057634949684,0.10766293108463287,0.003237768,0.17068449922371656,0.1,0.9659538753330708,-0.012170658103423193,0.1478515625
85,67,180.0,400,-21.10944882,34304,0.0003,660,-2.169492629170418,0.0459580197930336,0.0038525655,0.2323490187525749,0.1,0.9515656903386116,-0.0103095511731226,0.156640625
85,68,180.0,407,-21.060113379999997,34816,0.0003,670,-2.191116359829903,0.148971289396286,0.004028806,0.15381454573944212,0.1,0.9651044383645058,-0.011858190409839153,0.176171875
85,69,180.0,414,-21.052085330000004,35328,0.0003,680,-2.1904417008161543,0.01846608705818653,0.002566977,0.1679924946743995,0.1,0.9660233408212662,-0.008366802398813888,0.119921875
84,70,180.0,421,-21.014069839999998,35840,0.0003,690,-2.163030132651329,0.04884226620197296,0.0024571372,0.15390528056304903,0.1,0.9690154939889908,-0.01293844431056641,0.13359375
84,71,180.0,428,-21.024260950000002,36352,0.0003,700,-2.15215727686882,0.2488592267036438,0.0039220587,0.26406385414302347,0.1,0.9392052590847015,-0.013503882754594087,0.200390625
84,72,180.0,436,-20.99201131,36864,0.0003,710,-2.120052236318588,0.001291513442993164,0.0035650742,0.12948671458289027,0.1,0.9765460677444935,-0.011849359486950562,0.187890625
84,73,180.0,444,-20.97516504,37376,0.0003,720,-2.131283515691757,0.05419992655515671,0.0023165778,0.1578982182778418,0.1,0.9696144666522741,-0.009017167962156236,0.107421875
83,74,180.0,454,-20.995270259999998,37888,0.0003,730,-2.1096176892518996,0.0032320842146873474,0.002910785,0.1590691726654768,0.1,0.9586526304483414,-0.0102705986762885,0.12421875
83,75,180.0,461,-20.954446009999998,38400,0.0003,740,-2.0863915622234344,0.21449868381023407,0.0037316845,0.24188098730519414,0.1,0.9369496777653694,-0.010181578276387881,0.1689453125
82,76,180.0,470,-20.97907019,38912,0.0003,750,-2.128618398308754,0.21357819437980652,0.0031155227,0.23157230578362942,0.1,0.9565773792564869,-0.011236756108701229,0.1783203125
82,77,180.0,479,-20.98744096,39424,0.0003,760,-2.0384140744805337,0.13051432371139526,0.0037926575,0.11893769821617753,0.1,0.9792669173330069,-0.007070445496356115,0.1294921875
81,78,180.0,487,-20.982424180000002,39936,0.0003,770,-2.1289693385362627,0.06407410651445389,0.0039053839,0.19721536310389637,0.1,0.9529759809374809,-0.013126047048717737,0.2216796875
81,79,180.0,494,-20.924415640000003,40448,0.0003,780,-2.097109830379486,0.11536362767219543,0.0035330127,0.22430170914158226,0.1,0.9616009593009949,-0.009532888905960135,0.17578125
81,80,180.0,501,-20.8999195,40960,0.0003,790,-2.056807905435562,0.004137123003602028,0.00305351,0.1568373629823327,0.1,0.9690954182296991,-0.007768678339198231,0.105078125
81,81,180.0,509,-20.88280017,41472,0.0003,800,-2.0900575548410414,0.01959695853292942,0.0029014568,0.17370988843031226,0.1,0.9535866752266884,-0.010709049215074628,0.1462890625
81,82,180.0,517,-20.89661779,41984,0.0003,810,-2.0838947892189026,0.007220164872705936,0.0035255444,0.17800709228031336,0.1,0.9581866003572941,-0.011628766870126128,0.159765625
81,83,180.0,524,-20.91846442,42496,0.0003,820,-2.0880737632513044,0.15219904482364655,0.0041588526,0.20006593530997635,0.1,0.9593782350420952,-0.013444375019753351,0.187890625
81,84,180.0,530,-20.93014177,43008,0.0003,830,-2.0552134424448014,0.0996171236038208,0.0032285983,0.20796802174299955,0.1,0.9418918862938881,-0.011827779881423339,0.162109375
81,85,180.0,536,-20.88957985,43520,0.0003,840,-2.0588729470968246,0.05792305991053581,0.0024073296,0.16684121005237101,0.1,0.9436345435678959,-0.008590561873279511,0.098046875
81,86,180.0,541,-20.826386980000002,44032,0.0003,850,-2.0904186367988586,0.048174429684877396,0.003662436,0.11498427365440875,0.1,0.9723672457039356,-0.011756998486816883,0.1783203125
81,87,180.0,546,-20.82208193,44544,0.0003,860,-2.0497694998979568,0.058221012353897095,0.0036161747,0.0990095127839595,0.1,0.9811526406556368,-0.016025107505265625,0.2375
81,88,180.0,552,-20.790796129999993,45056,0.0003,870,-2.085786911845207,0.03727150335907936,0.0032114277,0.16843855981715022,0.1,0.9584164284169674,-0.0109817564021796,0.158203125
81,89,180.0,557,-20.768519420000004,45568,0.0003,880,-2.054500088095665,0.03770288825035095,0.004029303,0.14824816011823713,0.1,0.956577867269516,-0.01571240118937567,0.20390625
81,90,180.0,562,-20.7629368,46080,0.0003,890,-2.0483517318964006,0.08410796523094177,0.0033276961,0.20079282307997345,0.1,0.9478946886956692,-0.008664323430275544,0.103515625
82,91,180.0,568,-20.728572599999996,46592,0.0003,900,-2.0145880088210104,0.13500529527664185,0.00387072,0.1595993627794087,0.1,0.9648713991045952,-0.01445361229707487,0.172265625
82,92,180.0,573,-20.7073803,47104,0.0003,910,-2.0055716395378114,0.10887707769870758,0.0039419457,0.2196978222578764,0.1,0.9364550486207008,-0.015172509651165456,0.21875
82,93,180.0,578,-20.6718741,47616,0.0003,920,-2.013624793291092,0.0807381421327591,0.0040573366,0.14948798262048513,0.1,0.970331221818924,-0.01300471308059059,0.1900390625
82,94,180.0,583,-20.67983802,48128,0.0003,930,-1.9344525754451751,0.0369800440967083,0.0036049448,0.12932632537558675,0.1,0.9729998260736465,-0.009921038732863962,0.15859375
82,95,180.0,589,-20.7170014,48640,0.0003,940,-1.9236932784318923,0.06103319674730301,0.00277468,0.27999710347503426,0.1,0.931943766772747,-0.009698853187728673,0.137890625
82,96,180.0,594,-20.710165779999997,49152,0.0003,950,-1.9942043468356132,0.0667475014925003,0.0027964055,0.22815360832028092,0.1,0.9384519010782242,-0.009064844611566513,0.0935546875
82,97,180.0,599,-20.6868726,49664,0.0003,960,-1.9551815569400788,0.030863899737596512,0.0040111095,0.13298093634657562,0.1,0.9687686264514923,-0.01236370940459892,0.1990234375
82,98,180.0,604,-20.70089456,50176,0.0003,970,-1.8931439861655235,0.11413034796714783,0.0038213255,0.19568486050702633,0.1,0.9488729871809483,-0.012614041299093515,0.181640625
83,99,180.0,610,-20.651085520000002,50688,0.0003,980,-1.8624308601021766,0.013161735609173775,0.003470802,0.15691953161731362,0.1,0.953895166516304,-0.013179076323285698,0.1794921875
83,100,180.0,615,-20.62088429,51200,0.0003,990,-1.9938584491610527,0.0687713772058487,0.0045761475,0.12181596611626447,0.1,0.9720845855772495,-0.01130577519943472,0.15078125
83,101,180.0,620,-20.5787776,51712,0.0003,1000,-1.918515883386135,0.011037374846637249,0.003193635,0.1156805906444788,0.1,0.969138516113162,-0.010312129658996128,0.1443359375
83,102,180.0,625,-20.583323469999996,52224,0.0003,1010,-1.949705073237419,0.11676596105098724,0.0031271342,0.13752553837839515,0.1,0.9632154442369938,-0.01178418667986989,0.1318359375
83,103,180.0,631,-20.519808220000005,52736,0.0003,1020,-1.9805471926927567,0.014972004108130932,0.0024615568,0.16345994209405035,0.1,0.9626255705952644,-0.009232025715755298,0.0958984375
83,104,180.0,637,-20.515361060000004,53248,0.0003,1030,-1.947448045015335,0.13727083802223206,0.0030608338,0.12655764746014028,0.1,0.9678271673619747,-0.01142497411929071,0.1408203125
83,105,180.0,644,-20.520664460000003,53760,0.0003,1040,-1.8911316379904748,0.012748673558235168,0.0016051268,0.24128162027336658,0.1,0.9522378817200661,-0.00880308699561283,0.0828125
83,106,180.0,651,-20.467898,54272,0.0003,1050,-1.8935473009943962,0.08191850781440735,0.0027581574,0.2504645196255296,0.1,0.9316080510616302,-0.012209604639792815,0.1328125
83,107,180.0,656,-20.461201629999998,54784,0.0003,1060,-1.9045105502009392,0.06727869808673859,0.0038348967,0.2312666145619005,0.1,0.9419085048139095,-0.01219992091646418,0.2138671875
83,108,180.0,662,-20.481265869999998,55296,0.0003,1070,-1.8823739722371102,0.0011209165677428246,0.0029793724,0.1251632177969441,0.1,0.9716931190341711,-0.011935929261380807,0.163671875
83,109,180.0,667,-20.44673641,55808,0.0003,1080,-1.8908028408885003,0.06455765664577484,0.005057445,0.1313756932504475,0.1,0.9678870886564255,-0.017899993690662086,0.2921875
83,110,180.0,672,-20.387058550000003,56320,0.0003,1090,-1.9459567174315453,0.11726558953523636,0.0036694796,0.13042896997649223,0.1,0.9726414158940315,-0.01191211937693879,0.1619140625
83,111,180.0,678,-20.36606012,56832,0.0003,1100,-1.9002737060189248,0.018245164304971695,0.004507428,0.1863304253667593,0.1,0.9569420367479324,-0.012517819344066084,0.14140625
83,112,180.0,683,-20.35675378,57344,0.0003,1110,-1.9377753496170045,0.13389040529727936,0.003957244,0.15310586215928196,0.1,0.9269028156995773,-0.011851071155979298,0.169921875
84,113,180.0,688,-20.330139269999997,57856,0.0003,1120,-1.9234312176704407,0.07754208892583847,0.0028553582,0.16191553249955176,0.1,0.9497617296874523,-0.009932696595205926,0.1130859375
84,114,180.0,694,-20.367180989999998,58368,0.0003,1130,-1.9645169883966447,0.11813769489526749,0.0034072008,0.15100256633013487,0.1,0.9625885896384716,-0.008958235947648063,0.14609375
84,115,180.0,699,-20.365576039999997,58880,0.0003,1140,-1.9566174626350403,0.1015026867389679,0.0032558627,0.13671903361100704,0.1,0.9559562355279922,-0.00925523720216006,0.1392578125
84,116,180.0,704,-20.325924389999997,59392,0.0003,1150,-1.9109226778149604,-0.006644519045948982,0.002904059,0.1591033493168652,0.1,0.9566327147185802,-0.011144923814572393,0.1396484375
84,117,180.0,709,-20.31438359,59904,0.0003,1160,-1.9331365063786508,-0.003429226577281952,0.005342814,0.11385305831208825,0.1,0.97056670114398,-0.014109098733752035,0.185546875
84,118,180.0,715,-20.29614423,60416,0.0003,1170,-1.8898863524198533,0.01823042333126068,0.0028924248,0.1349138663383201,0.1,0.974650900810957,-0.013571818586206064,0.1658203125
84,119,180.0,721,-20.26444004,60928,0.0003,1180,-1.8250103190541267,0.008102098479866982,0.0041413307,0.12045714659616351,0.1,0.9702958352863789,-0.010371708299499006,0.1642578125
84,120,180.0,727,-20.26134235,61440,0.0003,1190,-1.8790292486548423,0.06868907809257507,0.0022431356,0.12646788079291582,0.1,0.9670989252626896,-0.009373321372549981,0.132421875
84,121,180.0,732,-20.233826370000003,61952,0.0003,1200,-1.8411159262061119,0.06263403594493866,0.0035033906,0.17991174184717237,0.1,0.9649267792701721,-0.009954856813419611,0.1279296875
84,122,180.0,738,-20.21841937,62464,0.0003,1210,-1.8157576084136964,0.018705610185861588,0.0040275585,0.1534072149079293,0.1,0.9659335948526859,-0.012580349019845016,0.1654296875
84,123,180.0,743,-20.252728330000004,62976,0.0003,1220,-1.8028650671243667,0.07297088205814362,0.003894577,0.1789126441348344,0.1,0.9595908112823963,-0.011116310552461072,0.1724609375
84,124,180.0,749,-20.274569539999998,63488,0.0003,1230,-1.8859194830060004,0.04556383192539215,0.0051713623,0.13181974105536937,0.1,0.9669953249394894,-0.013969276851275936,0.230078125
84,125,180.0,754,-20.270873199999997,64000,0.0003,1240,-1.8510048404335975,-0.002975260838866234,0.0042396155,0.1345845177071169,0.1,0.9684206396341324,-0.012514804652892054,0.176171875
84,126,180.0,760,-20.27074249,64512,0.0003,1250,-1.8074510797858239,0.1293765753507614,0.0026774313,0.15654775439761578,0.1,0.9493404105305672,-0.008563440153375268,0.12890625
84,127,180.0,765,-20.26337585,65024,0.0003,1260,-1.8672141656279564,0.10967320948839188,0.0036064875,0.1312814973760396,0.1,0.9692587181925774,-0.01189332889043726,0.196875
84,128,180.0,771,-20.223841869999998,65536,0.0003,1270,-1.944002552330494,0.01768035627901554,0.004849313,0.14290855368599295,0.1,0.9576601982116699,-0.015676440444076435,0.264453125
85,129,180.0,776,-20.212788129999996,66048,0.0003,1280,-1.8808665364980697,0.05402754992246628,0.0041820714,0.21335336817428469,0.1,0.9256148785352707,-0.012124342477181926,0.1501953125
85,130,180.0,782,-20.13473612,66560,0.0003,1290,-1.886223813891411,-0.000879017636179924,0.004282554,0.13996928671840578,0.1,0.9526244178414345,-0.011722267713048495,0.1845703125
85,131,180.0,787,-20.0915017,67072,0.0003,1300,-1.9134346067905426,0.08983919024467468,0.0031733029,0.1490419628098607,0.1,0.9517527408897877,-0.012807930487906561,0.1681640625
85,132,180.0,792,-20.12650755,67584,0.0003,1310,-1.9124727472662926,0.011805705726146698,0.004728014,0.1275819845031947,0.1,0.9698423631489277,-0.017223065078724176,0.2671875
85,133,180.0,798,-20.08662958,68096,0.0003,1320,-1.9148734733462334,-0.005470242351293564,0.003205608,0.16126823266968132,0.1,0.9499246589839458,-0.008525032975012437,0.125390625
85,134,180.0,803,-20.091559659999998,68608,0.0003,1330,-1.921653650701046,0.14877906441688538,0.0039105983,0.15925865522585808,0.1,0.956519354134798,-0.013267319399164989,0.1841796875
85,135,180.0,809,-20.08036707,69120,0.0003,1340,-1.9450317353010178,0.010252570733428001,0.002747763,0.139865549094975,0.1,0.9518666230142117,-0.009916567412437871,0.1318359375
85,136,180.0,814,-20.10023826,69632,0.0003,1350,-1.8769951596856118,0.025657501071691513,0.0037121607,0.21358944103121758,0.1,0.9394012466073036,-0.014138012874173,0.1998046875
85,137,180.0,820,-20.092081899999997,70144,0.0003,1360,-1.848889884352684,0.05259107053279877,0.0025040004,0.15379740931093694,0.1,0.9585434347391129,-0.008168676577042788,0.116796875
85,138,180.0,825,-20.09456598,70656,0.0003,1370,-1.8968308314681053,0.015620926395058632,0.0038202628,0.13199284174479545,0.1,0.9723719470202923,-0.011114516167435796,0.2439453125
85,139,180.0,831,-20.11053636,71168,0.0003,1380,-1.8673887819051742,0.05905693769454956,0.002828022,0.10940837576054037,0.1,0.9736301023513079,-0.012015146407065913,0.1837890625
85,140,180.0,836,-20.0964737,71680,0.0003,1390,-1.8253514245152473,0.014765352942049503,0.0024533388,0.1819632118800655,0.1,0.9481821320950985,-0.007503440117579885,0.11484375
85,141,180.0,842,-20.118778180000003,72192,0.0003,1400,-1.9125003233551978,0.11280901730060577,0.0032001236,0.1572874352103099,0.1,0.9552009850740433,-0.010360588855110108,0.1501953125
85,142,180.0,847,-20.12968505,72704,0.0003,1410,-1.8965251699090004,0.02027602307498455,0.003330078,0.11130586427170783,0.1,0.9743600357323885,-0.009861488724709488,0.1279296875
85,143,180.0,852,-20.09516314,73216,0.0003,1420,-1.8451502099633217,0.0030496083199977875,0.0037865234,0.20458797635510564,0.1,0.9513794928789139,-0.011057793436339124,0.1353515625
85,144,180.0,858,-20.114631770000003,73728,0.0003,1430,-1.8562882870435715,0.013055127114057541,0.002688596,0.14743704316206277,0.1,0.9553418457508087,-0.009798721288098023,0.1205078125
85,145,180.0,863,-20.119118649999997,74240,0.0003,1440,-1.9483357399702073,0.0321103110909462,0.0023344578,0.11190939453663304,0.1,0.9752632677555084,-0.009110631194198504,0.10625
85,146,180.0,869,-20.11022967,74752,0.0003,1450,-1.9282281294465065,-0.0005703084170818329,0.002828267,0.10480338095221668,0.1,0.9775461852550507,-0.007665715704206377,0.097265625
86,147,180.0,874,-20.11052889,75264,0.0003,1460,-1.8440375909209252,0.029965337365865707,0.005206203,0.11345884571783245,0.1,0.974733754992485,-0.015101054491242393,0.218359375
86,148,180.0,880,-20.11515951,75776,0.0003,1470,-1.9028630182147026,0.07785820960998535,0.00299337,0.1572757900459692,0.1,0.9660819657146931,-0.010092450468800963,0.1376953125
