time/fps,train/explained_variance,train/policy_loss,train/entropy_loss,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,train/value_loss,rollout/ep_len_mean,time/iterations,train/learning_rate,train/n_updates
11,0.05429142713546753,2.7335433959960938,-2.3659486770629883,-0.14830804,543,6400,25.022523880004883,14.5,100,0.0007,99
11,0.23175710439682007,-8.977225303649902,-2.3571159839630127,1.4703138000000004,1117,12800,26.537221908569336,11.4,200,0.0007,199
