time/iterations,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,train/entropy_loss,train/value_loss,train/approx_kl,train/learning_rate,train/clip_fraction,train/n_updates,train/policy_gradient_loss,train/clip_range,train/loss,train/explained_variance
37,18944,275,-6.53387457,60.0,68,-2.1744277834892274,0.012718819553265348,0.0142121315,0.0003,0.141796875,360,-0.01674420025665313,0.2,-0.10063428431749344,0.906388983130455
38,19456,286,-6.536059660000001,60.0,67,-2.139057457447052,0.012359705567359925,0.01737848,0.0003,0.1400390625,370,-0.019101169967325405,0.2,-0.13396307826042175,0.8877765536308289
39,19968,296,-6.524982829999999,60.0,67,-2.0792872488498686,0.014399333333130926,0.012873993,0.0003,0.093359375,380,-0.016424223879585042,0.2,-0.11832024902105331,0.8997472375631332
40,20480,305,-6.537036639999999,60.0,67,-2.055816388130188,0.009048487822292372,0.012906193,0.0003,0.078515625,390,-0.012907712510786951,0.2,-0.13474294543266296,0.9315252006053925
41,20992,313,-6.572775270000001,60.0,66,-2.0753944367170334,0.012068288930458948,0.008054493,0.0003,0.069140625,400,-0.014282532501965761,0.2,-0.09189082682132721,0.8965460881590843
42,21504,325,-6.5725872,60.0,65,-2.094146338105202,0.00925420862622559,0.010309556,0.0003,0.0837890625,410,-0.010053707298357039,0.2,-0.14483031630516052,0.8941499441862106
43,22016,339,-6.551171490000001,60.0,64,-2.098433068394661,0.01867839926853776,0.009963399,0.0003,0.0689453125,420,-0.010656113718869164,0.2,-0.1080835610628128,0.795432060956955
44,22528,354,-6.55618795,60.0,63,-2.096475026011467,0.009001640306087211,0.009989528,0.0003,0.1076171875,430,-0.016697974299313502,0.2,-0.11076880246400833,0.9364087581634521
45,23040,367,-6.59540893,60.0,62,-2.1210415065288544,0.0250890928437002,0.01060511,0.0003,0.1142578125,440,-0.012505678681191058,0.2,-0.11696872860193253,0.8263634145259857
46,23552,381,-6.562415420000001,60.0,61,-2.0868533343076705,0.011192265729187056,0.014604032,0.0003,0.1333984375,450,-0.01853864211589098,0.2,-0.13084809482097626,0.9115111529827118
47,24064,391,-6.5675817400000005,60.0,61,-2.1291534334421156,0.010557311360025778,0.01317383,0.0003,0.108984375,460,-0.012195123865967616,0.2,-0.14454208314418793,0.9066586941480637
48,24576,404,-6.573567860000001,60.0,60,-2.12979094684124,0.019425739836879074,0.008990303,0.0003,0.060546875,470,-0.0115153873746749,0.2,-0.13441455364227295,0.8673347532749176
49,25088,414,-6.584927659999998,60.0,60,-2.1344482749700546,0.05329833806026727,0.011520291,0.0003,0.13828125,480,-0.017230584134813397,0.2,-0.1163330078125,0.7105560898780823
50,25600,426,-6.622360709999999,60.0,59,-2.17083922624588,0.00822373655391857,0.00995524,0.0003,0.0373046875,490,-0.0055238997680135075,0.2,-0.074701689183712,0.9171256348490715
51,26112,436,-6.680976840000002,60.0,59,-2.1777050852775575,0.010577456629835068,0.013825474,0.0003,0.1080078125,500,-0.014991292031481862,0.2,-0.13123607635498047,0.9262405633926392
52,26624,447,-6.685957219999999,60.0,59,-2.2080545276403427,0.01029067614581436,0.015262196,0.0003,0.1787109375,510,-0.024562679254449903,0.2,-0.1146271675825119,0.9242985844612122
53,27136,459,-6.6509357499999995,60.0,59,-2.215372768044472,0.006192243719124235,0.011790121,0.0003,0.09765625,520,-0.015197837725281715,0.2,-0.11114396899938583,0.9347486197948456
54,27648,467,-6.643050209999999,60.0,59,-2.19857696890831,0.0063315261446405206,0.012078786,0.0003,0.136328125,530,-0.016994097619317472,0.2,-0.1288781464099884,0.956408616155386
55,28160,477,-6.639040109999999,60.0,58,-2.257817667722702,0.00538708996900823,0.014061688,0.0003,0.1595703125,540,-0.022233630425762384,0.2,-0.15477672219276428,0.9417238309979439
56,28672,488,-6.61666584,60.0,58,-2.2153567403554915,0.012866996135562659,0.009780832,0.0003,0.0458984375,550,-0.01219453681842424,0.2,-0.15128424763679504,0.901776097714901
57,29184,497,-6.63935107,60.0,58,-2.223816853761673,0.009515434561762959,0.013308128,0.0003,0.11484375,560,-0.025517662218771876,0.2,-0.18683944642543793,0.9227973967790604
58,29696,507,-6.666191750000001,60.0,58,-2.1824079900979996,0.04464911876129918,0.016951747,0.0003,0.1837890625,570,-0.02560018961667083,0.2,-0.13561570644378662,0.7165178060531616
59,30208,517,-6.6584999400000004,60.0,58,-2.186976972222328,0.06275323668960482,0.014839971,0.0003,0.1359375,580,-0.014845092169707641,0.2,-0.1001751720905304,0.6899450719356537
60,30720,528,-6.64619252,60.0,58,-2.234563273191452,0.012574238638626412,0.015078916,0.0003,0.12265625,590,-0.020773553056642413,0.2,-0.12828311324119568,0.8827051147818565
61,31232,537,-6.64112836,60.0,58,-2.2330822348594666,0.007702678046189249,0.019634124,0.0003,0.2462890625,600,-0.03262462252750993,0.2,-0.11864354461431503,0.9371275901794434
62,31744,547,-6.63607439,60.0,58,-2.2159112691879272,0.012889026204356923,0.012692061,0.0003,0.0861328125,610,-0.01716775125823915,0.2,-0.12193161994218826,0.9087791964411736
63,32256,558,-6.56515074,60.0,57,-2.1779721796512606,0.06904044330585749,0.015525975,0.0003,0.080078125,620,-0.020790710067376494,0.2,-0.11065416783094406,0.5562446415424347
64,32768,568,-6.56160338,60.0,57,-2.169230565428734,0.011220081488136201,0.014691634,0.0003,0.190234375,630,-0.030548092804383486,0.2,-0.16623783111572266,0.8969874456524849
65,33280,579,-6.56639861,60.0,57,-2.1537573456764223,0.05539897255366668,0.009574454,0.0003,0.0626953125,640,-0.020054316287860273,0.2,-0.116082563996315,0.6980505585670471
66,33792,588,-6.624710199999999,60.0,57,-2.144540810585022,0.13399977765511722,0.010595137,0.0003,0.08125,650,-0.013329845253610983,0.2,-0.09376155585050583,0.4835096597671509
67,34304,600,-6.637985720000001,60.0,57,-2.179605853557587,0.09441750957630575,0.010044718,0.0003,0.0580078125,660,-0.016119328740751372,0.2,-0.0715344250202179,0.6208151578903198
68,34816,612,-6.629088219999999,60.0,56,-2.1690281331539154,0.01869359618285671,0.0128426,0.0003,0.1458984375,670,-0.024293511535506695,0.2,-0.11527823656797409,0.8806067556142807
69,35328,623,-6.62668395,60.0,56,-2.164470246434212,0.027683539688587187,0.01284595,0.0003,0.14140625,680,-0.020399046828970313,0.2,-0.11281850188970566,0.8571313768625259
70,35840,635,-6.6629272,60.0,56,-2.192687654495239,0.06397672508610412,0.011895815,0.0003,0.0705078125,690,-0.011971858399920165,0.2,-0.055687226355075836,0.7146298289299011
71,36352,645,-6.65930144,60.0,56,-2.21986466050148,0.1080369015224278,0.011828554,0.0003,0.1357421875,700,-0.018488991947378963,0.2,-0.094795361161232,0.4209836721420288
72,36864,657,-6.65286043,60.0,56,-2.2184805512428283,0.011821395432343706,0.013913086,0.0003,0.169140625,710,-0.02539626396028325,0.2,-0.1193765327334404,0.8921596109867096
73,37376,669,-6.659819960000001,60.0,55,-2.199795535206795,0.024045819591265172,0.012664305,0.0003,0.1728515625,720,-0.022183138702530414,0.2,-0.1269722729921341,0.7969598174095154
74,37888,685,-6.66071766,60.0,55,-2.176021379232407,0.023381546104792504,0.010291381,0.0003,0.1021484375,730,-0.013872167514637112,0.2,-0.12713538110256195,0.8335190862417221
75,38400,703,-6.700311049999999,60.0,54,-2.1235291242599486,0.015950154117308556,0.010589665,0.0003,0.0484375,740,-0.01531573588727042,0.2,-0.12239290773868561,0.8362495005130768
76,38912,713,-6.70650568,60.0,54,-2.1166980028152467,0.022901493404060603,0.010517323,0.0003,0.089453125,750,-0.012872047582641244,0.2,-0.12404631078243256,0.8411761522293091
77,39424,722,-6.70974069,60.0,54,-2.1302731037139893,0.018977999256458135,0.011685358,0.0003,0.1392578125,760,-0.01762790700304322,0.2,-0.12870116531848907,0.8622316867113113
78,39936,732,-6.650392000000002,60.0,54,-2.137173607945442,0.1448936691507697,0.006883395,0.0003,0.0578125,770,-0.01513725527911447,0.2,-0.08349257707595825,0.4215746521949768
79,40448,742,-6.668542510000001,60.0,54,-2.088587814569473,0.0370155154261738,0.01180893,0.0003,0.099609375,780,-0.01883081110427156,0.2,-0.11462458223104477,0.7231906652450562
