time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/time_elapsed,time/total_timesteps,train/policy_gradient_loss,train/explained_variance,train/entropy_loss,train/value_loss,train/clip_range,train/learning_rate,train/n_updates,train/approx_kl,train/clip_fraction,train/loss
15,17.25,1.6889815961538461,1,65,1024,,,,,,,,,,
17,22.261363636363637,-0.25881326136363625,2,115,2048,-0.012615563964936882,-0.011318325996398926,-2.482279306650162,9.541938483715057,0.1,0.0003,10,0.0034015225,0.1708984375,4.452434539794922
17,25.22,-1.4719981699999998,3,173,3072,-0.0092456444457639,0.24939024448394775,-2.47922327965498,7.64420876801014,0.1,0.0003,20,0.0035101231,0.1376953125,3.0829062461853027
17,21.66,0.41624123,4,238,4096,-0.009529618304804898,0.21884500980377197,-2.476078723371029,12.09685726761818,0.1,0.0003,30,0.0028741718,0.1080078125,4.600790977478027
15,14.51,2.64425411,5,334,5120,-0.011560659046517685,0.2106938362121582,-2.474441412091255,14.621918046474457,0.1,0.0003,40,0.0026462215,0.1048828125,4.97597074508667
15,17.3,1.09024958,6,389,6144,-0.012630204079323448,0.350766122341156,-2.467950518429279,13.021107482910157,0.1,0.0003,50,0.0029897527,0.15576171875,7.979937553405762
15,21.59,-0.3951518700000001,7,448,7168,-0.009022347064455972,0.06309014558792114,-2.4687956124544144,16.40894209742546,0.1,0.0003,60,0.0031431883,0.1109375,7.427041053771973
15,20.71,-0.05424508999999978,8,517,8192,-0.008054711007571314,0.21527159214019775,-2.465062737464905,16.573398900032043,0.1,0.0003,70,0.0026329942,0.09091796875,7.904506683349609
15,18.65,0.21995223999999985,9,581,9216,-0.01065130028873682,0.3234661817550659,-2.4560200542211534,16.499681586027144,0.1,0.0003,80,0.0027747634,0.11953125,7.015904426574707
15,19.41,-0.13672222,10,646,10240,-0.010062300256686285,0.09523952007293701,-2.4562505587935446,20.60756006836891,0.1,0.0003,90,0.0032143525,0.10224609375,9.8695707321167
15,19.74,-0.6654686000000002,11,713,11264,-0.007322843500878662,0.18992656469345093,-2.4524907544255257,22.448466455936433,0.1,0.0003,100,0.002161991,0.05703125,14.323505401611328
15,20.58,-1.2943692299999998,12,775,12288,-0.010732069266668986,0.22232216596603394,-2.4490998134016992,15.773216933012009,0.1,0.0003,110,0.0029350761,0.12119140625,8.732136726379395
15,19.22,-0.6222016600000001,13,845,13312,-0.009403618730721064,0.14467167854309082,-2.4428747430443765,17.57711746096611,0.1,0.0003,120,0.0027413052,0.1021484375,8.072578430175781
15,17.11,0.19346130999999983,14,928,14336,-0.013160633761435747,0.2489616870880127,-2.438632310926914,15.51632575392723,0.1,0.0003,130,0.0034089838,0.130078125,7.113398551940918
15,13.48,2.937267929999999,15,1009,15360,-0.007740250663482584,0.28052252531051636,-2.428919203579426,19.4802507519722,0.1,0.0003,140,0.0024824438,0.07119140625,8.039375305175781
