#{"t_start": 1785396098.9476032, "env_id": "None"}
r,l,t
0.324807,12,1.447885
-1.01386,46,3.698167
8.222979,4,4.963527
7.114071,4,6.175068
7.786715,8,7.456136
3.74149,6,8.778561
-15.000145,60,11.269922
2.98428,26,13.068303
1.764188,2,14.35724
6.808965,25,16.013881
-8.86077,60,18.512281
-0.037592,1,19.669934
6.138336,2,20.802512
7.749764,7,22.114218
-18.873345,60,24.546261
0.530298,4,25.849886
9.546513,19,27.401716
6.66767,4,28.578253
-16.57435,60,30.964381
6.289606,16,32.563035
0.940429,1,33.703205
5.461576,26,35.428567
-2.46553,38,37.478663
7.288776,5,38.755815
9.81777,2,39.971124
3.763746,5,41.241173
-12.631651,60,43.781958
-19.301014,60,46.330769
5.79044,16,47.784758
-18.722687,60,50.230837
6.658252,1,51.44216
-12.359104,60,54.009307
1.987096,2,55.205065
5.235108,3,56.397417
0.801051,17,57.979697
3.080686,13,59.397839
-14.761234,60,61.82516
4.289416,4,63.093551
1.15046,2,64.295415
1.735202,43,66.335339
-12.116834,60,68.842587
5.816075,6,70.27144
-16.088626,60,72.872393
9.067578,2,74.061565
2.326687,42,76.12512
3.406163,2,77.210809
2.153204,25,78.865775
8.659208,1,80.043382
6.131358,2,81.264704
0.876441,24,82.85947
4.025051,3,84.177101
2.974096,21,85.71837
3.421379,12,87.137509
-14.293972,60,89.670812
-9.732195,60,92.273187
-5.658938,55,94.703367
8.653399,3,95.843755
3.561849,1,97.1465
-13.413745,60,99.521343
7.317191,18,101.31179
-1.542292,35,103.313107
2.868059,9,104.540311
5.749884,2,105.713395
8.271158,2,107.005224
-14.353284,60,109.377842
7.749742,13,110.757219
-17.439585,60,113.209202
8.540408,8,114.550857
-20.818818,60,117.135523
6.840766,6,118.390917
3.43059,14,119.845325
0.899754,2,121.04436
3.090628,6,122.314608
4.387338,25,123.93845
9.710779,2,125.083296
8.36463,12,126.56794
-2.451262,39,128.537413
-12.033451,60,131.017218
-3.65352,49,133.301058
5.606295,7,134.611014
7.69266,18,136.117189
0.752834,2,137.276913
-13.964553,60,139.678707
0.865701,2,140.75131
-13.365173,60,143.261397
7.809125,1,144.495939
2.308667,23,146.171609
-29.485732,60,148.710105
8.690564,3,149.881646
6.166473,7,151.169417
-21.13072,60,153.775725
7.374714,5,155.081198
