episode,timesteps,episode_reward,episode_length,entropy
1,12,0.3248067978962941,12,2.4775166511535645
2,58,-1.0138604406526297,46,2.4725279808044434
3,62,8.222979449737487,4,2.4753549098968506
4,66,7.1140708809173026,4,2.4664077758789062
5,74,7.78671471109339,8,2.479979991912842
6,80,3.741490196488912,6,2.4772632122039795
7,140,-15.000145178556874,60,2.4808363914489746
8,166,2.984279766882615,26,2.4728639125823975
9,168,1.764187676953312,2,2.4808595180511475
10,193,6.808964686417012,25,2.478666305541992
11,253,-8.86076971317545,60,2.4761321544647217
12,254,-0.037591937630814434,1,2.4788548946380615
13,256,6.138335522363871,2,2.472477912902832
14,263,7.749763581579133,7,2.4717116355895996
15,323,-18.873345389217274,60,2.478703498840332
16,327,0.5302978886970818,4,2.480715036392212
17,346,9.546513025318472,19,2.4776346683502197
18,350,6.667669547622931,4,2.475337266921997
19,410,-16.574350155012997,60,2.4809677600860596
20,426,6.2896057474011915,16,2.4717612266540527
21,427,0.9404285630376328,1,2.480757713317871
22,453,5.4615755370506225,26,2.472126007080078
23,491,-2.465529866616718,38,2.481395959854126
24,496,7.288775718112151,5,2.4794394969940186
25,498,9.817769779189815,2,2.4754157066345215
26,503,3.763746232535804,5,2.4776651859283447
27,563,-12.631651139481223,60,2.4727838039398193
28,623,-19.301014196683596,60,2.4766056537628174
29,639,5.790440063813307,16,2.476550579071045
30,699,-18.72268737170975,60,2.48077130317688
31,700,6.658252148921446,1,2.475036382675171
32,760,-12.359104241845692,60,2.4739861488342285
33,762,1.9870962511869499,2,2.4754066467285156
34,765,5.235107909649294,3,2.4804725646972656
35,782,0.8010506402201005,17,2.473745346069336
36,795,3.080685586883046,13,2.4750659465789795
37,855,-14.761234242142054,60,2.477950096130371
38,859,4.289416476136521,4,2.4730193614959717
39,861,1.150459995454299,2,2.479093551635742
40,904,1.7352024178615109,43,2.4754891395568848
41,964,-12.116834132958079,60,2.4798531532287598
42,970,5.816075150215528,6,2.473081588745117
43,1030,-16.08862608935402,60,2.4793779850006104
44,1032,9.067578161509287,2,2.474076271057129
45,1074,2.326686862954777,42,2.4800193309783936
46,1076,3.4061625087141696,2,2.4790167808532715
47,1101,2.1532039556658624,25,2.4790091514587402
48,1102,8.659208497252898,1,2.4724175930023193
49,1104,6.131357757644511,2,2.476287364959717
50,1128,0.8764408475850556,24,2.4794018268585205
51,1131,4.025050895575155,3,2.4799697399139404
52,1152,2.9740958074069153,21,2.478687047958374
53,1164,3.4213786223536196,12,2.4732420444488525
54,1224,-14.29397196554733,60,2.471862554550171
55,1284,-9.732194568384912,60,2.474177360534668
56,1339,-5.658938439134015,55,2.4753522872924805
57,1342,8.65339870650063,3,2.4790022373199463
58,1343,3.561848563071245,1,2.480863571166992
59,1403,-13.413745312412539,60,2.4789445400238037
60,1421,7.317190669914854,18,2.476041555404663
61,1456,-1.5422923683758274,35,2.475555419921875
62,1465,2.868059002980935,9,2.4784669876098633
63,1467,5.749883656596833,2,2.4726061820983887
64,1469,8.27115827866834,2,2.4757344722747803
65,1529,-14.353284203528368,60,2.4794437885284424
66,1542,7.749742261780934,13,2.4756929874420166
67,1602,-17.439584526694915,60,2.475140333175659
68,1610,8.54040824524121,8,2.47444486618042
69,1670,-20.818818146344572,60,2.4737179279327393
70,1676,6.84076566397985,6,2.4796204566955566
71,1690,3.4305899752269813,14,2.4742891788482666
72,1692,0.8997540777198327,2,2.4725594520568848
73,1698,3.0906277397630753,6,2.4779415130615234
74,1723,4.387338497224719,25,2.478501319885254
75,1725,9.71077894155365,2,2.4752092361450195
76,1737,8.364629874526914,12,2.471423864364624
77,1776,-2.4512617672775483,39,2.47383189201355
78,1836,-12.033451052053861,60,2.479731798171997
79,1885,-3.653520467547586,49,2.474752426147461
80,1892,5.606294727956046,7,2.4761569499969482
81,1910,7.6926596343869225,18,2.4789886474609375
82,1912,0.7528344456463878,2,2.4804389476776123
83,1972,-13.96455316073286,60,2.4793288707733154
84,1974,0.8657013133723721,2,2.47361421585083
85,2034,-13.365173013560938,60,2.4752440452575684
86,2035,7.80912488016188,1,2.4714982509613037
87,2058,2.30866686458495,23,2.4807028770446777
88,2118,-29.485732200892866,60,2.4732697010040283
89,2121,8.690563909216005,3,2.478513479232788
90,2128,6.1664727697919695,7,2.471452236175537
91,2188,-21.13072029410739,60,2.472728967666626
92,2193,7.374714215367532,5,2.469801187515259
93,2194,0.7881418807608356,1,2.477998733520508
94,2206,-0.28608208850244377,12,2.4724881649017334
95,2265,-10.40830174074492,59,2.4723470211029053
96,2266,4.795437468859795,1,2.469543218612671
97,2283,7.486236282021926,17,2.470146656036377
98,2343,-19.138900965991365,60,2.4780497550964355
99,2347,1.9550907322469777,4,2.472132682800293
100,2394,-8.027452028825186,47,2.4788622856140137
101,2406,6.609206708033983,12,2.472728967666626
102,2433,2.2265930140126753,27,2.4715349674224854
103,2454,4.615109061181009,21,2.4727373123168945
104,2468,1.5358464490855717,14,2.4675629138946533
105,2477,1.63186792391264,9,2.4741532802581787
106,2515,-3.8447770033895687,38,2.4766299724578857
107,2522,7.167160167964303,7,2.47168231010437
108,2523,4.02123681018205,1,2.476318359375
109,2525,8.589797965411835,2,2.4763286113739014
110,2527,1.732378905770873,2,2.4692111015319824
111,2579,-1.878411731215384,52,2.4749348163604736
112,2599,3.25747001981994,20,2.475968599319458
113,2656,-1.8738695990174126,57,2.4716336727142334
114,2716,-14.864865059432507,60,2.4788825511932373
115,2722,4.376765198068238,6,2.478529453277588
116,2740,1.4591950799960582,18,2.476796865463257
117,2746,4.244843835846387,6,2.477055311203003
118,2754,1.74772603449951,8,2.475510358810425
119,2781,-0.5737072477794651,27,2.475524663925171
120,2841,-15.48722828419142,60,2.4773027896881104
121,2901,-12.304886089640648,60,2.4752187728881836
122,2961,-15.205847313130045,60,2.4797658920288086
123,2976,10.22141537742992,15,2.474560022354126
124,2982,3.9647847771063476,6,2.4709842205047607
125,3024,-3.246180174056321,42,2.4775729179382324
