episode,timesteps,episode_reward,episode_length,entropy
1,12,0.3248067978962941,12,2.4775166511535645
2,58,-1.0138604406526297,46,2.472506046295166
3,62,8.222979449737487,4,2.474820852279663
4,66,7.1140708809173026,4,2.4673476219177246
5,74,7.78671471109339,8,2.4799418449401855
6,80,3.741490196488912,6,2.477022886276245
7,140,-15.000145178556874,60,2.4808263778686523
8,166,2.97833717854787,26,2.472911834716797
9,168,1.764187676953312,2,2.4803762435913086
10,193,6.808964686417012,25,2.4774036407470703
11,253,-8.86076971317545,60,2.4760842323303223
12,254,-0.037591937630814434,1,2.4776980876922607
13,256,6.138335522363871,2,2.4724018573760986
14,263,7.749763581579133,7,2.471740245819092
15,323,-18.873345389217274,60,2.478001594543457
16,327,0.5302978886970818,4,2.4801998138427734
17,346,9.546513025318472,19,2.477794647216797
18,350,6.667669547622931,4,2.4746103286743164
19,410,-16.574350155012997,60,2.4806244373321533
20,426,6.2896057474011915,16,2.4711225032806396
21,427,0.9404285630376328,1,2.480433464050293
22,453,5.4615755370506225,26,2.471297264099121
23,513,-19.013812617971602,60,2.481157064437866
24,534,0.4039022955870748,21,2.4792587757110596
25,584,-3.0447101577758726,50,2.4807093143463135
26,621,-7.41127142674567,37,2.475541830062866
27,652,-3.4478172242205662,31,2.4775264263153076
28,712,-14.852375208601288,60,2.478724956512451
29,724,4.059280798341705,12,2.4804818630218506
30,765,4.1426581414227615,41,2.4704272747039795
31,782,6.124602086220699,17,2.4756009578704834
32,842,-13.871469765102908,60,2.477105140686035
33,859,1.620038794699909,17,2.476710081100464
34,919,-11.840614394816471,60,2.4799880981445312
35,934,6.76337833395612,15,2.4740493297576904
36,960,-1.4166424887552946,26,2.4810526371002197
37,970,1.9447732616471702,10,2.480523109436035
38,1030,-18.819347443797476,60,2.476001262664795
39,1032,6.261020455102057,2,2.474447727203369
40,1092,-14.04948532996953,60,2.471332550048828
41,1101,4.3565076156633955,9,2.4780709743499756
42,1102,2.2582960567816808,1,2.480605363845825
43,1104,5.339013166093851,2,2.477121353149414
44,1128,-0.20692553851006634,24,2.474527597427368
45,1188,-12.846779045086778,60,2.4746170043945312
46,1193,3.620484099951671,5,2.471010684967041
47,1218,2.764251260856421,25,2.4734365940093994
48,1222,3.7153793907864268,4,2.474574565887451
49,1249,7.912532171627678,27,2.474792957305908
50,1309,-12.05768515975549,60,2.472479820251465
51,1318,8.178822065321437,9,2.4719247817993164
52,1364,-6.040418978257186,46,2.4727141857147217
53,1382,6.02540260879255,18,2.4699835777282715
54,1421,1.0932529345873916,39,2.4802451133728027
55,1456,0.9939978976678416,35,2.4719998836517334
56,1465,4.454058833622954,9,2.473600149154663
57,1467,4.311310586733321,2,2.474116086959839
58,1469,6.495717128394003,2,2.4803524017333984
59,1529,-15.783293710777254,60,2.4730875492095947
60,1542,0.213950394443585,13,2.481107234954834
61,1548,6.805528418501691,6,2.4796981811523438
62,1554,1.4824496982051416,6,2.473651885986328
63,1564,5.532322914573752,10,2.4744925498962402
64,1624,-11.189876273453955,60,2.480442523956299
65,1632,3.376510990965242,8,2.4747045040130615
66,1634,7.55839197897528,2,2.475680351257324
67,1644,5.750966760871809,10,2.4741482734680176
68,1704,-20.742245823819893,60,2.4810125827789307
69,1723,3.767916499501596,19,2.4776272773742676
70,1783,-12.456165433380084,60,2.477553367614746
71,1823,1.3491233135739895,40,2.475754976272583
72,1825,1.3009364623245991,2,2.4815945625305176
73,1885,-8.429745624838139,60,2.4743010997772217
74,1897,3.489571405773174,12,2.4800379276275635
75,1910,7.06657402328036,13,2.4764864444732666
76,1912,6.109181851447679,2,2.480242967605591
77,1941,3.205966956921805,29,2.4749419689178467
78,1948,1.2948982162051383,7,2.477879762649536
79,1954,3.379374541830618,6,2.4804413318634033
80,1974,4.236972563796618,20,2.473585605621338
81,1995,0.8665414601395609,21,2.474214553833008
82,1998,3.0585159835813154,3,2.4756977558135986
83,2019,-0.1458914283031505,21,2.4756276607513428
84,2035,8.480466091873778,16,2.4783289432525635
85,2095,-23.745754745052782,60,2.4760758876800537
86,2097,0.9750281880620701,2,2.4754600524902344
87,2138,0.06181835272236924,41,2.4791970252990723
88,2164,1.5269373990488702,26,2.481865406036377
89,2206,-2.529014632403473,42,2.4763855934143066
90,2220,5.577300528705126,14,2.4796791076660156
91,2250,2.4707282606190692,30,2.4807016849517822
92,2256,7.3198883623742,6,2.4711344242095947
93,2257,6.858909555940086,1,2.4753293991088867
94,2265,2.4985201489422604,8,2.473888874053955
95,2266,6.617813621912719,1,2.476003885269165
96,2283,3.47614866571819,17,2.478515625
97,2343,-17.13931469013515,60,2.4738171100616455
98,2353,-0.4236782885987753,10,2.479963541030884
99,2370,5.799723676727803,17,2.480398654937744
100,2430,-9.504890878905586,60,2.479560375213623
101,2433,7.441868372397174,3,2.4795618057250977
102,2459,-0.6000052542682066,26,2.4810996055603027
103,2468,6.2775617754136075,9,2.4776628017425537
104,2482,2.3364111147751956,14,2.478097915649414
105,2512,3.1739762066985637,30,2.4770140647888184
106,2515,5.4451840119526915,3,2.4781808853149414
107,2523,5.423679078548579,8,2.4798831939697266
