time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/time_elapsed,time/total_timesteps,train/policy_gradient_loss,train/explained_variance,train/entropy_loss,train/value_loss,train/clip_range,train/learning_rate,train/n_updates,train/approx_kl,train/clip_fraction,train/loss
12,13.580645161290322,2.964407161290323,1,40,512,,,,,,,,,,
14,17.69811320754717,1.6312561698113215,2,69,1024,-0.017979665589518846,-0.014678597450256348,-2.4825725317001344,11.026004242897034,0.1,0.0003,10,0.00347202,0.1822265625,4.880058765411377
14,18.794871794871796,1.4337799358974357,3,103,1536,-0.011739985778694973,0.12311995029449463,-2.4787265777587892,8.70832547545433,0.1,0.0003,20,0.0029888041,0.1267578125,4.221294403076172
15,20.28125,0.63980234375,4,131,2048,-0.014467925520148129,0.36393046379089355,-2.4751718670129774,8.185917955636977,0.1,0.0003,30,0.003394645,0.16171875,3.9086811542510986
15,22.69,-0.31700772000000016,5,162,2560,-0.009791306382976473,0.4222884774208069,-2.471877470612526,6.241446521878243,0.1,0.0003,40,0.0029411449,0.106640625,2.4481897354125977
14,19.21,0.89483103,6,213,3072,-0.008615111908875405,0.17274105548858643,-2.4683774918317796,14.039243948459625,0.1,0.0003,50,0.0024567419,0.0818359375,5.218177795410156
14,17.97,1.1853830600000002,7,252,3584,-0.008097542135510593,0.23672783374786377,-2.4625378251075745,17.4455806851387,0.1,0.0003,60,0.0028246534,0.0662109375,7.230240821838379
14,17.15,1.4376101600000004,8,286,4096,-0.0077458067855332045,0.26574891805648804,-2.4585527420043944,12.782790809869766,0.1,0.0003,70,0.002719622,0.0552734375,4.668252944946289
13,18.02,0.6026975200000001,9,330,4608,-0.00914784373017028,0.4709661602973938,-2.4590121030807497,7.671916416287422,0.1,0.0003,80,0.0028166198,0.10625,5.365189552307129
13,18.45,0.19835189000000003,10,378,5120,-0.006948956550331786,0.16904985904693604,-2.455317586660385,19.173147451877593,0.1,0.0003,90,0.0022869897,0.021484375,7.129812717437744
13,18.2,-0.1193008,11,407,5632,-0.01011875392869115,0.37965285778045654,-2.4447850704193117,13.94029234647751,0.1,0.0003,100,0.0028511474,0.101953125,6.256441116333008
13,16.89,0.53755626,12,441,6144,-0.006603506262763403,0.024441957473754883,-2.4436429142951965,11.336988013982772,0.1,0.0003,110,0.002324991,0.05625,5.312320709228516
14,17.69,0.7502345699999996,13,473,6656,-0.00983113621477969,0.2679467797279358,-2.4382123440504073,14.585082459449769,0.1,0.0003,120,0.002817843,0.0865234375,7.165718078613281
13,17.31,0.9239899099999999,14,519,7168,-0.011548981082160025,0.32535648345947266,-2.436464050412178,12.29575702548027,0.1,0.0003,130,0.0025879764,0.0693359375,5.276518821716309
13,16.62,1.0994037599999995,15,557,7680,-0.012064863776322455,0.17948967218399048,-2.4186827063560488,19.716561758518218,0.1,0.0003,140,0.0031127888,0.1509765625,8.463305473327637
13,17.54,0.14970267999999998,16,586,8192,-0.012418618088122457,-0.12216639518737793,-2.417272946238518,18.422877657413483,0.1,0.0003,150,0.0036620921,0.1435546875,8.213199615478516
14,18.46,-0.40288829000000015,17,618,8704,-0.008673780830577016,0.3449241518974304,-2.42484864294529,12.9257142663002,0.1,0.0003,160,0.0028137744,0.096484375,6.01442813873291
14,19.16,-0.8451765499999999,18,652,9216,-0.011207149078836664,0.244365394115448,-2.4207304567098618,13.697802686691285,0.1,0.0003,170,0.0030737896,0.128515625,5.919121265411377
14,19.9,-1.0400888400000001,19,688,9728,-0.010506810827064329,0.25078338384628296,-2.4222363948822023,19.91323494911194,0.1,0.0003,180,0.0027275584,0.1109375,8.619735717773438
13,15.68,0.8712351400000001,20,737,10240,-0.00886556989280507,0.37151360511779785,-2.411936101317406,16.856519603729247,0.1,0.0003,190,0.00247062,0.056640625,8.73902416229248
13,14.73,1.41496124,21,771,10752,-0.01047365924459882,0.4338681697845459,-2.409652814269066,15.138734304904938,0.1,0.0003,200,0.0033227312,0.0892578125,4.176507472991943
