time/fps,train/explained_variance,train/policy_loss,train/entropy_loss,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,train/value_loss,rollout/ep_len_mean,time/iterations,train/learning_rate,train/n_updates
11,-0.3465360403060913,-1.7016346454620361,-2.299579620361328,2.17043967,170,2000,10.566339492797852,10.8,100,0.0007,99
12,0.32805657386779785,3.0354514122009277,-2.256483554840088,-0.48696996999999975,308,4000,14.780672073364258,17.16,200,0.0007,199
13,0.08134400844573975,2.8428826332092285,-2.274545669555664,-1.1014365600000005,451,6000,21.864990234375,16.9,300,0.0007,299
13,0.30161285400390625,5.321465015411377,-2.1850554943084717,-0.8432914100000001,581,8000,23.876798629760742,20.22,400,0.0007,399
13,0.16535383462905884,7.609783172607422,-2.314116954803467,0.10259905,725,10000,37.17713928222656,14.53,500,0.0007,499
14,0.20667105913162231,-0.6386704444885254,-2.409693956375122,-1.7673186399999994,836,12000,2.3087246417999268,20.86,600,0.0007,599
14,0.6346616744995117,7.697378635406494,-2.0773260593414307,1.12902527,998,14000,32.15699768066406,10.54,700,0.0007,699
