#{"t_start": 1785166315.9621024, "env_id": "None"}
r,l,t
-6.350746,60,4.299179
-6.584427,60,8.309047
-6.587822,60,13.600021
-7.289255,60,17.497209
-6.36409,60,22.748939
-6.920561,60,26.572151
-7.222461,60,31.757325
-6.204482,60,35.707143
-7.147956,60,42.150752
-6.06596,60,46.51903
-6.440654,60,52.175122
-6.501095,60,56.293081
-6.072586,60,61.463412
-6.36379,60,65.364008
-7.175101,60,70.43133
-6.289897,60,74.45708
-6.273219,60,78.691406
-7.033719,60,84.810748
-6.099444,60,88.702783
-7.217583,60,93.903415
-6.032655,60,97.868202
-6.855721,60,102.986689
-6.13544,60,106.728734
-7.590459,60,111.672119
-6.522793,60,115.416465
-6.379146,60,120.255764
-6.052244,60,123.985313
-6.167416,60,128.856441
-6.213427,60,132.685823
-6.237343,60,137.502566
-6.144691,60,141.178234
-6.529285,60,144.82512
-6.744469,60,149.63487
-6.68832,60,153.379663
-7.086168,60,158.307588
-6.140031,60,161.983122
-6.191114,60,166.829275
-7.018978,60,170.580902
-5.765779,60,175.374821
-5.979228,60,179.11409
-7.213596,60,183.991014
-6.066419,60,187.705275
-5.940406,60,192.562675
-6.208732,60,196.26854
-6.789708,60,201.237472
-5.711766,60,204.94486
-7.464581,60,209.84028
-5.64391,60,213.545858
-6.336375,60,217.288521
-6.048786,60,222.089134
-6.945071,60,225.811151
-6.73668,60,230.678281
-6.534182,60,234.40046
-7.000647,60,239.237864
-6.120899,60,243.15071
-5.692179,60,247.934439
-5.740025,60,251.633904
-5.916194,60,256.402712
-5.966919,60,260.183712
-5.649184,60,265.08343
-6.546313,60,268.748782
-6.170986,60,273.519385
-7.076471,60,277.230232
-6.850578,60,280.875736
-6.381382,60,285.650465
-5.687003,60,289.33429
-7.367401,60,294.228727
-7.285599,60,297.890948
-5.864521,60,302.757102
-6.249295,60,306.639823
-6.062843,60,311.398561
-7.529847,60,315.095741
-6.541013,60,319.988432
-6.078917,60,323.683279
-5.864221,60,328.368407
-6.294481,60,332.1082
-6.638213,60,336.98642
-7.246894,60,341.259294
-6.355916,60,346.197688
-5.979089,60,350.284083
-5.853182,60,353.978871
-5.789358,60,358.981828
-5.680285,60,362.633367
-7.856811,60,367.374386
-5.755652,60,371.043775
-7.185911,60,375.839028
-6.161546,60,379.499456
-7.065566,60,384.36663
-6.028203,60,387.923184
-6.125724,60,392.833173
-5.736163,60,396.467088
-6.690192,60,401.177739
-7.245831,60,404.880832
-5.997754,60,409.757916
-5.786654,60,413.372127
-6.032882,60,416.9671
-5.357717,60,421.848128
-5.678865,60,425.534133
-8.047422,60,430.376009
-7.307149,60,434.021402
-7.45728,60,438.899175
-5.587932,60,442.60074
-7.252291,60,447.358448
-6.951387,60,451.016335
-7.567583,60,455.761164
-7.855551,60,459.509392
-7.019247,60,464.191524
-6.106658,60,467.804622
-7.47318,60,472.621756
-6.218378,60,476.294783
-6.241275,60,481.071171
-7.188151,60,484.937748
-6.577373,60,488.81838
-6.015773,60,494.427664
-5.960564,60,498.859134
-5.906827,60,503.654716
-5.952459,60,507.314617
-7.542125,60,512.158339
-5.997685,60,515.899029
-6.000016,60,521.232824
-7.331784,60,525.153282
-6.136026,60,529.917731
-6.725993,60,533.596959
-5.954157,60,538.338974
-6.414155,60,541.937313
-6.378794,60,546.68175
-7.330954,60,550.343304
-6.290361,60,554.01299
-5.83238,60,558.848854
-6.052568,60,562.506422
-6.052614,60,567.300595
-6.515455,60,570.945904
-6.070137,60,575.785173
-5.850735,60,579.448572
-5.65763,60,584.215024
-6.859308,60,587.907259
-5.982792,60,592.669099
-6.996939,60,596.363739
-6.261151,60,601.143342
-6.924713,60,604.674061
-5.718883,60,609.282151
-5.744572,60,612.830783
-6.734612,60,617.480266
-5.900934,60,621.0199
-6.402363,60,624.628385
-5.77356,60,629.349535
-5.929569,60,632.875132
-6.796278,60,637.582011
-7.618722,60,641.105912
-7.245549,60,645.848575
-5.350394,60,649.48537
-5.575041,60,654.175152
-5.660708,60,657.741839
-5.608142,60,662.374458
-6.349104,60,666.01055
-6.215344,60,670.685236
-7.936554,60,674.287099
-5.825928,60,678.9249
-6.199025,60,682.501722
-6.494102,60,686.051376
-6.040689,60,690.718488
-7.167129,60,694.326818
-5.886702,60,698.983483
-6.634331,60,702.474507
-6.703611,60,707.182812
-5.551821,60,710.724011
-7.758505,60,715.399772
-6.705961,60,718.8434
