time/iterations,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,train/entropy_loss,train/value_loss,train/approx_kl,train/learning_rate,train/clip_fraction,train/n_updates,train/policy_gradient_loss,train/clip_range,train/loss,train/explained_variance
33,16896,308,-6.3813128,60.0,54,-2.096484771370888,0.0382377352565527,0.011399288,0.0003,0.0892578125,320,-0.016065392922610045,0.2,-0.03401876613497734,0.6896908283233643
34,17408,317,-6.41865739,60.0,54,-2.0699985653162,0.015353637293446808,0.012168597,0.0003,0.130078125,330,-0.018762122804764657,0.2,-0.029559295624494553,0.8386336266994476
35,17920,326,-6.428584560000002,60.0,54,-2.0975092887878417,0.03592453140299767,0.013924473,0.0003,0.1380859375,340,-0.018012855545384808,0.2,-0.03494270145893097,0.6838450729846954
36,18432,335,-6.420507040000001,60.0,54,-2.0988504350185395,0.00890681124292314,0.009821327,0.0003,0.065234375,350,-0.014644458622206003,0.2,-0.027537712827324867,0.9013942033052444
37,18944,344,-6.44378489,60.0,54,-2.134368497133255,0.010950313461944462,0.01226741,0.0003,0.1203125,360,-0.013859148294432088,0.2,-0.02959483303129673,0.9133718833327293
38,19456,355,-6.4512822,60.0,54,-2.10740964114666,0.011265199852641673,0.010940855,0.0003,0.053515625,370,-0.01036497763125226,0.2,0.00018930435180664062,0.9123335629701614
39,19968,364,-6.436106140000001,60.0,54,-2.0596689730882645,0.009911871753865853,0.014851877,0.0003,0.1740234375,380,-0.019700265512801705,0.2,-0.024994248524308205,0.908429704606533
40,20480,372,-6.46666493,60.0,54,-2.0137727960944174,0.010977414587978273,0.015661467,0.0003,0.1220703125,390,-0.0204424288647715,0.2,-0.024582289159297943,0.8763610124588013
41,20992,381,-6.514575160000001,60.0,54,-2.0388862073421476,0.02344370783539489,0.008634995,0.0003,0.064453125,400,-0.011800730996765197,0.2,-0.004937631078064442,0.8017202466726303
42,21504,390,-6.543256389999998,60.0,55,-2.1123629748821258,0.013037593447370455,0.011256409,0.0003,0.1185546875,410,-0.019701185380108656,0.2,-0.03209545090794563,0.8924315720796585
43,22016,399,-6.53876948,60.0,55,-2.117664176225662,0.02191853189142421,0.013954621,0.0003,0.1732421875,420,-0.018455206876387818,0.2,-0.021147524937987328,0.8001624941825867
44,22528,408,-6.53975868,60.0,55,-2.0939377903938294,0.01821297473507002,0.012466801,0.0003,0.0982421875,430,-0.013962409377563744,0.2,-0.018941229209303856,0.8499611616134644
45,23040,417,-6.585984589999998,60.0,55,-2.0442858934402466,0.03712954130023718,0.008650614,0.0003,0.0591796875,440,-0.010305651125963777,0.2,-0.002497127279639244,0.7842971682548523
46,23552,426,-6.54983365,60.0,55,-1.9877143785357476,0.023782233498059212,0.010898031,0.0003,0.0509765625,450,-0.011113209207542241,0.2,-0.042612604796886444,0.8764484748244286
47,24064,435,-6.588160899999998,60.0,55,-1.9954127848148346,0.035151726345065984,0.013242477,0.0003,0.1177734375,460,-0.020109169028000907,0.2,-0.03564679995179176,0.7452305555343628
48,24576,444,-6.556712630000001,60.0,55,-1.947585766017437,0.028758900729008018,0.012136371,0.0003,0.0916015625,470,-0.014170581352664158,0.2,-0.0032480712980031967,0.8562130630016327
49,25088,453,-6.56798588,60.0,55,-2.0151134192943574,0.014531560789328069,0.015958723,0.0003,0.18828125,480,-0.019005489815026522,0.2,-0.03270086646080017,0.879684254527092
50,25600,462,-6.615963129999999,60.0,55,-2.0431958854198458,0.019416146411094813,0.011739203,0.0003,0.1138671875,490,-0.017502976732794197,0.2,-0.012138944119215012,0.8310263603925705
51,26112,470,-6.68315189,60.0,55,-2.062467563152313,0.019872722949367018,0.012354867,0.0003,0.127734375,500,-0.019808017526520415,0.2,0.009113016538321972,0.8985055238008499
52,26624,479,-6.683151389999999,60.0,55,-2.1025598675012587,0.019921135471668093,0.008678576,0.0003,0.0892578125,510,-0.014664928510319442,0.2,-0.016899067908525467,0.856322392821312
53,27136,490,-6.62908233,60.0,55,-2.0684740096330643,0.006486377699184231,0.011349684,0.0003,0.13125,520,-0.01827147591393441,0.2,-0.025271931663155556,0.895350269973278
54,27648,500,-6.60509776,60.0,55,-2.0446679562330248,0.009330961608793587,0.013492548,0.0003,0.1076171875,530,-0.014826007909141481,0.2,-0.031738150864839554,0.9342253804206848
55,28160,509,-6.59707744,60.0,55,-2.0819129824638365,0.017323345027398317,0.018465452,0.0003,0.230078125,540,-0.02596352274995297,0.2,-0.04018469899892807,0.8483112752437592
56,28672,517,-6.562256930000001,60.0,55,-2.048449915647507,0.013029865513090044,0.012378832,0.0003,0.11171875,550,-0.014025173848494887,0.2,-0.029961885884404182,0.8891755193471909
57,29184,527,-6.553068180000001,60.0,55,-2.0303662747144697,0.01661178928334266,0.009960592,0.0003,0.094140625,560,-0.015148451394634322,0.2,-0.021315088495612144,0.8130805045366287
58,29696,536,-6.5701372000000005,60.0,55,-1.9572459161281586,0.019031486136373132,0.013592881,0.0003,0.129296875,570,-0.015269289433490485,0.2,-0.029782317578792572,0.8378508388996124
59,30208,545,-6.55801473,60.0,55,-1.9086259126663208,0.013424918847158551,0.012168784,0.0003,0.1212890625,580,-0.016447106131818146,0.2,-0.03136790916323662,0.8771139457821846
60,30720,554,-6.581486949999999,60.0,55,-1.9283060431480408,0.02484932914376259,0.00912902,0.0003,0.0638671875,590,-0.01573476898483932,0.2,-0.023145874962210655,0.8222220242023468
61,31232,563,-6.5568224,60.0,55,-1.9407183155417442,0.011146809352794662,0.012633298,0.0003,0.1171875,600,-0.012963357864646242,0.2,-0.02938166633248329,0.87941824644804
62,31744,572,-6.514060659999999,60.0,55,-2.011993242800236,0.01677135310601443,0.010567973,0.0003,0.0921875,610,-0.013903777318773791,0.2,-0.010734222829341888,0.8544072359800339
63,32256,581,-6.440701919999998,60.0,55,-2.0039999544620515,0.02404691349947825,0.010632068,0.0003,0.1212890625,620,-0.015056839087628759,0.2,-0.01156818587332964,0.8050010353326797
64,32768,590,-6.43803922,60.0,55,-2.00300559848547,0.009720665728673339,0.014986647,0.0003,0.126953125,630,-0.017352429835591467,0.2,-0.029749205335974693,0.8761701062321663
65,33280,599,-6.46024906,60.0,55,-1.964951428771019,0.013119390286738053,0.010589054,0.0003,0.101171875,640,-0.012677767733111977,0.2,0.003065566997975111,0.8119694143533707
66,33792,607,-6.487794769999998,60.0,55,-1.9359815180301667,0.036963953217491505,0.010047478,0.0003,0.0828125,650,-0.012630474381148815,0.2,0.004478283226490021,0.6491087377071381
67,34304,616,-6.49044417,60.0,55,-1.9321194663643837,0.026150150888133793,0.0120381005,0.0003,0.0783203125,660,-0.013552772061666473,0.2,-0.019008615985512733,0.7331075668334961
68,34816,625,-6.5054730900000015,60.0,55,-1.9031540513038636,0.022532674798276274,0.013835972,0.0003,0.162109375,670,-0.019988771813223137,0.2,-0.015243508853018284,0.843456581234932
69,35328,634,-6.5133332,60.0,55,-1.8699599400162696,0.02755325152538717,0.0113316495,0.0003,0.123046875,680,-0.014896442677127197,0.2,-0.03127853572368622,0.8595311194658279
70,35840,642,-6.53462031,60.0,55,-1.8822287559509276,0.02593233003281057,0.011733795,0.0003,0.1849609375,690,-0.02277138838544488,0.2,-0.02772148698568344,0.8190404176712036
71,36352,651,-6.517881060000001,60.0,55,-1.8496821895241737,0.03722403952851892,0.011662619,0.0003,0.09296875,700,-0.012303716083988548,0.2,0.008004963397979736,0.7686125040054321
72,36864,660,-6.497336860000001,60.0,55,-1.8239927619695664,0.019450125272851438,0.0056572724,0.0003,0.034765625,710,-0.009287301398580894,0.2,-0.025039667263627052,0.8262589275836945
73,37376,668,-6.522957710000001,60.0,55,-1.8874909445643424,0.036467000190168616,0.012497207,0.0003,0.125390625,720,-0.016587183368392287,0.2,-0.016556059941649437,0.7831382155418396
74,37888,677,-6.56419973,60.0,55,-1.806628020107746,0.021712389250751585,0.011122423,0.0003,0.0736328125,730,-0.011644972511567176,0.2,-0.014604942873120308,0.8565891981124878
75,38400,686,-6.60855821,60.0,55,-1.8001639395952225,0.03299451863858849,0.009419052,0.0003,0.088671875,740,-0.011857086175587029,0.2,-0.007766225375235081,0.7831016480922699
76,38912,695,-6.623664900000001,60.0,55,-1.836835938692093,0.016318159305956214,0.0071684113,0.0003,0.058984375,750,-0.009660323383286595,0.2,-0.012472517788410187,0.9076895490288734
77,39424,704,-6.5979845,60.0,55,-1.8344636723399161,0.01494004920241423,0.009347452,0.0003,0.0451171875,760,-0.008332703259657136,0.2,-0.000489549245685339,0.9032684862613678
78,39936,712,-6.5572820000000025,60.0,56,-1.7285996735095979,0.020179328124504535,0.009845313,0.0003,0.0783203125,770,-0.01312098205089569,0.2,0.025333818048238754,0.7989140748977661
79,40448,721,-6.5438357300000005,60.0,56,-1.7010738208889962,0.02158607195597142,0.009899543,0.0003,0.079296875,780,-0.014445895666722209,0.2,0.010663661174476147,0.7999031245708466
