rollout/exploration_rate,time/fps,time/episodes,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,train/loss,train/learning_rate,train/n_updates
0.9822666666666665,9,4,8.0,4.860418,6,56,,,
0.9417333333333334,15,8,13.0,3.084421125,11,184,,,
0.9239999999999999,14,12,13.0,2.4194583333333335,16,240,0.2801733911037445,0.001,2
0.9049999999999999,13,16,15.0,1.922175625,22,300,0.28721994161605835,0.001,6
0.8872666666666664,12,20,14.05,2.0912207,27,356,0.05412847176194191,0.001,10
0.8606666666666667,13,24,15.416666666666666,1.1405153749999999,32,440,0.500451922416687,0.001,15
0.8112666666666669,15,28,17.857142857142858,-0.2820187857142859,38,596,0.12549737095832825,0.001,25
0.7935333333333334,14,32,17.818181818181817,-0.21427584848484854,44,652,0.1250971257686615,0.001,28
0.7796000000000001,14,36,18.37837837837838,-0.04164975675675678,48,696,0.2490505576133728,0.001,31
0.7682000000000002,14,40,17.225,0.3082246999999997,52,732,0.24585939943790436,0.001,33
0.7086666666666666,15,44,19.377777777777776,-0.05900264444444468,58,920,0.22550848126411438,0.001,45
0.7023333333333335,15,48,18.354166666666668,0.3462875624999997,62,940,0.25090867280960083,0.001,46
0.6301333333333334,16,52,20.442307692307693,-0.33820455769230795,68,1168,0.16100361943244934,0.001,60
0.6136666666666666,16,56,21.214285714285715,-0.4632637500000003,73,1220,0.11543794721364975,0.001,64
0.5617333333333332,17,60,21.3,-0.2287366833333336,80,1384,0.11617325991392136,0.001,74
0.5503333333333333,16,64,21.15625,0.00947535937499977,83,1420,0.19988083839416504,0.001,76
0.5275333333333332,16,68,21.41176470588235,-0.0006038823529413919,88,1492,0.4072306156158447,0.001,81
0.5034666666666665,16,72,20.65277777777778,0.17441938888888892,94,1568,0.11417078226804733,0.001,85
0.43886666666666685,17,76,22.05263157894737,-0.25696738157894733,100,1772,0.3180265426635742,0.001,98
0.39326666666666665,17,80,23.225,-0.606051875,106,1916,0.23421408236026764,0.001,107
0.3628666666666668,17,84,23.30952380952381,-0.5826115595238095,111,2012,0.10282452404499054,0.001,113
0.29953333333333354,18,88,24.386363636363637,-1.2432584431818183,118,2212,0.533706784248352,0.001,126
0.2843333333333331,18,92,24.369565217391305,-1.067182836956522,123,2260,0.282581627368927,0.001,129
0.2083333333333336,19,96,25.78125,-1.3054320208333332,129,2500,0.27137401700019836,0.001,144
0.1323333333333334,20,100,27.15,-1.6683963099999997,136,2740,0.1629517674446106,0.001,159
0.05633333333333346,20,104,29.23,-2.2233083899999997,143,2980,0.18641425669193268,0.001,174
0.05,21,108,30.19,-2.30100066,151,3220,0.15271210670471191,0.001,189
0.05,21,112,31.16,-2.49874,156,3392,0.15125416219234467,0.001,199
0.05,21,116,32.14,-2.68563529,161,3492,0.1972884237766266,0.001,206
0.05,21,120,33.42,-2.9934794,168,3708,0.4916921555995941,0.001,219
0.05,22,124,33.87,-2.9174380600000007,174,3872,0.3510521650314331,0.001,229
0.05,22,128,33.77,-2.58941374,179,3952,0.1937636435031891,0.001,234
0.05,21,132,33.63,-2.49822355,183,3984,0.26374346017837524,0.001,236
0.05,22,136,33.88,-2.5942184100000003,189,4192,0.130095437169075,0.001,249
0.05,22,140,35.56,-3.3950843399999995,194,4356,0.1075238436460495,0.001,260
0.05,22,144,34.96,-3.2126697500000008,200,4440,0.16812483966350555,0.001,265
0.05,21,148,35.51,-3.3357458699999993,203,4472,0.34443044662475586,0.001,267
0.05,22,152,35.52,-3.29473349,209,4688,0.012553698383271694,0.001,280
0.05,22,156,36.67,-3.5657007,215,4928,0.19336695969104767,0.001,295
0.05,23,160,37.58,-3.8658026800000003,223,5168,0.39221882820129395,0.001,310
0.05,23,164,38.63,-4.19051567,229,5324,0.07821652293205261,0.001,320
0.05,23,168,40.01,-4.5850649699999995,236,5564,0.20351681113243103,0.001,335
0.05,23,172,41.51,-4.89180801,242,5684,0.1754571795463562,0.001,343
0.05,23,176,41.43,-4.737654180000001,248,5892,0.10158467292785645,0.001,356
0.05,23,180,39.65,-4.19891167,254,5900,,,
0.05,6,184,38.69,-4.070993570000001,971,5916,0.053867220878601074,0.001,357
0.05,6,188,38.03,-3.5211305599999996,985,6048,0.225327268242836,0.001,365
0.05,6,192,37.7,-3.5064894100000004,995,6144,0.20385712385177612,0.001,371
0.05,6,196,36.6,-3.5320800500000002,1001,6172,0.1357971429824829,0.001,373
0.05,6,200,34.84,-2.9448211699999995,1008,6312,0.2856627404689789,0.001,382
0.05,6,204,32.48,-2.39377092,1013,6328,0.1368604153394699,0.001,383
0.05,6,208,32.34,-2.8173795100000003,1019,6404,0.26232632994651794,0.001,388
0.05,6,212,30.67,-2.60737873,1025,6436,0.3091544210910797,0.001,390
0.05,6,216,30.07,-2.49196358,1031,6580,0.2543836534023285,0.001,399
0.05,6,220,30.07,-2.47457771,1036,6676,0.252882719039917,0.001,405
