episode,length,success,freeze_attempted,terminal_alpha_deg,terminal_d_mm,total_reward
30,60,False,False,0.29180540792707377,4.08233375791121,-4.794249058637549
31,60,False,False,0.29511579494209206,30.122388649192164,-5.935921922853541
32,60,False,False,0.3142432987093817,87.64795013022696,-7.4965970465897875
33,60,False,False,0.2734771871610282,12.352336128716889,-7.541506285640775
34,60,False,False,0.002565143703649204,29.330858644894555,-7.866553285520644
35,60,False,False,0.05254666784983401,100.4427844109561,-6.933738469675262
36,60,False,False,58.03923724188863,13.280831048358555,-6.888360534892752
37,60,False,False,0.31667441797676105,11.42429643829672,-4.607172877882668
38,60,False,False,73.70264585535162,24.560691793884434,-5.9978201369178334
39,60,False,False,0.18187409040602934,78.86114833296998,-5.9114003681324085
40,60,False,False,0.1329815472101895,19.114772634933665,-6.474636222554381
41,60,False,False,0.3070918741190813,26.851302805061106,-7.596846256340607
42,60,False,False,0.31370159993910324,95.04029023786737,-7.157851073090336
43,60,False,False,0.2727229442177721,110.78704130782853,-7.128471327519636
44,60,False,False,74.7849978030155,7.922111781512586,-7.028544252012188
45,60,False,False,61.05748409479928,2.030437147671213,-7.128235983750853
46,60,False,False,79.95342776505792,27.108358977183116,-6.733780504465107
47,60,False,False,63.504821093686594,29.703134122504,-6.683041590785145
48,60,False,False,0.17217365502035245,10.134552766235672,-6.7788542798670495
49,60,False,False,72.50850666137319,22.85771529702895,-6.755378285893615
50,60,False,False,0.30138917478538596,28.881036487020726,-6.120380451684815
51,60,False,False,0.19111106501780084,91.15179627101583,-7.0630033400155
52,60,False,False,78.91981875909977,38.554113385667655,-6.557623332408792
53,60,False,False,0.259524566045068,19.323853604710173,-6.047482500732586
54,60,False,False,0.31745310437423735,1.4979270595327527,-5.327320394144317
55,60,False,False,0.21342804500220475,107.17066621944855,-5.914957112245869
56,60,False,False,87.5670067324937,75.28808144674511,-6.277075157173007
57,60,False,False,0.3031478401213161,89.88711596432933,-6.612658460829542
58,60,False,False,0.2885765431727781,15.772169051625491,-7.295384268052672
59,60,False,False,78.99317219445054,13.47625683464673,-6.9209631794177895
60,60,False,False,0.25347074172718503,66.44859291075933,-7.782583227271871
61,60,False,False,0.3177828235110283,111.55871011621568,-5.38446596414292
62,60,False,False,0.2408674418717236,26.172869471527036,-6.156205465199008
63,60,False,False,0.22319918997104715,112.04837887182137,-6.917415053524781
64,60,False,False,60.652645419685356,73.73365790573426,-6.253229986904808
65,60,False,False,68.31176160971253,44.04138094909759,-6.488790929695897
66,60,False,False,0.005594968857408563,94.34083931212163,-7.315015161844731
67,60,False,False,76.60490945262588,42.75363335560215,-6.545867004066654
68,60,False,False,0.31813518079471564,76.85660895513863,-7.705006303548018
69,60,False,False,27.557124300174138,114.79306890445653,-5.839941122562832
70,60,False,False,0.18542913704522654,13.181413311786047,-5.840014186148961
71,60,False,False,69.64911194732214,0.16395819970190828,-7.188655560045289
72,60,False,False,0.07646725239340936,27.12358591208101,-7.337350432149135
73,60,False,False,68.72699188847189,11.527121373603883,-7.054771439253569
74,60,False,False,78.45238382549451,17.914816751865125,-6.839962366781348
75,60,False,False,0.31752778220008543,77.09326631608386,-5.795311089985189
76,60,False,False,79.31100558750728,1.0185963679859924,-7.177920186575043
77,60,False,False,0.2635063315336846,18.88752928207806,-5.144721940531056
78,60,False,False,0.21635295523680548,22.948527281628675,-5.741656974689809
79,60,False,False,53.64370753266137,90.96887001656454,-6.156610082433202
80,60,False,False,0.16680208141162345,23.82620340924216,-7.339946501022952
81,60,False,False,0.3130475939245705,101.37239608227308,-7.095638877862873
82,60,False,False,0.024687355611187595,4.215256653606299,-8.016559749000958
83,60,False,False,0.14897611197414196,86.83297436119257,-6.992568532828479
84,60,False,False,0.10012265234709035,108.83174787881347,-6.819380294761867
85,60,False,False,45.05363887142628,29.145686699521537,-6.6170332767059605
86,60,False,False,36.77492792155927,72.69635360352981,-6.1288371311051195
87,60,False,False,43.68917575041905,89.06866757368964,-6.121254031425741
88,60,False,False,0.28698970411167496,3.445048690089711,-6.489425643335676
89,60,False,False,0.30844924312122224,107.87839534071142,-5.087886460750266
90,60,False,False,79.17063415350522,40.9432884241515,-6.5373402952957465
91,60,False,False,0.10729364669236359,78.57589116694513,-6.310004170177159
92,60,False,False,0.09849705611090127,26.70974366943093,-6.458768236355952
93,60,False,False,0.10579897303929427,17.741145609584176,-7.426496141902652
94,60,False,False,80.83379959164881,14.861869615725233,-6.894149658685347
95,60,False,False,84.57564737697656,40.6573188327593,-6.538347502263306
96,60,False,False,52.91326497013384,89.35673690506316,-6.158210142279585
97,60,False,False,0.2802018615883027,103.84955665978907,-7.213019959686657
98,60,False,False,0.3105179975272194,64.46778557424433,-7.783538378153413
99,60,False,False,71.0096022130512,82.03907954112692,-6.225303029474406
