r,l,t,success,freeze_attempted,d_m,alpha_deg,cum_timesteps
9.313088,1,6087.571542,True,True,0.0050885501992069,1.0853875790499043,13968
5.313769,5,6088.941823,True,True,0.0070227662363867,7.597926526304924,13973
9.485454,3,6090.067352,True,True,2.820996152052509e-11,0.2795321675483119,13976
4.07337,9,6091.223602,True,True,0.0036469784587762,9.769862856671988,13985
7.378251,1,6091.226941,True,True,0.0053381994871088,4.579132570678136,13986
3.655439,5,6092.619863,True,True,0.0060048712453153,10.550542446573562,13991
7.710392,5,6092.623501,True,True,0.0046617686637213,1.9985328929085628,13996
6.730235,5,6093.964143,True,True,0.0009743841859563,5.1704962127530205,14001
8.251486,1,6094.986349,True,True,8.039439679091778e-05,2.9930764491425426,14002
9.224962,2,6096.118762,True,True,0.0012995841186129,1.2844139573617237,14004
9.907655,1,6097.23082,True,True,1.5121956352044302e-10,0.0025623684473271,14005
5.874457,1,6098.329643,True,True,0.0024000318823211,7.291074770718378,14006
8.249709,1,6099.615608,True,True,1.6071418001036322e-10,3.000053999816658,14007
9.905457,1,6100.994457,True,True,2.0953454451999895e-11,0.0025624439742928,14008
9.655642,1,6102.155162,True,True,0.0024971034648488,0.4631731428628725,14009
-1.186043,14,6103.539194,True,True,0.0118797583523838,1.0416301182943093,14023
9.123548,2,6104.788275,True,True,2.3485627886898892e-09,0.934023032712002,14025
8.619399,1,6106.127852,True,True,0.0021270134279372,2.334845190805156,14026
-39.946192,60,6107.277446,False,True,0.012345026714405,78.81738102396788,14086
-0.357646,7,6108.498298,True,True,0.0096095265222784,14.517514353529103,14093
6.731308,4,6109.629459,True,True,0.0119561077108564,2.8487775546408445,14097
5.628359,4,6110.802529,True,True,0.0010921913308601,6.311888366488349,14101
8.65543,1,6111.872593,True,True,0.0042034720775599,2.271550080152592,14102
9.905779,1,6113.039945,True,True,1.3995576503278426e-09,0.0025630338898859,14103
6.139939,5,6114.500943,True,True,0.0071557833706861,5.644662969609081,14108
9.298113,1,6115.61771,True,True,0.0021979528828656,1.1082424657042529,14109
4.328638,1,6116.821987,True,True,0.0021565759286677,10.080088096695397,14110
6.002402,2,6117.959558,True,True,2.4091600938910785e-05,7.148940613428924,14112
-9.014702,18,6119.120951,True,True,0.0003234265473053,17.89424083097158,14130
-46.84612,60,6119.125283,False,True,0.0265401356126157,13.127738743066285,14190
8.406227,1,6120.371182,True,True,6.641227207842935e-11,2.7147438682432177,14191
5.701093,1,6120.378514,True,True,0.0061300057107953,7.604448583693829,14192
6.778573,1,6121.628575,True,True,3.3819703461335227e-10,5.652998571896184,14193
7.679458,2,6122.727741,True,True,0.0023425361120433,3.242582817172525,14195
7.73265,2,6123.971027,True,True,0.0021168440595322,3.7870380205823104,14197
9.856325,1,6123.974365,True,True,1.884813300623541e-10,0.0970203741510767,14198
2.526688,7,6125.211309,True,True,0.007229741023265,10.478584268635943,14205
8.877411,1,6126.420903,True,True,1.2075778374643666e-05,1.8660838405385076,14206
2.373004,3,6126.423905,True,True,0.000317614226884,13.365466028842077,14209
8.454029,1,6127.689953,True,True,0.002450908320035,2.6339322130269536,14210
9.906668,1,6127.700946,True,True,2.772049395582954e-10,0.0025636017757999,14211
6.738728,2,6129.01913,True,True,0.0050250239872033,4.574445440313745,14213
8.234097,1,6130.152297,True,True,0.0012288221995154,3.02903741426928,14214
4.80056,5,6131.343727,True,True,0.0054586399752318,8.052339998497278,14219
2.938148,10,6132.512879,True,True,0.004328438395048,11.280598437367347,14229
6.587814,1,6132.52221,True,True,1.2678824845523108e-10,6.0002276692845165,14230
3.586344,1,6133.76102,True,True,0.0014825112871552,11.418609567202845,14231
8.292426,1,6133.77351,True,True,0.0008990404159147,2.923978080498902,14232
7.988043,2,6135.05037,True,True,0.0046199001091164,2.850082875609492,14234
8.549009,2,6136.297681,True,True,0.0044887911948677,2.094958225481712,14236
1.278397,4,6136.29803,True,True,0.0032954860748389,15.225341630918852,14240
7.221529,9,6137.551162,True,True,0.0062024165528388,3.733257040219157,14249
8.338916,1,6138.727805,True,True,0.0097564209872059,2.849157175146779,14250
9.122846,2,6138.727812,True,True,0.0008270743032707,1.3686811323894137,14252
9.04704,4,6139.992673,True,True,0.0020594521305552,1.1744622067761443,14256
3.738362,4,6141.178906,True,True,0.0002184942788693,8.669860854385854,14260
8.668289,1,6142.343308,True,True,9.499798566637437e-05,2.2404532278856566,14261
6.627305,6,6143.525489,True,True,0.000467807109428,3.709789268889032,14267
8.059433,1,6144.580413,True,True,2.0438204302117513e-09,3.341603529467265,14268
2.26942,6,6145.798038,True,True,0.0044937413807453,13.808710594093885,14274
6.723404,1,6146.844701,True,True,0.0005212820665171,5.756898217178503,14275
8.658709,4,6146.849033,True,True,0.0042513670299945,0.8790133596003552,14279
6.15726,1,6148.074781,True,True,1.623764317448817e-11,6.777719510587827,14280
8.321004,1,6149.984668,True,True,0.0004466615067547,2.8690782837074256,14281
-0.439719,4,6151.079809,True,True,0.0097428586883991,16.909825451161854,14285
3.205591,3,6152.128187,True,True,0.0004504276920953,11.946495594902306,14288
8.629718,5,6152.130526,True,True,0.0042032271314521,0.8471249501893534,14293
6.819306,1,6153.420515,True,True,0.0031909013264551,5.586443551338925,14294
-30.115661,60,6154.68603,False,True,0.0120592920542162,1.4156464852798565,14354
3.07717,12,6155.861206,True,True,0.0003917132458474,11.12186537889991,14366
6.241047,3,6157.04691,True,True,0.0105439994357219,5.861524262752957,14369
8.254027,5,6158.077676,True,True,0.0001059808683083,1.6575636347127207,14374
6.752017,4,6159.256289,True,True,0.0012704292196352,3.701104488871141,14378
3.457284,2,6160.374517,True,True,0.0068268795937536,11.436741511589537,14380
0.829563,5,6161.584963,True,True,0.0005641307324526,14.771586116948647,14385
9.217195,3,6162.718815,True,True,5.08746463422799e-10,0.653775991480323,14388
6.632203,1,6163.892296,True,True,0.0074623313055367,5.92749901380532,14389
4.097543,8,6163.892302,True,True,0.0047123834083482,9.211324390275385,14397
0.118262,2,6163.894296,True,True,0.0017404193391195,17.610773560304356,14399
8.113518,4,6165.316859,True,True,0.0024036213063532,1.7831635231806018,14403
6.769275,4,6165.319856,True,True,0.0011458253478001,4.916279263307499,14407
8.88309,1,6166.537739,True,True,0.0057138214194538,1.8627040214713135,14408
5.420083,2,6167.651474,True,True,0.0027282764677895,7.114843678898865,14410
-0.976154,6,6167.653474,True,True,0.0098572739749211,16.40918735451861,14416
7.501114,1,6168.900907,True,True,8.319352238216353e-05,4.352194050900015,14417
8.469087,2,6168.901417,True,True,0.008261932555607,1.8897635551973644,14419
5.142864,1,6170.181468,True,True,0.0057871835697366,8.613992305533328,14420
8.752402,2,6171.266871,True,True,5.637529324663271e-05,1.3856580452453884,14422
7.42584,3,6172.279444,True,True,0.0053814615294896,3.3636420988453337,14425
4.90252,1,6173.417377,True,True,8.101399139084209e-11,9.0429188494639,14426
9.598794,7,6174.565668,True,True,2.2074529704152468e-12,1.4522548793889654,14433
5.846523,4,6175.707379,True,True,0.0025456488575744,5.922426387245246,14437
8.398506,1,6176.798668,True,True,0.0035387006623631,2.733952984327043,14438
0.86719,13,6178.181619,True,True,0.0039367870859929,14.47236497138344,14451
8.102685,3,6179.334127,True,True,0.0020748914576617,2.962228085403497,14454
8.308758,1,6180.479129,True,True,2.06958075676944e-10,2.892587694139124,14455
0.184356,14,6181.571043,True,True,0.0096137311979615,15.154136503200863,14469
9.721694,3,6182.794122,True,True,9.399137525206656e-11,0.0025681738347853,14472
-7.066538,26,6182.795115,True,True,0.0028190065303646,13.501749531155491,14498
0.379443,7,6184.022816,True,True,0.0062808877196198,16.017445560414334,14505
8.521331,1,6184.030802,True,True,0.0091896827063323,2.5198614630723326,14506
9.180651,1,6185.257451,True,True,0.0052753870967775,1.324570931201985,14507
1.13169,4,6186.465491,True,True,0.0076477632595629,15.141509125033975,14511
9.814916,2,6186.466462,True,True,2.451445579086139e-05,0.0168467415868498,14513
8.766814,1,6187.713841,True,True,0.0084481704421282,2.0758456134715453,14514
7.559989,1,6187.714826,True,True,0.0117036746508775,4.256910913455619,14515
0.997546,1,6188.956947,True,True,0.0057464290018532,16.08924619884715,14516
7.503644,6,6190.114298,True,True,0.0055776103769183,3.3681835489392364,14522
8.954879,1,6190.1173,True,True,0.0059528893906659,1.7331950822359132,14523
10.602565,3,6191.279749,True,True,7.849638756562291e-10,0.2135699108016528,14526
9.627065,2,6192.436935,True,True,0.0001417987769386,0.2490295351867163,14528
9.815189,2,6193.510181,True,True,2.978354435997816e-11,0.0429598924370961,14530
8.24948,1,6193.521168,True,True,7.492670316263576e-12,3.000019012300393,14531
-18.966207,60,6194.774168,False,True,0.0174476809911029,21.1891389992279,14591
8.906478,1,6195.901971,True,True,0.0023356565546333,1.815281148322631,14592
1.505872,5,6197.077859,True,True,3.882368826995416e-05,14.70418553432456,14597
5.859579,3,6198.246482,True,True,1.9565140133015466e-10,5.999991323511433,14600
-1.743822,10,6199.334504,True,True,0.0049361360992032,17.226935378030117,14610
2.105308,3,6200.488398,True,True,0.0006715180569529,15.036348106764857,14613
8.244111,1,6200.495393,True,True,3.355636563509318e-05,3.005635609671924,14614
6.955551,5,6201.803748,True,True,0.0012692144584296,4.151451559582835,14619
6.191361,1,6202.923235,True,True,0.0021257589197905,6.718185803786234,14620
8.659571,4,6202.933567,True,True,0.0023666833285736,2.323412219997375,14624
-2.210649,13,6204.216046,True,True,0.0087802303688755,16.354439273269367,14637
5.911986,5,6204.218046,True,True,0.0085301188801172,4.198847000360665,14642
4.189618,1,6204.222687,True,True,0.000361937154054,10.32949575362715,14643
7.620995,1,6205.581623,True,True,2.5311990575093756e-10,4.135604974784736,14644
7.591783,2,6205.582618,True,True,0.0002429279435821,2.862376370052257,14646
8.40895,2,6206.941825,True,True,0.0001285164959043,2.801387350783443,14648
9.947459,2,6206.943163,True,True,4.1701757325096617e-10,0.0025785309766825,14650
8.676848,1,6208.208422,True,True,0.0058282379447047,2.233487325307816,14651
7.376326,2,6208.20843,True,True,0.0056615114251699,3.6793740636609766,14653
6.526982,1,6208.212083,True,True,0.0045365311897199,6.115361768656396,14654
9.067749,2,6209.594559,True,True,0.0058048784579073,1.3788761003231265,14656
7.610936,4,6209.594918,True,True,0.0046607555217691,2.691394261549463,14660
7.408026,3,6210.802294,True,True,0.0041700670575722,4.24081169205965,14663
7.908702,1,6210.809285,True,True,0.0011145192108976,3.61689833081351,14664
5.187026,4,6212.083834,True,True,0.0021693417843854,7.214238243895713,14668
8.574027,1,6212.08537,True,True,0.0050795794972071,2.4202498892748063,14669
8.935933,1,6213.346908,True,True,0.0060973013345747,1.7671979850425226,14670
8.979711,4,6214.431312,True,True,0.0013987008866806,1.0076856198069004,14674
3.986681,2,6214.432635,True,True,0.0024375984746954,10.223901443140573,14676
3.88191,1,6215.596849,True,True,0.004606559351343,10.887710013904435,14677
8.526801,1,6215.598512,True,True,0.0001405534620882,2.499677558178457,14678
4.32738,5,6216.838444,True,True,0.0045788063184446,7.627590793445064,14683
5.560338,1,6216.842424,True,True,0.0001237128031012,7.85582809936121,14684
3.67542,2,6218.131146,True,True,0.0001265840474408,11.092892026038582,14686
6.605339,4,6218.140482,True,True,0.004849940656876,5.040343000515409,14690
6.69587,1,6218.144481,True,True,0.011682971987311,5.814165487520048,14691
7.721954,1,6219.452168,True,True,0.0044607899721898,3.958173219837582,14692
4.204792,1,6220.652472,True,True,0.0003637176388426,10.302120093270258,14693
8.323451,2,6220.658808,True,True,0.0019277239773166,2.751803562564031,14695
8.247257,1,6221.941763,True,True,3.407168210761702e-12,2.999971374730246,14696
8.461725,4,6221.941979,True,True,0.0008312978390313,2.682877658902306,14700
1.88057,3,6223.365444,True,True,1.144096116781866e-09,13.962865536386326,14703
7.339231,1,6224.629191,True,True,0.0026617453512366,4.647288968840353,14704
6.752194,4,6224.636214,True,True,0.0042461752737868,4.366515368890977,14708
6.379169,7,6226.006513,True,True,0.0027915422815255,4.690864524703716,14715
8.816111,2,6226.008848,True,True,0.008358734984346,1.8910280710063372,14717
9.322761,1,6227.272411,True,True,0.005107583438223,1.0677091455821746,14718
8.671984,3,6227.276741,True,True,0.0016301131217391,2.081001593958414,14721
3.765422,1,6227.279742,True,True,0.0041640561598715,11.097505116507014,14722
4.843352,1,6228.649216,True,True,0.0015876024696993,9.151008307253916,14723
9.091026,1,6228.653547,True,True,1.0676902237379442e-09,1.479811950189076,14724
8.982731,3,6229.900137,True,True,0.0029579196984387,1.850965438567212,14727
7.122767,2,6229.901326,True,True,0.0020660185559046,4.376178955029506,14729
8.74378,1,6231.168401,True,True,0.0002161397294599,2.107779784738556,14730
2.5706,4,6232.335761,True,True,0.0061375402410519,10.425894682336102,14734
7.003712,1,6232.340765,True,True,0.0007015105541872,5.250190005367885,14735
8.280556,2,6233.57823,True,True,0.0093810806168519,2.221802544308046,14737
8.978684,2,6233.580216,True,True,0.0061851974203443,1.5383920991024853,14739
7.00205,2,6234.84885,True,True,0.005177293579957,4.401897544459984,14741
4.214199,18,6236.313926,True,True,0.0030743517819159,5.636376728882666,14759
5.9724,2,6237.626864,True,True,4.02917134884129e-10,5.999989487832466,14761
8.767477,2,6238.885073,True,True,0.0022483206802307,1.6536213197174996,14763
-13.407356,36,6241.231928,True,True,0.0094226182109824,13.030092156701622,14799
9.094723,1,6242.362024,True,True,7.352275038785551e-10,1.4732011249676418,14800
8.514774,1,6243.492372,True,True,0.0047052752762113,2.5264624292416507,14801
-27.277418,60,6244.691962,False,True,0.0097669351586428,55.28206501038837,14861
8.333271,1,6245.859308,True,True,0.000160946751686,2.846563827983532,14862
7.642928,4,6245.863301,True,True,0.0054454115320201,3.4264671836994007,14866
8.17644,1,6247.07868,True,True,0.0009189533489968,3.1323815262265,14867
9.746283,1,6247.081673,True,True,0.0011494323255437,0.2965106310875472,14868
8.023872,1,6248.49931,True,True,0.0034794912138273,3.4091846648790898,14869
9.908333,1,6249.638131,True,True,1.4210474383432285e-12,0.0025623661715271,14870
8.825077,2,6249.639661,True,True,0.002542243772116,1.4792525532024223,14872
8.361562,1,6250.90154,True,True,0.0001722308819409,2.797977903877469,14873
9.360981,2,6252.106245,True,True,0.0010827677820189,0.6749638624215405,14875
6.776541,1,6252.11019,True,True,0.0036939866219717,5.6635186016030445,14876
0.949597,1,6253.40025,True,True,0.0004023437766473,16.172851108851138,14877
9.7277,3,6254.584752,True,True,3.889447236504751e-10,0.0025631196353576,14880
4.554031,2,6254.586729,True,True,0.0004659409453412,9.65538496694815,14882
7.78032,2,6255.85137,True,True,0.0069001816518109,3.839347824069173,14884
2.467724,3,6256.974222,True,True,1.651292607252747e-07,12.941200884561768,14887
9.916514,5,6258.163968,True,True,0.0022502174663117,0.7277479224584055,14892
-60.76231,60,6259.345799,False,True,0.020473984575819,19.744892055958665,14952
9.647155,2,6260.464234,True,True,0.0007391522755975,0.1481121180010807,14954
7.2279,2,6261.531329,True,True,0.0057124983001614,4.553879690848758,14956
5.639675,7,6262.794647,True,True,0.0008105205985766,4.934514826909549,14963
1.724637,7,6264.024484,True,True,0.0052251748677407,12.428590563002736,14970
5.119033,3,6264.027465,True,True,0.0096434842849256,7.725008964865341,14973
8.766082,1,6265.239603,True,True,0.0003713735037761,2.0668551442946,14974
7.384181,1,6265.242585,True,True,0.0026173399807247,4.561634471213461,14975
9.908363,1,6266.463387,True,True,3.672095838314879e-09,0.0025623648913887,14976
6.016206,3,6267.646377,True,True,4.05766489852688e-10,5.300503012465512,14979
5.686881,4,6268.80919,True,True,8.124072075177402e-05,5.542025450318148,14983
7.707708,2,6268.819176,True,True,0.0054057781523789,4.688777326531212,14985
-43.618701,60,6270.092333,False,True,0.0353666014175969,20.999860772494724,15045
2.215542,5,6271.281155,True,True,0.0040964258789785,13.288830651095063,15050
7.183571,5,6271.284132,True,True,0.0045804650361874,4.423025184176709,15055
7.009567,1,6272.487084,True,True,4.620245023806157e-10,5.239256481324693,15056
9.518378,2,6273.53371,True,True,0.0017118595371592,0.4925178800273568,15058
7.420708,1,6273.53571,True,True,3.224209635056862e-05,4.497336606495914,15059
4.818583,2,6274.787696,True,True,0.01015943119566,8.649466688802548,15061
-3.329337,8,6275.949878,True,True,0.009415209893571,15.291730620901314,15069
6.097706,3,6275.956213,True,True,8.96763455160432e-10,4.998630697367704,15072
6.913884,2,6277.169646,True,True,0.0041118615538094,3.5681500118337635,15074
3.911027,3,6278.240274,True,True,0.0001893593448401,10.57210838569727,15077
9.746033,1,6278.243627,True,True,0.001085705031957,0.2957941759171422,15078
7.110243,5,6279.457289,True,True,0.006134756616443,4.2470330813715655,15083
9.117247,1,6280.606712,True,True,2.4696935619459367e-09,1.4279395199376008,15084
6.348912,4,6281.797057,True,True,1.2416374698535966e-10,4.363185389291453,15088
8.54357,1,6282.841392,True,True,0.0111853165559987,2.481129426047272,15089
7.432939,3,6282.844731,True,True,7.766539580499054e-05,2.8853764101436257,15092
6.719795,2,6284.143306,True,True,0.0042810994231451,5.102667693322296,15094
6.896267,2,6284.14365,True,True,6.6357644656900305e-09,5.621443340813495,15096
6.726416,4,6285.430555,True,True,6.5620405160699e-05,5.410395482136659,15100
9.038034,2,6286.627932,True,True,0.0059103963363739,1.4305591551131924,15102
8.059274,1,6287.790069,True,True,0.00051238349063,3.3436367441172186,15103
4.43581,1,6288.875611,True,True,4.292634669897442e-05,9.88506486457266,15104
6.452187,3,6290.09402,True,True,0.000531170902921,5.131310299287315,15107
-13.465578,19,6291.214113,True,True,0.0117750478519794,7.869192530864609,15126
9.035743,1,6291.214134,True,True,0.0010497787278709,1.5813552765613728,15127
0.46674,12,6291.219766,True,True,0.0033261019806217,14.914802193862016,15139
8.209483,1,6292.534586,True,True,0.000417221679676,3.072611177106056,15140
3.187443,1,6292.537913,True,True,0.0002446496622013,12.13724049483145,15141
6.121397,1,6293.788998,True,True,0.0003602856357139,6.84348042311683,15142
9.199039,1,6293.797326,True,True,3.2895427603653678e-06,1.2849209340022458,15143
8.285113,1,6295.09877,True,True,8.632075437826493e-10,2.935828280648132,15144
7.845909,2,6296.390021,True,True,0.0033317763155194,3.586292795559882,15146
8.249397,1,6296.393354,True,True,4.6440319603187854e-10,3.0000099874111514,15147
7.967883,1,6297.639591,True,True,0.001192854867488,3.510494529937043,15148
8.902761,1,6297.645944,True,True,0.0049777276188966,1.8210001972642929,15149
6.217479,1,6298.922262,True,True,0.0001671626219246,6.669857197720791,15150
8.578773,1,6298.929584,True,True,0.0037715651340455,2.4096101565499515,15151
9.90832,1,6300.213281,True,True,3.835629752181602e-11,0.0025651442719833,15152
8.084747,1,6300.215613,True,True,0.0024772539925891,3.300907264438727,15153
-25.176209,60,6300.216619,False,True,0.02417378187556,19.2588556165103,15213
7.02944,1,6301.691912,True,True,1.2510545715580662e-06,5.203816984542364,15214
7.304764,1,6302.750838,True,True,0.0025717243063598,4.709423663801294,15215
8.081456,2,6302.753477,True,True,5.0538454860631975e-09,3.0920851040288224,15217
9.694769,2,6302.758851,True,True,0.0001922165940547,0.1428979866792653,15219
5.599988,1,6304.174217,True,True,4.301325845686328e-06,7.784247903108571,15220
1.5633,10,6304.177555,True,True,0.0059390251465352,13.332530585973425,15230
7.512062,1,6304.181575,True,True,0.0057003602199839,4.338376299026213,15231
5.442676,1,6305.455178,True,True,0.0057962119733029,8.073095260880187,15232
3.194299,1,6305.462511,True,True,0.002558896456256,12.12647801002188,15233
9.08768,2,6305.467515,True,True,0.0031470999799891,1.32949581148314,15235
8.302573,1,6306.756974,True,True,1.0979032960545253e-10,2.9029907280872806,15236
7.725103,3,6307.969329,True,True,0.0045822117803358,3.546385286066111,15239
7.520016,2,6309.097945,True,True,1.17599248079763e-09,2.999999016291347,15241
9.341287,3,6309.106274,True,True,2.3130653305309123e-10,0.4897673987613897,15244
2.40862,3,6310.419615,True,True,0.0026084515600387,13.19365762191309,15247
7.478463,1,6311.587262,True,True,0.0060653117333651,4.396852333447334,15248
8.448971,7,6311.597645,True,True,0.0042352827948482,0.8492452424818736,15255
8.200666,1,6312.828481,True,True,0.0015702301485152,3.089965493495048,15256
7.625606,1,6314.017673,True,True,8.769919512818801e-11,4.126600332030306,15257
6.564233,6,6314.019674,True,True,0.0038733377248312,4.04855034166791,15263
6.439743,4,6315.382944,True,True,3.9534723459985456e-11,5.435243489424304,15267
2.47124,4,6316.504136,True,True,0.0044524080611485,12.24493235546606,15271
7.468559,4,6316.510105,True,True,4.0435266246419126e-11,2.845063449880261,15275
9.659863,1,6317.79311,True,True,0.0024582552583539,0.455493309756055,15276
7.358711,1,6317.796124,True,True,0.0001630429781589,4.608774836319904,15277
9.317883,1,6319.093774,True,True,0.0056247954929275,1.0773811953109915,15278
6.651965,1,6320.287677,True,True,9.772737038252471e-11,5.882165272752948,15279
3.289046,2,6321.430609,True,True,0.0020445251272037,11.8302630405379,15281
6.334194,8,6322.568405,True,True,0.0042377436601488,4.462213542164854,15289
6.063902,1,6323.584182,True,True,0.0078234309872684,6.953891068743706,15290
7.869712,4,6324.797668,True,True,0.0009828931245998,3.2834301045470644,15294
7.456594,3,6325.859736,True,True,0.0004311909875359,2.9210262117345254,15297
9.281692,2,6326.946784,True,True,0.0024697809547722,0.4546511997670356,15299
9.182605,2,6328.094174,True,True,0.000179061539454,1.134905644446334,15301
3.91758,4,6329.188303,True,True,0.0043972875148098,8.530295991169323,15305
9.283453,1,6330.304874,True,True,4.565025205454463e-09,1.1318450459781355,15306
5.845947,3,6331.35692,True,True,0.0047783252349416,6.852123331765986,15309
7.382308,2,6332.437048,True,True,0.0040067654572254,3.504123771627285,15311
8.239349,2,6334.313241,True,True,0.0044702357609334,2.814359676105489,15313
9.90858,1,6335.376997,True,True,2.6428723964973342e-09,0.0025663847873773,15314
8.253866,1,6336.526062,True,True,1.8149428552052503e-09,2.989869503713374,15315
5.088389,1,6337.570197,True,True,8.507605876728608e-09,8.70751605008321,15316
5.15145,1,6338.757785,True,True,1.7074106017922475e-10,8.59140890739028,15317
-7.927154,23,6338.758772,True,True,0.0043153316218615,14.873231030771406,15340
8.826165,10,6339.963419,True,True,0.002962830598836,0.8574864300730305,15350
2.905522,1,6341.020854,True,True,0.0014696671003702,12.646560382385456,15351
6.663986,3,6342.204316,True,True,8.437030285935395e-06,6.518780953024517,15354
7.875917,3,6342.209312,True,True,9.869852753559806e-05,3.580834826680067,15357
9.478309,2,6343.484685,True,True,0.0015011952234325,0.345624845197036,15359
2.067249,2,6344.629541,True,True,0.0064738808598899,11.39657367793322,15361
6.002753,3,6345.706904,True,True,0.0005471530018999,5.869808497680661,15364
8.42333,1,6345.709896,True,True,0.0033468869180352,2.690424832540008,15365
9.457573,1,6346.941679,True,True,3.945645199454617e-11,0.817290886825488,15366
2.945698,1,6348.108628,True,True,2.0785252078520109e-10,12.573097292058582,15367
3.224528,5,6349.261003,True,True,0.0019997191504973,10.053446958505068,15372
7.220506,3,6349.270565,True,True,2.6674079611765933e-11,4.172403868657534,15375
9.148047,1,6350.671662,True,True,0.0058561703931112,1.3817827278378454,15376
8.310005,1,6351.744979,True,True,0.0015505941991558,2.893002688619755,15377
7.287583,3,6351.749976,True,True,8.132588054201619e-05,3.2065240395397727,15380
-16.414549,47,6353.012531,True,True,0.0010536171020784,6.849018482550755,15427
9.33531,3,6353.014199,True,True,0.0002061921671063,0.6810839854235657,15430
4.164163,1,6353.014538,True,True,0.0023375424259786,10.376936496340964,15431
8.151901,1,6354.426944,True,True,0.001090800496928,3.177264938517982,15432
7.561671,1,6354.431248,True,True,2.414403767658335e-11,4.242549652030454,15433
5.831337,2,6354.435247,True,True,0.0093902662951675,7.399176255994019,15435
2.409774,1,6355.742508,True,True,1.635577784320219e-11,13.539655265137675,15436
6.792461,2,6355.743847,True,True,0.0019503726077384,5.195634915865083,15438
8.199592,1,6355.748842,True,True,0.0063755573733052,3.095804918912102,15439
4.752504,3,6357.133421,True,True,0.0047987628571529,8.666391037535748,15442
9.712924,3,6358.32636,True,True,7.916428276799614e-11,0.0225713803487396,15445
4.588353,4,6359.407944,True,True,0.0040016764955984,7.454994141480462,15449
3.182719,2,6360.502609,True,True,0.0001946396133614,12.261315156662118,15451
7.386913,3,6360.502923,True,True,9.419478090730856e-05,4.265340440586268,15454
4.011162,6,6360.506939,True,True,0.0066705013417905,8.20317747792898,15460
9.905083,1,6361.839489,True,True,2.8484679357041016e-11,0.0025624799590509,15461
7.803746,5,6361.84004,True,True,0.0053927983065964,1.7797349277396792,15466
8.962265,1,6361.847201,True,True,0.0052660287886048,1.7186456338846108,15467
4.008195,2,6363.30315,True,True,0.0010400077476237,10.528810881581462,15469
8.22648,4,6364.384151,True,True,0.00710885185527,2.613226516147438,15473
3.017763,3,6364.388485,True,True,0.0028548085921298,12.132895742846456,15476
5.163537,3,6364.39648,True,True,0.0006981866810257,7.3280647456754675,15479
2.377979,1,6364.397484,True,True,0.0057822275604465,13.599112347401016,15480
9.661987,1,6365.80089,True,True,0.0024381116971937,0.4516277692626091,15481
8.720588,1,6366.85354,True,True,0.0002495029209083,2.149449676082306,15482
8.095169,3,6367.932921,True,True,0.002101574672746,2.820360205862739,15485
7.635691,3,6367.938256,True,True,0.0020664678544343,3.896959632627872,15488
7.589151,1,6369.183869,True,True,0.0110169616397994,4.202396298961295,15489
7.567091,2,6370.333544,True,True,0.0003920851445473,3.765667257690099,15491
8.923733,3,6370.340875,True,True,0.0051919903352083,1.207728409599911,15494
7.844617,1,6371.602747,True,True,0.0059219364836155,3.732531971688682,15495
6.998315,3,6372.750271,True,True,0.0024631271348463,3.388648787192515,15498
9.894334,1,6373.775088,True,True,3.0087733997249955e-06,0.0283212636041554,15499
3.265223,8,6373.778088,True,True,0.0095861085074399,10.314359623713466,15507
6.715041,2,6373.779094,True,True,0.0045935675785668,5.638300821404919,15509
9.908581,1,6375.133158,True,True,2.3688809698552134e-09,0.0025640853891469,15510
6.451632,4,6375.135293,True,True,0.0023980019486681,5.72177846638736,15514
7.100291,1,6376.331789,True,True,0.0089210748632954,5.084666474572462,15515
8.256117,2,6376.334137,True,True,0.0013283770808016,3.1694679316123806,15517
9.444465,1,6376.335127,True,True,0.0042172610479962,0.8465283835667702,15518
1.605732,1,6377.654254,True,True,0.0032221430314361,14.99146091136136,15519
7.812927,1,6377.658595,True,True,9.124223321332892e-10,3.785271984944803,15520
3.655297,1,6378.847114,True,True,0.0047977554681113,11.29656150391184,15521
7.708428,1,6378.853449,True,True,0.0068115740519207,3.984594925036895,15522
-0.314996,3,6380.261763,True,True,0.0043165526173653,16.074620809724482,15525
7.501679,3,6381.44354,True,True,0.000106998848032,3.35186546411228,15528
1.739927,8,6382.6482,True,True,0.0021270072600217,13.69349946500269,15536
8.336459,1,6382.653198,True,True,7.226526321790772e-10,2.8383152652678683,15537
8.824928,2,6383.925339,True,True,1.3005749714871742e-06,1.4711389001021338,15539
8.400393,2,6383.92834,True,True,0.004194636056998,2.321027576626208,15541
3.961112,2,6385.199537,True,True,3.987110294700891e-11,10.612332031217663,15543
-0.367347,7,6385.201537,True,True,0.006329504455666,15.753656771264206,15550
8.05296,1,6386.473448,True,True,1.9528953118259224e-10,3.3554405832696528,15551
9.906326,1,6387.662409,True,True,9.997638827918819e-11,0.0025637163614589,15552
6.050206,5,6388.747099,True,True,3.795508617193868e-10,5.780891669231531,15557
7.19013,6,6389.864507,True,True,0.0061004815962925,2.4152413538817368,15563
0.596946,9,6391.092619,True,True,0.0101099919501518,13.775338796233946,15572
6.193564,6,6392.240186,True,True,0.0004290026786695,6.084340159319829,15578
7.759611,1,6393.371698,True,True,0.0030914120818985,3.8884649795944775,15579
4.702394,22,6394.493881,True,True,0.0070070581186774,7.628266736898961,15601
8.900589,1,6394.501215,True,True,0.0049233040263884,1.823755186276276,15602
