rollout/exploration_rate,time/fps,time/episodes,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,train/loss,train/learning_rate,train/n_updates
0.9556666666666668,8,4,8.0,4.860418,6,56,,,
0.8543333333333336,14,8,13.0,3.084421125,12,184,,,
0.8068333333333335,13,12,13.166666666666666,2.2600808333333333,17,244,0.19342941045761108,0.001,3
0.7466666666666666,14,16,16.0,0.9524404375000001,22,320,0.22208300232887268,0.001,7
0.6801666666666666,14,20,16.5,0.1705340500000001,28,404,0.19548973441123962,0.001,13
0.5978333333333334,15,24,17.583333333333332,-0.1375684583333332,33,508,0.18941061198711395,0.001,19
0.5186666666666669,15,28,17.75,-0.15760571428571418,39,608,0.2338486909866333,0.001,25
0.45216666666666694,15,32,19.375,-0.45137440625000014,44,692,0.15334975719451904,0.001,31
0.3793333333333332,15,36,19.16216216216216,-0.07177945945945959,51,784,0.1595270186662674,0.001,36
0.31600000000000006,15,40,19.275,0.046908699999999914,55,864,0.137913778424263,0.001,41
0.18933333333333358,16,44,20.818181818181817,-0.6649293636363637,62,1024,0.0817524641752243,0.001,51
0.12600000000000044,16,48,21.895833333333332,-0.7367844999999998,67,1104,0.2373393028974533,0.001,56
0.05,18,52,24.826923076923077,-1.4487215192307692,74,1344,0.34366166591644287,0.001,71
0.05,19,56,27.339285714285715,-3.8019726785714285,81,1584,0.14742061495780945,0.001,86
0.05,20,60,29.516666666666666,-4.129319766666667,88,1824,0.17455732822418213,0.001,101
0.05,21,64,30.671875,-4.272989453125,95,2044,0.20443463325500488,0.001,115
0.05,22,68,32.39705882352941,-4.520510661764706,102,2284,0.049170684069395065,0.001,130
0.05,22,72,33.93055555555556,-4.769033361111111,109,2524,0.1199028491973877,0.001,145
0.05,23,76,35.30263157894737,-4.914088802631579,118,2764,0.13401350378990173,0.001,160
0.05,22,80,35.0875,-4.58056915,123,2836,0.0690644308924675,0.001,165
0.05,22,84,34.86904761904762,-4.330998988095238,131,3028,0.09790845215320587,0.001,177
0.05,23,88,35.40909090909091,-4.334269818181817,139,3252,0.10210926085710526,0.001,191
0.05,22,92,35.83695652173913,-4.4036796956521735,145,3352,0.0876045897603035,0.001,197
0.05,23,96,36.239583333333336,-5.32487415625,153,3564,0.09173434227705002,0.001,210
0.05,22,100,35.99,-5.12667404,159,3628,0.12178411334753036,0.001,214
0.05,23,104,36.94,-5.413172320000001,165,3844,0.08640502393245697,0.001,228
0.05,23,108,38.62,-5.889530079999999,172,4084,0.1324961930513382,0.001,243
0.05,24,112,40.48,-6.2477026600000025,179,4324,0.17636092007160187,0.001,258
0.05,24,116,41.9,-6.47193593,186,4564,0.15716439485549927,0.001,273
0.05,24,120,43.56,-6.669926130000001,193,4804,0.056013934314250946,0.001,288
0.05,25,124,45.04,-6.946540110000001,201,5044,0.18092088401317596,0.001,303
0.05,25,128,46.1,-7.095862329999999,207,5248,0.05115807056427002,0.001,315
0.05,25,132,46.7,-7.210876160000001,212,5320,0.16426196694374084,0.001,320
0.05,25,136,47.77,-7.504893709999999,220,5548,0.037273991852998734,0.001,334
0.05,25,140,48.81,-7.77196056,227,5772,0.04290815442800522,0.001,348
0.05,25,144,49.2,-7.72030049,235,5968,0.007667928468436003,0.001,360
