time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/time_elapsed,time/total_timesteps,train/policy_gradient_loss,train/explained_variance,train/entropy_loss,train/value_loss,train/clip_range,train/learning_rate,train/n_updates,train/approx_kl,train/clip_fraction,train/loss
12,13.580645161290322,2.964407161290323,1,39,512,,,,,,,,,,
14,17.37037037037037,1.602070888888889,2,68,1024,-0.026871489256154745,-0.014678597450256348,-2.478868103027344,11.027012354135513,0.2,0.0003,10,0.013276018,0.104296875,4.887056827545166
15,19.43421052631579,0.6695946710526315,3,98,1536,-0.01403209996642545,0.07042717933654785,-2.4642272919416426,10.364401197433471,0.2,0.0003,20,0.008270392,0.0646484375,4.915157318115234
17,22.102272727272727,-0.4515434090909091,4,116,2048,-0.012249842169694602,0.3448622226715088,-2.4576657146215437,9.111966359615327,0.2,0.0003,30,0.010549141,0.0548828125,3.904897451400757
16,24.05,-0.7270071199999998,5,152,2560,-0.01622455282486044,0.12889647483825684,-2.4626513004302977,9.647543901205063,0.2,0.0003,40,0.013471395,0.0794921875,4.35545539855957
16,23.94,-0.94980516,6,186,3072,-0.014814762363675982,0.08846491575241089,-2.4528410375118255,17.953725945949554,0.2,0.0003,50,0.009646689,0.0462890625,5.427465915679932
16,22.14,-0.3266833300000001,7,218,3584,-0.02018959354609251,0.43608880043029785,-2.439128744602203,10.79127886891365,0.2,0.0003,60,0.012355632,0.0701171875,3.846186637878418
16,20.81,0.33272837999999977,8,249,4096,-0.011821695044636727,0.35394287109375,-2.444111022353172,15.424028539657593,0.2,0.0003,70,0.0067100115,0.03515625,7.421689987182617
15,16.66,0.9552327700000001,9,306,4608,-0.01628699609427713,0.2978176474571228,-2.4283913254737852,12.445088279247283,0.2,0.0003,80,0.01267229,0.0755859375,6.245584964752197
14,13.31,2.5981258300000003,10,350,5120,-0.015536775236250832,-0.2468104362487793,-2.396789225935936,17.245942091941835,0.2,0.0003,90,0.0082720835,0.0341796875,4.924783706665039
14,12.13,2.6542312500000005,11,390,5632,-0.015407083171885461,0.2820006012916565,-2.379719653725624,14.23862075805664,0.2,0.0003,100,0.0076454566,0.058203125,5.76948881149292
14,14.76,0.76941696,12,428,6144,-0.00959638161584735,0.2945863604545593,-2.38271122276783,20.61170392036438,0.2,0.0003,110,0.005957403,0.021484375,9.33527660369873
14,16.68,-0.13889278000000005,13,459,6656,-0.011455567728262395,0.3891414403915405,-2.382507660984993,13.481563210487366,0.2,0.0003,120,0.007829706,0.03125,4.528367042541504
14,16.31,-0.1619009999999999,14,507,7168,-0.013929711451055482,0.2646713852882385,-2.3677248865365983,24.49389432668686,0.2,0.0003,130,0.0067416485,0.031640625,9.510169982910156
14,15.38,1.2704692800000001,15,543,7680,-0.007208372978493571,-0.0666724443435669,-2.3715408742427826,32.29160873889923,0.2,0.0003,140,0.003985422,0.0,13.974518775939941
13,14.17,1.1370230700000004,16,586,8192,-0.0185288522799965,0.5303142070770264,-2.3587736934423447,18.522381043434144,0.2,0.0003,150,0.0122755505,0.0724609375,6.234439373016357
13,13.88,1.07948293,17,633,8704,-0.016826742235571145,0.5204422175884247,-2.3498274087905884,20.592851841449736,0.2,0.0003,160,0.010375299,0.07890625,10.42483901977539
13,14.55,-0.033315310000000105,18,666,9216,-0.010258740739664063,0.4444316625595093,-2.3334472686052323,19.415551686286925,0.2,0.0003,170,0.0071148705,0.0146484375,7.806713104248047
13,14.17,0.47581770999999995,19,710,9728,-0.01166950499464292,0.3623355031013489,-2.329535561800003,22.67250039577484,0.2,0.0003,180,0.011658551,0.0466796875,13.633355140686035
13,16.03,-1.5324505499999994,20,744,10240,-0.014319311652798206,0.4296213984489441,-2.3089338421821592,28.50709855556488,0.2,0.0003,190,0.01115515,0.05234375,12.603486061096191
13,17.52,-1.49423853,21,781,10752,-0.013694760657381266,-0.09940946102142334,-2.301700469851494,31.924870324134826,0.2,0.0003,200,0.008903386,0.055078125,10.940034866333008
13,18.45,-2.25670474,22,811,11264,-0.016277649969561027,0.2616393566131592,-2.308019372820854,27.351798784732818,0.2,0.0003,210,0.010806217,0.056640625,13.041208267211914
13,18.65,-1.7452581000000003,23,845,11776,-0.010823570319917052,-0.03149843215942383,-2.2924455761909486,26.1323105096817,0.2,0.0003,220,0.009368085,0.0271484375,8.571939468383789
13,15.73,0.22707662000000003,24,906,12288,-0.02248498998233117,0.25619250535964966,-2.2921454101800918,17.435198426246643,0.2,0.0003,230,0.011157403,0.098046875,8.407055854797363
13,15.26,0.5599279899999997,25,937,12800,-0.012325121252797545,0.1481519341468811,-2.240308901667595,29.520530939102173,0.2,0.0003,240,0.0068484927,0.0248046875,13.115966796875
13,16.87,-0.33500441000000025,26,970,13312,-0.010152928583556787,0.0818643569946289,-2.290143349766731,29.42394459247589,0.2,0.0003,250,0.010975171,0.04453125,9.744624137878418
13,18.78,-1.06633329,27,1004,13824,-0.014937531453324483,0.1939758062362671,-2.3194557636976243,26.721277046203614,0.2,0.0003,260,0.010361649,0.0505859375,11.884387969970703
13,17.43,-0.6690070399999999,28,1051,14336,-0.017098855966469272,0.15690642595291138,-2.3058364272117613,22.942170441150665,0.2,0.0003,270,0.009123459,0.0619140625,12.440567970275879
13,15.96,0.7908095299999998,29,1094,14848,-0.015039665088988841,0.3330623507499695,-2.2914599269628524,23.056866312026976,0.2,0.0003,280,0.010028846,0.0619140625,10.074756622314453
13,14.78,1.19085289,30,1136,15360,-0.023502601566724478,0.29660773277282715,-2.285990911722183,18.710573899745942,0.2,0.0003,290,0.011280365,0.121484375,7.8489508628845215
