#{"t_start": 1785511905.7466803, "env_id": "None"}
r,l,t,success,freeze_attempted,d_m,alpha_deg
0.503407,2,3.714843,True,True,0.0003940674062865813,16.860295096019225
8.664094,8,9.096586,True,True,0.002589391397853994,0.5485169570300241
-20.758771,60,21.518687,False,True,0.016296475555581044,20.830029385079023
-2.174045,21,27.500886,True,True,0.011651274060757246,8.04737823214526
7.389657,4,28.730964,True,True,5.6471575801592816e-05,2.9680018268554216
-11.19366,60,44.889899,False,True,0.006219762963939616,41.754509960720874
8.083639,6,46.571464,True,True,0.005446278284555572,1.8214150281413843
6.444732,5,49.173952,True,True,0.007955911912501954,5.828127788851639
8.334664,20,59.299979,True,True,0.003887164729406322,0.7622674056344106
-5.175202,49,72.428986,True,True,0.005806394727867838,16.43528094917959
7.958823,5,74.258657,True,True,0.011328160235854364,2.9895477544004305
2.727481,41,84.363837,True,True,0.0021902174459219803,7.914731631034212
6.336174,14,86.110007,True,True,0.0015697844273674616,3.31781293788436
5.560226,9,89.121194,True,True,0.0010620915841696166,6.856064623374399
-15.99633,60,99.857478,False,True,0.0318004617452293,12.136368166689964
7.447529,6,103.661782,True,True,0.0005895152833049859,5.1366610788301
5.742882,5,108.680733,True,True,0.00272352908022446,6.748547578006964
-22.584509,60,124.30553,False,True,0.055885721206119066,22.764223999000173
6.05535,6,127.062449,True,True,0.00011740039964011649,5.537110249841319
3.93626,30,134.557976,True,True,0.009051428914963095,4.212394503354734
1.773875,3,137.020812,True,True,0.0034626226436735748,14.450044356579141
