episode,timesteps,episode_reward,episode_length,entropy
1,12,0.3248067978962941,12,2.4775166511535645
2,58,-1.0138604406526297,46,2.4725303649902344
3,62,8.222979449737487,4,2.4753575325012207
4,66,7.1140708809173026,4,2.466384172439575
5,74,7.78671471109339,8,2.4799728393554688
6,80,3.741490196488912,6,2.4772684574127197
7,140,-15.000145178556874,60,2.4808309078216553
8,166,2.97833717854787,26,2.472743034362793
9,168,1.764187676953312,2,2.480898141860962
10,193,6.808964686417012,25,2.47873592376709
11,253,-8.86076971317545,60,2.476163625717163
12,254,-0.037591937630814434,1,2.4789047241210938
13,256,6.138335522363871,2,2.4724669456481934
14,263,7.749763581579133,7,2.47174334526062
15,323,-18.873345389217274,60,2.4787137508392334
16,327,0.5302978886970818,4,2.4807240962982178
17,346,9.546513025318472,19,2.477681875228882
18,350,6.667669547622931,4,2.4753198623657227
19,410,-16.574350155012997,60,2.4809749126434326
20,426,6.2896057474011915,16,2.471653699874878
21,427,0.9404285630376328,1,2.4806885719299316
22,453,5.4615755370506225,26,2.4721033573150635
23,491,-2.465529866616718,38,2.4815006256103516
24,496,7.288775718112151,5,2.4793472290039062
25,498,9.817769779189815,2,2.4754090309143066
26,503,3.763746232535804,5,2.477766275405884
27,563,-12.631651139481223,60,2.4728200435638428
28,604,-6.238309640360479,41,2.475963592529297
29,607,8.23120298365928,3,2.4716930389404297
30,667,-27.060597569654476,60,2.472994327545166
31,676,3.9787366296439,9,2.4793169498443604
32,683,2.868164952661914,7,2.474111318588257
33,743,-12.38237339249712,60,2.473931074142456
34,747,1.8935421855589438,4,2.473655939102173
35,762,4.164511992809859,15,2.4737589359283447
36,765,6.737845679991201,3,2.4733753204345703
37,782,1.9251182990460725,17,2.471916675567627
38,795,2.5975959298204914,13,2.473421812057495
39,803,8.076197682313447,8,2.4798383712768555
40,805,2.089264196643833,2,2.4788475036621094
41,840,4.368705611593848,35,2.472963809967041
42,900,-12.933047776674778,60,2.476315975189209
43,904,1.0910008234482482,4,2.471426010131836
44,964,-13.162434864694713,60,2.4748542308807373
45,1024,-19.794661660106964,60,2.4747626781463623
46,1032,6.621837526638659,8,2.4724574089050293
47,1074,2.6617468220937965,42,2.479098081588745
48,1076,6.753115103708472,2,2.4787652492523193
49,1101,7.0873023489274996,25,2.4784128665924072
50,1102,7.659329108124503,1,2.4796547889709473
51,1152,-9.322268742131536,50,2.479310989379883
52,1212,-12.856199451032257,60,2.478811740875244
53,1218,2.2632501566685037,6,2.4718077182769775
54,1222,8.944169076930876,4,2.471795082092285
55,1249,3.9922080726516835,27,2.472992420196533
56,1309,-11.310472804796524,60,2.471827745437622
57,1339,5.144865838459288,30,2.477940559387207
58,1342,4.196848925616963,3,2.476303815841675
59,1402,-14.25091838154985,60,2.4786362648010254
60,1421,0.5533138583967494,19,2.4805774688720703
61,1429,5.385689290618934,8,2.47404408454895
62,1456,2.7833196709630634,27,2.4687352180480957
63,1465,7.738081546567614,9,2.479196548461914
64,1467,1.8528937962577732,2,2.478458881378174
65,1469,6.256235501110157,2,2.4678497314453125
66,1529,-15.65017749149776,60,2.4746639728546143
67,1542,4.882606066463886,13,2.4692647457122803
68,1554,1.573353072109,12,2.4749231338500977
69,1563,3.9861327925838017,9,2.4724643230438232
70,1564,8.376317464782256,1,2.473102569580078
71,1598,-1.9185389199664307,34,2.478067636489868
72,1610,6.47977652207833,12,2.47955584526062
73,1670,-20.9464226047265,60,2.4758148193359375
74,1676,7.0216096086908335,6,2.472459077835083
75,1690,1.8994508887577743,14,2.478935718536377
76,1750,-11.82373623137274,60,2.4796817302703857
77,1752,1.8184861052506778,2,2.4766311645507812
78,1776,1.5541752188039006,24,2.475332736968994
79,1823,3.098822209197982,47,2.473115921020508
80,1825,4.748196185549117,2,2.4760425090789795
81,1885,-7.616009554650474,60,2.4758269786834717
82,1897,5.715873492010834,12,2.4772279262542725
83,1957,-16.311332589259713,60,2.479952096939087
84,1974,-1.1895598667527791,17,2.4716851711273193
85,1995,2.965969409557332,21,2.479055166244507
86,1998,6.370183817688409,3,2.479052782058716
87,2019,4.833625509722752,21,2.4796640872955322
88,2035,2.243642305398547,16,2.4788880348205566
89,2095,-24.396698466620194,60,2.475386619567871
90,2097,4.669809038750466,2,2.475620985031128
91,2102,3.5254371089565852,5,2.4717037677764893
92,2136,-0.12527235803085457,34,2.4692766666412354
93,2183,-6.565870021038267,47,2.4746782779693604
94,2193,3.9426511835988296,10,2.4781136512756348
95,2194,5.641201178116087,1,2.4744675159454346
96,2254,-15.625556006758028,60,2.473578453063965
97,2314,-25.58245569031983,60,2.478724956512451
98,2325,6.81725182955233,11,2.4772863388061523
99,2332,7.641659289062382,7,2.472637176513672
100,2347,1.9594903221125421,15,2.4730238914489746
101,2353,2.664162458405638,6,2.479788303375244
102,2394,-4.198874226261156,41,2.474287271499634
103,2406,4.537686259183846,12,2.4772531986236572
104,2466,-12.910986945824336,60,2.4716103076934814
105,2468,8.31258505187445,2,2.47001314163208
106,2482,2.839104495535012,14,2.479818344116211
107,2512,1.1656550955385732,30,2.472639322280884
108,2562,-12.187599884293904,50,2.4668149948120117
109,2579,7.121190236273556,17,2.4730136394500732
110,2599,-0.8186534630978324,20,2.4684417247772217
111,2607,7.703139408413376,8,2.4665379524230957
112,2610,5.954000394583947,3,2.461092233657837
113,2637,6.060162219547134,27,2.467405319213867
114,2697,-20.383334161242857,60,2.472778558731079
115,2722,0.4487933288285708,25,2.46907377243042
116,2740,-0.38647328244076506,18,2.4741010665893555
117,2746,7.853185082661354,6,2.4652771949768066
118,2754,1.076178364399527,8,2.470043659210205
119,2814,-16.11660922365868,60,2.4760584831237793
120,2824,4.761568753784045,10,2.4621851444244385
121,2877,-0.287550422916687,53,2.476189374923706
122,2879,9.634689639626659,2,2.472766876220703
123,2892,6.688020262892508,13,2.46645188331604
124,2907,3.4799510418313058,15,2.47190523147583
125,2919,5.439231550238825,12,2.4635751247406006
126,2925,4.46272665490649,6,2.461639642715454
127,2928,4.81109136758746,3,2.474961996078491
128,2938,4.297901144007399,10,2.466386318206787
129,2958,5.12380832149508,20,2.4634792804718018
130,2976,4.675716893360004,18,2.4733657836914062
131,3001,6.996085229882818,25,2.4660027027130127
132,3061,-16.42725593398518,60,2.475658416748047
133,3072,1.109660685045725,11,2.476883888244629
134,3075,2.8275314269174134,3,2.4750726222991943
135,3135,-18.89496305630373,60,2.4717671871185303
136,3195,-20.446653401689183,60,2.471165418624878
137,3203,7.831704355945419,8,2.4748730659484863
138,3207,8.499203850945777,4,2.4731907844543457
139,3213,9.959967253911268,6,2.4768412113189697
140,3273,-14.196085916383986,60,2.471543073654175
141,3286,7.532927929621045,13,2.4740586280822754
142,3334,-2.327819106251453,48,2.4733145236968994
143,3394,-23.130350661298664,60,2.4697155952453613
144,3402,2.600714301674731,8,2.477219581604004
145,3462,-13.001235008520023,60,2.474388360977173
146,3490,-1.0327985067940906,28,2.469716787338257
147,3499,5.660494935158795,9,2.4776692390441895
148,3533,4.958742890938798,34,2.477579116821289
149,3593,-8.238443591265836,60,2.477001905441284
150,3653,-16.010586523752327,60,2.4721481800079346
151,3684,0.8265053438486374,31,2.477964401245117
152,3709,-1.1421538140034082,25,2.473273992538452
153,3769,-11.951050821173293,60,2.4733383655548096
154,3803,3.99814790515923,34,2.47721791267395
155,3863,-20.63438147443356,60,2.4799587726593018
156,3868,-0.18957717557756343,5,2.471982479095459
157,3872,7.362614643284749,4,2.4761555194854736
158,3887,0.3949127502363552,15,2.4790396690368652
159,3900,7.69924397593142,13,2.47059965133667
160,3960,-13.273700400518408,60,2.4736318588256836
161,3979,5.169500674983148,19,2.4772064685821533
162,3983,4.518701335873751,4,2.460603713989258
163,4043,-8.700693213740657,60,2.4720659255981445
164,4068,6.982165697665227,25,2.4750819206237793
165,4077,2.902604099873044,9,2.473649501800537
166,4132,-4.617526192121558,55,2.4761006832122803
167,4168,6.883170044618906,36,2.470764636993408
168,4169,1.3789141226961676,1,2.4635555744171143
169,4204,4.5040576386211075,35,2.4733128547668457
170,4264,-17.826971394808364,60,2.4740803241729736
171,4276,6.455546267635516,12,2.473037004470825
172,4283,3.250138151929541,7,2.465613842010498
173,4343,-24.277168628977186,60,2.4645583629608154
174,4367,-1.399388446822193,24,2.474428176879883
175,4373,2.9454411553056405,6,2.465303421020508
176,4375,6.880073538286132,2,2.460983991622925
177,4385,5.099075371274656,10,2.470179319381714
178,4412,-1.7065624877449181,27,2.4764463901519775
179,4466,-0.06347320467983608,54,2.4736528396606445
180,4494,2.375976012698666,28,2.4722697734832764
181,4499,4.468205479494768,5,2.4703145027160645
182,4500,1.4361196521120378,1,2.465226173400879
183,4560,-23.499737165344847,60,2.4736876487731934
184,4580,4.831615887230276,20,2.4650044441223145
185,4581,2.830472196038791,1,2.475435733795166
186,4603,-2.575922494491954,22,2.4612913131713867
187,4609,8.971444224920196,6,2.4724338054656982
188,4628,0.317494363460491,19,2.47420072555542
189,4688,-15.030074406836484,60,2.4727060794830322
190,4748,-20.530597403574145,60,2.4728214740753174
191,4806,2.839318984857586,58,2.4660120010375977
192,4811,9.568044793181874,5,2.464855670928955
193,4817,7.176396734642342,6,2.468907356262207
194,4834,0.5216204939635647,17,2.46775484085083
195,4845,6.95927638283891,11,2.4715700149536133
196,4849,7.1224879365237035,4,2.471886157989502
197,4897,-0.11193545410868211,48,2.4716169834136963
198,4954,-7.013441895354883,57,2.4690101146698
199,5014,-21.270999344169308,60,2.4657435417175293
200,5061,0.07382025048138363,47,2.4723942279815674
201,5070,4.165281881442092,9,2.4730212688446045
202,5103,1.9619169140620496,33,2.4717631340026855
203,5121,-1.5375619774335134,18,2.4724678993225098
204,5132,2.5376010817525354,11,2.4683167934417725
205,5171,4.8730082612525525,39,2.469360828399658
206,5220,-8.9872108195797,49,2.4678266048431396
207,5221,6.213534047110735,1,2.472405195236206
