#{"t_start": 1784994950.4473903, "env_id": "None"}
r,l,t
-53.30286,180,6.712173
-43.510267,180,13.097116
-46.682333,180,20.3213
-43.227069,180,26.755329
-37.524277,180,33.9902
-19.045629,132,38.843787
-31.22408,180,45.293867
-23.855474,180,54.886985
-27.094397,180,68.156442
-21.436683,180,76.717288
-22.770152,180,89.701609
-20.881509,180,98.840333
-21.455774,180,110.376447
-23.411312,180,122.071676
-20.40133,180,131.818755
-22.398168,180,141.70113
-22.197705,180,150.216873
-20.342792,180,159.032626
-20.622194,180,168.751266
-20.613131,180,177.247256
-19.294219,180,186.627455
-21.184337,180,195.163143
-20.894295,180,203.713861
-20.178571,180,213.417866
-19.506879,180,221.952402
-20.067996,180,231.774546
-20.72714,180,240.844018
-22.267492,180,250.090819
-21.016867,180,261.053908
-23.109774,180,270.621197
-18.127297,180,281.639273
-20.793374,180,292.091898
-20.872608,180,303.101839
-19.594881,180,312.693799
-18.40263,180,322.141677
-19.566399,180,332.501507
-20.576707,180,341.78459
-18.677787,180,352.049953
-20.296532,180,361.142122
-21.315229,180,369.647512
-24.112928,180,379.31193
-21.720189,180,387.716878
-21.013837,180,397.099994
-19.982477,180,405.63478
-21.469779,180,413.978775
-22.055018,180,423.291966
-20.983593,180,431.776322
-21.234682,180,441.319355
-19.8337,180,449.645876
-18.872287,180,458.019127
-19.800748,180,467.170411
-20.792451,180,475.474565
-20.898332,180,484.708848
-22.221996,180,493.047039
-22.440292,180,501.454205
-19.244538,180,510.813933
-19.579916,180,519.111223
-21.895521,180,528.439458
-19.109195,180,536.750457
-19.726338,180,545.086569
-20.245175,180,554.370399
-19.858965,180,562.784064
-19.571245,180,572.148011
-19.66546,180,580.356017
-20.086781,180,589.573953
-20.997883,180,597.845436
-19.988492,180,606.171016
-20.793235,180,615.440928
-20.527189,180,623.736118
-20.450703,180,632.939806
-20.372089,180,641.245935
-20.140638,180,649.620779
-20.716106,180,658.824237
-21.712955,180,667.156364
-19.37799,180,676.423034
-19.394093,180,684.68338
-20.075909,180,692.955145
-19.896596,180,702.083014
-20.08379,180,710.427085
-20.699347,180,719.545862
-20.307731,180,727.920295
-20.690866,180,736.396966
-20.299442,180,745.55649
-20.375619,180,753.813977
-19.495905,180,763.01668
-20.445067,180,771.297261
-19.766814,180,779.575153
-19.496138,180,788.809002
-19.883793,180,797.137385
-21.335683,180,806.331186
-21.381667,180,814.661287
-19.312544,180,822.927094
-20.140777,180,832.219217
-20.876666,180,840.527674
-20.294153,180,849.694636
-20.392436,180,858.097888
-18.07742,180,867.279209
-21.363403,180,875.536359
-20.324054,180,883.851567
-20.562678,180,893.189621
-21.193131,180,901.522595
-18.939776,180,910.827841
-20.933993,180,919.24538
-20.317009,180,927.600241
-21.014072,180,936.887286
-21.07742,180,945.265754
-20.677933,180,954.661803
-22.178783,180,963.098155
-20.729418,180,971.510019
-19.817325,180,980.946783
-19.949289,180,989.39331
-21.777035,180,998.689801
-19.285921,180,1007.244956
-20.646434,180,1015.56338
-23.397231,180,1024.875854
-19.467826,180,1033.42308
-19.993825,180,1049.932029
-20.547814,180,1061.268431
-19.494635,180,1069.784494
-20.817786,180,1081.26202
-20.593347,180,1093.730186
-18.926052,180,1107.89106
-20.293232,180,1119.766245
-20.116118,180,1131.43077
-21.169289,180,1144.337073
-18.897582,180,1155.706883
-21.617692,180,1167.097222
-21.215326,180,1175.345123
-21.119712,180,1184.586541
-21.320468,180,1192.839578
-19.02631,180,1201.465366
-21.091468,180,1210.689793
-20.311475,180,1219.250964
-19.23422,180,1229.129738
-21.939505,180,1237.431793
-21.050427,180,1245.752275
-20.46218,180,1255.097843
-21.680552,180,1263.391073
-21.029859,180,1272.582498
-20.996826,180,1280.993754
-19.947157,180,1289.265979
-20.002546,180,1298.42731
-19.221533,180,1306.661333
-20.689147,180,1316.006397
-20.904419,180,1324.33426
-19.647815,180,1332.654976
-20.586089,180,1341.849701
-18.422421,180,1350.146118
-21.025199,180,1359.323832
-19.545146,180,1367.612519
-21.189537,180,1375.996613
-22.169197,180,1385.248072
-21.686485,180,1393.619677
-20.469318,180,1402.975685
-21.51888,180,1411.585854
-20.733891,180,1419.852807
-20.533264,180,1429.239598
-21.064902,180,1437.520001
-20.437048,180,1446.697282
-21.558798,180,1455.170516
-20.713307,180,1464.667281
-19.340239,180,1473.056063
-20.23571,180,1481.366979
-19.885825,180,1490.682178
-20.550123,180,1499.025466
-20.115582,180,1508.209276
-21.306721,180,1516.528359
-21.374303,180,1525.040206
-19.299316,180,1534.202809
-21.542887,180,1542.465275
-20.328004,180,1551.929082
-20.393981,180,1560.171228
-21.048149,180,1568.462609
-20.030185,180,1577.885673
-18.413354,180,1586.167889
-19.903867,180,1595.422749
-19.74287,180,1603.596208
-19.60622,180,1614.347975
-21.120513,180,1627.496201
-20.854189,180,1639.023374
-19.601475,180,1651.847061
-18.824911,180,1663.648631
-20.888888,180,1675.360947
-20.598184,180,1687.852538
-20.468064,180,1699.724583
-19.845963,180,1712.807821
-20.900158,180,1724.741258
-19.696578,180,1736.494621
-19.716867,180,1749.075955
-20.24483,180,1759.270349
-21.265376,180,1767.976338
-20.466108,180,1776.591297
-20.564287,180,1786.487195
-19.806381,180,1797.290949
