time/total_timesteps,time/fps,time/iterations,time/time_elapsed,train/learning_rate,train/n_updates,rollout/ep_rew_mean,train/entropy_loss,rollout/ep_len_mean,train/loss,train/approx_kl,train/value_loss,train/clip_range,train/explained_variance,train/policy_gradient_loss,train/clip_fraction
74240,80,145,921,0.0003,1440,-20.39158303,-1.7106908187270164,179.5,0.04629003256559372,0.004462717,0.27586156260222194,0.1,0.9206911846995354,-0.012287029955768958,0.17734375
74752,80,146,928,0.0003,1450,-20.407062750000005,-1.7360407635569572,179.5,0.13768579065799713,0.0031612893,0.24037086255848408,0.1,0.9391290843486786,-0.009526914916932583,0.170703125
75264,80,147,934,0.0003,1460,-20.37200371,-1.5427451148629188,179.5,0.03596045449376106,0.0030991398,0.0914554622489959,0.1,0.9826153703033924,-0.014787248894572258,0.1943359375
75776,80,148,940,0.0003,1470,-20.37515096,-1.606031033396721,179.5,-0.009771378710865974,0.0025224425,0.09817171483300627,0.1,0.9764993879944086,-0.012261667946586386,0.1099609375
76288,80,149,946,0.0003,1480,-20.40433669,-1.8086130753159524,179.5,0.07003486156463623,0.0045506726,0.20278953649103643,0.1,0.9437881894409657,-0.013273057312471793,0.1888671875
76800,80,150,953,0.0003,1490,-20.394358450000002,-1.802328884601593,179.5,0.018938923254609108,0.0042476463,0.11025066962465643,0.1,0.9782325364649296,-0.012582238297909498,0.2439453125
77312,80,151,959,0.0003,1500,-20.394229120000002,-1.6812109097838401,179.5,0.05707888677716255,0.003333835,0.15124603086151184,0.1,0.9528934061527252,-0.011570767586817965,0.130078125
77824,80,152,965,0.0003,1510,-20.40352315,-1.4923787489533424,179.5,0.12474750727415085,0.0015598341,0.2038682418409735,0.1,0.9546656422317028,-0.00598691058694385,0.0544921875
78336,80,153,971,0.0003,1520,-20.42186246,-1.7406779408454895,179.5,0.06684407591819763,0.003376784,0.1343917291611433,0.1,0.9672834426164627,-0.012065938400337473,0.1505859375
78848,80,154,978,0.0003,1530,-20.432544059999998,-1.6744560867547988,179.5,0.049625836312770844,0.0032379078,0.1420413027983159,0.1,0.9716281108558178,-0.007403005272499286,0.126171875
79360,80,155,984,0.0003,1540,-20.43575826,-1.4918763637542725,179.5,-0.0034245243296027184,0.004552944,0.11006693639792502,0.1,0.971635477617383,-0.011410375480772927,0.19453125
79872,80,156,990,0.0003,1550,-20.509704539999998,-1.8890468552708626,180.0,0.047398824244737625,0.0028697457,0.16504767541773618,0.1,0.9529165662825108,-0.008926238445565105,0.128515625
80384,80,157,996,0.0003,1560,-20.524910600000002,-1.698120866715908,180.0,-0.012914057821035385,0.0028481614,0.08837256752885878,0.1,0.9842841681092978,-0.0116198361676652,0.1623046875
80896,80,158,1003,0.0003,1570,-20.54501281,-1.569506111741066,180.0,0.01473364606499672,0.0038827793,0.12648420061450452,0.1,0.9677902795374393,-0.011770942495786585,0.158984375
81408,80,159,1009,0.0003,1580,-20.579785020000003,-1.7702401652932167,180.0,0.028338778764009476,0.0033444532,0.15669577652588487,0.1,0.9494004733860493,-0.014728952647419646,0.1833984375
81920,80,160,1015,0.0003,1590,-20.59017628,-1.8892242893576623,180.0,-0.009135894477367401,0.0029748303,0.15851620850153267,0.1,0.9621501117944717,-0.011328715668059885,0.1560546875
82432,80,161,1021,0.0003,1600,-20.582025070000004,-1.6818668484687804,180.0,0.024118924513459206,0.002975963,0.09740931708365679,0.1,0.983635175973177,-0.007082326879026368,0.121484375
82944,80,162,1028,0.0003,1610,-20.582408559999998,-1.593149770796299,180.0,0.020505426451563835,0.0018191301,0.19413488833233714,0.1,0.9519513249397278,-0.008804072882048786,0.080859375
83456,80,163,1035,0.0003,1620,-20.50835873,-1.911999300122261,180.0,0.06002805754542351,0.0032806848,0.16665467140264809,0.1,0.9484745785593987,-0.011647538964462,0.1677734375
83968,80,164,1047,0.0003,1630,-20.481901389999997,-1.8278870746493339,180.0,0.054133571684360504,0.006078389,0.08213000965770334,0.1,0.9850608576089144,-0.015353608143050224,0.220703125
84480,79,165,1056,0.0003,1640,-20.4887142,-1.7022194802761077,180.0,0.04770995303988457,0.0022650156,0.08637972994474694,0.1,0.9804826229810715,-0.0070531213801587,0.137109375
84992,79,166,1063,0.0003,1650,-20.485283409999997,-1.8430286064743995,180.0,-0.007431183010339737,0.0026989093,0.12258150889538229,0.1,0.9715718794614077,-0.00873887591296807,0.1076171875
85504,79,167,1069,0.0003,1660,-20.503260109999996,-1.9510282635688783,180.0,0.006272635422646999,0.004159364,0.139629813330248,0.1,0.9578422270715237,-0.013280991173814982,0.202734375
86016,79,168,1076,0.0003,1670,-20.507426739999996,-1.8984843730926513,180.0,-0.007617980241775513,0.0031228731,0.08748492065351457,0.1,0.9846867201849818,-0.011081686976831406,0.13515625
86528,79,169,1085,0.0003,1680,-20.500706589999997,-1.713640484213829,180.0,0.03490707650780678,0.0023460304,0.14788262734655291,0.1,0.9654296860098839,-0.008764217863790691,0.0990234375
87040,79,170,1095,0.0003,1690,-20.49067495,-1.833689531683922,180.0,0.06163514032959938,0.0033199806,0.1535854037385434,0.1,0.947272565215826,-0.009595639270264656,0.187890625
87552,79,171,1104,0.0003,1700,-20.51437979,-1.8242373034358024,180.0,0.0727725625038147,0.0032045632,0.09518196679418907,0.1,0.9782446827739477,-0.014761691156309098,0.169140625
88064,79,172,1113,0.0003,1710,-20.52286611,-1.6364328309893608,180.0,-0.0035556452348828316,0.00400081,0.10815367002505809,0.1,0.969738932326436,-0.011224877118365839,0.1947265625
88576,78,173,1122,0.0003,1720,-20.480913230000002,-1.6533657744526864,180.0,0.02586222067475319,0.002230215,0.1785880750976503,0.1,0.9501919485628605,-0.009104844910325482,0.0923828125
89088,78,174,1131,0.0003,1730,-20.438439909999996,-1.8509138911962508,180.0,0.006047139875590801,0.0034835986,0.07747115215752273,0.1,0.9845570055767894,-0.011293706903234123,0.1859375
89600,78,175,1139,0.0003,1740,-20.41312476,-1.720696672797203,180.0,-0.013245031237602234,0.0027845183,0.0937504188506864,0.1,0.9804302956908941,-0.01044336197373923,0.173046875
90112,78,176,1148,0.0003,1750,-20.40421523,-1.659228901565075,180.0,0.0944184884428978,0.0030652473,0.14465113434707746,0.1,0.9582725800573826,-0.007141921715810895,0.10078125
90624,78,177,1156,0.0003,1760,-20.4048692,-1.8803864032030106,180.0,-0.008954918012022972,0.0036805859,0.12199564450420439,0.1,0.9615910537540913,-0.010323063551913947,0.1505859375
91136,78,178,1164,0.0003,1770,-20.41293035,-1.7621226876974105,180.0,-0.01242985762655735,0.003066884,0.11071163341403008,0.1,0.9782113134860992,-0.01236843973165378,0.16875
91648,78,179,1170,0.0003,1780,-20.43970951,-1.4356345400214194,180.0,0.02082102932035923,0.0026152097,0.12677537226118146,0.1,0.9665095917880535,-0.00977336949435994,0.1123046875
92160,78,180,1177,0.0003,1790,-20.43831553,-1.6818517595529556,180.0,0.01496153138577938,0.00356823,0.14860652931965887,0.1,0.9591189883649349,-0.013636426586890594,0.212109375
92672,78,181,1183,0.0003,1800,-20.443201000000002,-1.833405651152134,180.0,0.05146823450922966,0.004084885,0.08421718075405807,0.1,0.9818734340369701,-0.011428930860711261,0.1796875
93184,78,182,1189,0.0003,1810,-20.451228030000003,-1.8083284944295883,180.0,0.06683032959699631,0.0038844915,0.11600567592540756,0.1,0.9759395625442266,-0.010486951569328084,0.1802734375
93696,78,183,1195,0.0003,1820,-20.45569547,-1.7052549496293068,180.0,0.11375799775123596,0.0019874284,0.16845733341760932,0.1,0.9602558240294456,-0.007626557390904054,0.1009765625
94208,78,184,1202,0.0003,1830,-20.43360857,-1.8259127885103226,180.0,0.04947388172149658,0.004504205,0.19707647264003753,0.1,0.9293244928121567,-0.011623353220056743,0.1572265625
94720,78,185,1208,0.0003,1840,-20.4574398,-1.8590666577219963,180.0,0.0032254885882139206,0.0036615855,0.14370486186817288,0.1,0.9680619016289711,-0.011397979047615081,0.1306640625
95232,78,186,1214,0.0003,1850,-20.461575149999998,-1.7805077224969863,180.0,0.008998697623610497,0.004189969,0.09846768202260137,0.1,0.9726369231939316,-0.011309254303341731,0.164453125
95744,78,187,1221,0.0003,1860,-20.449409290000002,-1.943095864355564,180.0,0.22076520323753357,0.00339302,0.20321889366023244,0.1,0.9418499022722244,-0.01321009363164194,0.1474609375
96256,78,188,1227,0.0003,1870,-20.439708489999997,-2.0428808629512787,180.0,0.0002925777807831764,0.00513582,0.1021983775543049,0.1,0.9756945688277483,-0.013837359007447958,0.17421875
96768,78,189,1233,0.0003,1880,-20.424756509999998,-1.922027826309204,180.0,0.04402177408337593,0.0030489825,0.09181554424576462,0.1,0.979250954464078,-0.009300274879205973,0.1673828125
97280,78,190,1240,0.0003,1890,-20.44124056,-1.821530671417713,180.0,0.02531043440103531,0.003499364,0.2053369979839772,0.1,0.9352646321058273,-0.008243594074156136,0.0984375
97792,78,191,1246,0.0003,1900,-20.48124182,-1.9063749328255652,180.0,0.020098945125937462,0.0026793883,0.15927141401916742,0.1,0.9575027488172054,-0.007562088192207739,0.0986328125
98304,78,192,1252,0.0003,1910,-20.47140496,-1.8629951983690263,180.0,-0.0015236418694257736,0.0030913036,0.09523157984949648,0.1,0.9830449540168047,-0.007461522170342505,0.1068359375
98816,78,193,1258,0.0003,1920,-20.45825641,-1.8063217788934707,180.0,0.007546558976173401,0.002977969,0.14070280811283736,0.1,0.9614275805652142,-0.009309580648550763,0.1646484375
99328,78,194,1264,0.0003,1930,-20.44584675,-1.9210058704018593,180.0,0.17880786955356598,0.0037032077,0.1421725935768336,0.1,0.9573872610926628,-0.010793478653067724,0.15234375
99840,78,195,1270,0.0003,1940,-20.47035274,-1.952229805290699,180.0,-0.002284785732626915,0.003765048,0.09801000775769353,0.1,0.9756554681807756,-0.01195279000676237,0.1552734375
100352,78,196,1277,0.0003,1950,-20.47418699,-1.7784331426024438,180.0,0.13335590064525604,0.005410537,0.14386984067969025,0.1,0.9613758735358715,-0.012554788764100521,0.1912109375
100864,78,197,1283,0.0003,1960,-20.4491031,-1.9138423830270768,180.0,0.06541627645492554,0.003363912,0.17675129165872933,0.1,0.9433093853294849,-0.010932547360425815,0.10703125
101376,78,198,1289,0.0003,1970,-20.48718566,-1.8834600761532783,180.0,0.03221648931503296,0.0035593733,0.14908835729584097,0.1,0.9486074671149254,-0.014102205343078822,0.167578125
101888,78,199,1295,0.0003,1980,-20.5309615,-1.9103697568178177,180.0,0.018123287707567215,0.0040933453,0.16314246486872436,0.1,0.9675983376801014,-0.015303277282509953,0.2251953125
102400,78,200,1301,0.0003,1990,-20.53104871,-1.877017505466938,180.0,0.07029645889997482,0.0021637934,0.12816773692611605,0.1,0.9644592478871346,-0.00764875317690894,0.11484375
102912,78,201,1308,0.0003,2000,-20.53073668,-1.9529829993844032,180.0,0.0679599940776825,0.0025623809,0.15646916539408268,0.1,0.9572666175663471,-0.011756630102172493,0.149609375
103424,78,202,1314,0.0003,2010,-20.532390669999998,-1.9411709502339363,180.0,0.018836956471204758,0.0025989914,0.11305954318959266,0.1,0.9762774966657162,-0.010176701884483918,0.120703125
103936,78,203,1320,0.0003,2020,-20.54433579,-1.912431226670742,180.0,0.051440440118312836,0.004095893,0.13280030749738217,0.1,0.9558346532285213,-0.013529465654573868,0.1498046875
104448,78,204,1326,0.0003,2030,-20.54210501,-1.9976834207773209,180.0,0.032036520540714264,0.0032355622,0.16755315675400198,0.1,0.9552928768098354,-0.013279501048964448,0.1294921875
104960,78,205,1332,0.0003,2040,-20.51819395,-1.9297645911574364,180.0,0.05664350092411041,0.0035704188,0.14141800324432552,0.1,0.965752363204956,-0.014089827321004122,0.1662109375
105472,78,206,1338,0.0003,2050,-20.486721190000004,-1.889529512822628,180.0,0.001492680050432682,0.0030164113,0.11762578231282532,0.1,0.9757488612085581,-0.012854545534355565,0.194140625
105984,78,207,1345,0.0003,2060,-20.503209970000004,-1.7825884327292443,180.0,0.04887636750936508,0.0024859793,0.1771570318378508,0.1,0.9482481479644775,-0.009945053048431874,0.1076171875
106496,78,208,1351,0.0003,2070,-20.492266560000004,-1.9325005307793617,180.0,0.05579907447099686,0.0024342583,0.15121258636936546,0.1,0.957472138106823,-0.00905260824947618,0.0884765625
107008,78,209,1357,0.0003,2080,-20.505287000000003,-1.976221027970314,180.0,-0.012898101471364498,0.004362596,0.07943901035469025,0.1,0.9816635344177485,-0.011892434250330552,0.1994140625
107520,78,210,1363,0.0003,2090,-20.51437781,-1.9036172598600387,180.0,0.011774616315960884,0.0047850027,0.09587752042571082,0.1,0.967655785381794,-0.010700022341916337,0.1728515625
108032,78,211,1369,0.0003,2100,-20.52473898,-1.8222530648112296,180.0,0.010792603716254234,0.003237431,0.14120329786092042,0.1,0.9615195393562317,-0.009704668543417939,0.156640625
108544,78,212,1375,0.0003,2110,-20.545185689999997,-1.9464596062898636,180.0,0.04742633178830147,0.003513077,0.1064015456708148,0.1,0.9772549457848072,-0.012318202329333871,0.1513671875
109056,78,213,1382,0.0003,2120,-20.55716852,-1.8630080923438073,180.0,0.027729801833629608,0.003580317,0.13448534156195818,0.1,0.9714034870266914,-0.014054227355518378,0.176171875
109568,78,214,1388,0.0003,2130,-20.568077199999998,-1.8039186373353004,180.0,0.040683627128601074,0.0039044628,0.17283513196744024,0.1,0.9608654007315636,-0.00911627994501032,0.1673828125
110080,78,215,1394,0.0003,2140,-20.58242705,-1.911572913825512,180.0,0.04101221635937691,0.004972049,0.22339388532564045,0.1,0.9318164512515068,-0.012905306392349302,0.2451171875
110592,78,216,1400,0.0003,2150,-20.5619116,-1.9412985637784004,180.0,0.0011166296899318695,0.0051227873,0.09581232122145593,0.1,0.9802279509603977,-0.01354691997403279,0.1505859375
111104,78,217,1407,0.0003,2160,-20.55540766,-1.7510787293314933,180.0,0.049698758870363235,0.0026154558,0.08332370156422257,0.1,0.9805193264037371,-0.007873405021382496,0.129296875
111616,78,218,1413,0.0003,2170,-20.577491099999996,-1.8597881332039834,180.0,0.021349187940359116,0.0026820553,0.14664170595351605,0.1,0.9623990282416344,-0.008256074547534808,0.10546875
112128,78,219,1419,0.0003,2180,-20.604427209999997,-1.8959957197308541,180.0,0.020003918558359146,0.0055989632,0.11614370248280466,0.1,0.9730084426701069,-0.016046342335175722,0.2298828125
112640,79,220,1425,0.0003,2190,-20.612293949999998,-1.882040810585022,180.0,0.010838687419891357,0.003909141,0.09860259518027306,0.1,0.9797980207949877,-0.010806141688954085,0.1486328125
113152,79,221,1432,0.0003,2200,-20.599211539999995,-1.8235021963715554,180.0,0.045900288969278336,0.003315327,0.16245860368944703,0.1,0.9598845578730106,-0.013450300158001482,0.1734375
113664,79,222,1438,0.0003,2210,-20.58513676,-1.8507563218474388,180.0,0.021465005353093147,0.0036373436,0.12304072102997451,0.1,0.9674664214253426,-0.008794774662237614,0.2302734375
114176,79,223,1444,0.0003,2220,-20.580514360000002,-1.9469126909971237,180.0,-0.016633329913020134,0.0063696764,0.08654682624619454,0.1,0.9810193106532097,-0.015573173417942598,0.207421875
114688,79,224,1450,0.0003,2230,-20.59254264,-1.6831685557961464,180.0,0.037091515958309174,0.0024057752,0.13262596123386175,0.1,0.9613140672445297,-0.009191706089768558,0.1158203125
115200,79,225,1456,0.0003,2240,-20.5971051,-1.7377965241670608,180.0,0.039892226457595825,0.003532566,0.1385303343879059,0.1,0.9527880363166332,-0.010297979949973524,0.151171875
115712,79,226,1463,0.0003,2250,-20.5738599,-1.9658355444669724,180.0,0.0876445546746254,0.004997225,0.12096251398324967,0.1,0.9678414314985275,-0.01129754157154821,0.18046875
116224,79,227,1469,0.0003,2260,-20.570488700000002,-1.8996670514345169,180.0,0.024749115109443665,0.0034322827,0.12782421591691673,0.1,0.9687186628580093,-0.011141670821234583,0.129296875
116736,79,228,1475,0.0003,2270,-20.5926999,-1.8989147752523423,180.0,0.05999503284692764,0.0030553634,0.15827859067358077,0.1,0.9570379257202148,-0.013536582316737622,0.168359375
117248,79,229,1481,0.0003,2280,-20.602067279999996,-1.9245566517114638,180.0,0.05364847183227539,0.0035016604,0.195675475243479,0.1,0.949432048946619,-0.011624946087249555,0.1099609375
117760,79,230,1488,0.0003,2290,-20.63202315,-1.9786879613995552,180.0,0.030278224498033524,0.005407544,0.11830540629453026,0.1,0.9770407658070326,-0.013696608011377976,0.1927734375
118272,79,231,1494,0.0003,2300,-20.620582809999995,-1.8241192296147346,180.0,0.038816533982753754,0.0034551132,0.16108660311438144,0.1,0.9594231620430946,-0.010346723668044433,0.1623046875
118784,79,232,1500,0.0003,2310,-20.60901187,-1.83893813341856,180.0,0.05787927657365799,0.0036938838,0.1523106463253498,0.1,0.9545815475285053,-0.01029517936403863,0.140234375
119296,79,233,1506,0.0003,2320,-20.56665215,-1.9056724950671196,180.0,-0.012185633182525635,0.0035424526,0.07452995402272791,0.1,0.9840281512588263,-0.015500065381638705,0.2236328125
119808,79,234,1512,0.0003,2330,-20.5683364,-1.8043258383870124,180.0,0.1489693820476532,0.0030110911,0.07603185756597668,0.1,0.9853101316839457,-0.008234416734194384,0.1283203125
120320,79,235,1519,0.0003,2340,-20.569794230000003,-1.8433577731251716,180.0,0.0011539086699485779,0.0037002752,0.17913019564002752,0.1,0.9496967196464539,-0.012472845340380446,0.1333984375
120832,79,236,1525,0.0003,2350,-20.59459186,-1.9390761271119117,180.0,0.012195702642202377,0.004328523,0.16104102628305556,0.1,0.9596797823905945,-0.01234629200771451,0.2001953125
121344,79,237,1531,0.0003,2360,-20.574754950000003,-2.0247886329889297,180.0,0.0047495365142822266,0.003292805,0.10167509892489761,0.1,0.9765273313969374,-0.010216095618670807,0.134765625
121856,79,238,1537,0.0003,2370,-20.56085664,-1.8561800703406335,180.0,0.04841554909944534,0.0028504482,0.15604073652066291,0.1,0.9590815007686615,-0.010311448579886928,0.1537109375
122368,79,239,1543,0.0003,2380,-20.547479889999998,-1.8178879097104073,180.0,-0.003512779250741005,0.0035771085,0.11413802944589406,0.1,0.9669893532991409,-0.01168126664997544,0.1421875
122880,79,240,1550,0.0003,2390,-20.555228600000007,-1.8526330545544625,180.0,0.12823458015918732,0.003940797,0.10276871769456193,0.1,0.9698857497423887,-0.011217059451155365,0.1333984375
123392,79,241,1556,0.0003,2400,-20.56203049,-1.9431322142481804,180.0,0.21168383955955505,0.0033336603,0.17716410858556628,0.1,0.9556436724960804,-0.010263153453706764,0.191796875
123904,79,242,1562,0.0003,2410,-20.588768950000002,-1.776853346824646,180.0,0.20434752106666565,0.0020622972,0.19492560657672584,0.1,0.9513087682425976,-0.005625127203529701,0.1001953125
124416,79,243,1568,0.0003,2420,-20.631035400000002,-1.924960684776306,180.0,0.051471419632434845,0.0029633455,0.10100214264821261,0.1,0.9746225140988827,-0.009884603938553482,0.121484375
124928,79,244,1574,0.0003,2430,-20.63881133,-1.8695658028125763,180.0,0.048258133232593536,0.0031818063,0.1582024457398802,0.1,0.9695898555219173,-0.012033573648659512,0.173828125
125440,79,245,1581,0.0003,2440,-20.62886119,-1.906551645696163,180.0,0.03585711866617203,0.004051422,0.10951356447767466,0.1,0.9706992357969284,-0.011792441440047697,0.136328125
125952,79,246,1587,0.0003,2450,-20.603350369999998,-1.8562016651034354,180.0,0.06524737179279327,0.0051278565,0.12195511045865715,0.1,0.9548507668077946,-0.01303675514063798,0.1619140625
126464,79,247,1593,0.0003,2460,-20.596411430000003,-1.8617026433348656,180.0,-0.019518114626407623,0.0034060953,0.07731223659357056,0.1,0.9813680686056614,-0.010942851667641662,0.12578125
126976,79,248,1599,0.0003,2470,-20.583554730000007,-1.894981798529625,180.0,0.01615247130393982,0.0044877096,0.13357426598668098,0.1,0.9581821225583553,-0.01033645233255811,0.1494140625
127488,79,249,1606,0.0003,2480,-20.56201811,-1.8520675629377366,180.0,0.007330127060413361,0.0021666056,0.11886913797352464,0.1,0.9728980660438538,-0.008466114135808311,0.1130859375
128000,79,250,1614,0.0003,2490,-20.49638748,-1.9428022548556327,180.0,0.12075415253639221,0.0060358807,0.15986665436066688,0.1,0.965103667229414,-0.01680138802039437,0.209765625
128512,79,251,1623,0.0003,2500,-20.50218426,-1.9235946491360665,180.0,0.0779375284910202,0.0047689793,0.12263966560130939,0.1,0.9770674128085375,-0.013417962490348146,0.233984375
129024,79,252,1631,0.0003,2510,-20.50177948,-1.9097407028079032,180.0,0.10081235319375992,0.0022127724,0.1241895229788497,0.1,0.9702248275279999,-0.009398961640545166,0.1275390625
129536,78,253,1640,0.0003,2520,-20.47700953,-1.8604114666581153,180.0,0.021757574751973152,0.0036177682,0.14077231078408659,0.1,0.952048733830452,-0.011602034408133477,0.162890625
130048,78,254,1649,0.0003,2530,-20.47041071,-1.964870110154152,180.0,0.005284760147333145,0.003595327,0.0840607536258176,0.1,0.9848661590367556,-0.011865740787470713,0.1607421875
130560,78,255,1657,0.0003,2540,-20.45908655,-1.8698618605732917,180.0,-0.0014532748609781265,0.0035994328,0.09601812900509685,0.1,0.973937289789319,-0.011389586678706109,0.1712890625
131072,78,256,1666,0.0003,2550,-20.4304934,-1.900115217268467,180.0,0.0968097373843193,0.0030055672,0.1665073254145682,0.1,0.9438128583133221,-0.009823972597951069,0.123046875
131584,78,257,1675,0.0003,2560,-20.441105979999996,-1.9099111109972,180.0,0.08766371756792068,0.0035201395,0.13439669637009502,0.1,0.9660984314978123,-0.01590970217366703,0.1861328125
132096,78,258,1683,0.0003,2570,-20.45121034,-1.9046605244278907,180.0,-0.004292329773306847,0.0029283874,0.10455033220350743,0.1,0.9785475414246321,-0.013474408787442372,0.175
132608,78,259,1691,0.0003,2580,-20.450839939999998,-1.88468130081892,180.0,0.05600131303071976,0.0031667626,0.12477300770115107,0.1,0.9709825944155455,-0.009304451511707158,0.1591796875
133120,78,260,1701,0.0003,2590,-20.37499424,-1.8595325589179992,180.0,-0.001034282147884369,0.0034263353,0.10782470251433551,0.1,0.967250369489193,-0.011723222534055822,0.16953125
133632,78,261,1709,0.0003,2600,-20.37118586,-1.869366244971752,180.0,-0.011399395763874054,0.0046369275,0.07926753973588348,0.1,0.9828112702816725,-0.015245017950655892,0.2078125
134144,78,262,1718,0.0003,2610,-20.36251242,-1.819166649878025,180.0,-0.016672734171152115,0.0029547128,0.09496399149065837,0.1,0.9686613045632839,-0.010976933815982193,0.186328125
134656,77,263,1727,0.0003,2620,-20.354551519999994,-1.8277633160352706,180.0,0.016167789697647095,0.002993311,0.1726059067994356,0.1,0.9461032375693321,-0.009665540474816225,0.14765625
135168,77,264,1736,0.0003,2630,-20.310631030000003,-1.9273994117975235,180.0,0.11452777683734894,0.0041444246,0.08552435674937442,0.1,0.9802985433489084,-0.013319681707071141,0.2296875
135680,77,265,1744,0.0003,2640,-20.30625161,-1.8307797580957412,180.0,0.027193905785679817,0.0030231462,0.09043917765375227,0.1,0.9835912119597197,-0.013709347770782188,0.153515625
136192,77,266,1752,0.0003,2650,-20.26794187,-1.8403507679700852,180.0,0.08875550329685211,0.0027638255,0.14850921076722443,0.1,0.9575696438550949,-0.013014228700194507,0.1318359375
136704,77,267,1760,0.0003,2660,-20.259693040000002,-1.8052579119801522,180.0,0.017208803445100784,0.003885746,0.10788033115677535,0.1,0.9681302271783352,-0.008877276373095811,0.17265625
137216,77,268,1765,0.0003,2670,-20.27939432,-1.8474324345588684,180.0,0.055408626794815063,0.0033579147,0.08873727729078382,0.1,0.9830069020390511,-0.010097997664706782,0.1330078125
137728,77,269,1771,0.0003,2680,-20.29089226,-1.775356014072895,180.0,0.06332457065582275,0.0033406382,0.10705301302950829,0.1,0.970002569258213,-0.009119563104468398,0.1583984375
138240,77,270,1778,0.0003,2690,-20.2590604,-1.8095558822154998,180.0,0.059150367975234985,0.003764151,0.1463760318234563,0.1,0.953922163695097,-0.01021503567462787,0.1443359375
138752,77,271,1785,0.0003,2700,-20.22687252,-1.8294925034046172,180.0,0.040267214179039,0.004452844,0.07907541394233704,0.1,0.9796204958111048,-0.015291932102991268,0.2361328125
139264,77,272,1792,0.0003,2710,-20.21877236,-1.843565659224987,180.0,-0.0017739534378051758,0.003189779,0.0800265269819647,0.1,0.9800171814858913,-0.008984570263419301,0.1224609375
