r,l,t,success,freeze_attempted,d_m,alpha_deg,cum_timesteps,d_mm
-7.468105,60,7.165967,False,True,0.0169191949348984,89.017118630719,60,16.9191949348984
-7.985972,60,7.178136,False,True,0.1163227439720782,87.33030435090015,120,116.3227439720782
-8.833313,60,7.181378,False,True,0.0568984875179299,80.60805053880631,180,56.8984875179299
-8.750746,60,7.185377,False,True,0.0758889534442397,89.95360353012593,240,75.88895344423969
-8.005946,60,9.801178,False,True,0.0030969071537021,81.4206941910041,300,3.0969071537021
-7.601816,60,9.812343,False,True,0.0905719716578814,85.82839917762105,360,90.5719716578814
-8.084427,60,9.821587,False,True,0.0584835447504333,84.7957693025928,420,58.483544750433296
-7.607558,60,9.821587,False,True,0.1012968080338797,77.43178143780257,480,101.29680803387971
-6.539505,60,13.196144,False,True,0.0919247156539719,85.2362526835421,540,91.9247156539719
-7.6628,60,13.20731,False,True,0.0609480773203386,89.96301979021132,600,60.9480773203386
-6.934423,60,13.214561,False,True,0.0164916396164951,82.11855096881342,660,16.4916396164951
-8.395111,60,13.214561,False,True,0.0352990723328622,88.8203771891638,720,35.299072332862195
-8.730742,60,15.782584,False,True,0.0057080399203307,76.85973799281939,780,5.7080399203307
-7.717347,60,15.786164,False,True,0.0146444426837479,83.4696953597826,840,14.644442683747899
-8.159167,60,15.797451,False,True,0.0039192586052487,89.64744002450676,900,3.9192586052487
-7.385606,60,15.801995,False,True,0.0124986463534908,88.02196117397412,960,12.4986463534908
-7.522816,60,19.468803,False,True,0.0411408772294572,77.17298906901551,1020,41.1408772294572
-6.143273,60,19.476972,False,False,0.0763900258734276,84.61290929436726,1080,76.39002587342759
-6.692187,60,19.485216,False,True,0.0609022555236818,83.9030316095463,1140,60.9022555236818
-6.702917,60,19.488213,False,True,0.1422544996402696,83.29873234051578,1200,142.2544996402696
-7.224834,60,22.619856,False,True,0.0595771910658962,74.84032570378761,1260,59.5771910658962
-6.862748,60,22.627416,False,True,0.0116201386658557,89.76231052628226,1320,11.6201386658557
-7.511921,60,22.640259,False,True,0.0201650404014243,81.18050141260129,1380,20.1650404014243
-6.693624,60,22.642773,False,True,0.0858879423467935,80.18238895239845,1440,85.88794234679351
-7.308175,60,25.987553,False,True,0.0913971575622018,65.06913019542992,1500,91.39715756220181
-7.719167,60,26.002403,False,True,0.0019198822402799,71.68966007185422,1560,1.9198822402799
-7.408874,60,26.008611,False,True,0.0080705689948422,84.65477348252325,1620,8.0705689948422
-7.634645,60,26.010647,False,True,0.0216475361162064,88.69539759883389,1680,21.6475361162064
-6.956128,60,28.587944,False,True,0.0134776754820213,87.75293761182513,1740,13.477675482021299
-6.977763,60,28.602103,False,True,0.1065542109994636,80.44730373041277,1800,106.5542109994636
-6.804823,60,28.613392,False,True,0.0369782336151328,84.00127723347707,1860,36.9782336151328
-7.715592,60,28.619475,False,True,0.1045483034804436,87.72124627902518,1920,104.5483034804436
-6.240899,60,31.894838,False,False,0.0507753972288505,82.57757521284753,1980,50.7753972288505
-7.212729,60,31.910563,False,True,0.0362201629980278,86.1679580499911,2040,36.2201629980278
-7.343652,60,31.910724,False,True,0.0026609195810015,85.82306974119284,2100,2.6609195810014996
-6.040661,60,31.914248,False,False,0.1465029832177138,86.51420380416464,2160,146.5029832177138
-8.034136,60,34.834665,False,True,0.0150391012137634,89.35660733291029,2220,15.0391012137634
-6.560672,60,34.846831,False,True,0.0754281922326988,75.90842436191673,2280,75.42819223269879
-6.353905,60,34.857618,False,True,0.1333844893905474,75.98213128373845,2340,133.3844893905474
-7.041259,60,34.861804,False,True,0.0868683529013704,89.18464013660304,2400,86.8683529013704
-6.722056,60,38.237229,False,True,0.0475225597549068,72.13199098188674,2460,47.5225597549068
-7.589799,60,38.248395,False,True,0.0236193034312545,82.43730162873842,2520,23.619303431254497
-6.878469,60,38.266725,False,False,0.0166977562681011,80.31654984069242,2580,16.697756268101102
-6.617096,60,38.266725,False,True,0.0139349175498547,89.77660662120157,2640,13.934917549854699
-6.288429,60,41.106295,False,False,0.0964309105995074,78.96447294457941,2700,96.4309105995074
-7.643631,60,41.114923,False,True,0.0188590655665387,82.95167038379768,2760,18.8590655665387
-7.14486,60,41.123682,False,True,0.0344334632226242,89.35729715625119,2820,34.4334632226242
-5.974448,60,41.126698,False,False,0.0443163017205912,77.90044191464573,2880,44.3163017205912
-6.692931,60,44.494801,False,True,0.1415509975260522,63.69015818565849,2940,141.5509975260522
