time/iterations,time/time_elapsed,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/total_timesteps,train/value_loss,train/policy_gradient_loss,train/explained_variance,train/clip_range,train/entropy_loss,train/approx_kl,train/n_updates,train/learning_rate,train/loss,train/clip_fraction
79,531,-6.522407920000001,76,60.0,40448,0.011059141077566892,-0.023451862041838467,0.9036515951156616,0.2,-1.9361641108989716,0.0124996565,780,0.0003,-0.0820019319653511,0.168359375
80,537,-6.487701640000001,76,60.0,40960,0.01355783357284963,-0.007557308778632432,0.8698794543743134,0.2,-1.9962504476308822,0.0053103957,790,0.0003,-0.12146919965744019,0.034375
81,543,-6.49612509,76,60.0,41472,0.0065745003870688375,-0.012339378061005846,0.9228693097829819,0.2,-1.9728411167860032,0.007774467,800,0.0003,-0.13432510197162628,0.0470703125
82,549,-6.4561972,76,60.0,41984,0.013041453581536189,-0.013405539793893695,0.847975417971611,0.2,-1.9558394372463226,0.009458965,810,0.0003,-0.13941489160060883,0.0720703125
83,556,-6.466649809999999,76,60.0,42496,0.006662760229664855,-0.026691692019812762,0.8998636230826378,0.2,-1.8843356758356093,0.012923108,820,0.0003,-0.11201121658086777,0.142578125
84,562,-6.45623155,76,60.0,43008,0.015293710911646486,-0.014551563427085057,0.8685241937637329,0.2,-1.8955280885100365,0.008703941,830,0.0003,-0.1010514497756958,0.0875
85,568,-6.40705668,76,60.0,43520,0.017334770632442088,-0.008144261926645413,0.8718617558479309,0.2,-1.9310396119952202,0.0066304253,840,0.0003,-0.11028172075748444,0.0447265625
86,574,-6.392615020000001,76,60.0,44032,0.0057353098731255155,-0.016665767563972624,0.9311118870973587,0.2,-1.9305152878165246,0.008542118,850,0.0003,-0.12107240408658981,0.0783203125
87,581,-6.380970419999999,76,60.0,44544,0.009876106772571802,-0.014153315033763648,0.8861169815063477,0.2,-1.9112713143229485,0.010281795,860,0.0003,-0.1134975329041481,0.0626953125
88,586,-6.37069283,76,60.0,45056,0.006300498111522756,-0.015248457511188463,0.9183081761002541,0.2,-1.9393794044852257,0.013523164,870,0.0003,-0.10250070691108704,0.11875
89,593,-6.381020919999998,76,60.0,45568,0.022502842836547642,-0.011318085715174675,0.7860373854637146,0.2,-2.0155443444848062,0.008163353,880,0.0003,-0.11365581303834915,0.06328125
90,599,-6.368721859999999,76,60.0,46080,0.01003680499852635,-0.022843936260323973,0.8607876747846603,0.2,-1.9648736521601677,0.011929058,890,0.0003,-0.13195481896400452,0.1041015625
91,605,-6.38300524,76,60.0,46592,0.011007657594745979,-0.01221781162894331,0.8901043087244034,0.2,-2.000951148569584,0.008217546,900,0.0003,-0.14229099452495575,0.069921875
92,611,-6.39794506,76,60.0,47104,0.014452551055001095,-0.025439712509978563,0.8473869413137436,0.2,-1.9839299649000168,0.011817026,910,0.0003,-0.1188235729932785,0.1578125
93,617,-6.397890230000001,77,60.0,47616,0.009477702825097366,-0.01959238849231042,0.8774755075573921,0.2,-1.9514770418405534,0.011654878,920,0.0003,-0.15575873851776123,0.092578125
94,623,-6.397036589999999,77,60.0,48128,0.007418436880107038,-0.013837949559092521,0.8992451876401901,0.2,-1.9674253731966018,0.008113425,930,0.0003,-0.12699459493160248,0.0701171875
95,629,-6.36082625,77,60.0,48640,0.012624439859064297,-0.020988720888271927,0.8695617467164993,0.2,-1.9891703963279723,0.012365943,940,0.0003,-0.1338300257921219,0.11875
96,636,-6.33962826,77,60.0,49152,0.010729393985820934,-0.017690067662624643,0.8763766810297966,0.2,-1.997213526070118,0.007990625,950,0.0003,-0.11477198451757431,0.1205078125
97,641,-6.317774459999999,77,60.0,49664,0.013173683843342587,-0.015907032939139754,0.8354917168617249,0.2,-1.9664596661925315,0.014453391,960,0.0003,-0.11804480105638504,0.1767578125
98,648,-6.29884605,77,60.0,50176,0.012656049686484039,-0.012647046433994547,0.8236360102891922,0.2,-1.9909814223647118,0.012294308,970,0.0003,-0.1282494068145752,0.0943359375
99,654,-6.260163960000001,77,60.0,50688,0.019806609803345053,-0.017151143756927924,0.8119196891784668,0.2,-2.005948668718338,0.012267919,980,0.0003,-0.10503780096769333,0.1119140625
100,660,-6.237239080000002,77,60.0,51200,0.011009921249933542,-0.022802350856363774,0.8686598837375641,0.2,-1.9440216630697251,0.014223129,990,0.0003,-0.13408108055591583,0.1712890625
101,666,-6.230557339999999,77,60.0,51712,0.012380437564570457,-0.020381329249357805,0.8334893733263016,0.2,-1.8862494483590126,0.013590572,1000,0.0003,-0.15811008214950562,0.1572265625
102,672,-6.216138310000002,77,60.0,52224,0.02397837024764158,-0.019620694150216878,0.6911803483963013,0.2,-1.882706354558468,0.012628911,1010,0.0003,-0.135288804769516,0.1806640625
103,678,-6.20123759,77,60.0,52736,0.025771259446628392,-0.018421925121219828,0.7188830375671387,0.2,-1.8837663888931275,0.013367197,1020,0.0003,-0.10216888040304184,0.144140625
104,684,-6.217669669999999,77,60.0,53248,0.01296421058359556,-0.019576087407767773,0.8780448362231255,0.2,-1.8906712472438811,0.014841238,1030,0.0003,-0.10128822922706604,0.146484375
105,691,-6.199341810000001,77,60.0,53760,0.017886338231619447,-0.01475623322185129,0.7916130870580673,0.2,-1.8183182060718537,0.012120014,1040,0.0003,-0.09026368707418442,0.07734375
106,697,-6.19307655,77,60.0,54272,0.014607657660963013,-0.015856821881607176,0.8307956904172897,0.2,-1.7738891318440437,0.011874525,1050,0.0003,-0.09210518002510071,0.0744140625
107,703,-6.173976270000001,77,60.0,54784,0.013121174392290413,-0.01383053169120103,0.8437244743108749,0.2,-1.67531229108572,0.009121047,1060,0.0003,-0.10769707709550858,0.0654296875
108,709,-6.18681003,77,60.0,55296,0.012463442550506442,-0.012007128185359761,0.808636412024498,0.2,-1.8183933317661285,0.015462057,1070,0.0003,-0.09729918092489243,0.1619140625
109,716,-6.20713481,77,60.0,55808,0.029524401796516032,-0.024301068554632366,0.6646808087825775,0.2,-1.9180540055036546,0.015269557,1080,0.0003,-0.0828254222869873,0.2431640625
110,722,-6.175547719999998,77,60.0,56320,0.01833782475441694,-0.012836987595073878,0.8308762609958649,0.2,-1.9215593203902244,0.012807896,1090,0.0003,-0.10268595069646835,0.0720703125
111,728,-6.189145230000001,78,60.0,56832,0.009559159935452043,-0.01925148951122537,0.806294858455658,0.2,-1.9137787058949471,0.018046169,1100,0.0003,-0.13110464811325073,0.180859375
112,734,-6.1748642600000005,78,60.0,57344,0.023247089551296084,-0.01637527151033282,0.6944661140441895,0.2,-1.8820136472582818,0.011525573,1110,0.0003,-0.11055402457714081,0.103515625
113,741,-6.227199779999999,78,60.0,57856,0.039090341841802004,-0.014674084447324275,0.6806088089942932,0.2,-1.9817658439278603,0.011262331,1120,0.0003,-0.13042525947093964,0.13359375
114,747,-6.22841409,78,60.0,58368,0.03345404614228755,-0.016247281152755023,0.6976811289787292,0.2,-2.082333895564079,0.010675567,1130,0.0003,-0.1071556955575943,0.1177734375
115,754,-6.22827605,78,60.0,58880,0.013936753978487103,-0.013644353440031409,0.8704719096422195,0.2,-2.1283188283443453,0.012834912,1140,0.0003,-0.13529735803604126,0.110546875
116,760,-6.2931195,78,60.0,59392,0.018930175318382682,-0.017326305198366754,0.8237370699644089,0.2,-2.1419899314641953,0.010948423,1150,0.0003,-0.1138964369893074,0.09375
117,766,-6.29910888,78,60.0,59904,0.018871881859377028,-0.016317751538008452,0.8580371588468552,0.2,-2.140358516573906,0.01019088,1160,0.0003,-0.1621205061674118,0.1083984375
118,772,-6.315964529999999,78,60.0,60416,0.00975719399866648,-0.009202513797208666,0.9142180383205414,0.2,-2.1829727351665498,0.010865314,1170,0.0003,-0.1340065598487854,0.076171875
119,778,-6.3557974,78,60.0,60928,0.008513744070660323,-0.02305247188778594,0.911662645637989,0.2,-2.1077710330486297,0.013590775,1180,0.0003,-0.13875798881053925,0.1189453125
120,785,-6.397122680000001,78,60.0,61440,0.017125363065861165,-0.018764512287452816,0.8298453837633133,0.2,-2.1509686321020127,0.014034108,1190,0.0003,-0.14083541929721832,0.1142578125
121,791,-6.406230690000001,78,60.0,61952,0.024688927584793418,-0.015527052304241807,0.7922589629888535,0.2,-2.070569598674774,0.009652198,1200,0.0003,-0.11954246461391449,0.069921875
122,797,-6.438956890000001,78,60.0,62464,0.022254856617655604,-0.020394933817442507,0.8203059881925583,0.2,-2.134965443611145,0.0140538765,1210,0.0003,-0.14811007678508759,0.176953125
123,803,-6.43864623,78,60.0,62976,0.008495535861584358,-0.02410119017586112,0.9130887612700462,0.2,-2.0749722689390184,0.011738399,1220,0.0003,-0.15464931726455688,0.1666015625
124,809,-6.46657367,78,60.0,63488,0.019058548321481794,-0.013843363255728037,0.8573629260063171,0.2,-2.065605941414833,0.012461527,1230,0.0003,-0.11248811334371567,0.054296875
125,815,-6.47409293,78,60.0,64000,0.020571732125245035,-0.01674851950374432,0.8029441833496094,0.2,-2.070587831735611,0.009256287,1240,0.0003,-0.11203564703464508,0.0798828125
126,821,-6.48718724,78,60.0,64512,0.022856108227279036,-0.009662626427598298,0.7632193118333817,0.2,-2.098351514339447,0.007837763,1250,0.0003,-0.08379694074392319,0.065625
127,827,-6.4479080899999985,78,60.0,65024,0.04071904423180968,-0.011829154478618875,0.5945652425289154,0.2,-2.1205037504434587,0.013084663,1260,0.0003,-0.11146160215139389,0.1017578125
128,834,-6.42812713,78,60.0,65536,0.015412370587000623,-0.01902569467201829,0.7979609072208405,0.2,-2.1652645379304887,0.01254695,1270,0.0003,-0.10798703134059906,0.1072265625
129,840,-6.429959359999999,78,60.0,66048,0.023438308387994766,-0.014852969063213095,0.8475377112627029,0.2,-2.1679987013339996,0.009468978,1280,0.0003,-0.1001051664352417,0.0701171875
130,846,-6.43092644,78,60.0,66560,0.008318437257548794,-0.021288685529725626,0.933723010122776,0.2,-2.1665306270122526,0.012316763,1290,0.0003,-0.12730911374092102,0.1078125
131,852,-6.38705092,78,60.0,67072,0.009835099469637499,-0.021174036909360438,0.9138782247900963,0.2,-2.1419180035591125,0.013701247,1300,0.0003,-0.13199546933174133,0.136328125
132,858,-6.384381909999999,78,60.0,67584,0.0184419447905384,-0.018823008963954634,0.817644014954567,0.2,-2.0846984684467316,0.011399573,1310,0.0003,-0.12117726355791092,0.111328125
133,865,-6.402133589999998,78,60.0,68096,0.021653212094679474,-0.013204511723597535,0.8430232256650925,0.2,-2.123304012417793,0.011139723,1320,0.0003,-0.12481667846441269,0.1123046875
134,871,-6.389718680000002,78,60.0,68608,0.019997353211510926,-0.020204012043541296,0.6950304210186005,0.2,-2.127166074514389,0.013141536,1330,0.0003,-0.13118329644203186,0.134375
135,877,-6.408646160000002,78,60.0,69120,0.0077158783475169915,-0.016966985672479496,0.8457985073328018,0.2,-2.1377051413059234,0.013393453,1340,0.0003,-0.1654573380947113,0.13359375
136,884,-6.391344730000001,78,60.0,69632,0.034810544131323694,-0.019845729297958314,0.7663819342851639,0.2,-2.1762784510850905,0.014655995,1350,0.0003,-0.12239319831132889,0.14375
137,890,-6.381020649999999,78,60.0,70144,0.01702034868649207,-0.013673170818947256,0.8482563346624374,0.2,-2.179619035124779,0.01063432,1360,0.0003,-0.13249321281909943,0.1041015625
138,896,-6.39022495,78,60.0,70656,0.013738891162211076,-0.018762952068937012,0.9000222384929657,0.2,-2.2127317011356356,0.014519826,1370,0.0003,-0.13337348401546478,0.14453125
139,902,-6.383430999999999,78,60.0,71168,0.014080547267803922,-0.018590828811284155,0.8364813774824142,0.2,-2.182028803229332,0.012522071,1380,0.0003,-0.14617227017879486,0.0923828125
140,908,-6.401303619999998,78,60.0,71680,0.029922113521024585,-0.025327527464833112,0.8064322173595428,0.2,-2.2069334626197814,0.016368605,1390,0.0003,-0.10841038823127747,0.159375
141,914,-6.409700100000001,78,60.0,72192,0.009840026701567695,-0.02132718877401203,0.9039329588413239,0.2,-2.260919991135597,0.01183668,1400,0.0003,-0.14460796117782593,0.15234375
142,920,-6.441547200000001,78,60.0,72704,0.01118483188911341,-0.025441033183597028,0.912047266960144,0.2,-2.2665543138980864,0.014986523,1410,0.0003,-0.1535872370004654,0.1677734375
143,927,-6.479635180000002,78,60.0,73216,0.007698361930670217,-0.022107892768690362,0.9362534210085869,0.2,-2.2465337842702864,0.011373825,1420,0.0003,-0.1426461786031723,0.1154296875
144,933,-6.45333988,79,60.0,73728,0.01885850139078684,-0.019989383104257286,0.8501569032669067,0.2,-2.257599785923958,0.017198417,1430,0.0003,-0.14843988418579102,0.1517578125
145,939,-6.4787874,79,60.0,74240,0.013050223764730617,-0.022757975634885953,0.8797068819403648,0.2,-2.26308037340641,0.012569517,1440,0.0003,-0.1550762802362442,0.11015625
146,945,-6.5118861400000005,79,60.0,74752,0.017834285099525005,-0.017371335916686804,0.8423536270856857,0.2,-2.2683825165033342,0.0119427,1450,0.0003,-0.15928688645362854,0.0970703125
147,951,-6.497087640000001,79,60.0,75264,0.00976544474833645,-0.016596808284521102,0.9076699465513229,0.2,-2.277029427886009,0.012527169,1460,0.0003,-0.1308036744594574,0.10546875
148,957,-6.499280310000001,79,60.0,75776,0.010206741513684392,-0.01825466889422387,0.9241535514593124,0.2,-2.278451830148697,0.011213577,1470,0.0003,-0.15314190089702606,0.0685546875
