time/iterations,time/time_elapsed,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/total_timesteps,train/value_loss,train/policy_gradient_loss,train/explained_variance,train/clip_range,train/entropy_loss,train/approx_kl,train/n_updates,train/learning_rate,train/loss,train/clip_fraction
149,963,-6.51929606,79,60.0,76288,0.010030398657545448,-0.02735121807199903,0.9065960645675659,0.2,-2.2507735937833786,0.01404443,1480,0.0003,-0.1565035879611969,0.1376953125
150,970,-6.54223123,79,60.0,76800,0.013570302026346326,-0.01945894582895562,0.8892770409584045,0.2,-2.2697590202093125,0.012508897,1490,0.0003,-0.14309489727020264,0.102734375
151,976,-6.546131589999999,79,60.0,77312,0.009406149707501754,-0.02489429133711383,0.9234064072370529,0.2,-2.2423279702663423,0.011886832,1500,0.0003,-0.15967361629009247,0.1365234375
152,982,-6.5453297,79,60.0,77824,0.017965928721241652,-0.01586228343658149,0.8588342219591141,0.2,-2.2367640167474745,0.0106103,1510,0.0003,-0.13938799500465393,0.0767578125
153,988,-6.510223870000001,79,60.0,78336,0.013741281686816365,-0.01995494927978143,0.8552186638116837,0.2,-2.2117580622434616,0.012716848,1520,0.0003,-0.11388105899095535,0.11796875
154,994,-6.486856509999999,79,60.0,78848,0.01073160688392818,-0.018693916383199394,0.8884764984250069,0.2,-2.196703094244003,0.012012934,1530,0.0003,-0.13906650245189667,0.083203125
155,1000,-6.477597900000001,79,60.0,79360,0.006409006379544735,-0.023156538105104117,0.9043392091989517,0.2,-2.1530584901571275,0.012492914,1540,0.0003,-0.16813412308692932,0.1279296875
156,1007,-6.486318669999999,79,60.0,79872,0.022623285732697694,-0.01358505809912458,0.7523545324802399,0.2,-2.169192925095558,0.010465376,1550,0.0003,-0.1513567864894867,0.0681640625
157,1013,-6.49368563,79,60.0,80384,0.014736501628067344,-0.024911431412328967,0.8654877096414566,0.2,-2.211931881308556,0.01570487,1560,0.0003,-0.14894381165504456,0.123828125
158,1019,-6.49126493,79,60.0,80896,0.009178525797324255,-0.013534695596899838,0.9109079912304878,0.2,-2.2265785813331602,0.008901391,1570,0.0003,-0.14737997949123383,0.0322265625
159,1025,-6.473649069999999,79,60.0,81408,0.01613118081004359,-0.018756856280378997,0.8434046059846878,0.2,-2.205598932504654,0.013418832,1580,0.0003,-0.14643292129039764,0.1271484375
160,1032,-6.455857429999998,79,60.0,81920,0.010891818639356643,-0.017710610246285795,0.8968848437070847,0.2,-2.1294039368629454,0.010188186,1590,0.0003,-0.11567910760641098,0.094140625
161,1038,-6.423048980000001,79,60.0,82432,0.00940825225552544,-0.02569739738246426,0.8905671462416649,0.2,-2.13542954325676,0.015169568,1600,0.0003,-0.13653957843780518,0.1787109375
162,1044,-6.394877420000001,79,60.0,82944,0.014170395157998427,-0.016491738031618297,0.8381298333406448,0.2,-2.0963990300893784,0.011185714,1610,0.0003,-0.12296003103256226,0.0849609375
163,1050,-6.353125190000001,79,60.0,83456,0.016452240629587323,-0.020528590882895513,0.7667370587587357,0.2,-2.0834654927253724,0.012901612,1620,0.0003,-0.138911634683609,0.137109375
164,1056,-6.351307729999999,79,60.0,83968,0.022331753501202912,-0.02171590618090704,0.7108151912689209,0.2,-2.063700149953365,0.016798291,1630,0.0003,-0.12048976123332977,0.1466796875
165,1063,-6.380652320000001,79,60.0,84480,0.008337434849818238,-0.02280868999660015,0.8595708459615707,0.2,-2.033663623034954,0.013127425,1640,0.0003,-0.16298134624958038,0.158984375
166,1069,-6.4001287699999985,79,60.0,84992,0.029979943740181626,-0.011639165540691465,0.7896429896354675,0.2,-2.12459811270237,0.011817152,1650,0.0003,-0.09396415948867798,0.072265625
167,1075,-6.417584500000001,79,60.0,85504,0.014793654426466674,-0.01718771525193006,0.8745511025190353,0.2,-2.11062131524086,0.01242204,1660,0.0003,-0.12323400378227234,0.13125
168,1081,-6.39883262,79,60.0,86016,0.024931818107143046,-0.02005185802699998,0.8038493543863297,0.2,-2.107631278038025,0.012770936,1670,0.0003,-0.10180676728487015,0.1072265625
169,1087,-6.38941966,79,60.0,86528,0.020860404102131726,-0.01660786629654467,0.828637421131134,0.2,-2.1921157419681547,0.014995819,1680,0.0003,-0.09844847023487091,0.1064453125
170,1093,-6.41056824,79,60.0,87040,0.018686146789696066,-0.03157010511495173,0.846453458070755,0.2,-2.137500500679016,0.012367955,1690,0.0003,-0.15344750881195068,0.13828125
171,1099,-6.417387210000002,79,60.0,87552,0.013885312899947166,-0.01796802378958091,0.8877426460385323,0.2,-2.155510130524635,0.012357226,1700,0.0003,-0.10785917937755585,0.150390625
172,1106,-6.430574159999997,79,60.0,88064,0.012914159923093393,-0.011133344535483047,0.8792586177587509,0.2,-2.141981601715088,0.009701576,1710,0.0003,-0.1251640021800995,0.0509765625
173,1114,-6.449346939999999,79,60.0,88576,0.012123740854440257,-0.032186144636943935,0.8973376378417015,0.2,-2.1126331210136415,0.016484782,1720,0.0003,-0.13229568302631378,0.2291015625
174,1122,-6.47481455,79,60.0,89088,0.011308519373415038,-0.022095908428309486,0.9158042892813683,0.2,-2.1333228200674057,0.014700385,1730,0.0003,-0.1298517882823944,0.16171875
175,1137,-6.4660395300000015,78,60.0,89600,0.007723565341439098,-0.01892005426925607,0.9405497685074806,0.2,-2.1351218849420546,0.011102209,1740,0.0003,-0.13926798105239868,0.1134765625
176,1152,-6.48569965,78,60.0,90112,0.01119701178977266,-0.023217755754012616,0.8976819589734077,0.2,-2.1216908901929856,0.013336801,1750,0.0003,-0.11782481521368027,0.1568359375
177,1161,-6.485972589999999,78,60.0,90624,0.020413866551825775,-0.01885285028256476,0.793890967965126,0.2,-2.1188997268676757,0.012413086,1760,0.0003,-0.09867340326309204,0.1076171875
178,1169,-6.461169849999999,77,60.0,91136,0.012969992170110346,-0.020045944629237054,0.850057527422905,0.2,-2.134067562222481,0.009687829,1770,0.0003,-0.12130811810493469,0.0755859375
179,1178,-6.42785014,77,60.0,91648,0.005199928808724508,-0.021650838217465208,0.9478526301681995,0.2,-2.1303263038396834,0.012069747,1780,0.0003,-0.16561724245548248,0.1125
180,1189,-6.403711510000001,77,60.0,92160,0.010567026110948063,-0.021119097893824802,0.8825944066047668,0.2,-2.126199132204056,0.013584876,1790,0.0003,-0.12991948425769806,0.134375
181,1197,-6.401783689999999,77,60.0,92672,0.017795672838110475,-0.014822160499170423,0.8505029529333115,0.2,-2.0603917062282564,0.009364138,1800,0.0003,-0.10872966796159744,0.0572265625
182,1204,-6.3933019899999985,77,60.0,93184,0.01654249645653181,-0.02269208991783671,0.7958702147006989,0.2,-2.147525870800018,0.015161174,1810,0.0003,-0.1278466284275055,0.1416015625
183,1212,-6.37695156,77,60.0,93696,0.015164810174610466,-0.010240122996037826,0.8719461858272552,0.2,-2.1358197063207625,0.011947696,1820,0.0003,-0.12930624186992645,0.0671875
184,1219,-6.37159181,77,60.0,94208,0.00444401049753651,-0.03175279994029552,0.9408206567168236,0.2,-2.1135204285383224,0.014352368,1830,0.0003,-0.16663630306720734,0.1560546875
185,1227,-6.37239099,77,60.0,94720,0.01082857938017696,-0.028984646662138402,0.8625970780849457,0.2,-2.136759427189827,0.013705954,1840,0.0003,-0.14863672852516174,0.169921875
186,1238,-6.3593992,76,60.0,95232,0.021386352099943905,-0.015757659618975593,0.6943063139915466,0.2,-2.117157757282257,0.011043299,1850,0.0003,-0.11615829169750214,0.06953125
187,1246,-6.373303969999999,76,60.0,95744,0.011109027656493709,-0.02096053307177499,0.8725577294826508,0.2,-2.1567770808935167,0.015749447,1860,0.0003,-0.15284647047519684,0.180859375
188,1257,-6.349682270000001,76,60.0,96256,0.009836777159944177,-0.018741284834686667,0.8870260417461395,0.2,-2.180704191327095,0.012610443,1870,0.0003,-0.13361403346061707,0.0884765625
189,1265,-6.363442190000001,76,60.0,96768,0.008946938114240766,-0.026037965551950037,0.8861809149384499,0.2,-2.1508027225732804,0.01457583,1880,0.0003,-0.16076557338237762,0.1666015625
190,1273,-6.353432250000001,76,60.0,97280,0.009357829400687478,-0.019405087060295045,0.874531164765358,0.2,-2.1871248722076415,0.010682738,1890,0.0003,-0.14201530814170837,0.1033203125
191,1281,-6.38987296,76,60.0,97792,0.0064786965871462595,-0.021205487818224355,0.9193445444107056,0.2,-2.132934492826462,0.010676241,1900,0.0003,-0.11653797328472137,0.1341796875
192,1289,-6.42058411,76,60.0,98304,0.016938216536073015,-0.01908525598119013,0.8229955434799194,0.2,-2.1550943583250044,0.01050174,1910,0.0003,-0.11714289337396622,0.0869140625
193,1296,-6.42645962,76,60.0,98816,0.022180924168787898,-0.019375337997917085,0.8198443800210953,0.2,-2.154842382669449,0.013516951,1920,0.0003,-0.10250920802354813,0.137109375
194,1304,-6.422614350000001,76,60.0,99328,0.016889258299488574,-0.017248841695254667,0.8360577672719955,0.2,-2.136139476299286,0.009505198,1930,0.0003,-0.11104536056518555,0.087109375
195,1313,-6.434140340000002,76,60.0,99840,0.012139808456413447,-0.01397051413077861,0.9107214733958244,0.2,-2.159234827756882,0.009301066,1940,0.0003,-0.11758705973625183,0.091015625
196,1320,-6.45545504,76,60.0,100352,0.008584025138407014,-0.027529570239130406,0.8943068459630013,0.2,-2.1705002784729004,0.014460784,1950,0.0003,-0.14915454387664795,0.1779296875
197,1327,-6.476041350000002,75,60.0,100864,0.0191706060199067,-0.01928078694618307,0.7657967060804367,0.2,-2.13596054315567,0.0121265445,1960,0.0003,-0.13296115398406982,0.1126953125
198,1334,-6.4725810599999996,75,60.0,101376,0.0108184129872825,-0.018131763313431293,0.9008447974920273,0.2,-2.127325576543808,0.010098906,1970,0.0003,-0.14566975831985474,0.0939453125
199,1341,-6.46997599,75,60.0,101888,0.008111851071589626,-0.017681711149634793,0.928116649389267,0.2,-2.1739351004362106,0.013161657,1980,0.0003,-0.12368347495794296,0.1337890625
200,1348,-6.482902439999999,75,60.0,102400,0.016857336775865407,-0.02861875924281776,0.8128916919231415,0.2,-2.1200867146253586,0.014704135,1990,0.0003,-0.15230149030685425,0.1865234375
201,1354,-6.459106079999999,75,60.0,102912,0.007064435596112162,-0.018527948134578764,0.9242561012506485,0.2,-2.102747622132301,0.010633756,2000,0.0003,-0.14914298057556152,0.1013671875
202,1361,-6.486395879999999,75,60.0,103424,0.010147886374033988,-0.019506912428187206,0.8917227312922478,0.2,-2.0824599832296373,0.009150773,2010,0.0003,-0.1634090542793274,0.075390625
203,1368,-6.450974250000001,75,60.0,103936,0.020079912967048585,-0.021085188220604324,0.8378701657056808,0.2,-2.130037021636963,0.012633508,2020,0.0003,-0.1479494869709015,0.169921875
204,1375,-6.434112100000001,75,60.0,104448,0.01378976803389378,-0.032413867802824826,0.8885364606976509,0.2,-2.084537240862846,0.017827637,2030,0.0003,-0.1398991346359253,0.2158203125
205,1382,-6.412487199999999,75,60.0,104960,0.019477289251517503,-0.025246287952177225,0.8555173128843307,0.2,-1.9893187776207923,0.011865186,2040,0.0003,-0.13046513497829437,0.1189453125
206,1389,-6.3986084000000005,75,60.0,105472,0.018399523757398128,-0.012638226780109108,0.8358730524778366,0.2,-1.9796719804406167,0.01018698,2050,0.0003,-0.11610721796751022,0.07734375
207,1396,-6.3826684799999995,75,60.0,105984,0.0261244832072407,-0.017812193743884562,0.7632237374782562,0.2,-2.0322838127613068,0.013030265,2060,0.0003,-0.09468618780374527,0.1234375
208,1403,-6.377762960000001,75,60.0,106496,0.014217860996723175,-0.024037803173996508,0.8469706326723099,0.2,-2.0284707069396974,0.012548355,2070,0.0003,-0.1345754861831665,0.14921875
209,1410,-6.364951440000001,75,60.0,107008,0.014329005975741892,-0.022050037153530867,0.7245188057422638,0.2,-2.0025907084345818,0.012543129,2080,0.0003,-0.13195481896400452,0.1259765625
210,1417,-6.34592638,75,60.0,107520,0.0095537775720004,-0.01428754162043333,0.8482483923435211,0.2,-2.021856828033924,0.009960512,2090,0.0003,-0.14303021132946014,0.064453125
211,1424,-6.330324979999999,75,60.0,108032,0.02433600656222552,-0.0134709972247947,0.7982524633407593,0.2,-1.9698215901851654,0.010347093,2100,0.0003,-0.11095204949378967,0.07578125
212,1431,-6.3694259199999985,75,60.0,108544,0.01802535355091095,-0.016281576332403347,0.8457576930522919,0.2,-1.9750248670578003,0.010666635,2110,0.0003,-0.1273566633462906,0.0732421875
213,1438,-6.36970991,75,60.0,109056,0.017453811259474605,-0.0159136526635848,0.8300952166318893,0.2,-1.9105529263615608,0.013330737,2120,0.0003,-0.13682734966278076,0.09453125
214,1445,-6.362510539999999,75,60.0,109568,0.02138739770743996,-0.013198109983932227,0.850943073630333,0.2,-1.956550806760788,0.012006145,2130,0.0003,-0.13766109943389893,0.0923828125
215,1452,-6.348297710000001,75,60.0,110080,0.020912757492624223,-0.02081135596963577,0.7087498605251312,0.2,-1.917693980038166,0.012641182,2140,0.0003,-0.13234369456768036,0.125
216,1459,-6.28340837,75,60.0,110592,0.008562175338738598,-0.017730013851542027,0.9237238168716431,0.2,-1.9668210014700889,0.013784492,2150,0.0003,-0.10593437403440475,0.1240234375
217,1466,-6.28073486,75,60.0,111104,0.01203064420260489,-0.013254525337833912,0.8173040300607681,0.2,-1.887618674337864,0.009310452,2160,0.0003,-0.10650608688592911,0.0501953125
218,1473,-6.29570991,75,60.0,111616,0.016832841979339718,-0.0174189806682989,0.7287421524524689,0.2,-1.930282685160637,0.012173889,2170,0.0003,-0.11252977699041367,0.13671875
219,1480,-6.31409095,75,60.0,112128,0.028633828880265354,-0.012282241880893708,0.7492401897907257,0.2,-1.9292606115341187,0.0083405515,2180,0.0003,-0.10613565891981125,0.041796875
220,1487,-6.34237119,75,60.0,112640,0.019925650500226766,-0.018583166971802713,0.8510008752346039,0.2,-1.9508997902274132,0.014939812,2190,0.0003,-0.12356679886579514,0.095703125
221,1494,-6.33988278,75,60.0,113152,0.021681594394613056,-0.016287521983031183,0.7718875557184219,0.2,-2.0059740409255027,0.017176742,2200,0.0003,-0.12707549333572388,0.1662109375
222,1501,-6.35725479,75,60.0,113664,0.0216509006684646,-0.017996893846429884,0.8312506824731827,0.2,-1.9927866548299789,0.010931732,2210,0.0003,-0.06086161732673645,0.0732421875
223,1508,-6.34217138,75,60.0,114176,0.022921380365733057,-0.022320956678595395,0.8175113797187805,0.2,-2.036783255636692,0.012763118,2220,0.0003,-0.12601009011268616,0.178125
224,1515,-6.363103329999999,75,60.0,114688,0.014122309838421642,-0.015488409262616187,0.9053865075111389,0.2,-2.0768935292959214,0.008837971,2230,0.0003,-0.12512265145778656,0.094921875
225,1523,-6.35245672,75,60.0,115200,0.0161687750602141,-0.023329848353751004,0.876330554485321,0.2,-2.1101671010255814,0.015564932,2240,0.0003,-0.13580776751041412,0.146484375
226,1529,-6.3875827900000015,75,60.0,115712,0.011185322102392092,-0.025287607032805682,0.9138719066977501,0.2,-2.0951467394828795,0.0115691805,2250,0.0003,-0.1728578507900238,0.093359375
227,1537,-6.399707940000001,75,60.0,116224,0.015344738890416921,-0.01784219155088067,0.8969902545213699,0.2,-2.117716112732887,0.010702189,2260,0.0003,-0.11278606951236725,0.0947265625
228,1544,-6.4464764,75,60.0,116736,0.006954541854793206,-0.025386181042995302,0.9050752818584442,0.2,-2.1156170278787614,0.017327592,2270,0.0003,-0.15358462929725647,0.200390625
229,1551,-6.49261437,75,60.0,117248,0.004866915347520262,-0.020547531370539218,0.9432383626699448,0.2,-2.164044451713562,0.010936099,2280,0.0003,-0.1312093734741211,0.12421875
230,1558,-6.46993466,75,60.0,117760,0.0033501254045404496,-0.01979677606432233,0.9442983344197273,0.2,-2.1605574905872347,0.010777079,2290,0.0003,-0.16489222645759583,0.1126953125
231,1566,-6.446108180000001,75,60.0,118272,0.0073734890203922985,-0.02082247893558815,0.9368258118629456,0.2,-2.1802297443151475,0.012568997,2300,0.0003,-0.16745537519454956,0.0927734375
232,1572,-6.443477779999999,75,60.0,118784,0.011022072011837736,-0.022753403487149625,0.8813936337828636,0.2,-2.177681511640549,0.010417435,2310,0.0003,-0.14601776003837585,0.0869140625
233,1580,-6.4427923300000005,75,60.0,119296,0.006906553421868011,-0.03003586552804336,0.9216144979000092,0.2,-2.177274703979492,0.014296753,2320,0.0003,-0.1446625292301178,0.172265625
234,1587,-6.43444481,75,60.0,119808,0.008932219565031119,-0.025093326182104646,0.9307405427098274,0.2,-2.1724748462438583,0.016646765,2330,0.0003,-0.1511095017194748,0.187109375
235,1594,-6.409927870000001,75,60.0,120320,0.012880501348990946,-0.019408223684877157,0.8719364702701569,0.2,-2.14857457280159,0.010911243,2340,0.0003,-0.15760838985443115,0.1099609375
236,1601,-6.3726177999999996,75,60.0,120832,0.01608805258292705,-0.02496012927731499,0.8091883808374405,0.2,-2.115580624341965,0.013676282,2350,0.0003,-0.14563214778900146,0.16015625
237,1608,-6.350247250000001,75,60.0,121344,0.006462944025406614,-0.02792922350927256,0.9258042350411415,0.2,-2.1049403667449953,0.015904851,2360,0.0003,-0.1308172643184662,0.2287109375
238,1614,-6.372728429999999,75,60.0,121856,0.023949718521907925,-0.020644974999595434,0.6611478626728058,0.2,-2.111549738049507,0.010948705,2370,0.0003,-0.14741180837154388,0.0984375
239,1622,-6.374520100000001,75,60.0,122368,0.012822491710539907,-0.01955849565565586,0.7556068301200867,0.2,-2.1061607599258423,0.012419878,2380,0.0003,-0.1125815361738205,0.11484375
240,1629,-6.3760578400000005,75,60.0,122880,0.01410974147147499,-0.023810038482770322,0.8632124811410904,0.2,-2.0929206788539885,0.011062214,2390,0.0003,-0.1343121975660324,0.11328125
241,1636,-6.396846539999999,75,60.0,123392,0.014925227599451318,-0.02064112250227481,0.8334892243146896,0.2,-2.0808966130018236,0.012417126,2400,0.0003,-0.1511949747800827,0.0892578125
242,1643,-6.40402641,75,60.0,123904,0.022110435843933372,-0.021071064844727518,0.8310168981552124,0.2,-2.0639868855476378,0.014189223,2410,0.0003,-0.12158825993537903,0.142578125
243,1650,-6.3736121,75,60.0,124416,0.006207468209322542,-0.01666835310170427,0.9208327457308769,0.2,-2.0693083196878432,0.0076493914,2420,0.0003,-0.14613299071788788,0.076171875
244,1657,-6.3331317799999995,75,60.0,124928,0.006006588699528947,-0.0219529535388574,0.9199307262897491,0.2,-1.9995845258235931,0.011500071,2430,0.0003,-0.10746118426322937,0.1560546875
245,1664,-6.31970249,75,60.0,125440,0.013166476093465463,-0.013640945247607306,0.8444872349500656,0.2,-1.9898741737008094,0.008497758,2440,0.0003,-0.12263800203800201,0.0623046875
246,1671,-6.37205059,75,60.0,125952,0.02469441373832524,-0.02193887500325218,0.8252419829368591,0.2,-2.0642455160617827,0.012814071,2450,0.0003,-0.12744572758674622,0.14375
247,1678,-6.346210349999999,75,60.0,126464,0.016286787448916585,-0.021365765173686668,0.7773565351963043,0.2,-2.022139796614647,0.011907647,2460,0.0003,-0.11281447857618332,0.112890625
248,1686,-6.34633423,75,60.0,126976,0.012383484328165651,-0.01935964832082391,0.8711590021848679,0.2,-2.0323053300380707,0.011201475,2470,0.0003,-0.12436700612306595,0.1189453125
249,1694,-6.368735340000001,75,60.0,127488,0.01083919727243483,-0.01720104513806291,0.8794543296098709,0.2,-2.0372143179178237,0.0104290545,2480,0.0003,-0.10663961619138718,0.0748046875
250,1703,-6.38300132,75,60.0,128000,0.012683401600224898,-0.017643904860597102,0.8879963308572769,0.2,-2.107811325788498,0.013085913,2490,0.0003,-0.14585649967193604,0.09296875
251,1711,-6.36075914,75,60.0,128512,0.008447223936673253,-0.024349717784207314,0.9099773243069649,0.2,-2.08279387652874,0.012430176,2500,0.0003,-0.13848140835762024,0.123046875
252,1719,-6.3977811299999985,75,60.0,129024,0.016361077124020084,-0.01702345081139356,0.8320416510105133,0.2,-2.1358265966176986,0.013269952,2510,0.0003,-0.16219982504844666,0.1228515625
253,1727,-6.390983839999999,74,60.0,129536,0.018360503029543906,-0.02129541183821857,0.8504669219255447,0.2,-2.1714694827795027,0.012443921,2520,0.0003,-0.11830000579357147,0.1322265625
254,1734,-6.415150490000001,74,60.0,130048,0.009887831885134802,-0.02329717284301296,0.9222276359796524,0.2,-2.2125747382640837,0.015328098,2530,0.0003,-0.14148028194904327,0.173046875
255,1746,-6.446428029999998,74,60.0,130560,0.017151551850838588,-0.017466439644340425,0.8952915444970131,0.2,-2.2287886083126067,0.009905816,2540,0.0003,-0.12763653695583344,0.0763671875
256,1753,-6.471923989999999,74,60.0,131072,0.007942502017249354,-0.021719836222473532,0.8840740919113159,0.2,-2.1649948418140412,0.012364907,2550,0.0003,-0.16204865276813507,0.116015625
257,1760,-6.450936880000001,74,60.0,131584,0.004075208418362309,-0.023737124842591585,0.9335117042064667,0.2,-2.204613667726517,0.015349912,2560,0.0003,-0.16050750017166138,0.1681640625
258,1767,-6.44652841,74,60.0,132096,0.006867032137233764,-0.016051155840978028,0.9287043809890747,0.2,-2.201207938790321,0.009502578,2570,0.0003,-0.13819199800491333,0.0626953125
259,1775,-6.48067892,74,60.0,132608,0.011786863609449938,-0.021499591117026283,0.8611820489168167,0.2,-2.153361600637436,0.010617118,2580,0.0003,-0.15274839103221893,0.11796875
260,1782,-6.495793390000001,74,60.0,133120,0.01614728783024475,-0.02487806723220274,0.7768295854330063,0.2,-2.135206812620163,0.013061832,2590,0.0003,-0.12463100254535675,0.1501953125
261,1789,-6.48082814,74,60.0,133632,0.012687684939010069,-0.023962312698131427,0.9112682789564133,0.2,-2.181161031126976,0.013195857,2600,0.0003,-0.15312282741069794,0.1390625
262,1796,-6.50602505,74,60.0,134144,0.013941849779803306,-0.026779182814061643,0.91132752597332,0.2,-2.211870840191841,0.016747482,2610,0.0003,-0.1470060497522354,0.23203125
263,1804,-6.493736500000001,74,60.0,134656,0.015585615916643291,-0.019771822486654857,0.8336051255464554,0.2,-2.1827629089355467,0.010939235,2620,0.0003,-0.13712193071842194,0.0921875
264,1811,-6.460315730000001,74,60.0,135168,0.0190816399641335,-0.02505334248417057,0.8406954854726791,0.2,-2.165478673577309,0.013115309,2630,0.0003,-0.12901568412780762,0.1318359375
265,1818,-6.46292006,74,60.0,135680,0.007229674968402833,-0.016971289302455263,0.9281670302152634,0.2,-2.1534982711076736,0.009003183,2640,0.0003,-0.12905031442642212,0.094140625
266,1825,-6.442405930000001,74,60.0,136192,0.012333239079453051,-0.020782043307553975,0.8936854973435402,0.2,-2.171045461297035,0.010793477,2650,0.0003,-0.16369011998176575,0.1232421875
267,1832,-6.478364859999999,74,60.0,136704,0.014027068112045526,-0.02108678425429389,0.8946415930986404,0.2,-2.1908989042043685,0.011617361,2660,0.0003,-0.15529446303844452,0.11640625
268,1839,-6.489541680000001,74,60.0,137216,0.009076696733245626,-0.027787569863721728,0.9149630814790726,0.2,-2.195251017808914,0.012976902,2670,0.0003,-0.14477166533470154,0.1392578125
269,1846,-6.502296299999999,74,60.0,137728,0.008459657430648804,-0.02882333411835134,0.9345792233943939,0.2,-2.179986909031868,0.0134743275,2680,0.0003,-0.15868087112903595,0.149609375
270,1855,-6.51047738,74,60.0,138240,0.013119059056043625,-0.01842704592272639,0.9044287651777267,0.2,-2.160787266492844,0.011116397,2690,0.0003,-0.13943979144096375,0.081640625
271,1864,-6.52064731,74,60.0,138752,0.0050369103497359905,-0.019092126155737788,0.952422957867384,0.2,-2.1714114785194396,0.010632482,2700,0.0003,-0.14350882172584534,0.0939453125
272,1872,-6.513765449999999,74,60.0,139264,0.010405337088741362,-0.023253549623768778,0.9144752398133278,0.2,-2.1672066509723664,0.011455787,2710,0.0003,-0.14056028425693512,0.1142578125
273,1880,-6.458887769999999,74,60.0,139776,0.00800332763174083,-0.02308803905034438,0.9088146388530731,0.2,-2.1612571716308593,0.011139605,2720,0.0003,-0.13791164755821228,0.1087890625
274,1887,-6.5135774500000005,74,60.0,140288,0.021623238129541276,-0.01984606925980188,0.8246557414531708,0.2,-2.1782189160585403,0.010601211,2730,0.0003,-0.13767459988594055,0.1046875
275,1896,-6.507467949999999,74,60.0,140800,0.0217051048646681,-0.022509944817284123,0.7572429925203323,0.2,-2.1763412326574327,0.010151054,2740,0.0003,-0.14073555171489716,0.0857421875
276,1903,-6.49363307,74,60.0,141312,0.01364481362979859,-0.01353277598391287,0.8809986114501953,0.2,-2.1365856736898423,0.009158703,2750,0.0003,-0.12298055738210678,0.043359375
277,1911,-6.4913070799999995,74,60.0,141824,0.007275481155375019,-0.022681081714108587,0.9350386634469032,0.2,-2.163198646903038,0.013013089,2760,0.0003,-0.154261976480484,0.1306640625
278,1919,-6.479375350000001,74,60.0,142336,0.008815115317702293,-0.02159983237506822,0.9307815432548523,0.2,-2.1804769933223724,0.012607377,2770,0.0003,-0.12727387249469757,0.1498046875
279,1926,-6.4534495000000005,74,60.0,142848,0.00826390169095248,-0.02491397148114629,0.9205318614840508,0.2,-2.1237103193998337,0.012464443,2780,0.0003,-0.15273019671440125,0.11953125
280,1933,-6.41288727,74,60.0,143360,0.00795557625242509,-0.02511088507017121,0.9220787882804871,0.2,-1.9974105268716813,0.012221862,2790,0.0003,-0.1277666836977005,0.11640625
281,1941,-6.37801205,74,60.0,143872,0.010471917217364535,-0.023489298479398714,0.8885571584105492,0.2,-2.0332893773913385,0.013310879,2800,0.0003,-0.16764697432518005,0.146484375
282,1948,-6.34124258,74,60.0,144384,0.011125675728544593,-0.0274318692041561,0.8269383162260056,0.2,-1.9819642201066017,0.012248924,2810,0.0003,-0.14139282703399658,0.1560546875
283,1955,-6.342466130000002,74,60.0,144896,0.01217792543466203,-0.014074243028881028,0.8121679872274399,0.2,-1.9864091575145721,0.014932067,2820,0.0003,-0.09235049784183502,0.12734375
284,1962,-6.353563800000001,74,60.0,145408,0.014898215333232656,-0.020397907809820027,0.8318800777196884,0.2,-2.0801418095827104,0.011759901,2830,0.0003,-0.15462739765644073,0.0970703125
285,1969,-6.372587629999999,74,60.0,145920,0.020386460621375592,-0.021100210322765635,0.7956526577472687,0.2,-2.113424873352051,0.014030896,2840,0.0003,-0.11587538570165634,0.1435546875
286,1976,-6.3589024499999995,74,60.0,146432,0.015125718177296221,-0.016912965185474603,0.8131653368473053,0.2,-2.093640998005867,0.010786961,2850,0.0003,-0.13304103910923004,0.097265625
287,1983,-6.37757662,74,60.0,146944,0.023934502969495952,-0.02428329046815634,0.8292098045349121,0.2,-2.136507111787796,0.013795401,2860,0.0003,-0.1528477966785431,0.12734375
288,1990,-6.345196130000001,74,60.0,147456,0.008286017773207277,-0.023594669252634048,0.8971211835741997,0.2,-2.1471839785575866,0.014347121,2870,0.0003,-0.13385485112667084,0.1130859375
289,1997,-6.31787739,74,60.0,147968,0.007450415185303427,-0.021184234181419015,0.8878149166703224,0.2,-2.1431827038526534,0.013199503,2880,0.0003,-0.13876308500766754,0.1478515625
290,2004,-6.35715491,74,60.0,148480,0.006529392919037491,-0.027428140968549997,0.9268951788544655,0.2,-2.1362198919057844,0.017570099,2890,0.0003,-0.11253922432661057,0.1740234375
291,2011,-6.35717657,74,60.0,148992,0.015508910152129829,-0.018267468648264184,0.8308188170194626,0.2,-2.1160387665033342,0.008595781,2900,0.0003,-0.12173894792795181,0.0615234375
292,2018,-6.3894248,74,60.0,149504,0.005137817282229662,-0.016669173864647745,0.9183951318264008,0.2,-2.175104635953903,0.014138314,2910,0.0003,-0.14563897252082825,0.15390625
293,2025,-6.408730429999999,74,60.0,150016,0.010208030376816168,-0.021720776858273894,0.8826747238636017,0.2,-2.136286109685898,0.011358458,2920,0.0003,-0.10621944069862366,0.1201171875
294,2032,-6.44641487,74,60.0,150528,0.010888706234982237,-0.0176668199012056,0.8983056396245956,0.2,-2.1283123672008513,0.008573304,2930,0.0003,-0.14959140121936798,0.0884765625
295,2039,-6.41566981,74,60.0,151040,0.013529115630080923,-0.023997351666912435,0.8734228610992432,0.2,-2.11963851749897,0.012841061,2940,0.0003,-0.14132556319236755,0.1388671875
