time/total_timesteps,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,time/time_elapsed,train/n_updates,train/value_loss,train/entropy_loss,train/clip_fraction,train/clip_range,train/learning_rate,train/approx_kl,train/policy_gradient_loss,train/loss,train/explained_variance
7680,11,0.6533845599999999,12.4,15,667,140,32.54787414073944,-2.3241704016923905,0.00703125,0.2,0.0003,0.005750302,-0.008242910786066204,10.429478645324707,0.09231525659561157
8192,11,0.45844321000000027,12.05,16,718,150,21.110596930980684,-2.3062904685735703,0.0255859375,0.2,0.0003,0.010919754,-0.011922621773555875,7.415187358856201,0.3340856432914734
8704,11,0.8724584800000003,11.36,17,763,160,34.19204931259155,-2.279341313242912,0.00078125,0.2,0.0003,0.0037948,-0.004597670026123523,11.941568374633789,0.20820319652557373
9216,11,1.3664688599999997,10.94,18,817,170,35.29698474407196,-2.2973857909440993,0.0322265625,0.2,0.0003,0.01009554,-0.011457808216800914,18.83645248413086,0.27791720628738403
9728,11,2.2888045299999997,10.03,19,862,180,26.72879934310913,-2.2832667589187623,0.010546875,0.2,0.0003,0.005991925,-0.007070029398892075,9.873666763305664,0.034892141819000244
10240,11,1.3518767000000003,10.82,20,912,190,34.06339178085327,-2.302283412218094,0.0443359375,0.2,0.0003,0.009937873,-0.012870695395395159,14.55724811553955,0.22930049896240234
10752,11,0.5245943399999998,10.91,21,953,200,22.0840961933136,-2.284821707010269,0.0599609375,0.2,0.0003,0.011043411,-0.017571197141660378,8.873830795288086,0.3110809326171875
11264,11,1.2755254599999999,9.17,22,1014,210,35.30588133335114,-2.31906980574131,0.06171875,0.2,0.0003,0.008135112,-0.010323510889429599,17.296964645385742,0.07620447874069214
11776,10,1.9862507699999998,9.01,23,1072,220,34.80719983577728,-2.3207481861114503,0.0767578125,0.2,0.0003,0.009363627,-0.01794360511703417,17.612529754638672,0.25287264585494995
12288,10,2.46452612,9.01,24,1126,230,38.13511049747467,-2.3277004092931746,0.01015625,0.2,0.0003,0.0071699987,-0.009801804320886731,19.864633560180664,0.2913017272949219
12800,10,3.0916021600000003,7.35,25,1193,240,21.875019335746764,-2.3066908210515975,0.037109375,0.2,0.0003,0.005890814,-0.009344964718911797,13.573488235473633,0.4323546290397644
