r,l,t,success,freeze_attempted,d_m,alpha_deg,cum_timesteps,d_mm
8.867865,1,2.143294,True,True,0.000286372644501,1.8836850749719367,1,0.28637264450100003
1.016261,2,3.446803,True,True,0.0004894453787289,15.692779091406155,3,0.48944537872890004
4.593596,3,4.692731,True,True,0.0031169115997217,9.404840800619953,6,3.1169115997217
5.446756,6,5.902605,True,True,0.001082802144765,7.630656654203316,12,1.082802144765
7.76435,8,7.110695,True,True,0.0003064327959085,2.289108035602569,20,0.3064327959085
2.166222,5,8.439065,True,True,0.0047275302373571,13.621952523102204,25,4.7275302373571
4.620251,4,9.813409,True,True,0.009487853553049,7.775861949081336,29,9.487853553049
0.286806,22,11.083852,True,True,0.0048307697726755,12.363286669097509,51,4.830769772675501
2.236947,15,11.098871,True,True,0.0014825260764962,12.266031743687307,66,1.4825260764962
-2.48927,24,13.625915,True,True,0.0006914505249928,15.355732865583294,90,0.6914505249928
4.87652,35,15.257988,True,True,0.0047666145509704,3.30165239536592,125,4.7666145509704005
6.333145,15,16.37135,True,True,0.002392543261902,3.788596128982939,140,2.392543261902
-16.869587,60,17.752147,False,True,0.0209981103897025,68.93132057756371,200,20.9981103897025
2.620756,7,18.927099,True,True,0.0094443704646131,9.710125872233233,207,9.444370464613101
3.711509,3,19.989873,True,True,5.3929133728147776e-11,10.841645620234578,210,5.3929133728147776e-08
-0.190166,17,21.408527,True,True,0.0051491519954646,15.091208344036932,227,5.1491519954645995
2.182034,3,22.799908,True,True,7.468560561663117e-10,13.641696150723307,230,7.468560561663117e-07
-23.256798,60,24.061426,False,True,0.0114537352765334,56.76813818779213,290,11.4537352765334
8.052615,20,25.302553,True,True,0.0074219870873846,2.194664770375712,310,7.4219870873846
3.155367,3,26.555302,True,True,0.0046585475913339,11.00472047956318,313,4.6585475913339005
7.053882,15,27.983733,True,True,0.0048131630244888,3.6779293061608818,328,4.813163024488801
2.980164,3,29.259077,True,True,0.0001527906257966,12.262796137297151,331,0.15279062579660002
0.560307,24,31.227732,True,True,0.0067473616558092,11.752374603410331,355,6.7473616558091996
-19.47059,60,32.385995,False,True,0.0114515309116455,17.769422935400968,415,11.4515309116455
4.579235,3,34.410854,True,True,0.0024625775750159,9.329952759809892,418,2.4625775750159
-7.834156,60,35.872937,False,True,0.0072663149653421,17.88768149035015,478,7.2663149653421
4.952846,8,35.889958,True,True,0.0005601588269704,6.378315338134386,486,0.5601588269704
3.597913,19,37.815271,True,True,7.148115731915009e-05,5.140898895135858,505,0.07148115731915008
-13.098004,60,39.087147,False,True,0.0136765276446116,51.94625187798712,565,13.6765276446116
1.525969,14,40.31579,True,True,0.0046616333607477,9.826922986826393,579,4.6616333607477
-1.360102,10,41.487282,True,True,0.0042648035119464,15.90151131782424,589,4.2648035119464005
2.208877,4,42.692832,True,True,6.129463807321225e-06,14.946521803757904,593,0.006129463807321225
3.719334,13,44.016136,True,True,0.0103940261237246,6.571619729924611,606,10.3940261237246
0.66661,10,45.19636,True,True,0.0022772063738962,12.469647394836036,616,2.2772063738962
6.356628,5,46.283091,True,True,7.424967452297499e-05,5.60374937810851,621,0.07424967452297498
7.459788,3,47.554148,True,True,1.1648439862389956e-05,4.175664679614468,624,0.011648439862389956
1.411663,32,48.686185,True,True,0.0080853323066946,10.277721406820818,656,8.0853323066946
2.113812,16,48.701204,True,True,0.002537524008963,9.505490946285056,672,2.537524008963
5.739366,3,50.613314,True,True,0.00024275859868,7.392542496724602,675,0.24275859868
2.114208,9,51.974225,True,True,0.0051497669070498,10.489890179767215,684,5.1497669070498
3.187299,5,53.293864,True,True,0.004584466869788,8.412442142388333,689,4.584466869788
3.320509,2,54.44477,True,True,0.0039352678864144,11.178662653119732,691,3.9352678864144
4.891016,20,55.803962,True,True,0.0043943349042991,5.315258910261543,711,4.394334904299099
2.285824,2,56.982708,True,True,2.8066794027781224e-09,13.640395942376966,713,2.8066794027781224e-06
-0.109642,14,58.650154,True,True,0.00735535964605,12.229350964821156,727,7.355359646049999
8.976126,1,59.858242,True,True,0.0002178965448263,1.6879914924424089,728,0.2178965448263
-0.112602,11,61.36428,True,True,6.110199499143043e-11,16.06258013181157,739,6.110199499143043e-08
-17.428114,60,63.274329,False,True,0.0116910287211471,33.51882245191581,799,11.691028721147099
-12.212351,60,64.567547,False,True,0.0200853587059899,23.72997867331268,859,20.0853587059899
-12.786701,60,66.088043,False,True,0.0035403099238477,67.85173307401702,919,3.5403099238477
-10.386658,60,68.987171,False,True,0.022594514198684,36.2019222010948,979,22.594514198684
-5.293157,44,68.998169,True,True,0.0110981935061821,17.449308457610943,1023,11.0981935061821
4.173112,1,70.923345,True,True,0.0023033911818403,10.360767710061523,1024,2.3033911818402997
8.888338,29,71.956346,True,True,6.991580563003343e-05,1.6173218292682223,1053,0.06991580563003343
2.555963,6,73.379143,True,True,0.0006069309279973,11.02727113953068,1059,0.6069309279973
-16.872737,60,75.080038,False,True,0.0149487170035854,24.676764348900846,1119,14.948717003585399
6.26423,14,76.513632,True,True,6.273201518648599e-05,4.234146849848043,1133,0.062732015186486
-20.786964,60,79.581261,False,True,0.0440405958603384,23.10975491934731,1193,44.0405958603384
-14.881978,60,81.008307,False,True,0.0261019631119364,33.372436492400006,1253,26.1019631119364
-12.52892,60,82.820976,False,True,0.0025494230394597,6.961859050882139,1313,2.5494230394597
-11.121761,60,83.960518,False,True,0.0100141577626268,69.07895948349024,1373,10.0141577626268
-0.270968,22,83.966501,True,True,0.0072472425354403,13.59506405070316,1395,7.2472425354403
5.496381,2,85.65498,True,True,0.0047363688878651,7.843520483326323,1397,4.7363688878651
8.478952,3,86.873745,True,True,0.0006298539795488,1.7099806119127106,1400,0.6298539795488001
6.043061,2,88.083729,True,True,0.0009871013040466,7.989883198502657,1402,0.9871013040465999
4.35321,10,89.30739,True,True,0.0001641106688051,8.539382574927906,1412,0.1641106688051
-1.966347,6,90.572626,True,True,0.0031811676157942,16.6731335773889,1418,3.1811676157942
9.057082,10,91.916886,True,True,1.5967818917969438e-06,1.6006970900945194,1428,0.0015967818917969438
2.039794,16,93.205547,True,True,0.0119995758107369,10.66727230493375,1444,11.9995758107369
4.79595,7,94.380453,True,True,0.0024171184838553,7.692030568698988,1451,2.4171184838552997
2.404332,5,95.456661,True,True,0.000186228187893,11.308843785885797,1456,0.186228187893
2.143221,2,96.580848,True,True,0.0001461132070093,12.142486330527902,1458,0.1461132070093
3.465588,3,97.69256,True,True,0.002785397637213,10.94578426644336,1461,2.785397637213
5.140903,11,99.921711,True,True,0.0047725460140007,7.875937057978611,1472,4.772546014000699
-21.936122,60,101.284455,False,True,0.034320688739375,15.26362077274564,1532,34.320688739375
-1.810064,12,102.501426,True,True,0.0114102576516877,15.426238034563267,1544,11.4102576516877
7.998969,6,103.739842,True,True,0.0045083440357439,2.6127974767953197,1550,4.5083440357439
2.086569,3,104.856507,True,True,0.0028550051293348,13.327128008554295,1553,2.8550051293348
8.517861,16,106.131662,True,True,0.0026748536407246,3.1669434531352136,1569,2.6748536407246
3.350254,5,108.61673,True,True,9.118607952052216e-11,11.250385786372396,1574,9.118607952052216e-08
4.453249,2,108.630734,True,True,0.0001685671145586,9.722634749734755,1576,0.1685671145586
6.40382,5,110.717415,True,True,0.0001840673984747,6.001079435377533,1581,0.18406739847470002
8.626846,2,112.598124,True,True,0.0031451953313694,2.4545239222616924,1583,3.1451953313694
2.382219,8,114.371707,True,True,0.000165879411326,13.031995570609816,1591,0.165879411326
0.620225,5,116.03399,True,True,0.0091844320270235,14.632925031210709,1596,9.184432027023501
