#{"t_start": 1784990383.1254132, "env_id": "None"}
r,l,t
-3.909569,58,4.772718
-22.135219,60,6.242607
-10.461746,60,7.716482
-7.993876,60,9.154516
-14.949877,60,10.607306
-20.042206,60,12.100618
-12.042664,60,13.526893
-12.860034,60,15.035088
-21.727244,60,16.539186
-13.009586,60,17.989126
-22.00463,60,19.431298
-8.572042,60,20.851695
-10.010286,60,22.273949
-15.946257,60,23.755222
-12.653179,60,25.295689
-10.002386,60,26.761263
-20.19024,60,28.1631
-11.807136,60,29.661289
-17.39258,60,31.135389
-12.005164,60,32.676142
-12.142616,60,34.117235
-10.316275,60,35.556515
-16.474657,60,37.048627
-10.402674,60,38.507521
7.518711,18,38.985316
5.640125,9,39.239312
-14.651924,60,40.660555
-13.93817,60,42.054255
-14.047258,60,43.452014
-13.406052,60,44.904991
-10.386936,60,46.362876
-13.200535,60,47.846025
-6.207286,60,49.297894
-14.25994,60,50.798565
-16.975016,60,52.262645
