time/total_timesteps,time/iterations,time/fps,time/time_elapsed,train/learning_rate,train/approx_kl,train/clip_fraction,train/loss,rollout/ep_len_mean,train/n_updates,rollout/ep_rew_mean,train/value_loss,train/clip_range,train/explained_variance,train/entropy_loss,train/policy_gradient_loss
128,1,41,3,,,,,,,,,,,,
256,2,41,6,0.0003,0.0029668184,0.0546875,7.788500785827637,180.0,10,-45.460758,17.067215824127196,0.1,0.02235245704650879,-2.4838362097740174,-0.013728447631001473
384,3,40,9,0.0003,0.0034522642,0.07265625,2.0613720417022705,153.0,20,-38.0072615,5.981722569465637,0.1,-0.35088908672332764,-2.4799124121665956,-0.01510897148400545
512,4,40,12,0.0003,0.0023199352,0.046875,3.5186269283294678,162.0,30,-43.65927933333333,11.709019041061401,0.1,-0.10587894916534424,-2.4752646684646606,-0.009637927636504173
640,5,40,15,0.0003,0.0035832934,0.0796875,7.48613166809082,162.0,40,-43.65927933333333,19.414038467407227,0.1,-0.10974836349487305,-2.4681321024894713,-0.015572138875722886
768,6,40,19,0.0003,0.002480391,0.03515625,3.3149919509887695,166.5,50,-42.9799915,8.179468178749085,0.1,-0.05073368549346924,-2.4610623598098753,-0.008257759874686599
896,7,40,22,0.0003,0.0056285704,0.23984375,0.9004433155059814,169.2,60,-39.7304086,2.2803498566150666,0.1,-0.4166637659072876,-2.453276801109314,-0.020530342822894454
1024,8,40,25,0.0003,0.008023719,0.290625,0.8597795963287354,169.2,70,-39.7304086,1.7549676716327667,0.1,-0.06300389766693115,-2.4468885898590087,-0.02392579345032573
1152,9,40,28,0.0003,0.001297487,0.0125,1.8049713373184204,171.0,80,-38.34948433333333,4.190322148799896,0.1,0.09047293663024902,-2.436423194408417,-0.004167215107008815
