#{"t_start": 1785515170.8120594, "env_id": "None"}
r,l,t
0.324807,12,6.29644
-1.01386,46,8.812073
8.222979,4,10.427508
7.114071,4,11.964676
7.786715,8,13.519114
3.74149,6,14.98275
-15.000145,60,17.803137
2.98428,26,19.759906
1.764188,2,21.371487
6.808965,25,23.243258
-8.86077,60,25.979867
-0.037592,1,27.283812
6.138336,2,28.650755
7.749764,7,30.149124
-18.873345,60,33.144322
0.530298,4,34.607828
9.546513,19,36.42413
6.66767,4,37.804896
-16.57435,60,40.566587
6.289606,16,42.384769
0.940429,1,43.702585
5.461576,26,45.762913
-2.46553,38,48.732845
7.288776,5,50.572526
9.81777,2,52.263312
3.763746,5,53.855349
-12.631651,60,57.207146
-19.301014,60,60.155197
5.79044,16,61.975024
-18.722687,60,64.920938
6.658252,1,66.309837
-12.359104,60,69.211175
1.987096,2,70.799625
5.235108,3,72.333391
0.801051,17,74.222892
3.080686,13,75.989879
-14.761234,60,78.779635
4.289416,4,80.426487
1.15046,2,81.906473
1.735202,43,84.575681
-12.116834,60,87.472597
5.816075,6,89.100169
-16.088626,60,92.083893
9.067578,2,93.570772
2.326687,42,95.891302
3.406163,2,97.173628
2.153204,25,99.4323
8.659208,1,100.904409
6.131358,2,102.335205
0.876441,24,104.128429
4.025051,3,105.651323
2.974096,21,107.518517
3.421379,12,109.187304
-14.293972,60,112.033546
-9.732195,60,115.067824
-5.658938,55,117.704939
8.653399,3,119.335293
3.561849,1,120.808391
-13.413745,60,123.580505
7.317191,18,126.471778
-1.542292,35,129.276811
2.868059,9,130.799215
5.749884,2,132.443786
8.271158,2,134.021916
-14.353284,60,136.772522
7.749742,13,138.303061
-17.439585,60,141.202864
8.540408,8,142.660808
-20.818818,60,145.473166
6.840766,6,146.941376
3.43059,14,148.655112
0.899754,2,150.04987
3.090628,6,151.786832
4.387338,25,153.965527
9.710779,2,155.459307
8.36463,12,157.324462
-2.451262,39,159.639028
-12.033451,60,163.190714
-3.65352,49,166.096998
5.606295,7,167.887105
7.69266,18,169.918588
0.752834,2,172.125702
-13.964553,60,175.148681
0.865701,2,176.484343
-13.365173,60,179.487616
7.809125,1,180.989034
2.308667,23,182.847739
-29.485732,60,185.670066
8.690564,3,187.028934
6.166473,7,188.380344
-21.13072,60,191.759819
7.374714,5,193.35166
0.788142,1,194.565016
-0.286082,12,196.148342
-10.408302,59,198.81278
4.795437,1,200.113422
7.486236,17,201.808392
-19.138901,60,204.448241
1.955091,4,205.819402
-8.027452,47,208.11619
6.609207,12,209.65722
2.226593,27,211.596032
4.615109,21,213.404059
1.535846,14,215.194259
1.631868,9,216.692262
-3.844777,38,218.804433
7.16716,7,220.429174
4.021237,1,221.69507
8.589798,2,223.156737
1.732379,2,224.493605
-1.878412,52,227.006752
3.25747,20,228.70917
-1.87387,57,231.511006
-14.864865,60,234.220827
4.376765,6,235.564195
1.459195,18,237.232168
4.244844,6,238.563289
1.747726,8,240.133896
-0.573707,27,242.059536
-15.487228,60,244.519309
-12.304886,60,247.138702
-15.205847,60,249.781918
10.221415,15,251.494061
3.964785,6,252.939191
-3.24618,42,255.596287
-19.707438,60,258.816834
-19.955598,60,261.454304
8.249402,1,262.619627
6.927676,8,264.024809
1.119495,6,265.427607
4.472825,13,266.916982
8.156067,5,268.236797
2.937023,15,269.775865
3.341127,11,271.250367
1.332241,4,272.593071
7.152033,6,273.952803
-10.827624,60,276.641083
8.122532,13,278.198665
-19.478506,60,280.958122
8.000605,1,282.505694
-18.569833,60,284.970335
-10.520224,60,287.645703
-13.448555,60,290.265326
6.763097,6,291.715889
7.834075,9,293.13661
2.366286,24,294.982189
0.021852,1,296.133967
-17.348977,60,298.812784
2.722063,17,300.509107
5.320812,40,302.738503
5.171373,9,304.202965
4.331897,16,305.659824
7.70259,8,306.992253
5.902167,4,308.270355
1.887767,7,309.57699
-7.712296,60,312.031333
2.060694,15,313.698967
4.628018,4,314.988765
8.027616,2,316.242517
3.639991,9,317.876935
-18.162736,60,320.400925
-2.785468,22,322.202872
3.228188,17,323.716536
4.258186,2,325.060933
6.927569,24,326.801262
4.195915,3,328.17405
5.202997,4,329.551655
6.534934,12,331.019253
6.016023,17,332.671999
-11.411079,60,335.267871
3.182392,7,336.743814
6.899991,22,338.396527
2.096174,9,339.879229
7.986168,3,341.151142
0.4357,14,342.710998
4.18558,5,344.211888
4.334634,33,346.340991
-0.716262,34,348.487389
4.799955,2,349.701779
6.409689,1,351.000742
4.904234,13,352.510897
6.63376,6,353.891426
-1.350268,8,355.270952
5.395226,8,356.645521
8.124443,9,358.112473
-0.850325,7,359.448963
-14.789697,60,362.123988
5.945576,3,363.504408
2.250597,12,365.074325
-25.540507,60,367.57611
6.784923,12,369.14478
-0.575549,6,370.474218
-13.777298,60,373.044217
4.728301,4,374.404405
4.200836,8,375.779774
-18.928735,60,378.394587
-0.071112,26,380.255381
2.222492,2,381.595135
1.975675,7,382.866265
4.08478,10,384.467285
7.408467,1,385.635623
-22.124962,60,388.207455
-2.563949,17,389.763209
7.309214,6,391.025599
5.0615,9,392.502323
8.12601,4,393.907813
2.902553,18,395.56208
1.206125,2,396.88077
8.798107,4,398.079342
-13.95011,60,400.53901
6.939381,7,402.089945
-13.340455,60,405.447449
5.231346,8,407.048478
1.305935,5,408.498148
1.846637,6,409.85302
7.606535,8,411.225838
8.095789,9,412.676005
-0.743087,11,414.01764
3.512969,4,415.291723
1.118681,12,416.764813
0.230803,36,418.8802
9.384161,1,420.075072
-18.027778,60,422.842428
6.146402,4,424.267508
9.384269,5,425.710628
7.729259,3,427.127304
7.692053,1,428.47233
-13.73652,60,431.208167
6.644153,11,432.656242
8.245226,9,434.103989
2.804522,10,435.604155
7.634193,9,437.08411
7.297612,17,438.703379
4.17895,8,440.147409
4.007262,8,441.550071
-19.720942,60,444.233998
2.862979,8,445.745387
6.506316,11,447.264268
5.500234,7,448.753291
7.525578,2,450.034105
8.124689,3,451.425706
-6.012138,45,453.746135
6.548037,5,455.033184
0.812999,11,456.620517
0.834341,3,457.985341
-2.692425,28,459.936395
8.8084,5,461.18966
5.101877,10,462.64818
-0.459981,10,464.247122
5.461048,24,466.216762
3.257572,2,467.589486
8.703605,3,468.916026
2.036736,6,470.156856
1.831864,12,471.614992
1.92051,13,473.242579
6.117273,8,474.873131
-1.621633,43,478.0299
7.300309,3,479.49745
8.532675,14,481.076052
4.071284,9,482.563236
2.753301,2,483.986621
1.743888,10,485.400277
-4.650563,18,487.194765
8.286067,1,488.562166
2.082794,1,489.878204
7.757337,1,491.171734
3.517951,29,493.376826
5.428554,12,495.025051
9.060176,11,496.406864
-13.858804,60,499.337399
7.492652,3,500.737913
1.086608,3,502.158052
-16.828565,60,504.852707
3.602058,23,506.755067
-21.15284,60,509.507673
-17.663019,60,512.798219
6.002791,10,514.522465
5.309788,11,516.138722
4.726318,17,517.986589
6.524116,4,519.504721
7.548833,1,520.765068
-13.146061,60,523.480144
-10.59144,60,526.738414
-16.753095,60,530.466625
0.269046,23,532.679864
-12.625973,60,535.938362
2.33777,39,538.263978
6.870396,1,540.422886
5.052023,3,542.078338
2.627874,5,543.590096
-20.534411,60,546.491049
4.18147,6,548.113677
4.992587,4,549.567909
-2.13714,26,551.575131
-15.790211,60,554.610298
5.199127,1,556.123917
-32.537308,60,559.196286
6.820542,5,560.729606
-0.260344,34,563.05254
3.599682,7,564.654744
-5.195074,42,566.998833
7.834899,10,568.51154
-11.578236,60,571.509585
4.894294,17,573.394968
-1.477868,57,576.343979
1.573018,20,578.414123
1.103961,9,579.905906
-18.779373,60,582.928077
5.001152,4,584.351788
4.57195,26,586.580177
5.805563,6,588.068711
4.674008,2,589.914411
7.087196,7,591.406204
8.24858,1,593.26801
-13.372699,60,596.221572
3.813261,3,597.654777
-32.063543,60,600.512599
7.237103,2,601.95418
7.620691,10,603.449972
-24.100595,60,606.431612
6.982983,1,607.713021
1.296539,7,609.238244
0.506838,7,610.648874
7.162475,1,612.045166
4.240367,25,614.018111
5.490918,9,615.497034
6.741104,4,617.040979
4.538823,9,618.755035
2.17624,32,620.966962
-2.193624,48,623.476337
5.243937,1,625.007838
9.238522,5,626.506678
7.278047,1,627.820686
3.89163,11,629.479553
0.027024,2,630.911636
2.672491,4,632.462784
1.960859,7,633.939786
-18.46052,60,636.890975
3.536103,2,638.409942
6.82711,6,639.988003
3.53863,5,641.456918
8.3494,30,643.830338
5.496032,3,645.507283
-22.684507,60,648.82947
-13.937947,60,651.890378
8.978709,1,653.380941
-16.789679,60,656.450884
7.007551,4,657.895579
-19.260575,60,660.83502
7.55234,13,662.558285
-1.078651,21,664.693728
-8.563214,39,666.953288
