rollout/exploration_rate,time/fps,time/episodes,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,train/loss,train/learning_rate,train/n_updates
0.9556666666666668,8,4,8.0,4.860418,6,56,,,
0.8543333333333336,14,8,13.0,3.084421125,12,184,,,
0.8289999999999998,12,12,12.166666666666666,2.5755935,16,216,0.3038182556629181,0.001,1
0.8068333333333335,11,16,10.0,2.9252831875,20,244,0.43434834480285645,0.001,3
0.7941666666666667,10,20,10.904761904761905,2.367175571428571,25,260,0.7118270397186279,0.001,4
0.7878333333333335,9,24,9.708333333333334,2.6386010416666665,28,268,,,
0.7308333333333334,10,28,9.428571428571429,2.9584740357142856,33,340,0.5551673173904419,0.001,9
0.7086666666666666,9,32,8.84375,3.453416,38,368,0.5262869000434875,0.001,10
0.6896666666666667,9,36,9.666666666666666,2.5210128055555554,43,392,0.5654798746109009,0.001,12
0.6390000000000002,9,40,9.225,2.857252725,48,456,0.46292829513549805,0.001,16
0.6041666666666665,9,44,9.977272727272727,2.518684204545455,53,500,0.612119197845459,0.001,19
0.528166666666667,9,48,9.666666666666666,2.7426643125,59,596,0.26182976365089417,0.001,25
0.5123333333333333,9,52,10.653846153846153,2.5059476923076924,63,616,0.3859042227268219,0.001,26
0.4870000000000001,9,56,11.232142857142858,2.528309535714286,68,648,0.4989263713359833,0.001,28
0.45216666666666694,9,60,10.75,2.761439733333334,74,692,0.40552201867103577,0.001,31
0.31916666666666693,10,64,12.09375,2.3398901875,81,860,0.2922447919845581,0.001,41
0.12916666666666676,12,68,14.710144927536232,0.6691805797101451,88,1100,0.4311763048171997,0.001,56
0.05,14,72,17.19178082191781,-1.0624609315068492,95,1340,0.29842227697372437,0.001,71
0.05,14,76,18.05263157894737,-1.259364052631579,99,1432,0.10610959678888321,0.001,77
0.05,15,80,19.425,-1.359445575,106,1612,0.3498650789260864,0.001,88
0.05,16,84,20.726190476190474,-2.1332897023809525,113,1824,0.14488789439201355,0.001,101
0.05,17,88,21.863636363636363,-2.292716193181818,121,2064,0.18526282906532288,0.001,116
0.05,17,92,23.52173913043478,-2.5691639021739126,128,2304,0.2888644337654114,0.001,131
0.05,17,96,24.427083333333332,-2.6102339270833332,134,2404,0.48129719495773315,0.001,138
0.05,18,100,25.27,-2.69948816,141,2600,0.15545257925987244,0.001,150
0.05,18,104,26.45,-2.9157267899999995,147,2784,0.19943083822727203,0.001,161
0.05,18,108,26.95,-2.9757966199999997,153,2892,0.29102787375450134,0.001,168
0.05,18,112,27.85,-3.11925499,159,3028,0.11555015295743942,0.001,177
0.05,19,116,29.26,-3.2655352200000003,165,3184,0.20614103972911835,0.001,186
0.05,18,120,28.62,-3.0386327399999997,170,3200,0.35609787702560425,0.001,187
0.05,18,124,28.61,-3.0047661999999997,175,3216,0.13395272195339203,0.001,188
0.05,18,128,29.52,-3.223213429999999,181,3276,0.03400982916355133,0.001,192
0.05,18,132,30.56,-3.562716869999999,188,3464,0.19577854871749878,0.001,204
0.05,18,136,30.58,-3.3853145500000004,192,3488,0.05131444334983826,0.001,205
0.05,17,140,31.03,-3.55136772,197,3516,0.07587853819131851,0.001,207
0.05,17,144,30.99,-3.7219240900000004,203,3632,0.28194719552993774,0.001,214
0.05,17,148,31.72,-4.517080170000001,209,3728,0.09962919354438782,0.001,220
0.05,18,152,32.63,-4.87082152,215,3908,0.13106879591941833,0.001,232
0.05,18,156,33.69,-5.09621663,222,4116,0.2612273395061493,0.001,245
0.05,18,160,34.16,-5.276592040000001,228,4156,0.13237611949443817,0.001,247
0.05,17,164,33.03,-4.89295673,233,4176,0.39123061299324036,0.001,248
0.05,17,168,31.86,-3.8837166400000003,238,4244,0.14953577518463135,0.001,253
0.05,18,172,31.38,-3.00195969,245,4448,0.2429133504629135,0.001,265
0.05,18,176,30.85,-3.43363883,249,4516,0.3046988546848297,0.001,270
0.05,18,180,30.25,-3.32070704,256,4692,0.19136786460876465,0.001,281
0.05,18,184,29.64,-2.65365978,261,4764,0.0685480535030365,0.001,285
0.05,18,188,30.21,-2.9331403999999996,268,5004,0.3156980872154236,0.001,300
0.05,18,192,27.88,-2.3581190699999994,273,5032,0.0666365921497345,0.001,302
0.05,18,196,27.31,-2.29435167,280,5188,0.22047798335552216,0.001,312
0.05,18,200,26.81,-2.7748945599999995,285,5320,0.2849607765674591,0.001,320
0.05,18,204,27.71,-3.2753520700000003,293,5560,0.04133213311433792,0.001,335
0.05,19,208,28.89,-3.650511780000001,300,5800,0.13245266675949097,0.001,350
0.05,19,212,28.85,-3.6436462699999996,306,5908,0.0969386026263237,0.001,357
