#{"t_start": 1785389185.0401425, "env_id": "None"}
r,l,t
-11.482979,60,20.337498
6.841322,14,22.917454
8.563251,3,24.152184
-9.577642,60,41.752171
-17.190132,60,52.976144
-13.756188,60,66.20863
2.592356,33,70.65161
5.114885,1,71.785261
4.344718,9,75.3199
-15.639831,60,82.700962
-17.987805,60,95.760898
-13.476039,60,107.182656
6.618659,1,108.378964
-15.272,60,118.336231
1.349856,23,121.327021
0.455465,30,125.734779
8.059556,2,126.830434
2.546383,9,128.26875
1.77556,10,132.595372
8.165625,2,133.789555
-19.222822,60,142.294992
3.630122,8,143.732133
5.97695,4,146.719376
3.064659,7,151.472476
8.240719,15,155.204211
2.983921,32,161.882187
-3.019395,29,170.019476
8.497052,1,171.106805
6.602889,1,172.207387
9.432296,2,174.131106
-12.328879,60,191.193012
8.253821,1,192.35575
-2.109407,56,202.183575
8.184315,6,204.62291
5.854192,31,209.076333
2.556589,3,210.215788
1.787566,37,217.019508
4.056936,14,219.783425
-6.321967,60,239.06797
4.432281,15,243.938985
6.896194,11,248.881073
6.709789,16,253.468174
5.353031,19,256.39316
6.613268,6,257.78666
-8.733486,28,262.085522
2.11653,4,263.770107
8.24995,2,266.072942
7.438734,2,267.223638
7.054291,6,269.735368
4.271883,4,272.028202
-15.923516,60,279.767694
1.413653,4,282.841064
4.457623,22,291.555373
7.027758,1,292.69685
3.760056,17,295.598505
4.4289,12,297.205482
6.536049,2,298.472418
5.690594,5,300.810376
5.489947,9,304.561824
7.679228,1,305.634211
2.381858,17,310.150057
6.737389,2,311.366078
-12.151674,60,319.482247
-11.816249,46,326.748126
7.878261,2,328.022654
4.734863,6,330.323326
6.080979,4,331.593035
3.710765,5,332.867843
8.805181,8,334.289095
-0.14706,3,335.460559
3.413379,14,342.730551
5.977148,8,347.100315
7.609022,1,349.032033
-17.071024,60,363.095706
4.295949,1,364.177706
4.034409,17,368.489633
2.167982,7,369.880702
6.59111,4,372.346073
7.21906,13,375.048333
-9.486558,60,390.992711
4.227369,14,392.657409
-21.584821,60,401.344917
7.077802,6,403.870841
2.859747,8,406.391706
6.397879,1,407.567057
9.546442,6,412.725816
5.778056,11,416.373325
2.552999,6,418.924998
5.231414,3,420.085747
8.020239,9,423.67697
9.156721,1,424.821879
6.813471,7,426.217404
6.505135,9,427.55972
-2.73788,16,434.299609
7.413088,3,435.978499
3.198471,5,439.427752
4.64433,12,440.977252
2.063792,9,443.391311
-20.367862,60,451.829988
2.578177,11,455.613763
-3.015612,15,458.270277
4.180005,6,461.761438
2.744034,17,466.638148
-21.608844,60,476.521405
6.422099,1,477.621373
-21.643656,60,489.161613
-17.270162,60,500.328945
-4.438895,46,508.008256
5.82749,3,509.270092
4.634919,3,511.560037
5.168158,8,515.317881
7.024223,9,520.809097
-20.682579,60,534.636746
6.767738,1,536.455549
-8.129845,43,546.017748
5.123988,7,548.537185
5.375301,1,549.709532
6.448007,3,550.91963
0.869701,11,554.638871
4.578941,3,555.938096
-17.996535,60,569.768214
2.358874,15,571.458809
-32.080377,60,582.702405
9.184339,2,584.561377
3.845808,6,586.895309
-15.330191,60,599.223843
1.552587,1,600.385314
-0.342107,13,603.094039
7.665047,2,604.267124
5.03988,28,607.331228
9.127009,1,608.521849
5.373537,14,618.50635
4.940106,18,625.245102
7.924268,1,626.343122
4.34394,2,627.491823
8.99967,6,630.008733
-17.341799,60,644.857337
7.053145,20,650.815908
7.184524,2,652.036124
0.113675,13,656.567466
6.412985,5,657.820006
-21.457143,60,677.954305
-15.884886,60,686.476775
1.886379,2,687.581353
5.297289,3,688.71031
3.794173,4,692.181853
4.907263,3,693.361157
5.766678,17,697.511971
4.953848,15,701.261266
-32.25817,60,711.210906
5.226285,11,714.541544
7.648775,1,715.606064
8.249457,1,716.791426
-0.936622,22,722.076712
-9.08007,56,738.022845
7.378646,17,741.96383
7.800464,1,743.05434
-5.174712,13,745.362431
-13.722199,60,760.877711
0.753678,26,770.07944
3.688088,16,772.74737
7.679897,9,775.444854
-37.986279,60,787.768512
6.213474,2,788.949768
5.928914,10,790.414933
7.058306,4,791.695662
7.096688,3,792.921607
-6.581797,49,809.109445
-5.680634,26,813.297763
8.861083,1,814.452254
4.415763,19,824.195715
5.745302,5,825.40842
7.004823,11,828.530704
7.295916,4,829.796074
7.801941,8,831.125199
-22.96329,60,839.785074
7.349133,6,842.239366
6.921174,2,843.46877
7.409653,1,844.552274
-15.060649,60,856.260452
1.762988,5,858.290643
-18.491515,60,873.13352
0.814009,1,874.33522
-16.133912,60,892.877273
4.924421,2,895.259204
-12.320535,57,901.416745
0.40304,19,908.764046
3.086361,16,915.431668
9.062847,1,916.536048
4.080225,1,917.695741
2.574559,9,919.115445
3.78533,7,921.62104
6.814063,1,923.498692
4.486948,3,925.870758
9.9039,7,930.360393
7.208922,1,931.489245
7.706273,5,936.817523
-14.866344,60,951.903108
8.343652,3,953.021925
-1.171353,17,960.510206
2.970767,2,962.56396
5.625196,2,964.448749
7.487446,6,967.97995
1.897544,3,970.209555
2.487724,6,972.570893
