#{"t_start": 1785375049.8673224, "env_id": "None"}
r,l,t
-11.447048,60,16.454202
6.841322,14,17.992529
8.563251,3,19.313198
-11.515486,60,42.179123
-23.358415,60,53.17325
-17.777316,60,68.486619
0.826145,33,75.352194
5.114885,1,77.218746
4.344718,9,78.689667
-17.696813,60,87.682114
-21.673567,60,101.847746
-15.779403,60,112.875401
6.618659,1,114.084447
-17.640833,60,125.40495
-13.277398,60,141.80584
6.7138,14,146.519802
4.876905,2,147.663837
3.554584,2,148.901144
9.137466,9,150.379076
7.514723,3,152.750911
1.383622,5,155.181142
-21.775638,60,169.039637
-0.280526,47,178.716166
-0.313127,29,186.524621
3.220756,1,187.621078
0.935367,1,188.819173
4.83752,1,190.08803
-17.078566,60,207.419681
7.6518,2,209.778876
-19.872863,60,220.441441
-1.542916,33,227.937156
5.031527,3,229.154747
-4.036726,27,232.483502
-17.288526,60,241.952402
5.625482,10,248.398261
7.703251,1,249.555559
-19.96368,60,268.700284
3.319426,2,269.829911
3.237556,12,274.68774
0.796704,15,278.219604
-5.721195,25,285.302662
7.660719,1,286.458724
8.667618,1,287.706843
-3.033065,27,289.78568
1.434958,4,291.140146
2.876142,11,296.087778
1.261738,7,298.601701
7.245673,3,300.941419
-25.319115,60,322.934884
3.512962,2,324.602175
5.549778,4,327.770413
3.722496,1,328.855466
0.112805,5,331.883025
4.146482,2,333.019552
8.978155,2,334.19878
6.931207,5,335.531518
4.350242,24,343.179294
8.317806,2,344.312858
7.902993,1,345.48626
6.613695,2,346.642827
7.660693,9,347.983765
-16.337614,60,363.249248
6.303541,2,365.376908
4.889793,8,369.154859
-42.170502,60,382.522923
5.873065,9,386.178005
-28.488103,60,399.632411
9.019839,10,404.340375
5.397289,12,408.058125
6.104749,5,409.408738
-17.081502,60,424.971608
6.157666,4,427.413082
2.593441,34,433.045347
-16.281414,56,453.804242
-34.698403,60,465.584748
1.662346,11,469.461419
7.939452,1,471.360842
8.719912,2,472.573689
6.231791,5,477.123025
5.113635,1,478.272706
6.757025,3,479.479147
1.929686,7,483.339842
-9.518324,28,485.476646
-23.306397,60,501.927955
4.7536,9,507.368255
