rollout/ep_rew_mean,time/iterations,time/time_elapsed,time/fps,time/total_timesteps,rollout/ep_len_mean,train/explained_variance,train/learning_rate,train/loss,train/clip_range,train/policy_gradient_loss,train/n_updates,train/entropy_loss,train/value_loss,train/approx_kl,train/clip_fraction
1.9862507699999998,23,1036,11,11776,9.01,0.25287264585494995,0.0003,17.612529754638672,0.2,-0.01794360511703417,220,-2.3207481861114503,34.80719983577728,0.009363627,0.0767578125
2.46452612,24,1098,11,12288,9.01,0.2913017272949219,0.0003,19.864633560180664,0.2,-0.009801804320886731,230,-2.3277004092931746,38.13511049747467,0.0071699987,0.01015625
3.0916021600000003,25,1174,10,12800,7.35,0.4323546290397644,0.0003,13.573488235473633,0.2,-0.009344964718911797,240,-2.3066908210515975,21.875019335746764,0.005890814,0.037109375
3.1053222300000005,26,1248,10,13312,6.28,0.31049680709838867,0.0003,9.749320983886719,0.2,-0.012748174602165818,250,-2.3141922831535338,30.512574219703673,0.008556077,0.0333984375
3.28864428,27,1339,10,13824,5.86,0.340734601020813,0.0003,15.989299774169922,0.2,-0.014451079838909208,260,-2.2609000891447066,32.61811158657074,0.007140196,0.0458984375
3.2449316100000005,28,1429,10,14336,5.31,0.23616039752960205,0.0003,10.386029243469238,0.2,-0.017477907717693596,270,-2.1958312898874284,26.483168852329253,0.012940466,0.075
2.3349174099999996,29,1504,9,14848,6.97,0.18386077880859375,0.0003,14.055699348449707,0.2,-0.01198271192261018,280,-2.161748227477074,28.775257682800294,0.0056856996,0.0078125
3.82493705,30,1588,9,15360,5.4,0.37705034017562866,0.0003,16.390233993530273,0.2,-0.009343891241587698,290,-2.2421149909496307,33.520472860336305,0.009300649,0.0583984375
4.22871473,31,1702,9,15872,4.48,0.19261717796325684,0.0003,21.392587661743164,0.2,-0.0057633060379885135,300,-2.240079700946808,44.73421142101288,0.0051312516,0.003125
4.45956914,32,1904,8,16384,3.67,0.37627941370010376,0.0003,4.094173431396484,0.2,-0.021486009861109778,310,-2.173478418588638,21.09899584054947,0.011651563,0.11796875
3.6236762000000002,33,2019,8,16896,4.99,0.3858947157859802,0.0003,6.674530982971191,0.2,-0.016565143724437802,320,-2.101185938715935,17.230509054660796,0.009781642,0.0796875
3.5869551200000007,34,2118,8,17408,4.77,0.27534186840057373,0.0003,16.779254913330078,0.2,-0.01184003262897022,330,-2.1721826553344727,37.21371102333069,0.007742483,0.038671875
2.1387028,35,2203,8,17920,7.3,0.05346477031707764,0.0003,17.358964920043945,0.2,-0.009013736504130065,340,-2.1709130614995957,37.95909314155578,0.0058202166,0.023828125
3.10603906,36,2300,8,18432,5.69,0.3329963684082031,0.0003,21.155967712402344,0.2,-0.009905807772884145,350,-2.1568319320678713,30.837658309936522,0.0062706852,0.0197265625
3.0821333600000003,37,2404,7,18944,5.79,0.2811087965965271,0.0003,12.546128273010254,0.2,-0.009972048993222415,360,-2.1867260903120043,36.16022067070007,0.005893992,0.048828125
4.00908142,38,2526,7,19456,4.16,0.40668225288391113,0.0003,12.816051483154297,0.2,-0.01194940636632964,370,-2.1846290439367295,27.415323615074158,0.007796389,0.02890625
1.65479505,39,2601,7,19968,7.99,0.3671373128890991,0.0003,27.909626007080078,0.2,-0.012442594597814605,380,-2.1926592916250227,44.133546876907346,0.010165009,0.098046875
2.5139435300000006,40,2685,7,20480,7.41,0.3590964674949646,0.0003,17.020771026611328,0.2,-0.011847226784448139,390,-2.24323528110981,31.369127774238585,0.007199496,0.0369140625
2.83746287,41,2772,7,20992,6.37,0.4182136058807373,0.0003,23.8239688873291,0.2,-0.013944445224478842,400,-2.245177721977234,37.305615758895875,0.0060973167,0.0626953125
4.39753997,42,2883,7,21504,4.27,0.3008131980895996,0.0003,8.884801864624023,0.2,-0.006923047488089651,410,-2.192100602388382,32.43411827087402,0.003923782,0.0044921875
1.95532414,43,3000,7,22016,7.38,0.39699888229370117,0.0003,14.81245231628418,0.2,-0.012344079464673996,420,-2.142413479089737,27.46715142726898,0.009170689,0.0572265625
4.59379067,44,3110,7,22528,3.62,0.26522350311279297,0.0003,11.073018074035645,0.2,-0.006487955938791856,430,-2.2053838193416597,27.633215713500977,0.007388939,0.0236328125
2.7915170600000003,45,3209,7,23040,6.36,0.37420690059661865,0.0003,10.689684867858887,0.2,-0.018240926135331393,440,-2.146025162935257,30.668237042427062,0.008961686,0.06015625
4.17491641,46,3315,7,23552,4.07,0.11111336946487427,0.0003,18.10418701171875,0.2,-0.00998363281833008,450,-2.0517615765333175,32.58316023349762,0.0055537643,0.0169921875
4.27115306,47,3419,7,24064,4.75,0.3653331995010376,0.0003,9.476008415222168,0.2,-0.017255786701571196,460,-2.1053468614816664,28.15763909816742,0.01096106,0.062109375
3.64144141,48,3540,6,24576,5.0,0.3584408164024353,0.0003,14.566884994506836,0.2,-0.022050185641273857,470,-2.0691766396164892,28.773939347267152,0.009546248,0.07578125
2.83016929,49,3638,6,25088,5.25,0.22738391160964966,0.0003,15.240398406982422,0.2,-0.0123550915857777,480,-2.034808874130249,29.68076958656311,0.008617772,0.033984375
1.9405827299999998,50,3737,6,25600,7.17,0.2487952709197998,0.0003,14.050704002380371,0.2,-0.011243320733774454,490,-2.156624120473862,30.738037300109863,0.007131312,0.084375
3.9875627799999993,51,3868,6,26112,3.87,0.27809977531433105,0.0003,14.074769973754883,0.2,-0.023528878384968265,500,-2.147899475693703,28.413646817207336,0.010299773,0.116015625
2.7537091399999998,52,3953,6,26624,5.99,0.3407812714576721,0.0003,11.50065803527832,0.2,-0.011263157534995117,510,-2.0922182992100717,31.23464971780777,0.006731565,0.0431640625
3.9268247199999995,53,4107,6,27136,3.17,0.36255520582199097,0.0003,11.371400833129883,0.2,-0.014324474797467701,520,-2.190168261528015,27.432741284370422,0.010049053,0.1025390625
4.54251017,54,4273,6,27648,2.88,0.19767099618911743,0.0003,17.174516677856445,0.2,-0.012397175235673786,530,-1.8618271946907043,28.760499787330627,0.0068048183,0.0357421875
3.3506650399999995,55,4388,6,28160,5.03,0.18507510423660278,0.0003,8.709819793701172,0.2,-0.012671523680910467,540,-1.8722498580813407,20.20661563873291,0.011504617,0.0634765625
3.02932591,56,4504,6,28672,4.74,0.2989722490310669,0.0003,9.150548934936523,0.2,-0.012153388129081576,550,-2.1166274413466453,23.80708118677139,0.009403833,0.0650390625
3.4805743600000003,57,4619,6,29184,5.08,0.26029616594314575,0.0003,16.843109130859375,0.2,-0.013833197113126517,560,-2.0903300061821937,26.852290773391722,0.008002741,0.0484375
3.4999141999999996,58,4707,6,29696,5.15,0.3315013647079468,0.0003,15.824663162231445,0.2,-0.011412887612823396,570,-2.063438682258129,24.77436954975128,0.006164908,0.0353515625
2.48225904,59,4792,6,30208,5.85,0.25431114435195923,0.0003,11.738656044006348,0.2,-0.015842080756556243,580,-2.061736500263214,25.563165390491484,0.0078334585,0.0443359375
0.26033101999999997,60,4851,6,30720,10.0,0.0005297660827636719,0.0003,15.783387184143066,0.2,-0.010720962902996688,590,-2.1651366382837294,27.58548505306244,0.0076571167,0.1287109375
-0.6732795699999999,61,4908,6,31232,11.47,-0.14074492454528809,0.0003,6.119624614715576,0.2,-0.015864476218121128,600,-2.2727669328451157,20.26329572200775,0.010430841,0.0927734375
-2.3746629200000005,62,4939,6,31744,16.0,-0.07401251792907715,0.0003,5.901732444763184,0.2,-0.016733970982022582,610,-2.29532176554203,21.5413534283638,0.007427163,0.0986328125
-1.3279703500000004,63,4981,6,32256,15.27,0.060076773166656494,0.0003,7.957447052001953,0.2,-0.019286774727515877,620,-2.3188233345746996,17.474913293123244,0.01070279,0.0947265625
-1.9909487200000004,64,5018,6,32768,18.21,0.002250492572784424,0.0003,7.965490341186523,0.2,-0.02201504447730258,630,-2.301336294412613,12.130923455953598,0.010625094,0.084765625
-1.2079874700000002,65,5062,6,33280,17.4,0.10725343227386475,0.0003,3.6824522018432617,0.2,-0.011213898472487927,640,-2.315158286690712,12.562109452486037,0.007554842,0.028125
-0.9869338899999996,66,5096,6,33792,18.25,0.3250357508659363,0.0003,5.281081199645996,0.2,-0.017354198294924572,650,-2.3357623338699343,9.164079451560974,0.009313876,0.0787109375
-1.2688548400000004,67,5132,6,34304,19.09,-0.10244786739349365,0.0003,3.374335765838623,0.2,-0.016517574177123608,660,-2.3334839582443236,9.888200998306274,0.010179145,0.088671875
-0.6706458300000001,68,5175,6,34816,17.98,-0.18708586692810059,0.0003,3.250681161880493,0.2,-0.01222107647336088,670,-2.2989097625017165,9.231382089853287,0.008660461,0.0462890625
-0.6812390899999999,69,5215,6,35328,19.34,0.10085511207580566,0.0003,5.611603260040283,0.2,-0.01654410181508865,680,-2.2922658741474153,9.932068866491317,0.010875717,0.0921875
-0.9910074799999998,70,5269,6,35840,18.61,0.11349105834960938,0.0003,6.30624532699585,0.2,-0.016254442441277207,690,-2.2820798337459562,10.152423942089081,0.009295031,0.062109375
-1.0727438599999999,71,5324,6,36352,17.73,0.24028152227401733,0.0003,4.706173896789551,0.2,-0.018635146936867387,700,-2.269687271118164,12.298780244588851,0.008684803,0.0517578125
-1.5121499900000002,72,5360,6,36864,17.94,0.10799837112426758,0.0003,6.877633094787598,0.2,-0.0137646219227463,710,-2.251391810178757,12.250081902742386,0.007197904,0.041796875
-1.23489755,73,5386,6,37376,18.43,-0.10150754451751709,0.0003,3.8429677486419678,0.2,-0.018640049558598548,720,-2.2467689037323,10.641910463571548,0.011144576,0.0837890625
-0.9631481800000001,74,5442,6,37888,19.09,-0.007799386978149414,0.0003,1.4823322296142578,0.2,-0.01464439730916638,730,-2.254390907287598,6.040571820735932,0.009778843,0.0830078125
-2.0596892400000004,75,5474,7,38400,22.06,-0.21891510486602783,0.0003,4.1012372970581055,0.2,-0.02529111146577634,740,-2.1949098616838456,13.04220171570778,0.01102074,0.0734375
-1.3339553499999999,76,5525,7,38912,20.83,-0.015147686004638672,0.0003,2.6070241928100586,0.2,-0.021127795375650748,750,-2.2542735993862153,6.306227043271065,0.012063828,0.1162109375
-1.14619379,77,5567,7,39424,19.48,0.010287582874298096,0.0003,6.1741251945495605,0.2,-0.022313674833276308,760,-2.2499727696180343,9.882193875312804,0.012094784,0.0806640625
-0.34005255999999995,78,5618,7,39936,18.56,0.1128237247467041,0.0003,2.2837295532226562,0.2,-0.01176368192973314,770,-2.2660043001174928,6.394342163205147,0.007864548,0.055078125
-0.25848330999999986,79,5663,7,40448,18.09,0.22346466779708862,0.0003,2.5602171421051025,0.2,-0.021361217874800786,780,-2.2451990455389024,8.282192382216454,0.012616478,0.123828125
-0.5017111599999999,80,5704,7,40960,18.85,0.1158406138420105,0.0003,3.6194841861724854,0.2,-0.012096062063938007,790,-2.252229940891266,9.011991176009179,0.006392576,0.0345703125
-0.8922076700000001,81,5743,7,41472,19.17,0.11181455850601196,0.0003,4.149593353271484,0.2,-0.016110282932640985,800,-2.2594892412424086,8.034295660257339,0.014128554,0.1212890625
-1.8262133900000002,82,5778,7,41984,21.98,-0.0024619102478027344,0.0003,2.0073797702789307,0.2,-0.017782367509789766,810,-2.27049306333065,6.351954102516174,0.007967381,0.0626953125
-2.1495218899999995,83,5802,7,42496,23.11,-0.042652130126953125,0.0003,1.3671464920043945,0.2,-0.01309373828698881,820,-2.2848607689142226,5.741187007725239,0.0105057545,0.0759765625
-2.1362581099999995,84,5841,7,43008,22.97,0.008420288562774658,0.0003,1.8005305528640747,0.2,-0.017179652345657815,830,-2.3018155962228777,2.825211822986603,0.01563168,0.1673828125
-2.2993788,85,5879,7,43520,23.71,0.045902907848358154,0.0003,4.301512241363525,0.2,-0.01569221415556967,840,-2.248285320401192,10.044969654083252,0.008341103,0.052734375
-2.19298746,86,5905,7,44032,24.43,-0.0453181266784668,0.0003,4.1986403465271,0.2,-0.01422913945862092,850,-2.271437206864357,11.221730029582977,0.011896234,0.10390625
-0.9178496600000001,87,5942,7,44544,21.15,0.10177010297775269,0.0003,0.9882678985595703,0.2,-0.014600316243013367,860,-2.295962944626808,5.158204570412636,0.011782825,0.0740234375
-0.66633812,88,5978,7,45056,20.65,-0.04922902584075928,0.0003,4.135974407196045,0.2,-0.016744277396355756,870,-2.2811383813619615,7.997025379538536,0.0093045365,0.050390625
-0.28772738999999997,89,6009,7,45568,20.8,0.1947963833808899,0.0003,0.806286633014679,0.2,-0.025836384540889414,880,-2.284271225333214,3.7264624178409576,0.016013809,0.194921875
-0.82106475,90,6040,7,46080,22.14,0.011566162109375,0.0003,3.307778835296631,0.2,-0.013550797407515348,890,-2.2823676735162737,7.091602855920792,0.009348746,0.071484375
-0.79657503,91,6072,7,46592,21.41,-0.01355600357055664,0.0003,3.7707622051239014,0.2,-0.015802254354639445,900,-2.2616247087717056,9.049940395355225,0.0121054705,0.0919921875
-1.58344902,92,6103,7,47104,23.53,0.22693586349487305,0.0003,2.668609142303467,0.2,-0.02230572811095044,910,-2.225959914922714,6.883123776316642,0.010041019,0.0751953125
-1.81114084,93,6136,7,47616,24.2,-0.3061978816986084,0.0003,4.945598125457764,0.2,-0.013037116458872334,920,-2.244452914595604,8.628048673272133,0.009183457,0.0541015625
-0.5508396600000001,94,6179,7,48128,19.91,-4.267692565917969e-05,0.0003,4.75236177444458,0.2,-0.015234309493098407,930,-2.2342196077108385,7.20405994951725,0.011091929,0.0484375
-0.9042236200000001,95,6209,7,48640,21.09,0.3012213706970215,0.0003,2.2328553199768066,0.2,-0.012910458512487821,940,-2.2527793794870377,8.113650566339492,0.0075666625,0.0384765625
-0.16679514999999992,96,6247,7,49152,18.8,0.1622927188873291,0.0003,1.868942379951477,0.2,-0.012100689514772967,950,-2.3088655948638914,5.142224961519242,0.00799308,0.039453125
-0.5138053699999999,97,6274,7,49664,19.88,0.08189475536346436,0.0003,2.5499985218048096,0.2,-0.015115011110901832,960,-2.2907046914100646,9.98024034500122,0.0075762398,0.0759765625
-0.41209192999999983,98,6307,7,50176,19.85,-0.0018548965454101562,0.0003,3.1234405040740967,0.2,-0.016249485686421393,970,-2.306460365653038,5.76075604557991,0.01451248,0.0822265625
-0.63206232,99,6345,7,50688,19.62,0.12705868482589722,0.0003,1.526487946510315,0.2,-0.02202981907175854,980,-2.3126547992229463,7.172293770313263,0.015036893,0.154296875
-1.39419581,100,6383,8,51200,21.45,0.1594325304031372,0.0003,4.486631393432617,0.2,-0.013815399975283072,990,-2.301332321763039,7.380597856640816,0.007862111,0.074609375
-1.06124708,101,6425,8,51712,20.84,0.06528514623641968,0.0003,2.1557512283325195,0.2,-0.01972908937605098,1000,-2.2596621334552767,5.123102062940598,0.011991241,0.1115234375
-0.36431055,102,6494,8,52224,17.05,0.09638440608978271,0.0003,2.64591383934021,0.2,-0.01703229920240119,1010,-2.2473275631666185,7.016483268141746,0.006823121,0.064453125
-0.4130368299999998,103,6540,8,52736,17.03,0.1039121150970459,0.0003,6.901427268981934,0.2,-0.013858649629401042,1020,-2.200096508860588,12.222431653738022,0.0066719973,0.0400390625
-0.5621531100000002,104,6577,8,53248,16.74,-0.1245427131652832,0.0003,1.8209850788116455,0.2,-0.010717060166643932,1030,-2.230640685558319,5.910279786586761,0.007829713,0.0173828125
-1.50662309,105,6612,8,53760,19.0,-0.024066448211669922,0.0003,3.1628530025482178,0.2,-0.01439774371101521,1040,-2.193860423564911,8.627013337612151,0.010569552,0.0634765625
-1.7167385899999998,106,6648,8,54272,19.14,0.038392066955566406,0.0003,3.699979543685913,0.2,-0.012881031725555658,1050,-2.2495122373104097,9.734984973073006,0.007779161,0.0708984375
-2.2785797499999996,107,6677,8,54784,20.17,-0.0032720565795898438,0.0003,2.1011970043182373,0.2,-0.010822046408429742,1060,-2.255187454819679,6.123251819610596,0.005801136,0.0140625
-2.78346256,108,6709,8,55296,22.47,0.3145098090171814,0.0003,1.826865792274475,0.2,-0.021063398045953363,1070,-2.262165042757988,4.352589710056781,0.01072558,0.098046875
-2.6672122300000005,109,6751,8,55808,22.83,0.0925910472869873,0.0003,5.481879234313965,0.2,-0.011440969083923846,1080,-2.2471617072820664,6.919473257660866,0.0063857203,0.01953125
-2.5806828200000003,110,6778,8,56320,23.39,-0.10852909088134766,0.0003,3.1983957290649414,0.2,-0.011617443599971012,1090,-2.229019543528557,8.239866930246354,0.006403294,0.0478515625
-1.45073271,111,6825,8,56832,20.86,-0.004835844039916992,0.0003,0.8742948174476624,0.2,-0.015001589863095433,1100,-2.289280039072037,5.412949399650097,0.014690373,0.1474609375
-0.7569578400000003,112,6862,8,57344,19.29,0.07347702980041504,0.0003,4.845602989196777,0.2,-0.014393907901830972,1110,-2.252545917034149,10.429509073495865,0.008023208,0.04609375
-0.8449565899999996,113,6915,8,57856,20.1,0.1522308588027954,0.0003,4.759341239929199,0.2,-0.012952654354739935,1120,-2.2656219065189362,8.68671419620514,0.0065093,0.026953125
-0.4296654999999999,114,6954,8,58368,19.03,-0.07464969158172607,0.0003,1.1543673276901245,0.2,-0.011951904004672543,1130,-2.2651320666074755,6.541663810610771,0.009051153,0.04140625
-1.0192769400000001,115,6997,8,58880,20.49,-0.1298273801803589,0.0003,3.520805597305298,0.2,-0.010980590508552268,1140,-2.260490620136261,7.308094698190689,0.014244401,0.0826171875
-1.5711712700000005,116,7027,8,59392,21.61,0.057828307151794434,0.0003,3.0168616771698,0.2,-0.020341704244492574,1150,-2.235117158293724,6.535127574205399,0.011294557,0.0958984375
-1.5841936900000007,117,7065,8,59904,20.82,-0.28352904319763184,0.0003,3.74461030960083,0.2,-0.005876325315330178,1160,-2.2466955691576005,9.914833468198776,0.004305208,0.0181640625
-1.5079576000000003,118,7093,8,60416,21.33,0.000633537769317627,0.0003,3.2394912242889404,0.2,-0.015819933841703458,1170,-2.232716938853264,8.719245328009128,0.006363762,0.0435546875
-2.47839803,119,7118,8,60928,23.06,-0.6252498626708984,0.0003,2.971510171890259,0.2,-0.012436023476766422,1180,-2.257067456841469,7.325560739636421,0.011579959,0.074609375
-2.77786983,120,7148,8,61440,24.68,0.040966928005218506,0.0003,3.997873306274414,0.2,-0.0169711594178807,1190,-2.2559729754924773,8.247312000393867,0.010026252,0.108203125
-3.07685313,121,7186,8,61952,25.34,-0.002802133560180664,0.0003,2.630781650543213,0.2,-0.019004250317811965,1200,-2.237193712592125,6.417502200603485,0.013451625,0.1630859375
-3.482179150000001,122,7212,8,62464,27.04,0.015427589416503906,0.0003,4.311647891998291,0.2,-0.013041730358963832,1210,-2.238032189011574,6.457058694958687,0.008252177,0.0611328125
-3.97899304,123,7241,8,62976,28.53,-0.003184676170349121,0.0003,2.7333104610443115,0.2,-0.011435651703504846,1220,-2.300893318653107,6.489286711812019,0.008773217,0.0609375
-3.93026339,124,7272,8,63488,29.11,0.15399008989334106,0.0003,1.9472535848617554,0.2,-0.017617783101741225,1230,-2.297799676656723,4.7654847040772434,0.012851974,0.07578125
-2.9223994400000004,125,7305,8,64000,26.46,-0.06726348400115967,0.0003,2.1471521854400635,0.2,-0.015430004830705002,1240,-2.3075709342956543,4.285891348123551,0.008073117,0.050390625
-3.7215487799999996,126,7319,8,64512,28.94,-0.00834345817565918,0.0003,2.484055280685425,0.2,-0.01458661698270589,1250,-2.28188678920269,8.273200541734695,0.009232784,0.0583984375
-4.34038094,127,7345,8,65024,30.97,-0.04595065116882324,0.0003,0.25836271047592163,0.2,-0.024804524483624846,1260,-2.3164176791906357,2.3979159012436866,0.010853386,0.0896484375
-3.754723120000001,128,7386,8,65536,28.87,0.10431349277496338,0.0003,2.566235303878784,0.2,-0.02433451374527067,1270,-2.3108550906181335,5.577852131426335,0.012442779,0.1109375
-4.24758972,129,7410,8,66048,30.46,-0.4102538824081421,0.0003,1.627575159072876,0.2,-0.01439042974379845,1280,-2.293114385008812,7.72618713080883,0.012235081,0.050390625
-3.7302541799999993,130,7448,8,66560,28.31,-0.039137840270996094,0.0003,1.8618210554122925,0.2,-0.025242758754757233,1290,-2.311454576253891,3.2509542495012282,0.017080352,0.1765625
-4.203607860000001,131,7478,8,67072,29.39,0.006009042263031006,0.0003,4.482741355895996,0.2,-0.023094906855840237,1300,-2.24411578476429,7.752151522040367,0.014762739,0.147265625
-2.9556193100000003,132,7525,8,67584,26.98,0.0233115553855896,0.0003,3.1172072887420654,0.2,-0.02489106008433737,1310,-2.2068564534187316,8.858865267038345,0.00942672,0.07109375
-3.1130019599999996,133,7563,9,68096,28.55,0.04141956567764282,0.0003,1.5586020946502686,0.2,-0.013023663067724556,1320,-2.247452959418297,9.954948925971985,0.008529097,0.0650390625
-3.1226288700000002,134,7593,9,68608,28.48,-0.008989810943603516,0.0003,4.2336506843566895,0.2,-0.02171100540435873,1330,-2.2451310992240905,7.603727424144745,0.012262104,0.0953125
-2.40671058,135,7624,9,69120,26.74,0.00984126329421997,0.0003,1.4385989904403687,0.2,-0.012873609107919038,1340,-2.246587860584259,4.241210892796516,0.0105854925,0.09296875
-3.1736162600000006,136,7650,9,69632,29.4,0.01004558801651001,0.0003,0.8281677961349487,0.2,-0.01477488701348193,1350,-2.2389595925807955,4.510979656875134,0.007993499,0.0482421875
-3.233690239999999,137,7679,9,70144,30.12,-0.298580527305603,0.0003,3.2867250442504883,0.2,-0.01754218533169478,1360,-2.2264266282320024,6.623800870776177,0.007613669,0.075
-3.33026184,138,7700,9,70656,30.02,0.11955106258392334,0.0003,1.3517850637435913,0.2,-0.016050858789822087,1370,-2.212734305858612,6.133873781561851,0.007454399,0.051171875
-2.2887499600000005,139,7731,9,71168,28.03,0.061098456382751465,0.0003,1.0939213037490845,0.2,-0.017007086187368257,1380,-2.269438663125038,3.949185739457607,0.009481978,0.0744140625
-2.11898683,140,7762,9,71680,27.57,-0.044438719749450684,0.0003,2.5780632495880127,0.2,-0.013080533704487607,1390,-2.2530322551727293,11.311659651994706,0.008147586,0.0318359375
-1.5508133300000007,141,7811,9,72192,25.93,0.03294253349304199,0.0003,1.8984843492507935,0.2,-0.01753098798217252,1400,-2.2589903265237807,7.022996670007705,0.009065363,0.046875
-1.8017905999999997,142,7849,9,72704,26.01,-0.03547084331512451,0.0003,1.7110685110092163,0.2,-0.010766108593088575,1410,-2.2683022052049635,5.216618417203426,0.00827276,0.033984375
-1.5459793599999998,143,7893,9,73216,25.42,0.13424968719482422,0.0003,4.0152997970581055,0.2,-0.018267167764133774,1420,-2.2668142348527907,6.140213179588318,0.012198649,0.0958984375
-2.3003127699999997,144,7917,9,73728,28.01,-0.1834641695022583,0.0003,2.856795072555542,0.2,-0.018480097677093,1430,-2.2919373154640197,6.73928739130497,0.0087879915,0.0603515625
-2.8743299000000007,145,7948,9,74240,28.76,-0.07520425319671631,0.0003,1.4382410049438477,0.2,-0.02181884607998654,1440,-2.3350918173789976,3.2363670751452447,0.01563142,0.1396484375
-3.327764159999999,146,7981,9,74752,30.31,0.00475466251373291,0.0003,1.8105438947677612,0.2,-0.023889445868553592,1450,-2.3087654054164886,4.758391676098109,0.012732152,0.1103515625
-3.977374709999999,147,8021,9,75264,30.27,-0.004040241241455078,0.0003,2.07826828956604,0.2,-0.020889278588583693,1460,-2.226586350798607,6.388606345653534,0.011164581,0.1275390625
-3.79707288,148,8053,9,75776,30.32,-0.0331876277923584,0.0003,5.401899814605713,0.2,-0.026790765969781204,1470,-2.2761769533157348,12.093211558461189,0.010771537,0.1146484375
-3.70236958,149,8097,9,76288,29.58,0.04910767078399658,0.0003,3.7859315872192383,0.2,-0.019152805232442914,1480,-2.2459023028612135,4.224734100699425,0.010674166,0.0646484375
-3.3461430199999995,150,8138,9,76800,27.77,0.11614125967025757,0.0003,1.9178550243377686,0.2,-0.01762057051528245,1490,-2.269436886906624,5.355098836123943,0.012532236,0.13515625
