#{"t_start": 1785309798.3607888, "env_id": "None"}
r,l,t,success,freeze_attempted,d_m,alpha_deg
8.867865,1,1.654474,True,True,0.0002863726445010168,1.8836850749719372
5.446756,6,5.085187,True,True,0.0010828021447650358,7.630656654203316
2.236947,15,9.927777,True,True,0.0014825260764962014,12.266031743687307
-23.256798,60,21.146281,False,True,0.011453735276533471,56.76813818779213
7.053882,15,24.717116,True,True,0.004813163024488829,3.6779293061608818
2.980164,3,25.888109,True,True,0.00015279062579666913,12.262796137297151
0.560307,24,27.700206,True,True,0.006747361655809296,11.752374603410333
3.597913,19,33.225623,True,True,7.148115731915009e-05,5.140898895135858
-1.360102,10,36.619068,True,True,0.004264803511946453,15.90151131782424
2.113812,16,43.285768,True,True,0.002537524008963055,9.505490946285056
-17.428114,60,55.867768,False,True,0.011691028721147103,33.51882245191581
-5.293157,44,61.039634,True,True,0.011098193506182106,17.449308457610943
4.173112,1,62.313129,True,True,0.0023033911818403034,10.360767710061523
-14.881978,60,70.698019,False,True,0.026101963111936487,33.372436492400006
-21.936122,60,88.705362,False,True,0.03432068873937504,15.263620772745641
8.517861,16,93.27599,True,True,0.002674853640724683,3.1669434531352136
4.453249,2,94.318556,True,True,0.00016856711455869814,9.722634749734755
2.382219,8,97.900244,True,True,0.00016587941132608156,13.031995570609817
-1.206041,4,98.997678,True,True,7.631649716764353e-06,15.382266001580174
0.293219,10,102.558164,True,True,0.0037837085339754717,15.823235876351792
6.589543,4,103.724797,True,True,0.0005963968658989072,6.488116970488457
4.639393,12,108.143666,True,True,0.007246073356042112,8.193715457498
0.860342,4,109.279064,True,True,0.00464668380950363,17.06541015611387
0.797848,6,111.5058,True,True,0.007251280463373603,15.912824793622216
9.255256,2,112.623714,True,True,0.011914688834411921,1.053818133639206
-30.595087,60,125.744117,False,True,0.0055558515547212825,31.96078032094884
6.499768,7,127.075291,True,True,0.004450003265166367,4.805830214810441
7.755668,6,129.220178,True,True,1.2403960786734592e-05,3.6092473367814644
6.637169,10,131.490245,True,True,0.0003488165771558197,4.469806529726838
6.974538,15,135.249721,True,True,0.00032409626531651817,5.110472240916131
