rollout/exploration_rate,time/fps,time/episodes,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,train/loss,train/learning_rate,train/n_updates
0.9822666666666665,8,4,8.0,4.860418,6,56,,,
0.9417333333333334,15,8,13.0,3.084421125,11,184,,,
0.9316000000000002,13,12,12.166666666666666,2.5755935,16,216,0.3038182556629181,0.001,1
0.9189333333333333,12,16,13.6875,1.5873825624999998,21,256,0.43434834480285645,0.001,3
0.9049999999999999,11,20,11.95,2.2591884499999995,25,300,0.3296999931335449,0.001,6
0.8809333333333332,12,24,13.25,0.9460989166666668,30,376,0.20937579870224,0.001,11
0.8378666666666666,14,28,15.714285714285714,-0.5034197857142855,35,512,0.16593529284000397,0.001,19
0.8138,14,32,14.78125,0.27879662500000024,41,588,0.7792198657989502,0.001,24
0.7935333333333334,13,36,17.10810810810811,-0.42982348648648633,46,652,0.12590186297893524,0.001,28
0.7529999999999998,15,40,17.35,-0.22959784999999977,51,780,0.32561492919921875,0.001,36
0.7086666666666666,16,44,19.59090909090909,-0.8591417954545452,57,920,0.20481330156326294,0.001,45
0.6656,16,48,19.729166666666668,-0.7869287708333331,63,1056,0.08331844955682755,0.001,53
0.6301333333333334,17,52,21.75,-1.4680340961538458,68,1168,0.07202914357185364,0.001,60
0.5870666666666668,17,56,21.589285714285715,-1.4553279285714282,74,1304,0.04560098797082901,0.001,69
0.5617333333333332,17,60,21.783333333333335,-1.1585979166666662,79,1384,0.07656796276569366,0.001,74
0.5503333333333333,17,64,21.953125,-1.15461475,82,1420,0.05980772152543068,0.001,76
0.4743333333333333,18,68,23.455882352941178,-1.7163592499999998,88,1660,0.15885020792484283,0.001,91
0.4173333333333332,19,72,24.083333333333332,-1.8492621527777777,95,1840,0.17282557487487793,0.001,102
0.3983333333333332,19,76,24.855263157894736,-2.0458207105263155,98,1900,0.31175151467323303,0.001,106
0.3654000000000003,19,80,24.575,-1.7141286249999996,104,2004,0.08335834741592407,0.001,113
0.29953333333333354,19,84,25.642857142857142,-2.0258525119047617,111,2212,0.2628953754901886,0.001,126
0.2830666666666666,19,88,25.454545454545453,-1.8922376704545452,115,2264,0.078121617436409,0.001,129
0.21086666666666665,20,92,26.25,-1.9468817934782607,122,2492,0.20318536460399628,0.001,143
0.1880666666666665,20,96,26.145833333333332,-1.8020813541666663,127,2564,0.16489429771900177,0.001,148
0.13486666666666658,20,100,26.41,-2.2767393799999995,134,2732,0.16055674850940704,0.001,158
0.07786666666666708,20,104,27.9,-2.6653162900000003,140,2912,0.08335123211145401,0.001,169
0.05,20,108,28.4,-2.7526311000000003,146,3052,0.1169789731502533,0.001,178
0.05,21,112,30.38,-3.14234748,153,3292,0.15236935019493103,0.001,193
0.05,22,116,32.05,-3.4409415400000007,159,3532,0.12506580352783203,0.001,208
0.05,21,120,32.49,-3.55614547,164,3572,0.36048203706741333,0.001,211
0.05,21,124,32.33,-3.2093558200000003,170,3640,0.14653900265693665,0.001,215
0.05,20,128,31.15,-2.5930179899999994,174,3656,0.053172994405031204,0.001,216
0.05,21,132,32.63,-2.9836001800000003,181,3820,0.2330721914768219,0.001,226
0.05,21,136,32.34,-3.10718378,186,3940,0.14101353287696838,0.001,234
0.05,21,140,33.45,-3.55772989,193,4140,0.22142517566680908,0.001,246
0.05,21,144,33.58,-3.431028450000001,199,4304,0.16805648803710938,0.001,256
0.05,21,148,33.96,-3.42908405,206,4432,0.08876773715019226,0.001,264
0.05,21,152,33.34,-3.146719500000001,212,4548,0.2762325704097748,0.001,272
0.05,21,156,33.78,-3.0617327800000003,218,4676,0.1853119432926178,0.001,280
0.05,21,160,34.61,-3.348152190000001,224,4868,0.07788210362195969,0.001,292
0.05,21,164,35.44,-3.489601090000001,230,5032,0.09718896448612213,0.001,302
0.05,21,168,34.76,-3.0690532099999994,236,5164,0.17299732565879822,0.001,310
0.05,21,172,34.59,-2.94811738,242,5272,0.12952685356140137,0.001,317
0.05,21,176,33.68,-2.78300059,247,5360,0.181833878159523,0.001,322
0.05,21,180,34.73,-3.35696373,253,5520,0.13841310143470764,0.001,332
0.05,21,184,34.66,-3.19976724,259,5696,0.19043788313865662,0.001,343
0.05,21,188,35.11,-3.3123271299999995,266,5840,0.0914078950881958,0.001,352
0.05,22,192,35.76,-3.9427757499999996,272,6080,0.2880457639694214,0.001,367
0.05,22,196,37.21,-4.35088926,279,6320,0.23855531215667725,0.001,382
0.05,22,200,36.87,-3.7773502900000007,284,6416,0.1369275003671646,0.001,388
0.05,22,204,37.46,-3.96647313,291,6656,0.06342820823192596,0.001,403
0.05,22,208,38.05,-4.11411522,297,6840,0.115243099629879,0.001,415
0.05,23,212,38.05,-4.105579260000001,303,7080,0.3018378019332886,0.001,430
0.05,23,216,37.1,-3.6708545900000007,309,7232,0.13419564068317413,0.001,439
0.05,23,220,38.86,-4.09578709,316,7472,0.022818660363554955,0.001,454
0.05,23,224,40.63,-4.51981074,322,7712,0.14830832183361053,0.001,469
0.05,24,228,42.99,-5.165903030000001,329,7952,0.14060598611831665,0.001,484
0.05,24,232,43.11,-5.28270034,334,8100,0.11513017117977142,0.001,494
0.05,24,236,44.29,-5.19526647,341,8340,0.24302202463150024,0.001,509
0.05,24,240,44.55,-5.05019904,347,8580,0.15005770325660706,0.001,524
0.05,24,244,45.14,-5.22242436,354,8820,0.04438553377985954,0.001,539
0.05,24,248,45.79,-5.38430968,360,8996,0.1903567910194397,0.001,550
0.05,25,252,46.97,-5.670999840000002,367,9236,0.17075403034687042,0.001,565
0.05,25,256,48.15,-6.047949149999999,374,9476,0.07660889625549316,0.001,580
0.05,25,260,47.01,-5.717257710000001,379,9544,0.22223100066184998,0.001,584
0.05,25,264,46.53,-5.542295620000001,386,9728,0.23568002879619598,0.001,595
0.05,25,268,46.54,-5.56215902,391,9788,0.07962693274021149,0.001,599
0.05,25,272,47.13,-5.720207349999999,397,9984,0.10250308364629745,0.001,611
0.05,25,276,48.31,-5.8257926399999995,404,10216,0.024885520339012146,0.001,626
0.05,25,280,48.32,-5.609494639999999,410,10364,0.025223469361662865,0.001,635
0.05,25,284,48.43,-5.57029106,417,10556,0.1462516039609909,0.001,647
0.05,25,288,48.94,-5.70944564,423,10708,0.08023884147405624,0.001,657
0.05,25,292,48.35,-5.10683415,429,10944,0.02245854213833809,0.001,671
0.05,25,296,46.58,-4.58277956,434,10960,0.08803655207157135,0.001,672
0.05,25,300,45.7,-4.357520859999999,439,10980,0.13276053965091705,0.001,674
0.05,24,304,43.95,-3.8104227299999995,444,11036,0.07570713758468628,0.001,677
0.05,24,308,42.78,-3.5314226200000003,449,11096,0.13485680520534515,0.001,681
0.05,24,312,41.71,-3.1857299,455,11248,0.0408904068171978,0.001,690
0.05,24,316,40.36,-2.9462337,460,11280,0.2672502398490906,0.001,692
0.05,24,320,39.2,-2.8735342200000002,465,11336,0.170270174741745,0.001,696
0.05,24,324,37.47,-2.4138036100000004,471,11496,0.10167019069194794,0.001,706
0.05,24,328,36.88,-2.55909261,477,11600,0.021265754476189613,0.001,712
0.05,24,332,36.78,-2.4871201600000004,483,11796,0.1032613217830658,0.001,725
0.05,24,336,36.78,-2.8014603500000006,490,12036,0.012286265380680561,0.001,740
0.05,24,340,36.48,-2.7053004100000004,496,12220,0.08665019273757935,0.001,751
0.05,24,344,34.72,-2.2105213299999997,500,12244,0.09009671956300735,0.001,753
0.05,24,348,34.44,-2.1548065800000002,507,12464,0.03796487674117088,0.001,766
0.05,24,352,34.44,-2.14560196,514,12704,0.07007674127817154,0.001,781
0.05,24,356,33.66,-1.84257471,520,12868,0.053627364337444305,0.001,792
0.05,24,360,35.39,-2.3865236400000005,527,13108,0.010804276913404465,0.001,807
0.05,24,364,36.46,-2.7472154700000004,534,13348,0.26727011799812317,0.001,822
0.05,25,368,37.06,-2.92680951,541,13568,0.06265459954738617,0.001,835
0.05,25,372,37.23,-3.56526881,547,13744,0.01992175541818142,0.001,846
0.05,25,376,37.81,-3.7719547,554,13984,0.09478050470352173,0.001,861
0.05,25,380,37.81,-3.7928775299999997,559,14096,0.10892491787672043,0.001,868
0.05,25,384,38.29,-4.00991496,566,14336,0.10963020473718643,0.001,883
0.05,25,388,38.87,-4.12822199,573,14576,0.0759349912405014,0.001,898
0.05,25,392,39.46,-4.33263838,580,14816,0.13691280782222748,0.001,913
