rollout/exploration_rate,time/fps,time/episodes,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,train/loss,train/learning_rate,train/n_updates
0.9822666666666665,9,4,8.0,4.860418,5,56,,,
0.9417333333333334,16,8,13.0,3.084421125,11,184,,,
0.9252666666666665,14,12,12.833333333333334,2.416279916666667,15,236,0.19949346780776978,0.001,2
0.9011999999999998,14,16,15.3125,1.529164625,20,312,0.28682178258895874,0.001,7
0.8809333333333332,14,20,16.55,0.3298475999999999,25,376,0.3276902735233307,0.001,11
0.8062000000000002,19,24,22.041666666666668,-1.7376418750000002,31,612,0.24777865409851074,0.001,26
0.7909999999999998,18,28,22.321428571428573,-1.5461268571428572,35,660,0.31793105602264404,0.001,29
0.720066666666667,21,32,24.375,-2.20303171875,41,884,0.46649906039237976,0.001,43
0.6997999999999999,20,36,24.0,-1.7358551111111113,46,948,0.119493767619133,0.001,47
0.6516666666666666,21,40,25.125,-2.273750325,52,1100,0.27488526701927185,0.001,56
0.6098666666666664,21,44,25.77777777777778,-2.4136716666666667,57,1232,0.3305191397666931,0.001,64
0.5668000000000002,22,48,26.270833333333332,-2.3668967083333334,61,1368,0.09378869831562042,0.001,73
0.5364,21,52,25.846153846153847,-2.0434790961538463,67,1464,0.26799118518829346,0.001,79
0.48826666666666674,22,56,27.232142857142858,-2.5421037500000003,73,1616,0.11630596220493317,0.001,88
0.41226666666666656,23,60,29.233333333333334,-3.049803133333334,80,1856,0.24533914029598236,0.001,103
0.3818666666666668,22,64,29.390625,-3.084346390625,85,1952,0.12731756269931793,0.001,109
0.31346666666666645,23,68,31.102941176470587,-3.544995617647059,91,2168,0.1293042004108429,0.001,123
0.260266666666667,24,72,31.5,-3.599381666666667,96,2336,0.10661794990301132,0.001,133
0.21719999999999973,24,76,31.473684210526315,-3.5046241973684205,102,2472,0.10976112633943558,0.001,142
0.14120000000000021,24,80,32.575,-3.7135804375,109,2712,0.08541686832904816,0.001,157
0.10573333333333335,24,84,33.32142857142857,-3.803703678571429,115,2824,0.09396344423294067,0.001,164
0.05,25,88,34.38636363636363,-4.5584935227272725,121,3056,0.08992862701416016,0.001,178
0.05,25,92,34.90217391304348,-4.578546456521739,128,3292,0.18025028705596924,0.001,193
0.05,25,96,35.354166666666664,-4.658183114583333,136,3492,0.24602855741977692,0.001,206
0.05,26,100,36.34,-4.76746727,142,3732,0.09190300852060318,0.001,221
0.05,26,104,38.42,-5.294289129999999,148,3972,0.10407981276512146,0.001,236
0.05,27,108,40.1,-5.6884067499999995,154,4212,0.057755690068006516,0.001,251
0.05,27,112,41.49,-5.91795122,160,4452,0.17756427824497223,0.001,266
0.05,27,116,42.42,-6.06476888,164,4508,0.13611535727977753,0.001,269
0.05,27,120,43.43,-6.072059130000001,170,4748,0.011817818507552147,0.001,284
0.05,28,124,42.75,-5.627975099999999,176,4936,0.1765553504228592,0.001,296
0.05,27,128,43.61,-5.788540539999999,181,5016,0.08278754353523254,0.001,301
0.05,28,132,44.46,-5.851364070000001,187,5256,0.0884932354092598,0.001,316
0.05,27,136,44.27,-5.77736367,192,5344,0.05826876685023308,0.001,321
0.05,27,140,44.71,-5.76389601,198,5560,0.06859216094017029,0.001,335
0.05,28,144,45.67,-5.872005839999999,204,5800,0.09283307939767838,0.001,350
0.05,28,148,45.82,-5.87214115,210,5956,0.12284018099308014,0.001,360
0.05,28,152,47.39,-6.24636009,216,6196,0.10358868539333344,0.001,375
0.05,28,156,47.39,-6.44837098,221,6332,0.029024619609117508,0.001,383
0.05,28,160,46.91,-6.25375499,227,6528,0.13326846063137054,0.001,395
0.05,29,164,48.04,-6.479488479999999,233,6768,0.11651553958654404,0.001,410
0.05,28,168,46.72,-5.95021358,238,6836,0.0712454691529274,0.001,415
0.05,28,172,46.41,-5.81659831,243,7020,0.08481690287590027,0.001,426
0.05,29,176,47.57,-6.10745669,250,7260,0.14446964859962463,0.001,441
0.05,28,180,46.65,-5.832636,255,7316,0.16812017560005188,0.001,445
0.05,28,184,47.03,-5.85422479,261,7556,0.11501429229974747,0.001,460
0.05,28,188,46.57,-5.216026969999999,267,7744,0.041580259799957275,0.001,471
0.05,29,192,47.12,-5.572901429999999,274,7984,0.13790102303028107,0.001,486
0.05,29,196,47.1,-5.515912559999999,281,8220,0.04683540761470795,0.001,501
0.05,28,200,45.92,-5.216721619999999,286,8280,0.18417778611183167,0.001,505
0.05,29,204,45.91,-5.167740869999999,292,8516,0.10174821317195892,0.001,520
0.05,29,208,44.14,-4.665132949999999,298,8652,0.1496877521276474,0.001,528
0.05,28,212,43.74,-4.63031001,304,8764,0.11244333535432816,0.001,535
0.05,28,216,43.12,-4.47368376,309,8944,0.062342043966054916,0.001,546
0.05,28,220,42.35,-4.22114554,313,8964,0.03262155130505562,0.001,548
0.05,28,224,42.27,-4.10493447,319,9188,0.03864578530192375,0.001,562
0.05,28,228,42.85,-4.24232104,325,9428,0.07952702045440674,0.001,577
0.05,28,232,41.67,-3.93136391,330,9452,0.11068406701087952,0.001,578
0.05,28,236,42.83,-4.287351950000001,336,9688,0.19308090209960938,0.001,593
0.05,28,240,41.61,-3.8369104600000004,340,9700,0.08857320249080658,0.001,594
0.05,28,244,39.88,-3.3820628399999997,345,9732,0.21758931875228882,0.001,596
0.05,28,248,40.42,-3.60332068,351,9956,0.24171532690525055,0.001,610
0.05,28,252,40.42,-3.6842497300000008,358,10196,0.08384551852941513,0.001,625
0.05,28,256,40.95,-3.40957404,367,10436,0.06520099937915802,0.001,640
0.05,28,260,40.1,-3.31913406,373,10580,0.23325766623020172,0.001,649
0.05,28,264,38.92,-3.0675895499999997,379,10660,0.15833276510238647,0.001,654
0.05,28,268,39.72,-3.3466976100000005,385,10844,0.06716693937778473,0.001,665
0.05,28,272,40.35,-3.5184642000000004,392,11076,0.10113414376974106,0.001,680
0.05,28,276,40.35,-3.4926499,398,11316,0.10370439291000366,0.001,695
0.05,28,280,41.53,-3.78131554,404,11556,0.04170429706573486,0.001,710
0.05,28,284,41.62,-3.8516197500000002,410,11796,0.10376578569412231,0.001,725
0.05,28,288,42.21,-4.021347330000001,416,12036,0.05640500411391258,0.001,740
0.05,29,292,42.21,-3.7951847999999995,423,12276,0.0822858065366745,0.001,755
0.05,29,296,42.8,-3.922280109999999,429,12516,0.06861267983913422,0.001,770
0.05,29,300,43.98,-4.2621815199999995,435,12756,0.06511422991752625,0.001,785
0.05,29,304,43.99,-4.32175122,441,12996,0.026441898196935654,0.001,800
0.05,29,308,45.76,-4.84371934,447,13236,0.019548550248146057,0.001,815
0.05,29,312,46.67,-5.015282600000001,454,13476,0.10305572301149368,0.001,830
0.05,29,316,47.85,-5.32946609,460,13716,0.18064019083976746,0.001,845
0.05,29,320,49.15,-5.7362576999999995,466,13956,0.014990897849202156,0.001,860
0.05,30,324,50.33,-6.166862059999999,472,14196,0.06326554715633392,0.001,875
0.05,29,328,50.06,-6.06117735,478,14328,0.042758483439683914,0.001,883
0.05,30,332,50.65,-6.2486111200000005,484,14556,0.1044459193944931,0.001,897
0.05,30,336,50.95,-6.349122759999999,490,14796,0.07854537665843964,0.001,912
0.05,30,340,52.19,-6.750870869999997,496,14980,0.0955594927072525,0.001,924
