#{"t_start": 1785367005.1093352, "env_id": "None"}
r,l,t
4.186892,5,3.086583
7.661376,9,4.497325
2.487424,20,7.451623
-30.666892,60,24.580793
-16.327071,60,31.90242
3.576594,11,34.62059
-10.599168,60,42.102782
7.180068,10,44.610158
2.553357,2,45.813373
-8.282326,60,55.070429
2.478317,11,56.582981
-10.886046,60,67.237055
-11.301349,60,75.583513
-8.772811,60,84.791703
-4.321285,54,90.43038
-8.933688,60,98.687082
7.976169,2,99.904879
0.767913,34,103.652608
-8.39353,60,111.693902
-10.274259,60,119.493829
-9.980594,60,125.977565
5.241193,5,127.225077
-8.638234,60,136.392789
-9.090189,60,142.533398
-8.02225,60,148.661628
-8.236413,60,156.014329
-7.123689,60,162.111812
4.108044,4,163.25603
-8.410866,60,169.501389
-7.70988,60,177.778567
-9.0134,60,184.098842
5.024127,23,189.113888
-9.529852,60,197.628471
-6.594441,60,203.953034
-5.474704,60,211.874876
-44.604021,60,217.885838
6.232219,1,218.880952
-10.812613,60,225.029012
7.224328,1,226.060253
-8.492794,60,232.072314
8.348707,1,233.144645
2.146476,1,234.392488
-10.551757,60,241.78475
7.530258,1,242.779296
-8.948281,60,249.171863
6.617064,1,250.261548
-8.512322,60,258.677155
-7.532756,60,266.798892
-15.609607,60,273.545445
4.583339,1,274.623215
-8.722845,60,281.318753
5.233644,1,282.525912
9.908578,1,283.681084
-6.894556,60,290.139288
-8.219512,60,299.978311
4.444517,1,301.105162
-8.889469,60,310.476929
6.129319,1,311.470899
9.187845,1,313.29089
-7.45331,60,320.942333
-7.450717,60,327.109003
-10.46244,60,335.616078
9.886828,1,336.704098
7.562104,1,338.546759
8.607543,1,339.893411
-10.140235,60,349.758586
-8.33006,60,356.214067
-9.807407,60,365.456872
-9.881735,60,378.299952
-9.833164,60,386.525168
-9.834742,60,393.602515
-8.892888,60,399.846151
-8.508343,60,406.108887
-9.55548,60,412.537007
-7.802285,60,418.603408
-9.112814,60,424.623493
-9.861885,60,430.761375
-9.284171,60,436.952932
-8.055151,60,443.264413
-6.844775,60,449.427454
-9.885412,60,455.856932
-8.778747,60,462.023776
-8.585306,60,468.250978
-8.283548,60,474.324636
-10.976092,60,481.773697
-10.097996,60,488.436791
-7.469941,60,495.495942
