#{"t_start": 1785432288.2864127, "env_id": "None"}
r,l,t,success,full_task_success,freeze_attempted,d_m,alpha_deg,flag,true_is_iugr
-0.441445,22,10.134003,True,False,True,0.0027594052940178547,15.658422441329929,,False
-0.4001,35,19.636913,True,False,True,0.0028095825754588435,13.816407919262133,,True
-0.351574,17,22.917537,True,False,True,0.011957375150201599,11.698709847252314,,False
9.106772,3,24.262106,True,False,True,0.002133416023076991,0.9654371737954615,,False
-9.56773,60,42.519459,False,False,True,0.005647057041183212,18.70255979021052,,True
0.938334,32,56.568705,True,False,True,0.006175174276139729,9.737252244003304,,False
7.784459,9,60.895943,True,False,True,0.005569218352557891,3.176159097007011,,False
-3.513722,23,66.349992,True,False,True,0.0020065030378124647,13.791899470754535,,False
7.602657,1,67.599409,True,False,True,0.004232733586023634,4.173322033666045,,False
5.19214,11,70.2158,True,False,True,0.004087892277856699,5.510162746394109,,False
-13.55152,60,83.464114,False,False,True,0.015090143654505603,23.687866953325152,,False
6.167711,17,90.418041,True,False,True,0.01000242195476826,3.9121752395076537,,True
3.227625,1,92.056851,True,False,True,4.89586909208084e-10,12.064588440754454,,False
4.393509,9,94.730941,True,False,True,0.010137148578325162,8.107932948932897,,False
0.384713,16,98.625941,True,False,True,0.0056747792288723235,13.251704164273969,,False
3.44984,15,100.349835,True,False,True,0.005513584087776188,8.044937932470472,,False
2.316496,1,101.560821,True,False,True,0.004878422643393872,13.710894772649342,,True
2.396352,23,106.849106,True,False,True,0.003679393429041793,8.955154130826054,,False
6.5559,2,108.01097,True,False,True,0.0066371599866027215,6.048341546342929,,False
-17.957917,60,131.22781,False,False,True,0.005377733326291684,11.601250897579874,,False
6.752112,7,132.842927,True,False,True,0.011866695286078484,3.9895342977877757,,False
-14.758689,60,143.366698,False,False,True,0.014191887865097487,8.06410027736111,,True
3.909104,27,155.416352,True,False,True,0.003579533206555966,4.768206521308855,,False
-14.336709,60,174.540944,False,False,True,0.010256698213345596,40.5617066104151,,False
5.545275,23,178.831124,True,False,True,0.002456004792285065,5.503981599647274,,False
8.401332,2,179.946188,True,False,True,0.002339170732770288,3.514906218037282,,True
-22.74221,60,204.40672,False,False,True,0.0015880418788588719,59.29006831889892,,False
2.591452,3,206.89589,True,False,True,0.003672421882265791,12.794102744112772,,False
7.042697,2,208.108264,True,False,True,0.0009574359744168241,3.8560402562249756,,False
4.44804,2,209.29817,True,False,True,3.427772355627662e-06,9.46382382085603,,False
4.740031,22,218.81831,True,False,True,0.004151731157251261,4.97655007264896,,False
8.160362,4,220.10224,True,False,True,0.008966307854723738,2.1491371728427233,,False
6.755829,7,223.938423,True,False,True,0.0007644724398525399,4.249338325001108,,False
7.564545,15,227.97874,True,False,True,0.002987968840711147,2.5743248994724457,,False
0.722548,14,231.126775,True,False,True,0.0015756443139239504,14.28684039844523,,False
6.313752,18,241.03042,True,False,True,0.01143279028837759,3.8846609812903914,,False
-14.388606,53,261.443396,True,False,True,0.004710342508400099,12.991421379688068,,True
-0.120153,15,273.034391,True,False,True,0.010230240702186009,14.643934536898417,,True
8.118498,1,274.162565,True,False,True,4.832829714131442e-05,3.2371212963433464,,False
6.927498,10,278.576797,True,False,True,0.005424047771548082,3.0041238877517906,,False
-0.545409,15,284.936968,True,False,True,0.003599548152618478,16.527887905504883,,False
9.6324,3,286.220992,True,False,True,5.905812015667548e-05,0.03645624334111907,,False
-16.077638,60,310.418523,False,False,True,0.026341609014636856,4.918378007937524,,False
1.939467,30,317.837551,True,False,True,0.0025620734052070604,8.91295006366731,,False
4.904882,3,319.140888,True,False,True,5.55294266885554e-10,5.999029589070689,,False
7.343749,10,320.816934,True,False,True,0.0017985666523240539,2.8716590239280397,,False
-14.797513,60,337.375248,False,False,True,0.03008741293981288,57.11272721309818,,False
6.106849,5,338.811037,True,False,True,0.0033130770659608767,6.253308109985108,,False
-0.55116,22,346.253707,True,False,True,0.0003355085974756783,15.762309548927824,,False
3.266003,14,353.107736,True,False,True,2.4366625661830996e-05,3.3664644680080253,,False
3.387339,15,360.710769,True,False,True,0.0030757181029162947,7.307446216075235,,False
-7.160115,46,383.03941,True,False,True,0.002661722364771635,15.349968032720291,,False
5.483146,4,385.546024,True,False,True,2.0730582533814838e-10,5.935474645498382,,False
7.517614,2,388.027106,True,False,True,0.0041164606948906265,3.5304301847778414,,True
7.920909,9,389.67714,True,False,True,0.00031405937235400326,1.4943500553237816,,False
1.451278,10,394.278277,True,False,True,3.143950516593108e-10,13.361187463167607,,False
7.527021,2,395.497035,True,False,True,6.015175163520681e-11,2.9988189406140613,,False
5.771268,4,397.890604,True,False,True,0.0001106764807791297,6.10111290958985,,False
8.198853,3,401.946047,True,False,True,0.002969018259099872,2.663088369311353,,False
6.209297,4,405.220297,True,False,True,0.0002224767510446875,6.229294169462904,,False
-2.779568,14,411.308619,True,False,True,0.005209446270265669,15.193426789111646,,False
8.543521,8,416.199802,True,False,True,0.005428834828455354,0.4891159200537956,,False
-0.152031,24,423.116329,True,False,True,0.004663921749869744,13.807466115359487,,False
0.671645,14,426.423005,True,False,True,0.0001868548764214651,11.559133510744331,,False
8.320305,4,429.41386,True,False,True,0.008481601328335404,2.4514129196943606,,True
-1.822274,14,434.093441,True,False,True,0.006565580452126463,10.818479992143384,,False
2.438894,22,445.197213,True,False,True,0.0024645561352496623,7.65550938935896,,False
6.692098,1,446.914737,True,False,True,1.2980778604787524e-10,5.812882138906868,,True
5.60767,17,456.591707,True,False,True,0.006162629118480245,4.889607019053616,,False
4.029387,12,463.986894,True,False,True,0.011290233140931303,8.699714373643102,,False
4.978304,2,465.531281,True,False,True,3.609380936039223e-11,8.324676561584894,,False
8.065813,5,471.21834,True,False,True,0.001519184929199363,2.761674560571525,,False
5.321998,9,478.750746,True,False,True,0.0040557437501617865,4.787177378955455,,False
8.090129,1,480.111755,True,False,True,0.004706470262804353,3.2936639562060614,,False
0.034046,14,487.017472,True,False,True,0.004707029471137407,15.69219698639358,,False
