#{"t_start": 1785432288.3210819, "env_id": "None"}
r,l,t,success,full_task_success,freeze_attempted,d_m,alpha_deg,flag,true_is_iugr
8.101537,3,4.278801,True,False,True,0.006161617862007762,2.876438911031132,,False
5.29533,3,5.544204,True,False,True,0.005089114353985023,6.804036010993014,,False
9.06778,1,6.718998,True,False,True,0.0060762424452414565,1.5267833346522017,,False
7.611945,19,11.892517,True,False,True,0.001642516076486352,2.1942690390919006,,False
8.555943,1,13.482107,True,False,True,2.6909886978579033e-09,2.446309313115119,,False
7.337852,2,16.037558,True,False,True,0.00041323725121097943,3.2118261130173478,,False
-10.525629,60,25.842532,False,False,True,0.03396381144553911,11.111576915260695,,False
7.793274,3,28.386897,True,False,True,0.00693254596925836,2.246621070750417,,False
2.702276,9,33.330179,True,False,True,0.006018667827803541,9.436459552200697,,False
2.070542,7,34.658172,True,False,True,0.0030035196289814534,13.632302060655425,,False
8.705534,8,36.08338,True,False,True,0.004266696971478527,0.8608101537210866,,True
5.107799,5,37.284834,True,False,True,0.0021292413454086167,6.302166316578708,,False
9.830157,8,39.789129,True,False,True,0.0015267304458468438,0.5001632660921812,,True
7.650054,8,42.48479,True,False,True,0.0005928564753171772,2.14158152185683,,False
6.170806,14,47.08095,True,False,True,0.003725751307208418,4.077013254714956,,False
8.846292,4,49.556642,True,False,True,0.008419960688201847,1.7279944299213066,,False
6.954002,10,52.911142,True,False,True,0.0028520864521636158,3.297071799876391,,False
6.887342,3,55.234078,True,False,True,0.0026293137535109696,4.963709185138761,,False
3.27787,23,64.74842,True,False,True,0.008840767795752276,5.855756552414867,,False
-0.718427,26,72.648705,True,False,True,0.003182539585068784,14.2356095737385,,False
4.914248,18,74.556462,True,False,True,0.005089881328081351,5.445678173340043,,True
7.084329,4,76.023533,True,False,True,0.00142518478665056,4.664385600962969,,False
1.618552,34,83.427449,True,False,True,0.004009718782817015,8.28395305106718,,False
9.352447,2,86.286522,True,False,True,0.002382955427952837,0.8549586461827992,,False
4.004999,15,90.380371,True,False,True,0.00013663267943778146,6.2604957862350625,,False
6.453568,6,93.361322,True,False,True,0.006655355032516211,4.813446106236381,,False
-1.971465,19,97.435589,True,False,True,0.0062777622585376575,13.917790418457013,,False
4.162783,22,102.786515,True,False,True,0.006364651223358322,7.342080194845837,,False
5.859827,24,109.338117,True,False,True,0.009127646155308424,3.204138095901987,,False
5.203379,6,111.948707,True,False,True,0.000557911452826123,6.840806469850563,,False
3.86741,7,115.77186,True,False,True,2.957703526540456e-11,10.068434201764182,,False
6.534062,2,118.118984,True,False,True,0.0004744427573374916,5.939386787719985,,False
6.485229,3,120.524055,True,False,True,0.004551030845135155,3.9210084498574527,,False
-1.010716,28,127.410182,True,False,True,0.00791920262089954,14.038669699548601,,False
0.408398,29,134.346358,True,False,True,0.0059318569601156945,9.585998005504562,,False
-24.398041,60,149.102917,False,False,True,0.015072112146248342,20.11627556454177,,False
9.908416,1,150.422435,True,False,True,1.8796117301489446e-09,0.002571057933399047,,False
4.651754,9,153.632793,True,False,True,0.008886863739402317,8.071542739012248,,False
7.093988,7,158.187955,True,False,True,0.0002329134065365149,2.9901678097823727,,False
7.739907,5,159.427865,True,False,True,0.005368063973872763,3.1314347665652518,,True
2.750196,3,161.779169,True,False,True,0.0016052171339123863,11.924427378813252,,False
1.426285,30,167.526425,True,False,True,0.00935152640535783,10.02002098083142,,True
5.723935,11,170.142714,True,False,True,0.000774187347091216,4.6775401225002895,,False
4.132771,8,173.313762,True,False,True,0.006269550068836186,7.894865247359395,,True
1.206556,44,184.92278,True,False,True,0.0012819496855217395,8.270355846932995,,True
1.996218,6,187.31883,True,False,True,5.6585945842728413e-05,11.596192903228525,,False
6.602929,5,189.651289,True,False,True,2.1079736155400763e-09,5.406262849740654,,False
8.209208,2,192.087194,True,False,True,0.004678721391715613,2.572225403543782,,False
6.628317,8,195.889471,True,False,True,0.0001775846055470853,3.933634627618241,,False
4.637248,2,197.13295,True,False,True,0.0013052305534695238,9.393450348560284,,True
8.392641,2,198.359098,True,False,True,0.0019369050640752456,2.5918324009590186,,False
1.117856,3,199.604668,True,False,True,0.006312398134927351,14.377093471754566,,False
5.735493,9,201.158156,True,False,True,0.009865932288650455,3.8344011182140982,,False
7.07333,3,203.071181,True,False,True,0.004423690507109888,4.609738197666258,,False
-12.588334,60,229.129166,False,False,True,0.024061428629913915,5.4206408714957774,,False
7.359834,11,231.094368,True,False,True,0.01122963894093468,2.159483438856469,,False
6.527972,12,236.60591,True,False,True,0.0005922993959135126,3.156146163899984,,True
8.499761,1,237.898885,True,False,True,0.004965697745786965,2.5542397125244425,,True
7.258593,1,239.149956,True,False,True,0.0028946659578533043,4.793118513523678,,False
0.634833,22,248.252961,True,False,True,0.0019020119241978765,13.62557577932759,,False
8.535882,4,249.594903,True,False,True,0.002375442816639922,1.9878001239014411,,False
8.587659,2,250.884268,True,False,True,0.006110719991194907,2.1228318260069368,,True
1.557892,10,255.677175,True,False,True,0.006098670656229974,10.175452948585392,,False
2.446721,17,260.063801,True,False,True,0.001869786511140609,10.945022583121187,,False
5.535135,4,262.866217,True,False,True,0.003457204517259398,7.842003054257872,,False
6.895471,3,266.572917,True,False,True,0.0005692387180973126,4.5610458947661545,,False
6.819515,1,267.805648,True,False,True,0.006578214385541762,5.588804640139617,,False
4.911062,5,270.54949,True,False,True,0.005208411358318676,8.534698918062553,,True
-12.9555,60,295.886547,False,False,True,0.017912448840480395,29.720641906903634,,True
-14.486205,60,316.424968,False,False,True,0.016744985259361217,11.071926963174658,,False
-16.326243,60,333.264749,False,False,True,0.024012684102403536,18.715335451373544,,False
8.874248,2,334.447344,True,False,True,0.004115753612426758,0.8370117592253874,,True
-23.525582,60,354.44457,False,False,True,0.019787245975058407,20.58371760389226,,False
7.269228,16,363.378523,True,False,True,0.0047709470128488056,1.41894770479549,,False
8.555202,1,364.638351,True,False,True,7.273812137763182e-11,2.447348102881642,,False
0.126528,20,371.295238,True,False,True,0.008512985793788765,7.432821418015356,,False
3.698752,9,376.625935,True,False,True,7.658812820054983e-12,10.09248764636017,,False
0.810835,5,379.242717,True,False,True,0.004806712598919576,13.357840906798465,,False
9.450654,1,380.45159,True,False,True,0.0041808295085641505,0.835491727079922,,False
8.250039,1,381.698771,True,False,True,2.098605523115261e-11,2.997430131578371,,False
5.942778,8,386.691797,True,False,True,0.0002177862732154615,5.7694998820004075,,False
4.076356,16,392.355809,True,False,True,0.0034532690908286034,6.28983219865372,,False
8.245789,12,400.15155,True,False,True,0.007853842192202865,1.627572976006247,,False
2.301353,1,401.914371,True,False,True,0.004715194906501376,13.73810267081925,,False
7.088233,5,406.684409,True,False,True,0.002768885404711613,3.3895438308913906,,True
0.495793,43,421.61098,True,False,True,0.00487300675223473,4.776095923302438,,False
-10.22735,56,445.161537,True,False,True,0.011656996435500494,11.794103849931133,,False
7.712932,4,448.417504,True,False,True,0.011466422167814072,2.521991390111339,,False
6.349871,5,453.11888,True,False,True,0.0037691429682503693,5.165353061706019,,False
8.704458,7,454.801424,True,False,True,0.0025803900288985113,0.6250008272832375,,False
-1.937761,11,461.157584,True,False,True,0.00013877616418803444,17.660220780187935,,True
3.19879,11,474.545543,True,False,True,0.005974327471056672,10.118459311358858,,True
2.676154,5,477.341916,True,False,True,0.002866557879255518,9.302527804568378,,False
-7.43377,42,500.516463,True,False,True,0.009520380390547981,14.749148313358694,,False
3.136531,10,502.276409,True,False,True,0.0070785378668063404,8.799713071209524,,False
7.845454,1,503.589757,True,False,True,0.004193479814951689,3.7349060334458466,,True
6.744486,19,508.138727,True,False,True,0.004902749546850388,2.3586773141061133,,False
6.827186,6,510.174646,True,False,True,0.0052266652434930835,5.558763124735562,,False
-9.072702,37,530.39751,True,False,True,0.011826396610405226,11.249145611820449,,False
7.62234,4,533.128852,True,False,True,0.004109956008984748,3.3359855268049814,,False
-0.730926,19,547.422922,True,False,True,0.004911091369394087,11.379516337327871,,False
8.696743,2,550.213829,True,False,True,0.0008121367903322213,2.06374812227984,,False
-7.777491,40,569.33363,True,False,True,0.0066428573716412614,16.022386056595494,,True
7.609742,7,574.102258,True,False,True,0.002885216586494629,3.2925804011667608,,True
6.011995,5,576.92939,True,False,True,0.003461255905671573,5.82277286997703,,False
1.54516,13,584.345517,True,False,True,0.005171859937797424,12.31351537910308,,False
7.902091,4,587.516233,True,False,True,0.000583675398372617,3.0936919195843275,,False
7.389916,7,590.525651,True,False,True,0.0013444931200727317,3.4557058667109053,,False
1.805567,7,594.764077,True,False,True,0.004420540259128025,12.19403218185537,,False
6.79497,3,597.514036,True,False,True,0.011190813044894684,4.407589171166406,,False
3.966574,3,601.812106,True,False,True,0.0002623608737815624,10.972604169694801,,False
-16.288149,60,626.867863,False,False,True,0.024247474790635493,27.00086833661106,,True
4.520607,4,629.94817,True,False,True,0.003264792249763948,9.32979025027373,,True
8.895896,5,631.863351,True,False,True,7.289560874571047e-05,0.8493496945283282,,False
2.902054,3,634.735771,True,False,True,0.0006013073277502412,12.284501133564746,,False
6.189096,5,639.171571,True,False,True,0.00010539154167595624,6.491834941844493,,False
1.839202,17,649.128853,True,False,True,0.0011779917806636342,9.657108519637548,,False
6.408773,6,652.227483,True,False,True,0.003254626017263479,4.703374787593353,,False
9.905503,1,653.63963,True,False,True,3.1932581578963948e-12,0.002577184022716163,,False
7.193242,6,656.894141,True,False,True,0.0006431685510582701,2.9418772589851083,,False
2.852805,18,663.173041,True,False,True,0.0022247944159865625,7.750993878131628,,False
8.367328,5,668.926907,True,False,True,1.402467312954734e-10,2.1696520197630624,,False
3.827723,3,670.329432,True,False,True,0.009689060634336555,9.835074542465295,,False
4.682126,6,673.474397,True,False,True,0.0005864712474817312,9.147794035658235,,True
1.544379,6,674.898862,True,False,True,0.0017456306225484787,12.110880347835678,,True
8.366535,11,678.326057,True,False,True,3.9925233309184975e-05,1.4928473363516193,,True
7.929957,4,679.753688,True,False,True,0.0021136635426215414,3.044545191320858,,False
9.715513,2,681.212334,True,False,True,0.0002111589499322605,0.0897684458949895,,False
4.518734,11,685.277073,True,False,True,0.008275845678595238,7.227168134651937,,False
4.075703,1,686.65288,True,False,True,0.00019976442583931678,10.534882571033693,,False
3.39616,8,690.279729,True,False,True,0.008950677220290956,10.7711520611218,,True
7.459642,2,692.995947,True,False,True,0.008156195241079578,4.1994351094782205,,False
4.213314,2,694.452275,True,False,True,1.5028761429780602e-09,9.573789627273836,,False
6.040082,2,695.802605,True,False,True,0.0006908273021936848,5.888005657324532,,True
7.068196,5,697.258046,True,False,True,0.00020121909946552518,4.188648386558078,,False
7.00938,9,702.129971,True,False,True,0.007698217946138192,4.269581784803272,,False
6.690741,13,707.110022,True,False,True,0.006067414297397373,2.4056628522425565,,False
6.707717,3,710.035258,True,False,True,0.003781084575415041,5.619898629035391,,False
-0.020317,5,712.865027,True,False,True,0.008909177160501432,17.46988318035711,,False
2.003995,6,715.763545,True,False,True,0.002793565167795385,13.39761595580169,,False
8.479902,2,717.073739,True,False,True,0.0005535241579545224,2.8852587835971137,,False
4.453744,7,718.619632,True,False,True,0.002578204729795407,5.998570870572234,,False
6.995786,6,721.509754,True,False,True,0.00024163257989417593,4.105913562755493,,False
-7.11262,57,754.884412,True,False,True,0.0072334711573813345,7.4646644892487215,,True
3.713008,2,756.763566,True,False,True,0.0044462556934490105,10.840029459894785,,False
9.051125,5,759.934021,True,False,True,0.004297559451327435,0.8789529009625799,,False
8.333965,7,766.977334,True,False,True,0.0027161426473060607,1.8296411887106743,,False
7.745605,1,768.282023,True,False,True,0.00445932382663816,3.9154704277845576,,True
8.987302,1,769.83074,True,False,True,0.006279571766886302,1.674942382714522,,False
6.586761,10,779.710546,True,False,True,0.0028572080579769314,3.5223022467638767,,False
1.33088,4,781.472814,True,False,True,0.00027564907688104514,14.869497480592111,,False
4.789783,7,784.832187,True,False,True,0.0002190824447814016,7.379996134404849,,False
0.434581,3,788.234164,True,False,True,0.001498005481106509,15.838219244553594,,False
8.638961,1,789.944116,True,False,True,0.0005500911915874429,2.2944622528656544,,True
7.877112,15,796.675177,True,False,True,0.009284513859558443,2.341071665583446,,False
7.430343,3,799.827737,True,False,True,0.0020606014665395544,3.7600586606493,,False
-22.236752,60,813.561789,False,False,True,0.03277368186692313,12.66350868568763,,True
3.341575,4,817.844275,True,False,True,0.0006787095558729878,9.823099922545852,,False
7.462799,1,819.248381,True,False,True,9.00070976084244e-10,4.418417094770005,,False
0.43763,1,820.594941,True,False,True,0.0022272005552382117,17.096795949157965,,False
-0.00664,4,823.182156,True,False,True,0.004389150509847533,17.45939626911224,,False
3.013421,4,826.205488,True,False,True,0.006309038132727054,10.478984031558582,,False
6.426139,6,833.840824,True,False,True,0.0042618076193737375,3.704946127404914,,False
7.585765,2,835.473262,True,False,True,0.0019269853253812447,3.0416047028653055,,False
5.7011,1,836.817853,True,False,True,0.003402823718212891,7.604074852328127,,False
5.400626,5,838.718217,True,False,True,0.0030279984137748465,6.633022409648378,,False
1.039968,1,839.929541,True,False,True,0.0072699985170490405,16.01353376596198,,False
4.960895,12,851.254045,True,False,True,0.010134267364110649,6.6485749169072825,,False
7.560224,1,852.461254,True,False,True,0.005570814841340633,4.251231356507743,,False
-27.1041,60,891.373044,False,False,True,0.004437830841268522,42.47746358343107,,False
2.661054,7,895.615709,True,False,True,0.0005042201811777114,12.31756889985049,,False
9.908411,1,896.988853,True,False,True,4.9695374204628e-10,0.0025627214563283844,,False
2.382605,15,904.444247,True,False,True,0.004379757652920541,10.96641284640047,,False
4.706654,9,907.34615,True,False,True,0.00034110665391875816,6.149750016537602,,False
8.28809,2,908.797718,True,False,True,0.004734740811367729,2.2372633643294333,,False
5.153838,6,910.361394,True,False,True,5.618921452122967e-05,6.6409139695709785,,False
1.163296,13,915.965178,True,False,True,0.006281015496662755,13.427293303310153,,False
1.852138,4,917.382802,True,False,True,0.00484345062441107,14.31121146325873,,False
5.824033,4,918.799763,True,False,True,0.0046838667387211815,7.119068998363409,,False
6.252302,1,920.168402,True,False,True,0.004225223710744949,6.610816050457746,,False
0.813152,4,924.127008,True,False,True,0.002681028647596324,15.748055576693986,,False
5.820364,7,925.708478,True,False,True,0.0037126238321333604,5.121666712868957,,False
7.829007,5,928.484971,True,False,True,0.0003391791511033696,3.526026125230345,,False
7.574635,9,934.135988,True,False,True,0.005394377508769782,2.7054165940593156,,True
5.666471,12,941.168949,True,False,True,0.0026322562089031642,5.64967637851823,,False
7.208722,5,942.671822,True,False,True,0.004497525773106234,3.8127644524830555,,False
0.886335,9,945.766208,True,False,True,0.004758603906083321,14.76148434276994,,False
7.523643,2,947.35362,True,False,True,0.0005824847359222006,4.16574334788828,,False
4.575215,2,948.719747,True,False,True,0.004797771966138506,9.50937710249425,,False
9.665078,2,950.53567,True,False,True,0.006045360808902693,0.5432610415929682,,False
8.379332,2,953.148545,True,False,True,3.1085423776561144e-10,2.995519099158285,,False
1.174082,14,960.056524,True,False,True,0.001091153218562818,9.626070549934937,,False
7.542064,2,963.003213,True,False,True,0.0010586065081396989,2.9864343578384887,,False
