r,l,t,success,full_task_success,freeze_attempted,d_m,alpha_deg,flag,true_is_iugr,cum_timesteps,d_mm
3.601391,1,4326.373332,True,False,True,0.0032683149929489,11.392734952920618,,False,24962,3.2683149929489
0.131743,10,4327.637528,True,False,True,3.4190646841514294e-11,15.732258089151305,,True,24972,3.4190646841514294e-08
7.832659,1,4327.643047,True,False,True,0.0015259965217697,3.7545980403391535,,False,24973,1.5259965217697
9.906627,1,4329.058963,True,False,True,1.0582325905389298e-10,0.00258040199995,,False,24974,1.0582325905389298e-07
7.433674,2,4329.084098,True,False,True,0.0033052698206192,4.401735138542838,,False,24976,3.3052698206192
7.04727,4,4330.554992,True,False,True,0.0021700617800873,4.574621793312615,,False,24980,2.1700617800873
9.038493,2,4331.720745,True,False,True,0.0020844742048912,1.2230932397761696,,False,24982,2.0844742048912
8.638559,1,4331.735175,True,False,True,0.0007417781855502,2.298410281162953,,True,24983,0.7417781855502
2.27372,4,4332.982895,True,False,True,0.0047599641161348,11.644395760568877,,False,24987,4.7599641161348
8.930452,3,4332.992388,True,False,True,0.0021050330291357,1.297741550037863,,False,24990,2.1050330291357
8.663243,1,4333.024985,True,False,True,0.0024370807411842,2.2560230193673787,,False,24991,2.4370807411841997
0.003959,1,4334.460792,True,False,True,0.0007071564582291,17.87778494214184,,False,24992,0.7071564582291
9.908361,1,4334.477299,True,False,True,6.057655902020205e-11,0.0025646949645526,,False,24993,6.057655902020204e-08
9.524213,1,4335.757795,True,False,True,0.0003149118269574,0.6972728799018018,,True,24994,0.3149118269574
7.889786,3,4335.801869,True,False,True,2.894615530007587e-11,2.999477467470553,,False,24997,2.894615530007587e-08
7.276145,2,4337.133861,True,False,True,1.2584409903038107e-10,4.612213367902985,,False,24999,1.2584409903038107e-07
8.298413,1,4337.148969,True,False,True,3.6511530233042016e-10,2.9120766891758665,,False,25000,3.651153023304202e-07
6.842492,4,4338.5873,True,False,True,0.0055137296888619,4.407493398779824,,True,25004,5.5137296888619
9.060444,3,4339.821456,True,False,True,0.0022809506899787,1.547073783471384,,False,25007,2.2809506899786998
8.115232,2,4339.854117,True,False,True,0.0004426238833911,3.0933591831321405,,False,25009,0.44262388339110004
9.906116,1,4339.865589,True,False,True,2.929519127281566e-11,0.0025639301651739,,False,25010,2.9295191272815657e-08
9.127163,1,4341.34856,True,False,True,0.0032086018359394,1.4183673284625498,,False,25011,3.2086018359393997
6.36163,4,4342.590166,True,False,True,0.000123096037834,6.940482517419137,,True,25015,0.12309603783400001
7.815454,2,4342.623754,True,False,True,0.0016747053022861,3.681666908837225,,False,25017,1.6747053022861
9.862153,1,4343.905907,True,False,True,0.0003312915206847,0.0862987888776281,,False,25018,0.33129152068469997
7.57375,1,4343.940499,True,False,True,1.8763073039718134e-10,4.217620412697501,,False,25019,1.8763073039718134e-07
5.075653,2,4345.21321,True,False,True,0.0031601995381364,8.503234729073187,,False,25021,3.1601995381364
2.187094,5,4345.240361,True,False,True,0.0105500880611511,11.860404012852747,,False,25026,10.5500880611511
7.699483,2,4345.246799,True,False,True,0.0042667933880653,3.778785344760906,,False,25028,4.2667933880653
8.234409,1,4346.696717,True,False,True,0.0089976350339826,3.035328149557434,,False,25029,8.9976350339826
9.906544,1,4346.730306,True,False,True,7.663184994557738e-11,0.0025698449185779,,False,25030,7.663184994557737e-08
0.666614,1,4348.046161,True,False,True,0.0010737080138782,16.68339690069839,,False,25031,1.0737080138782
6.24322,4,4349.340259,True,False,True,0.0025449652326512,5.229694814212209,,False,25035,2.5449652326512
7.674861,4,4350.54113,True,False,True,0.0002838414517131,3.891007990706052,,False,25039,0.2838414517131
6.539374,1,4350.566278,True,False,True,0.0061821477272688,6.093851051456189,,False,25040,6.1821477272687995
7.97599,1,4351.869808,True,False,True,0.0037378959190995,3.4987097755115983,,False,25041,3.7378959190995
9.463004,1,4353.147273,True,False,True,0.0025767851006695,0.8056720990085936,,False,25042,2.5767851006695
8.251359,1,4354.248127,True,False,True,4.6308661653300733e-10,2.995838978669393,,False,25043,4.6308661653300735e-07
8.595202,4,4355.362156,True,False,True,0.0081294724400007,1.442041411703423,,False,25047,8.129472440000699
8.249758,1,4355.396494,True,False,True,1.706301048370884e-09,2.9999661469355505,,False,25048,1.706301048370884e-06
9.908285,1,4356.815585,True,False,True,3.8200763174377045e-10,0.0025624000238434,,False,25049,3.8200763174377047e-07
8.701348,1,4356.837736,True,False,True,4.799737551852701e-10,2.1838125860251103,,False,25050,4.799737551852701e-07
9.904651,1,4358.149443,True,False,True,2.2326810539263772e-11,0.002564105857541,,False,25051,2.2326810539263772e-08
9.737048,1,4359.411776,True,False,True,0.0013643174263998,0.3145217989491324,,False,25052,1.3643174263998001
7.889915,1,4360.594184,True,False,True,3.298569401715543e-11,3.649486116042408,,False,25053,3.298569401715543e-08
1.36939,4,4361.803541,True,False,True,0.009452077555185,11.864316110399102,,False,25057,9.452077555185
6.856191,1,4361.82567,True,False,True,0.0070210968429834,5.522523461083408,,False,25058,7.0210968429834
7.610715,1,4363.008333,True,False,True,0.004086752868287,4.157769076880764,,False,25059,4.086752868287
3.363738,3,4364.264452,True,False,True,0.0023997024704977,10.524953018165837,,False,25062,2.3997024704977
3.5118,2,4364.281452,True,False,True,0.0001423304819069,11.4248915957226,,True,25064,0.14233048190689998
6.425176,1,4365.548803,True,False,True,0.0052619501001188,6.298950674751907,,False,25065,5.2619501001188
5.966812,1,4365.573954,True,False,True,0.0025912525048519,7.124571652915604,,False,25066,2.5912525048518997
7.543444,2,4366.926791,True,False,True,9.881144146663711e-10,2.97492533472613,,False,25068,9.88114414666371e-07
7.287981,2,4368.107574,True,False,True,2.899812571047775e-06,4.183202680438348,,False,25070,0.002899812571047775
-4.640488,28,4369.380435,True,False,True,0.0069803587667082,16.59322876490247,,False,25098,6.9803587667082
4.619723,6,4369.389928,True,False,True,0.0037755209223108,6.3655856716390655,,False,25104,3.7755209223108
7.903715,2,4369.421074,True,False,True,0.0041915584602074,2.607063466443204,,False,25106,4.1915584602074
6.667881,1,4370.881198,True,False,True,9.099551969009555e-11,5.856286747414091,,False,25107,9.099551969009555e-08
4.68712,1,4370.896019,True,False,True,0.002072884079807,9.432586773857718,,False,25108,2.0728840798070003
7.659274,2,4372.222307,True,False,True,0.0009139658563971,3.693660318969226,,False,25110,0.9139658563971
4.714845,1,4373.484446,True,False,True,0.0048920385044814,9.385460001196718,,False,25111,4.8920385044814
8.919325,2,4373.494973,True,False,True,1.235311283427411e-10,1.1313289895071292,,True,25113,1.235311283427411e-07
7.313642,2,4373.522125,True,False,True,0.0063059952678821,4.513490354459533,,False,25115,6.3059952678821
9.163394,1,4374.95426,True,False,True,0.0046979765339873,1.354822548479916,,True,25116,4.6979765339873
7.656418,1,4374.988821,True,False,True,0.0045693036808562,4.073613502568632,,False,25117,4.5693036808561995
8.25338,1,4376.323071,True,False,True,0.0010814725750374,2.994722241077066,,False,25118,1.0814725750374001
6.224366,3,4377.41097,True,False,True,0.0031926677509395,7.476073797040838,,False,25121,3.1926677509395
9.74079,1,4377.460622,True,False,True,0.0007782609247585,0.3049881464020347,,False,25122,0.7782609247585001
7.671013,1,4378.807053,True,False,True,0.0044803994236154,4.049046560854524,,False,25123,4.4803994236154
3.162799,2,4379.957294,True,False,True,0.0001010061427467,10.589029706845626,,False,25125,0.1010061427467
6.596803,1,4381.086355,True,False,True,9.997465524119535e-10,5.9849242153463775,,True,25126,9.997465524119534e-07
8.100398,1,4382.292048,True,False,True,0.0032939217486614,3.273290670500319,,False,25127,3.2939217486613996
8.211969,1,4383.381572,True,False,True,0.0002205483322571,3.067998478889272,,False,25128,0.2205483322571
