rollout/exploration_rate,time/fps,time/episodes,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,train/loss,train/learning_rate,train/n_updates
0.9556666666666668,8,4,8.0,4.860418,6,56,,,
0.8543333333333336,14,8,13.0,3.084421125,12,184,,,
0.8068333333333335,13,12,13.166666666666666,2.433148666666667,17,244,0.17840732634067535,0.001,3
0.7466666666666666,14,16,16.0,1.3276015,22,320,0.22331373393535614,0.001,7
0.6801666666666666,14,20,16.5,0.4298471000000001,28,404,0.21160437166690826,0.001,13
0.5883333333333334,15,24,18.333333333333332,0.37575058333333367,34,520,0.33132225275039673,0.001,20
0.490166666666667,16,28,20.607142857142858,-0.381425464285714,40,644,0.3041573166847229,0.001,28
0.4015000000000001,16,32,22.125,-0.37337499999999996,46,756,0.10906561464071274,0.001,35
0.2811666666666668,17,36,23.47222222222222,-0.2743775277777777,51,908,0.24874868988990784,0.001,44
0.21783333333333366,17,40,23.65,-0.43148905,57,988,0.20418018102645874,0.001,49
0.05,19,44,26.954545454545453,-1.2883351363636364,64,1228,0.21996957063674927,0.001,64
0.05,19,48,27.270833333333332,-1.270510395833333,69,1396,0.1959867626428604,0.001,75
0.05,21,52,28.884615384615383,-2.5141236538461533,77,1632,0.16230513155460358,0.001,89
0.05,20,56,29.0,-2.289941839285714,82,1704,0.09599339216947556,0.001,94
0.05,22,60,31.066666666666666,-2.6583558833333334,88,1944,0.08490560203790665,0.001,109
0.05,22,64,32.03125,-2.8470412656249997,93,2116,0.17335981130599976,0.001,120
0.05,22,68,31.970588235294116,-2.7277049999999994,99,2248,0.1417519748210907,0.001,128
0.05,22,72,31.88888888888889,-2.585645597222222,104,2356,0.0688570886850357,0.001,135
0.05,22,76,31.986842105263158,-3.4320108815789467,110,2496,0.07865554094314575,0.001,143
0.05,23,80,33.3875,-3.6728653,117,2736,0.08924274146556854,0.001,158
0.05,24,84,34.32142857142857,-3.81620694047619,122,2976,0.20928454399108887,0.001,173
0.05,24,88,34.89772727272727,-3.845349056818182,127,3124,0.0337395966053009,0.001,183
0.05,24,92,35.40217391304348,-3.9407031413043474,134,3348,0.11688192188739777,0.001,197
0.05,24,96,35.34375,-3.773993958333333,141,3520,0.08452867716550827,0.001,207
0.05,24,100,35.18,-3.6481339299999997,146,3588,0.16023214161396027,0.001,212
0.05,24,104,35.76,-3.8759236699999993,153,3748,0.14106757938861847,0.001,222
0.05,24,108,37.1,-4.43056511,160,3900,0.03858359903097153,0.001,231
0.05,23,112,36.62,-4.203605109999999,165,3924,0.16088971495628357,0.001,233
0.05,23,116,36.38,-4.06842549,170,3988,0.036285582929849625,0.001,237
0.05,23,120,37.45,-4.214285710000001,178,4224,0.059941720217466354,0.001,251
0.05,23,124,37.57,-4.2380529000000005,183,4260,0.1575377732515335,0.001,254
0.05,23,128,38.01,-4.46196737,191,4480,0.11797503381967545,0.001,267
0.05,23,132,37.92,-4.465009460000001,197,4556,0.0626283586025238,0.001,272
0.05,23,136,38.37,-4.69178686,204,4740,0.24295440316200256,0.001,284
0.05,23,140,39.18,-4.79766627,211,4960,0.1447647660970688,0.001,297
0.05,23,144,39.18,-4.75412676,218,5200,0.1447770595550537,0.001,312
0.05,24,148,40.35,-5.14777156,225,5440,0.1965322196483612,0.001,327
0.05,24,152,40.23,-4.68449302,232,5664,0.04833390936255455,0.001,341
0.05,23,156,39.68,-4.70047207,237,5692,0.26914986968040466,0.001,343
0.05,23,160,37.91,-4.28005694,242,5720,0.062179919332265854,0.001,345
0.05,23,164,36.68,-3.8865541500000007,247,5764,0.13059034943580627,0.001,348
