#{"t_start": 1785430954.93941, "env_id": "None"}
r,l,t,success,full_task_success,freeze_attempted,d_m,alpha_deg,flag,true_is_iugr
-30.69491,123,18.053823,True,False,True,0.0015098962715908992,88.93287252468528,,False
-25.436959,126,30.118634,True,False,True,0.06286468407456852,86.56293767354191,,False
-38.977011,180,53.139592,False,False,True,0.09275308103058641,77.10285167408908,,False
-34.053539,127,69.273121,True,False,True,0.0893819976391155,77.30577470335696,,False
-22.24133,126,81.016528,True,False,True,0.12677631845353482,86.15443139578684,,False
-27.283638,135,100.035881,True,False,True,0.015434066662316817,87.06314683421624,,False
-25.833548,154,112.723247,True,False,True,0.010470742811948949,83.80329340892426,,False
-41.5969,180,130.899424,False,False,True,0.09079149941747044,87.60471697054167,,True
-31.521451,180,151.43394,False,False,True,0.05711090868573339,83.82947243407067,,False
-12.989609,147,163.928303,True,False,True,0.02552624387704014,89.1707832812938,,False
-13.386713,133,180.506227,True,False,True,0.018072543028740614,69.27824574134405,,True
-15.28681,131,212.853395,True,False,True,0.07801158258580393,87.1260476467321,,False
-10.94849,124,243.768993,True,False,True,0.043553663106465135,88.64548347260654,,False
-14.497675,171,267.509233,True,False,True,0.03735783088719195,66.61579155625112,,False
-11.655022,127,289.177557,True,False,True,0.06905182396550559,73.94585238085342,,False
-13.35548,133,306.465144,True,False,True,0.06763925061171121,86.28885597796976,,True
-16.641201,132,325.918831,True,False,True,0.016806918681853685,83.52269522534151,,False
-9.822902,132,347.023037,True,False,True,0.11100394317242532,87.07264742155036,,False
-10.309585,123,363.711834,True,False,True,0.06644028957449069,86.38778565391121,,False
-11.981455,123,379.150993,True,False,True,0.09175146339196606,88.70093936068588,,False
-12.32825,121,397.620622,True,False,True,0.04824097501673966,80.8989281705315,,False
-9.819546,128,413.648585,True,False,True,0.04993373146487627,88.67402626935349,,False
-8.961884,123,431.630177,True,False,True,0.06550410687337498,76.68848866412382,,False
-7.607709,126,447.668672,True,False,True,0.094250744702138,83.41126279307396,,False
-11.962985,123,467.150373,True,False,True,0.0016707117981246092,85.1652414486904,,False
-11.485905,123,481.703503,True,False,True,0.09526924649471391,85.64989422904154,,False
