r,l,t,success,full_task_success,freeze_attempted,d_m,alpha_deg,flag,true_is_iugr,cum_timesteps,d_mm
-6.701855,123,756.374254,True,False,True,0.0275933904269533,78.02572335330534,,False,22079,27.593390426953302
-7.745194,132,760.140385,True,False,True,0.0811478994339818,80.33061750764672,,False,22211,81.1478994339818
-7.073986,121,763.170149,True,False,True,0.0806288949980875,78.84860765299334,,False,22332,80.62889499808749
-8.297633,121,768.128673,True,False,True,0.0980034439099674,74.12880791971017,,False,22453,98.0034439099674
-8.413167,124,771.56784,True,False,True,0.0998814669471193,73.65514220067794,,False,22577,99.8814669471193
-7.537921,123,775.291894,True,False,True,0.0418654960879538,77.89139610501583,,False,22700,41.8654960879538
-7.810414,123,778.421159,True,False,True,0.0642605630585501,78.57184227950198,,False,22823,64.2605630585501
-9.651459,124,781.812514,True,False,True,0.1035992285853933,76.08155372238747,,False,22947,103.5992285853933
-6.704348,126,785.412193,True,False,True,0.0093438882278418,89.62913534806016,,False,23073,9.3438882278418
-7.25211,121,788.9634,True,False,True,0.0680197356600706,74.7661901502992,,False,23194,68.0197356600706
-6.490823,121,792.123351,True,False,True,0.0142852243669649,80.97746745921155,,False,23315,14.2852243669649
-9.500665,122,797.139302,True,False,True,0.0430744325768379,85.37792473331572,,False,23437,43.0744325768379
-6.698362,122,801.045694,True,False,True,0.0758025213748863,83.75189932741495,,False,23559,75.8025213748863
-8.724757,122,804.74352,True,False,True,0.0462769062624507,89.03041054719242,,True,23681,46.2769062624507
-6.742533,124,808.200623,True,False,True,0.0412572882751588,82.45339140458745,,False,23805,41.2572882751588
-6.913476,122,811.467,True,False,True,0.0533987580334238,64.70087361073901,,False,23927,53.3987580334238
-11.016785,129,816.657439,True,False,True,0.0463934632620718,87.84504023987505,,False,24056,46.3934632620718
-8.56551,121,819.46782,True,False,True,0.0208795864014788,84.98089486636586,,False,24177,20.8795864014788
-55.269772,180,821.918171,False,False,True,0.0756810965583857,86.54501991885436,,False,24357,75.6810965583857
-10.822352,134,827.340259,True,False,True,0.0675131419128393,84.62237604190078,,False,24491,67.5131419128393
-10.182443,123,832.211212,True,False,True,0.0107615508275185,80.93061712355012,,False,24614,10.7615508275185
-8.320278,122,835.129065,True,False,True,0.0516862107609911,81.83390926789698,,False,24736,51.6862107609911
