time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/time_elapsed,time/total_timesteps,train/policy_gradient_loss,train/explained_variance,train/entropy_loss,train/value_loss,train/clip_range,train/learning_rate,train/n_updates,train/approx_kl,train/clip_fraction,train/loss
13,13.580645161290322,2.964407161290323,1,36,512,,,,,,,,,,
16,17.69811320754717,1.5339541886792458,2,62,1024,-0.00986292491434142,-0.014678597450256348,-2.4841445624828338,12.431581389904022,0.1,0.0001,10,0.002138888,0.0279296875,6.301939487457275
17,19.69333333333333,0.7169553066666668,3,89,1536,-0.004959467321168631,0.045947253704071045,-2.4818213045597077,10.481208854913712,0.1,0.0001,20,0.0013571745,0.0060546875,5.281798362731934
17,19.622448979591837,0.7185485000000001,4,117,2048,-0.005301779572619125,0.07341277599334717,-2.4782807290554048,11.15837070941925,0.1,0.0001,30,0.0017649824,0.01953125,6.126903057098389
17,22.07,-0.12562467999999988,5,148,2560,-0.008977674599736928,0.1271376609802246,-2.473162704706192,11.605109989643097,0.1,0.0001,40,0.0026022187,0.071875,5.639583587646484
15,21.55,-0.08955002000000008,6,193,3072,-0.0038607799389865248,0.17349934577941895,-2.4687287271022798,16.156641125679016,0.1,0.0001,50,0.00090092875,0.0091796875,5.415421485900879
14,19.19,0.50023947,7,241,3584,-0.0036283212481066584,-0.17652428150177002,-2.465985971689224,19.425041484832764,0.1,0.0001,60,0.0008881503,0.0,8.143941879272461
14,18.34,1.0305815699999998,8,277,4096,-0.004821214452385902,0.16560447216033936,-2.4663423985242843,12.663981968164444,0.1,0.0001,70,0.0018539088,0.0138671875,3.626616954803467
14,17.04,1.2256142300000001,9,320,4608,-0.004952978814253583,0.1676933765411377,-2.465145343542099,16.822486662864684,0.1,0.0001,80,0.0016611898,0.0033203125,7.7567548751831055
14,16.86,1.1904225099999999,10,354,5120,-0.0068053462309762836,0.2724704146385193,-2.455319046974182,15.39187124967575,0.1,0.0001,90,0.002306366,0.050390625,6.310023307800293
14,17.31,0.5265975499999996,11,383,5632,-0.0037823534512426704,0.25289738178253174,-2.4484257459640504,18.40889961719513,0.1,0.0001,100,0.00091425143,0.0037109375,8.265694618225098
14,18.37,-0.48754413999999985,12,424,6144,-0.002822808883502148,0.14160633087158203,-2.4465845048427584,18.92120329141617,0.1,0.0001,110,0.000919753,0.00234375,9.883406639099121
14,19.8,-1.0138864600000002,13,451,6656,-0.004111905233003199,0.19833368062973022,-2.450169563293457,23.396536242961883,0.1,0.0001,120,0.0012248774,0.0220703125,12.460227966308594
14,19.61,-0.6988534499999998,14,490,7168,-0.00897084794996772,0.20095300674438477,-2.4492597937583924,16.794053304195405,0.1,0.0001,130,0.0023753713,0.0890625,6.857695579528809
14,18.8,-0.2223480099999999,15,526,7680,-0.002434565269504674,0.11331558227539062,-2.4535420566797255,23.996285557746887,0.1,0.0001,140,0.00056955765,0.0,10.345417022705078
14,17.49,0.027837380000000148,16,563,8192,-0.004269248055061325,0.2255162000656128,-2.451343038678169,17.439174342155457,0.1,0.0001,150,0.0015770687,0.0015625,11.219666481018066
14,18.54,-0.38848420999999994,17,598,8704,-0.00407022403087467,0.010866940021514893,-2.4455035507678984,26.846712517738343,0.1,0.0001,160,0.0011643413,0.00390625,14.382333755493164
14,18.6,-0.6004616400000001,18,634,9216,-0.005863833660259843,0.10830777883529663,-2.449290519952774,29.865661644935606,0.1,0.0001,170,0.0018695794,0.0125,11.406023979187012
14,17.73,0.28737670000000015,19,672,9728,-0.00456138307636138,0.4221181869506836,-2.4524168878793717,17.701380693912505,0.1,0.0001,180,0.0013604742,0.006640625,8.758072853088379
14,17.49,-0.05695713999999999,20,716,10240,-0.009068790060700849,0.46930843591690063,-2.4516448616981505,12.874795424938203,0.1,0.0001,190,0.0023865523,0.0650390625,4.829960823059082
14,16.4,0.71034961,21,752,10752,-0.005288554879371077,0.4610651135444641,-2.447293496131897,21.61133555173874,0.1,0.0001,200,0.0013608867,0.0001953125,10.352080345153809
14,14.68,0.6585114000000002,22,791,11264,-0.0038391280628275125,0.22636699676513672,-2.440780997276306,16.448479521274567,0.1,0.0001,210,0.0012195288,0.005859375,8.196296691894531
13,13.99,1.0990743,23,842,11776,-0.002476964786183089,0.15679562091827393,-2.4353790879249573,29.678731894493104,0.1,0.0001,220,0.00060453697,0.0,15.609295845031738
13,12.25,2.07899103,24,885,12288,-0.005847584077855572,0.33825063705444336,-2.4244925677776337,26.408400177955627,0.1,0.0001,230,0.001912824,0.0181640625,9.657331466674805
13,12.63,1.78971811,25,928,12800,-0.006245716384728439,0.272233247756958,-2.418366351723671,28.413680410385133,0.1,0.0001,240,0.0018079907,0.01796875,13.48177433013916
13,13.84,1.1918014499999998,26,963,13312,-0.004185755469370634,0.38122618198394775,-2.4324797332286834,28.70260524749756,0.1,0.0001,250,0.0010826229,0.0201171875,9.923270225524902
13,15.83,-0.5734960899999999,27,1001,13824,-0.0024410316022112966,0.1362450122833252,-2.430369198322296,29.598198556900023,0.1,0.0001,260,0.0005981962,0.0,16.976224899291992
13,15.39,-0.48747468999999966,28,1038,14336,-0.003854060347657651,0.26764923334121704,-2.4414176464080812,27.576739287376405,0.1,0.0001,270,0.0009802136,0.009765625,11.640386581420898
13,15.29,-0.2741157700000001,29,1079,14848,-0.002653402759460732,0.20022052526474,-2.427256828546524,26.98558120727539,0.1,0.0001,280,0.0006390301,0.0009765625,14.54515552520752
13,16.29,-0.52961561,30,1111,15360,-0.005607098632026464,0.3906688690185547,-2.421579214930534,25.907555627822877,0.1,0.0001,290,0.002037765,0.019140625,10.828901290893555
