time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,time/fps,train/n_updates,train/clip_range,train/policy_gradient_loss,train/learning_rate,train/approx_kl,train/value_loss,train/explained_variance,train/loss,train/clip_fraction,train/entropy_loss
229,16384,84.27769104999999,60.0,32,71,310,0.2,-0.0017675435403361917,0.0003,0.0003921726,710.4621078491211,0.3636172413825989,404.8201904296875,0.0,-1.5852031320333482
236,16896,80.60592687,60.0,33,71,320,0.2,-0.00022349265636876226,0.0003,0.00034824945,872.2308639526367,0.3090120553970337,401.7041931152344,0.0,-1.5767436116933822
243,17408,89.49826105,60.0,34,71,330,0.2,-0.005140380567172542,0.0003,0.0032888348,167.34802532196045,0.5724320411682129,103.0271987915039,0.0,-1.5675052285194397
250,17920,91.30600668,60.0,35,71,340,0.2,-0.0031691342126578094,0.0003,0.000890136,603.65534324646,0.3271403908729553,282.3671875,0.0,-1.4488765805959702
257,18432,90.80924866,60.0,36,71,350,0.2,-0.002285993174882606,0.0003,0.0006979903,154.14085893630983,0.530603677034378,55.46268081665039,0.0,-1.461342389881611
265,18944,97.64228214,60.0,37,71,360,0.2,-0.00028253236087039113,0.0003,0.00043759693,579.447102355957,0.4683942198753357,233.26748657226562,0.0,-1.4711607486009597
272,19456,100.42280448000001,60.0,38,71,370,0.2,-0.0018288075516466051,0.0003,0.001159213,1024.6062507629395,0.43211811780929565,448.61065673828125,0.0,-1.5002528592944144
279,19968,98.35217250999999,60.0,39,71,380,0.2,-0.0032097494637127965,0.0003,0.0019885935,433.7183168411255,0.5043811500072479,297.95574951171875,0.0107421875,-1.4943577289581298
286,20480,106.09169141000001,60.0,40,71,390,0.2,-0.0002632896474096924,0.0003,0.0014285074,225.43371257781982,0.5711268782615662,95.37773895263672,0.0,-1.5986422970890999
294,20992,114.86327956,60.0,41,71,400,0.2,-0.00023207032936625182,0.0003,0.000119533855,800.4586578369141,0.48817378282546997,402.8590087890625,0.0,-1.6379451796412468
301,21504,113.31786023000001,60.0,42,71,410,0.2,-0.00319816239643842,0.0003,0.0019583195,476.3537372589111,0.460476279258728,232.58523559570312,0.0,-1.574914315342903
308,22016,113.11038787,60.0,43,71,420,0.2,-0.009102135099237785,0.0003,0.008607691,321.19349937438966,0.48361384868621826,172.9849395751953,0.0080078125,-1.4675875186920166
