rollout/exploration_rate,time/fps,time/episodes,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,train/loss,train/learning_rate,train/n_updates
0.9556666666666668,7,4,8.0,4.860418,7,56,,,
0.8543333333333336,13,8,13.0,3.084421125,13,184,,,
0.8289999999999998,11,12,12.166666666666666,2.5755935,18,216,0.3038182556629181,0.001,1
0.8068333333333335,10,16,10.0,2.9252831875,22,244,0.43434834480285645,0.001,3
0.7941666666666667,9,20,10.904761904761905,2.367175571428571,27,260,0.7118270397186279,0.001,4
0.7878333333333335,8,24,9.708333333333334,2.6386010416666665,30,268,,,
0.7308333333333334,9,28,9.428571428571429,2.9584740357142856,35,340,0.5551673173904419,0.001,9
0.7086666666666666,9,32,8.84375,3.453416,40,368,0.5262869000434875,0.001,10
0.6896666666666667,8,36,9.666666666666666,2.5210128055555554,45,392,0.5654798746109009,0.001,12
0.6390000000000002,8,40,9.225,2.857252725,51,456,0.46292829513549805,0.001,16
0.6041666666666665,8,44,9.977272727272727,2.518684204545455,56,500,0.612119197845459,0.001,19
0.528166666666667,9,48,9.666666666666666,2.7426643125,62,596,0.2652651071548462,0.001,25
0.5123333333333333,9,52,10.653846153846153,2.5059476923076924,67,616,0.3921325206756592,0.001,26
0.4870000000000001,9,56,11.232142857142858,2.528309535714286,71,648,0.5037397742271423,0.001,28
0.45216666666666694,8,60,10.75,2.761439733333334,77,692,0.39639583230018616,0.001,31
0.31916666666666693,10,64,12.09375,2.364785375,84,860,0.2900376617908478,0.001,41
0.236833333333333,10,68,13.191176470588236,1.0060578529411763,93,964,0.43283897638320923,0.001,48
0.2083333333333336,10,72,12.583333333333334,1.1572441527777781,98,1000,0.439290851354599,0.001,50
0.17350000000000043,9,76,12.06578947368421,1.391589723684211,104,1044,0.47419822216033936,0.001,53
0.12916666666666676,10,80,13.0875,1.1731704749999998,109,1100,0.5586016774177551,0.001,56
0.05,11,84,15.321428571428571,-0.30231647619047636,116,1340,0.3835987150669098,0.001,71
0.05,12,88,16.636363636363637,-0.4047834886363635,123,1580,0.09390600025653839,0.001,86
0.05,13,92,17.880434782608695,-0.6506327608695652,131,1804,0.20727130770683289,0.001,100
0.05,13,96,18.40625,-0.6150519062500001,135,1824,0.13557632267475128,0.001,101
0.05,14,100,18.89,-0.70716416,142,2048,0.3098848760128021,0.001,115
0.05,13,104,18.61,-0.7105433199999999,148,2064,0.3207397162914276,0.001,116
0.05,13,108,19.11,-0.8610521499999999,152,2076,0.20572686195373535,0.001,117
0.05,13,112,19.32,-0.8838467299999998,158,2104,0.37014782428741455,0.001,119
0.05,13,116,19.37,-0.7987183199999996,163,2136,0.24004040658473969,0.001,121
0.05,13,120,20.64,-1.5780558299999998,171,2348,0.3074966073036194,0.001,134
0.05,14,124,21.81,-2.5229943199999996,178,2548,0.158431276679039,0.001,147
0.05,14,128,23.31,-3.1472917299999987,185,2680,0.2697949707508087,0.001,155
0.05,14,132,24.64,-3.4652204,191,2796,0.15127047896385193,0.001,162
0.05,14,136,24.06,-3.0151779199999997,196,2820,0.3468978703022003,0.001,164
0.05,14,140,25.07,-3.3670025399999997,203,2960,0.19211769104003906,0.001,172
0.05,14,144,25.0,-3.25034465,209,3048,0.2103537768125534,0.001,178
0.05,14,148,25.38,-3.400140629999999,214,3072,0.3032701313495636,0.001,179
0.05,14,152,25.03,-3.156209589999999,220,3132,0.40155065059661865,0.001,183
0.05,13,156,24.32,-3.07908921,226,3148,0.26796984672546387,0.001,184
0.05,14,160,25.39,-3.6207284599999996,233,3296,0.3937603831291199,0.001,193
0.05,13,164,25.03,-3.508935379999999,238,3340,0.20533032715320587,0.001,196
0.05,13,168,24.43,-2.5907149699999996,244,3400,0.1688491404056549,0.001,200
0.05,14,172,25.56,-2.810348179999999,251,3564,0.22922168672084808,0.001,210
0.05,14,176,26.85,-3.5371002400000005,257,3640,0.22652587294578552,0.001,215
0.05,14,180,27.95,-5.3657556799999995,264,3880,0.13967716693878174,0.001,230
0.05,15,184,27.36,-4.34092829,272,4104,0.18997102975845337,0.001,244
0.05,15,188,26.81,-4.25854287,279,4284,0.15609608590602875,0.001,255
0.05,15,192,26.22,-4.02551165,284,4352,0.12144330143928528,0.001,259
0.05,15,196,26.81,-4.2470349800000005,292,4544,0.09609226882457733,0.001,271
0.05,15,200,27.4,-4.3344290999999995,299,4768,0.051499467343091965,0.001,285
0.05,15,204,29.34,-4.776867759999999,305,4852,0.21277616918087006,0.001,291
0.05,16,208,29.35,-4.7325893,312,5076,0.1783556193113327,0.001,305
0.05,16,212,30.53,-4.98344186,319,5264,0.051998697221279144,0.001,316
0.05,16,216,31.59,-5.26527917,325,5332,0.3327174186706543,0.001,321
0.05,16,220,31.46,-4.6586318,333,5572,0.14639057219028473,0.001,336
0.05,16,224,31.47,-3.9151663500000002,337,5584,,,
0.05,16,228,29.83,-3.2900947800000004,343,5620,0.17558349668979645,0.001,339
0.05,16,232,30.71,-3.5484466,350,5852,0.22729864716529846,0.001,353
