time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/time_elapsed,time/total_timesteps,train/policy_gradient_loss,train/explained_variance,train/entropy_loss,train/value_loss,train/clip_range,train/learning_rate,train/n_updates,train/approx_kl,train/clip_fraction,train/loss
15,17.25,1.6889815961538461,1,65,1024,,,,,,,,,,
18,22.9390243902439,-0.5546079024390245,2,109,2048,-0.02086171883274801,-0.011318325996398926,-2.4768495187163353,9.54308477640152,0.2,0.0003,10,0.013410334,0.11025390625,4.43779993057251
18,27.02,-2.2982213500000004,3,169,3072,-0.013774907332845032,0.1805623173713684,-2.4719079598784446,9.050151947140694,0.2,0.0003,20,0.010101793,0.07587890625,3.5209949016571045
17,25.09,-1.2542735999999999,4,227,4096,-0.013132165631395765,0.30465829372406006,-2.463681137561798,10.850339239835739,0.2,0.0003,30,0.010959813,0.06396484375,4.413041114807129
17,22.58,-0.9045076299999999,5,287,5120,-0.011140376803814434,0.30613595247268677,-2.4621222093701363,13.12831974029541,0.2,0.0003,40,0.0082485955,0.045703125,5.214527130126953
17,23.36,-2.17072448,6,346,6144,-0.010790885315509513,0.19791734218597412,-2.4429321393370627,11.989222997426987,0.2,0.0003,50,0.011175057,0.05712890625,5.756532192230225
16,19.49,0.08911173999999995,7,422,7168,-0.01308665658289101,0.07970404624938965,-2.419619634747505,16.615305963158608,0.2,0.0003,60,0.008981869,0.0546875,5.407951831817627
16,17.82,0.34102441999999994,8,493,8192,-0.014396149315871298,0.1610291600227356,-2.411366267502308,21.290862661600112,0.2,0.0003,70,0.01135846,0.05849609375,9.408866882324219
16,17.01,0.40018271999999994,9,569,9216,-0.01579884662933182,0.17152398824691772,-2.394212406873703,15.052137970924377,0.2,0.0003,80,0.010981254,0.06064453125,5.809206008911133
15,14.77,0.8418567800000001,10,655,10240,-0.010583109778235667,0.28805655241012573,-2.3875007554888725,21.47883791923523,0.2,0.0003,90,0.006123401,0.0287109375,9.70297622680664
15,15.38,-0.12711026999999997,11,731,11264,-0.014707298632129096,0.2374386191368103,-2.3778298884630202,23.036287367343903,0.2,0.0003,100,0.0073927487,0.05107421875,11.224722862243652
15,18.24,-0.9010723999999999,12,789,12288,-0.011006402364000679,0.25609856843948364,-2.368050593137741,22.598425257205964,0.2,0.0003,110,0.006545657,0.02744140625,13.918370246887207
15,18.48,0.08732753999999998,13,868,13312,-0.01024082582734991,0.14256209135055542,-2.3808417096734047,20.103439712524413,0.2,0.0003,120,0.009612055,0.0435546875,10.024558067321777
15,16.62,0.8614997200000002,14,945,14336,-0.01385510379623156,0.13691073656082153,-2.379996356368065,30.181175065040588,0.2,0.0003,130,0.008007173,0.0513671875,13.311494827270508
14,11.09,2.63442769,15,1054,15360,-0.010937179723987356,0.003199934959411621,-2.3427965372800825,19.145674818754195,0.2,0.0003,140,0.009149813,0.0353515625,8.43713092803955
