time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,time/fps,train/n_updates,train/clip_range,train/policy_gradient_loss,train/learning_rate,train/approx_kl,train/value_loss,train/explained_variance,train/loss,train/clip_fraction,train/entropy_loss
374,22528,67.27680718,60.0,44,60,430,0.2,-0.002435106667689979,0.0003,0.0018256496,534.9700284957886,0.44845521450042725,219.47303771972656,0.0,-1.7209111660718919
383,23040,71.98291611,60.0,45,60,440,0.2,-0.001754701422760263,0.0003,0.00090129545,395.9268560409546,0.539475679397583,151.43618774414062,0.0,-1.8934081941843033
391,23552,69.67814012000001,60.0,46,60,450,0.2,-0.0027444714389275758,0.0003,0.00081965735,208.7650327682495,0.5887858271598816,82.57383728027344,0.0,-1.9860659763216972
398,24064,74.15505928000002,60.0,47,60,460,0.2,-0.001693613562383689,0.0003,0.00047479477,417.13435106277467,0.44292157888412476,176.56240844726562,0.0,-2.0120552703738213
405,24576,69.79645439999999,60.0,48,60,470,0.2,-0.00385652186232619,0.0003,0.00265738,376.13523960113525,0.41715192794799805,168.76254272460938,0.0013671875,-1.8608083859086038
412,25088,69.12606084,60.0,49,60,480,0.2,-0.003206240461440757,0.0003,0.0024003915,148.333985042572,0.5742451548576355,77.68595886230469,0.0,-1.900060948729515
419,25600,73.81119654000001,60.0,50,60,490,0.2,-0.0076370194845367225,0.0003,0.003646416,248.71090259552003,0.5660884976387024,91.84317779541016,0.0087890625,-1.7688471287488938
426,26112,84.68018942999998,60.0,51,61,500,0.2,-0.0026409059122670443,0.0003,0.0011456052,617.4840480804444,0.5395130813121796,245.68798828125,0.0,-1.7899203971028328
434,26624,87.60082100999998,60.0,52,61,510,0.2,-0.006248416937887668,0.0003,0.0044965325,660.3690441131591,0.32485276460647583,295.6688232421875,0.0173828125,-1.777141210436821
442,27136,82.26313984000001,60.0,53,61,520,0.2,-0.004134096880443394,0.0003,0.0028621107,321.44316349029543,0.12587428092956543,77.49114990234375,0.0025390625,-1.7395220637321471
449,27648,82.39670487,60.0,54,61,530,0.2,-0.007161979709053412,0.0003,0.0041858014,161.3179895401001,0.5962649285793304,74.49901580810547,0.0201171875,-1.6823070615530014
456,28160,79.91720532000001,60.0,55,61,540,0.2,-0.0041229497059248384,0.0003,0.008640618,354.21437187194823,0.4445319175720215,169.13165283203125,0.0384765625,-1.6364044085144998
463,28672,81.06403379,60.0,56,61,550,0.2,-0.006920401577372104,0.0003,0.0038702488,506.1957145690918,0.41326653957366943,227.28753662109375,0.0017578125,-1.7595119073987007
471,29184,82.44342995000001,60.0,57,61,560,0.2,-0.004005611609318294,0.0003,0.0013248449,301.17179012298584,0.5249951779842377,149.2906036376953,0.0013671875,-1.5754702299833299
478,29696,82.55510937000001,60.0,58,62,570,0.2,-0.01399659544986207,0.0003,0.0072920793,250.1809452056885,0.47469890117645264,121.39617156982422,0.058984375,-1.5907734140753746
486,30208,84.66668444999999,60.0,59,62,580,0.2,-0.00849087120150216,0.0003,0.0043995557,399.885209274292,0.3371050953865051,162.6112518310547,0.010546875,-1.6492723762989043
494,30720,92.81137577,60.0,60,62,590,0.2,-0.003549829905387014,0.0003,0.0016279668,566.9380210876465,0.42337292432785034,318.95831298828125,0.0,-1.5560388639569283
501,31232,92.82596077999999,60.0,61,62,600,0.2,-0.007082456175703555,0.0003,0.004135664,353.08422622680666,0.479253351688385,240.3144073486328,0.0109375,-1.4902750089764596
508,31744,87.09223823999999,60.0,62,62,610,0.2,-0.0032447410660097374,0.0003,0.0016762096,671.8917064666748,0.4081041216850281,395.489013671875,0.0,-1.4200189486145973
515,32256,77.91894473,60.0,63,62,620,0.2,-0.002618367248214781,0.0003,0.007861862,339.1580011367798,0.5552208125591278,225.9278106689453,0.0228515625,-1.6044249847531318
522,32768,77.69437260999999,60.0,64,62,630,0.2,-0.003181054786546156,0.0003,0.0012665765,409.8173309326172,0.3702124357223511,165.4894561767578,0.0,-1.6307811230421065
530,33280,84.04026632000001,60.0,65,62,640,0.2,-0.0017374991090036928,0.0003,0.0030525574,235.89499368667603,0.42418813705444336,84.56034851074219,0.008203125,-1.7543860882520677
537,33792,90.52696869000002,60.0,66,62,650,0.2,-0.0018764429085422307,0.0003,0.0030673002,457.56404933929446,0.34750550985336304,177.293212890625,0.007421875,-1.5291238680481911
544,34304,91.08389887,60.0,67,63,660,0.2,-0.002323861497279722,0.0003,0.00082600815,833.5334159851075,0.34002989530563354,419.79620361328125,0.0015625,-1.6661078348755836
552,34816,86.84685375,60.0,68,63,670,0.2,-0.0038062163046561183,0.0003,0.0056187296,212.3504358291626,0.5108725428581238,114.86367797851562,0.03671875,-1.7251177176833152
559,35328,84.67091921,60.0,69,63,680,0.2,-0.012529148848261683,0.0003,0.0066061616,267.405499458313,0.5010076463222504,101.32923889160156,0.0603515625,-1.7820877775549888
566,35840,86.28274706,60.0,70,63,690,0.2,-0.0021094417839776724,0.0003,0.003744498,343.26322078704834,0.4700743556022644,185.70901489257812,0.00546875,-1.6980890318751336
573,36352,81.04998789999999,60.0,71,63,700,0.2,-0.0034898012701887636,0.0003,0.003519394,213.75418710708618,0.5615994334220886,101.44072723388672,0.011328125,-1.7692778065800667
581,36864,79.21801168,60.0,72,63,710,0.2,-0.0107677455060184,0.0003,0.007390447,86.4232747554779,0.6720990538597107,36.83637619018555,0.0529296875,-1.7973588034510612
588,37376,79.17337129000002,60.0,73,63,720,0.2,-0.0047159978072159,0.0003,0.002769469,265.9007696151733,0.36974310874938965,136.20094299316406,0.00390625,-1.8020153000950814
596,37888,80.56960027,60.0,74,63,730,0.2,-0.004192586895078421,0.0003,0.0022584028,297.7575313568115,0.5866694748401642,158.33815002441406,0.0,-1.8908017978072167
