#{"t_start": 1785239949.4199033, "env_id": "None"}
r,l,t,success,freeze_attempted,d_m,alpha_deg
-10.385299,60,7.079989,False,True,0.11632274397207826,87.33030435090015
-8.9331,60,12.700964,False,True,0.09057197165788143,85.82839917762105
-2.144031,60,17.51772,False,True,0.05297542229960546,77.7803406447166
8.028201,60,21.226914,False,True,0.01578683966540878,84.1935951647462
-6.680417,60,25.2837,False,True,0.07730167020205467,81.31065574146903
12.642215,60,28.307094,False,True,0.01638215705891484,78.8289846780704
47.481892,60,32.177562,False,True,0.0017872412048730666,68.29353365492491
-12.162873,60,35.277289,False,True,0.1281526360997411,73.9276511746489
7.858302,60,39.184016,False,True,0.03965416833083757,73.42208375279957
-7.579801,60,42.171648,False,True,0.07542819223269887,84.7083182944634
42.064145,60,46.097301,False,True,0.02400608511146504,72.72853322428361
32.52056,60,49.172572,False,True,0.0015395922793878265,68.80783415806444
65.438418,60,53.407058,False,True,0.014071104046657859,85.30664099545008
-10.951046,60,56.555728,False,True,0.08746734950076754,89.32048555966091
-10.366646,60,60.478552,False,True,0.10243459255619071,88.7937037775719
18.351021,60,63.531574,False,True,0.03495763333878175,80.20555696997803
76.271674,60,66.520222,False,True,0.007954856535892969,68.21463695681416
6.433341,60,70.415744,False,True,0.04887522521600577,84.31005321520692
50.419937,60,73.401645,False,True,0.018540584602022424,76.90197195382704
18.654375,60,77.397029,False,True,0.0372621860825266,83.49417850091761
-17.643704,60,80.587804,False,True,0.09923062274755581,74.74946896830319
11.986886,60,84.616112,False,True,0.050153101047114054,85.25994331177314
2.401947,60,87.62617,False,True,0.056472086813068714,81.72095445118431
5.447111,60,91.589178,False,True,0.05182074341152995,77.83039748713513
127.279023,60,94.65589,False,True,0.0053574311532046965,87.75367998960176
-6.658356,60,98.460996,False,True,0.07070146106281416,76.25061026626364
56.355535,60,101.441895,False,True,0.02544575576718926,71.70142949109798
54.60637,60,105.342144,False,True,0.030173417628285047,86.15657038146244
80.820311,60,108.42599,False,True,0.012700233313067402,87.43136925367008
80.094479,60,112.4163,False,True,6.532019056681299e-05,89.7487798483624
-11.521402,60,116.311027,False,True,0.07519332435429882,81.7726621096872
-10.591465,60,120.506013,False,True,0.08762233736335802,88.24279265445165
38.367621,60,124.710248,False,True,0.03282678634627766,86.88791945793825
133.794027,60,129.040731,False,True,0.01300272000672578,85.06310946849506
-20.94023,60,134.484212,False,True,0.09520356571221644,70.8626495189349
46.20289,60,138.86864,False,True,0.0316072092798908,88.46019379412878
131.644213,60,143.744824,False,True,0.008454943983521528,83.90238633583216
32.927227,60,149.241421,False,True,0.031051197926937734,79.51927388958009
-17.404835,60,155.156542,False,True,0.11849606118117588,86.62217898919603
77.853599,60,158.720997,False,True,0.008669327163424655,83.32758965416883
-18.226933,60,163.70048,False,True,0.10518985165353072,89.14094452235946
-10.03008,60,167.459586,False,True,0.07195220189281643,81.73925808550007
8.485127,60,172.263145,False,True,0.0618396239062071,85.0757994358349
33.628293,60,176.313266,False,True,0.04391847570977839,88.09741620227204
98.212238,60,181.977101,False,True,0.021196172951984976,73.02706566412182
-8.948828,60,187.229526,False,True,0.06850686852588309,83.8631214118382
12.412247,60,192.107545,False,True,0.0499615479892106,84.5370499265873
12.150449,60,195.681445,False,True,0.04336429114011634,82.5815244273658
13.243873,60,199.208443,False,True,0.0525846593001521,82.63081907854902
32.891114,60,203.740372,False,True,0.040764073256684644,84.66829372195028
-15.88372,60,207.291687,False,True,0.08697972255199235,79.98939820636194
91.280861,60,211.825892,False,True,0.01521840769949856,81.87291265010043
12.875693,60,215.307364,False,True,0.06150865102345126,75.32649348664451
-36.5946,60,220.117694,False,True,0.11507366839554253,75.540219281254
-5.481453,60,223.706699,False,True,0.06208321383768308,85.24721755517942
72.784727,60,228.040147,False,True,0.02752821381067221,79.48257706437741
19.554825,60,231.51338,False,True,0.043927343439359945,81.06209097074878
-21.542912,60,235.948334,False,True,0.10446797307599161,86.74203598781075
111.72435,60,239.47493,False,True,0.02082538180442787,88.01935295631374
-10.802168,60,243.90617,False,True,0.07680259224441827,89.91191009146115
54.276339,60,247.369617,False,True,0.026150215845950658,89.2490082501386
-11.414612,60,251.736359,False,True,0.07519764391657296,86.36489975302052
-8.871439,60,255.247926,False,True,0.0746990448159629,89.89281369717067
16.529134,60,258.783065,False,True,0.04881813569281301,80.66378993097815
146.670302,60,263.2748,False,True,0.010262478807382864,89.9869224779425
20.669685,60,267.452102,False,True,0.04584418551263284,87.16223959669959
34.372235,60,272.44073,False,True,0.036131760939145684,77.63037849147892
-13.691862,60,276.008142,False,True,0.08200579293103769,88.28384265850399
23.071737,60,280.510761,False,True,0.04390844947091473,85.93942430007101
-2.859466,60,283.992725,False,True,0.06549601511535938,85.43355823323539
16.990235,60,289.002461,False,True,0.045101895688513034,85.60387685793754
96.974025,60,293.523462,False,True,0.0197429047237752,79.61252514870354
134.857941,60,298.409346,False,True,0.014701878663127096,80.53435585478918
-13.178507,60,301.862868,False,True,0.13165324838929837,87.33876192075867
73.143369,60,305.856232,False,True,0.03710134068521924,87.40215805653632
16.110688,60,309.039947,False,True,0.04837072696879141,80.69560453434002
49.809487,60,312.992263,False,True,0.031014621076648742,75.08427487694568
-6.537157,60,316.127479,False,True,0.06636392685561487,84.71002979907222
57.2216,60,320.419074,False,True,0.030504301145664187,84.12133064628894
6.019511,60,323.673998,False,True,0.0582859956664637,88.75007828887315
-34.948582,60,326.764489,False,True,0.14274898097525845,86.48862228851245
-6.217729,60,330.789162,False,True,0.06190882481780923,81.97399388842562
65.587471,60,333.934194,False,True,0.038019863868508474,83.932222800049
111.975086,60,337.994955,False,True,0.027104568608104906,82.33160806942307
99.026895,60,341.131353,False,True,0.02043346824540883,82.76545606607557
21.631593,60,345.251813,False,True,0.04876766449590996,89.39236796438622
-8.791956,60,348.533363,False,True,0.06900003682177266,77.36196448706845
70.959917,60,352.852706,False,True,0.014184721713660108,89.98921344484111
10.61363,60,356.964401,False,True,0.05668237819990011,80.06255949946933
74.800373,60,361.2268,False,True,0.03266919360961612,86.577636785882
-1.913926,60,364.958022,False,True,0.05670886280448366,79.25524010389384
1.995193,60,369.424788,False,True,0.06639156281101855,89.50428558535467
227.240721,60,372.896501,False,True,0.009817757400755949,81.54769659258805
106.242017,60,377.546465,False,True,0.012460217855581986,84.36805611022908
71.588702,60,381.171155,False,True,0.027297693031432646,81.12429611180329
32.016766,60,384.592857,False,True,0.03861616674437421,86.95867418430385
71.942876,60,388.615583,False,True,0.030673519974386266,85.89127167071443
-16.073001,60,391.634707,False,True,0.09500496851632781,85.82660067791498
130.487259,60,395.534515,False,True,0.016155473794525824,83.95158228385063
173.041973,60,398.498504,False,True,0.010774742462952368,77.76990544489576
-27.927637,60,402.392752,False,True,0.12878218554994644,81.83461119784846
11.594397,60,405.423989,False,True,0.05194830001253558,85.30190080881881
140.324416,60,409.238485,False,True,0.019524572383383235,88.01140106478287
128.557481,60,412.30316,False,True,0.0164449354827224,88.4093561131254
91.17629,60,416.14539,False,True,0.027581380153157458,88.17261209849978
112.43957,60,419.150354,False,True,0.018974282733177205,86.54163377166242
176.537712,60,423.026089,False,True,0.0023362699793112642,81.34630057533711
186.90468,60,425.962419,False,True,0.0026200072793645026,83.37578740531278
103.235058,60,429.893445,False,True,0.02483105283800848,87.62951815879191
269.687202,60,432.85728,False,True,0.008273928586110642,69.43427992829797
30.256974,60,436.752852,False,True,0.05599820673546612,65.18184160741286
-18.143242,60,439.923431,False,True,0.08630166032122163,81.76396593727905
-16.301667,60,442.915931,False,True,0.083721205396363,82.35485152263406
220.491187,60,446.805218,False,True,0.010316038552803743,86.67470958236423
50.13274,60,449.853744,False,True,0.0428291431162882,84.56947319661644
18.69878,60,453.762576,False,True,0.0548864514815121,79.07537107889432
250.389898,60,456.738677,False,True,0.003896370397260189,89.20013447300738
71.95134,60,460.633076,False,True,0.02905588228293078,86.22033491928376
70.085309,60,463.604094,False,True,0.03840564466063387,89.12653327041217
229.320253,60,467.450072,False,True,0.002184505816009562,86.18908485879786
34.051872,60,470.595176,False,True,0.05148801207335982,81.17780617625881
15.550307,60,474.629896,False,True,0.05029722741181945,88.94743717548997
63.062819,60,477.9772,False,True,0.018811818045525706,87.32793933719803
295.935207,60,481.872155,False,True,0.00994752309671922,79.06218213669122
294.326271,60,484.86544,False,True,0.002184411188668128,84.53700773782307
36.668969,60,488.877246,False,True,0.042956669358944,86.26520278784199
49.283605,60,491.835853,False,True,0.0406263595867819,85.54160940892947
-0.842652,60,494.82452,False,True,0.06756023074677958,84.42722912322454
19.093554,60,498.806422,False,True,0.04798760739452021,75.16039463363803
165.374187,60,501.905571,False,True,0.030513582865049856,71.63525225089381
192.881033,60,505.74909,False,True,0.008236678981765342,85.60683609341251
54.441125,60,508.679172,False,True,0.04250563313483308,80.5333140280159
27.022174,60,512.581301,False,True,0.043330352003067465,85.25515265715285
10.915618,60,515.54283,False,True,0.05835998224743642,87.58022657918129
213.124338,60,519.399758,False,True,0.008501561935014479,89.18043277025987
18.431232,60,522.374712,False,True,0.04551893318959655,82.64237550008303
96.160217,60,526.244732,False,True,0.023006986808568615,87.48629699243547
-5.942907,60,529.246799,False,True,0.06485497111884551,85.3101444289196
65.689707,60,533.295261,False,True,0.038616242267778954,86.25185736074299
201.104177,60,536.256253,False,True,0.002847121617236427,75.49690177877763
319.503989,60,540.133708,False,True,0.0013367454882841842,77.90109914562244
65.941029,60,543.029329,False,True,0.025420390671445976,81.40878707400121
45.576675,60,546.932389,False,True,0.04151472389160296,73.42852382410197
87.919473,60,549.961481,False,True,0.01915161954464477,72.9197714374154
69.884264,60,552.920352,False,True,0.02653387237971274,85.9005199619553
-37.537596,60,556.895825,False,True,0.11195602458928426,87.04300681520438
19.489314,60,559.914822,False,True,0.051642028476461,88.79419755518315
200.099858,60,563.913067,False,True,0.014573711901254791,87.38897853656314
108.806363,60,566.893524,False,True,0.028358382606327358,88.71002011217708
67.01651,60,570.733694,False,True,0.026266899792569694,86.63077962200306
88.326845,60,573.687142,False,True,0.02420171825249043,88.98278440860365
8.973501,60,577.61152,False,True,0.054018887055088206,75.93020607799737
68.951732,60,580.628101,False,True,0.032779164332747024,83.13995573003616
12.663144,60,584.639234,False,True,0.056230522091483506,88.20247255505501
158.765444,60,587.968996,False,True,0.010868182510617826,75.45031881917527
7.310699,60,592.012511,False,True,0.057888531196890705,89.36184955147222
92.635002,60,595.05508,False,True,0.02534389141382465,87.49977566355584
-18.942143,60,599.294927,False,True,0.08245291140375989,86.07127003319086
166.639637,60,602.276777,False,True,0.012557721921600961,83.9054028035415
193.196525,60,605.224621,False,True,0.008531087197882665,84.51375289221282
206.869609,60,609.169593,False,True,0.017358727073990422,87.05467445943783
-28.077256,60,612.164011,False,True,0.08686921031756387,89.84465267563786
24.380535,60,616.148659,False,True,0.044909841641358486,85.79203513245702
211.674271,60,619.06971,False,True,0.011818313418159636,85.59066536712743
11.750451,60,622.973169,False,True,0.0527373191396205,86.26037228736575
22.007484,60,625.889725,False,True,0.05040034866132696,88.54344381623862
-25.754987,60,629.770555,False,True,0.11535583246945569,72.59568083957318
