time/fps,time/iterations,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,train/value_loss,train/learning_rate,train/loss,train/clip_fraction,train/approx_kl,train/policy_gradient_loss,train/explained_variance,train/clip_range,train/entropy_loss,train/n_updates
73,22,152,60.0,11264,-6.372952549999999,0.012932605191599578,0.0003,-0.14514094591140747,0.087890625,0.011990474,-0.01757863031234592,0.8673458695411682,0.2,-2.1691604137420653,210
73,23,160,60.0,11776,-6.34484506,0.01357753022457473,0.0003,-0.1368662416934967,0.12109375,0.014796636,-0.01053005075082183,0.839122548699379,0.2,-2.17681128680706,220
73,24,166,60.0,12288,-6.34896123,0.013170596823329106,0.0003,-0.0991806909441948,0.06171875,0.009269368,-0.014387299783993512,0.858200192451477,0.2,-2.218935579061508,230
73,25,173,60.0,12800,-6.337802330000001,0.01100420979782939,0.0003,-0.15477247536182404,0.1484375,0.014327011,-0.01585390311665833,0.872634083032608,0.2,-2.2795397132635116,240
73,26,180,60.0,13312,-6.329628200000001,0.011308997019659728,0.0003,-0.13993017375469208,0.0904296875,0.01385963,-0.015958430705359204,0.8537566661834717,0.2,-2.290518042445183,250
74,27,186,60.0,13824,-6.329547570000001,0.013390874164178968,0.0003,-0.12811799347400665,0.1244140625,0.010511346,-0.020168604352511464,0.7598103135824203,0.2,-2.2687097787857056,260
74,28,193,60.0,14336,-6.33093401,0.008378004084806889,0.0003,-0.11255645751953125,0.1005859375,0.010274317,-0.018256480735726655,0.8936000540852547,0.2,-2.253929430246353,270
74,29,200,60.0,14848,-6.354755610000001,0.008276174345519393,0.0003,-0.14232765138149261,0.1033203125,0.012445817,-0.017942391452379525,0.8903816416859627,0.2,-2.2291016817092895,280
73,30,207,60.0,15360,-6.3287492400000005,0.023104084411170334,0.0003,-0.1442968100309372,0.110546875,0.013364382,-0.015731889655580745,0.7705201655626297,0.2,-2.2374202430248262,290
73,31,214,60.0,15872,-6.337111719999999,0.0184336916427128,0.0003,-0.11443661153316498,0.1115234375,0.012578046,-0.015057352301664651,0.801835760474205,0.2,-2.2756275326013564,300
74,32,221,60.0,16384,-6.400367109999999,0.018124001228716224,0.0003,-0.14639879763126373,0.165234375,0.014212152,-0.019818280229810626,0.8209391534328461,0.2,-2.326050826907158,310
74,33,227,60.0,16896,-6.38559158,0.0232477618730627,0.0003,-0.07611740380525589,0.1185546875,0.011317654,-0.0197120193275623,0.8145428597927094,0.2,-2.3450459450483323,320
74,34,234,60.0,17408,-6.411739669999999,0.007608804688788951,0.0003,-0.17389072477817535,0.0931640625,0.0119058415,-0.020689012756338342,0.9348765537142754,0.2,-2.3162448406219482,330
74,35,241,60.0,17920,-6.418788770000001,0.017351702461019157,0.0003,-0.1650020182132721,0.1328125,0.015821772,-0.016861181164858862,0.8198543041944504,0.2,-2.3382002115249634,340
74,36,247,60.0,18432,-6.4142472,0.0032524882088182496,0.0003,-0.13668109476566315,0.11484375,0.013454967,-0.019048349233344197,0.9612280838191509,0.2,-2.3256507962942123,350
74,37,254,60.0,18944,-6.441261820000001,0.006871361981029622,0.0003,-0.14106325805187225,0.1255859375,0.013207029,-0.019604895875090733,0.9388875477015972,0.2,-2.294133350253105,360
74,38,261,60.0,19456,-6.45302432,0.008448355313157662,0.0003,-0.13473007082939148,0.1095703125,0.013091177,-0.019353322649840264,0.9333791807293892,0.2,-2.2757855623960497,370
74,39,268,60.0,19968,-6.444279429999999,0.008654600783484057,0.0003,-0.13946186006069183,0.1384765625,0.013222944,-0.02339124622521922,0.9305327162146568,0.2,-2.2284708857536315,380
74,40,275,60.0,20480,-6.47521562,0.00827648803824559,0.0003,-0.12049221992492676,0.0560546875,0.0103559,-0.013983503304189071,0.9091823026537895,0.2,-2.222888720035553,390
74,41,281,60.0,20992,-6.51429499,0.013954511226620525,0.0003,-0.15149039030075073,0.1015625,0.0118819345,-0.017585633066482843,0.8773720487952232,0.2,-2.2376349836587908,400
74,42,288,60.0,21504,-6.53659214,0.010371155658503994,0.0003,-0.12794919312000275,0.1107421875,0.012543544,-0.014789712033234537,0.8822879865765572,0.2,-2.2364256143569947,410
74,43,294,60.0,22016,-6.53353238,0.015521726693259552,0.0003,-0.11122941225767136,0.048828125,0.011658624,-0.012316179025219753,0.8486001640558243,0.2,-2.234799289703369,420
74,44,301,60.0,22528,-6.532872690000001,0.006335452059283852,0.0003,-0.14213187992572784,0.1830078125,0.015549976,-0.024069554964080454,0.9324693381786346,0.2,-2.241972401738167,430
73,45,311,60.0,23040,-6.5629009499999995,0.015793260710779577,0.0003,-0.13665683567523956,0.083203125,0.007790518,-0.017300046735908837,0.8934460505843163,0.2,-2.21358360350132,440
73,46,320,60.0,23552,-6.545668080000001,0.013002200645860284,0.0003,-0.1620751917362213,0.1146484375,0.012905544,-0.0194090613280423,0.9072371199727058,0.2,-2.2241363495588304,450
73,47,326,60.0,24064,-6.574943689999999,0.008274769131094217,0.0003,-0.12831604480743408,0.078515625,0.012399686,-0.01652865187788848,0.8992332071065903,0.2,-2.2055016249418258,460
73,48,333,60.0,24576,-6.55645676,0.017681651131715624,0.0003,-0.1370844542980194,0.059375,0.013089034,-0.012272164894966409,0.8649959862232208,0.2,-2.1976746916770935,470
72,49,343,60.0,25088,-6.565440390000001,0.009173499670578168,0.0003,-0.1347585767507553,0.0896484375,0.0104441475,-0.015387570019811392,0.9103975221514702,0.2,-2.173998737335205,480
72,50,353,60.0,25600,-6.595576450000001,0.007380883369478397,0.0003,-0.14974966645240784,0.0634765625,0.010031216,-0.015203669038601219,0.9158313125371933,0.2,-2.195768818259239,490
72,51,360,60.0,26112,-6.65236487,0.009172475209925323,0.0003,-0.15438246726989746,0.1611328125,0.013122126,-0.022671688423724846,0.9247464314103127,0.2,-2.259906792640686,500
72,52,368,60.0,26624,-6.658054239999999,0.013797958783106879,0.0003,-0.12098556756973267,0.11640625,0.012874151,-0.020519567467272282,0.8831073343753815,0.2,-2.298472633957863,510
72,53,376,60.0,27136,-6.61290797,0.006135883295792155,0.0003,-0.14810265600681305,0.123828125,0.013663841,-0.025759471789933742,0.9249064028263092,0.2,-2.2923923254013063,520
71,54,384,60.0,27648,-6.608466680000001,0.009317042777547612,0.0003,-0.13799509406089783,0.082421875,0.009349125,-0.012667637289268896,0.9340188428759575,0.2,-2.3183243006467817,530
71,55,392,60.0,28160,-6.59592218,0.00803361851722002,0.0003,-0.15581291913986206,0.13125,0.012615124,-0.021620487153995782,0.8885509297251701,0.2,-2.312877196073532,540
71,56,399,60.0,28672,-6.580874989999999,0.015329172450583428,0.0003,-0.12187235057353973,0.1423828125,0.013295146,-0.02237488770042546,0.8733394891023636,0.2,-2.31545794904232,550
71,57,407,60.0,29184,-6.574441139999999,0.008932544861454516,0.0003,-0.16812950372695923,0.102734375,0.0135888215,-0.023519877321086825,0.906096801161766,0.2,-2.3024797677993774,560
71,58,416,60.0,29696,-6.583035470000001,0.01674409651895985,0.0003,-0.1373639702796936,0.0619140625,0.010725029,-0.012823232467053459,0.8571806848049164,0.2,-2.238711416721344,570
71,59,424,60.0,30208,-6.57251099,0.007964479399379342,0.0003,-0.13470745086669922,0.0833984375,0.009911107,-0.0181411100726109,0.9235058650374413,0.2,-2.180292472243309,580
70,60,434,60.0,30720,-6.58453034,0.01639888154459186,0.0003,-0.10967657715082169,0.0810546875,0.01216978,-0.01668773121200502,0.8597757518291473,0.2,-2.23956193625927,590
70,61,441,60.0,31232,-6.568441669999999,0.011221581959398463,0.0003,-0.1454794853925705,0.1078125,0.011758527,-0.01718719705240801,0.9147834628820419,0.2,-2.261968794465065,600
70,62,449,60.0,31744,-6.54216816,0.013162364775780588,0.0003,-0.12297748774290085,0.0546875,0.010243625,-0.013147881836630404,0.8998019471764565,0.2,-2.2304965287446974,610
70,63,457,60.0,32256,-6.46420469,0.01509030390297994,0.0003,-0.14964915812015533,0.1111328125,0.012508003,-0.017222849186509848,0.8513255715370178,0.2,-2.2271673709154127,620
70,64,464,60.0,32768,-6.4540083300000015,0.01254815044812858,0.0003,-0.1542414426803589,0.1578125,0.018299278,-0.02142110182903707,0.8407373428344727,0.2,-2.1946186274290085,630
70,65,471,60.0,33280,-6.477011439999999,0.00891561429016292,0.0003,-0.1152748167514801,0.0224609375,0.008433595,-0.010643097932916134,0.8864431977272034,0.2,-2.1610709607601164,640
70,66,477,60.0,33792,-6.4970390700000005,0.023324462305754422,0.0003,-0.14184443652629852,0.08671875,0.014006601,-0.017762951453914867,0.7821013182401657,0.2,-2.117337945103645,650
70,67,484,60.0,34304,-6.4896008400000005,0.028570607013534755,0.0003,-0.12956182658672333,0.08671875,0.011743981,-0.014003025495912879,0.7776406556367874,0.2,-2.159286028146744,660
70,68,492,60.0,34816,-6.5081664199999985,0.0162195589276962,0.0003,-0.14465610682964325,0.1595703125,0.012360711,-0.02543563343497226,0.8415501862764359,0.2,-2.1366006284952164,670
70,69,499,60.0,35328,-6.5049225800000015,0.02590510610025376,0.0003,-0.10881099104881287,0.1599609375,0.013930336,-0.020657999627292156,0.84595787525177,0.2,-2.1537713706493378,680
70,70,505,60.0,35840,-6.51932314,0.024047422886360435,0.0003,-0.10991687327623367,0.0685546875,0.010269994,-0.015910316820372826,0.8358722031116486,0.2,-2.118993452191353,690
70,71,512,60.0,36352,-6.511904659999999,0.0251260626479052,0.0003,-0.14564421772956848,0.109765625,0.012330106,-0.020337887591449545,0.655828207731247,0.2,-2.0937146842479706,700
71,72,518,60.0,36864,-6.489399929999999,0.01404892816208303,0.0003,-0.1090141087770462,0.09921875,0.010110585,-0.015436911606229842,0.8419949114322662,0.2,-2.0826069831848146,710
71,73,525,60.0,37376,-6.501548460000001,0.0226375553291291,0.0003,-0.14251120388507843,0.0982421875,0.009327326,-0.015798103366978466,0.7967052906751633,0.2,-2.1292226344347,720
71,74,532,60.0,37888,-6.526278459999999,0.024053829663898796,0.0003,-0.10974102467298508,0.1232421875,0.012459375,-0.019101548404432834,0.8210392743349075,0.2,-2.029012380540371,730
71,75,539,60.0,38400,-6.5762913,0.016010466555599123,0.0003,-0.1170836091041565,0.0794921875,0.011139653,-0.014716643001884222,0.8569982349872589,0.2,-2.1968271404504778,740
71,76,546,60.0,38912,-6.599909190000001,0.014511689101345837,0.0003,-0.14341677725315094,0.1201171875,0.015218174,-0.01668353258864954,0.9045553281903267,0.2,-2.1882121711969376,750
71,77,553,60.0,39424,-6.57060466,0.01501170137198642,0.0003,-0.1434033215045929,0.055859375,0.009083021,-0.011305741494288668,0.8588404208421707,0.2,-2.262450525164604,760
71,78,560,60.0,39936,-6.528458690000001,0.015408273343928159,0.0003,-0.15163330733776093,0.0869140625,0.011829747,-0.020378908701241018,0.8230737894773483,0.2,-2.190299728512764,770
71,79,568,60.0,40448,-6.540389829999999,0.01760599681874737,0.0003,-0.12669344246387482,0.1138671875,0.011677448,-0.018078729190165177,0.8483856916427612,0.2,-2.21197509765625,780
71,80,575,60.0,40960,-6.490360699999999,0.011390794394537806,0.0003,-0.1736530065536499,0.0998046875,0.010467709,-0.016652019682805986,0.894334003329277,0.2,-2.2372128844261168,790
71,81,583,60.0,41472,-6.4948408,0.012510344001930207,0.0003,-0.14641591906547546,0.0857421875,0.012013448,-0.018533681891858576,0.8670609593391418,0.2,-2.2363906651735306,800
70,82,592,60.0,41984,-6.467929009999999,0.00960049125715159,0.0003,-0.14638906717300415,0.1154296875,0.013045987,-0.01978829507716,0.8798317834734917,0.2,-2.2419228196144103,810
70,83,600,60.0,42496,-6.502423359999999,0.005552116257604212,0.0003,-0.1276010125875473,0.09375,0.008437712,-0.017559644987341017,0.8953146263957024,0.2,-2.241502198576927,820
70,84,607,60.0,43008,-6.51671814,0.018913814472034572,0.0003,-0.1323292851448059,0.1119140625,0.0135150105,-0.019220314710400997,0.8458262830972672,0.2,-2.2638478845357897,830
70,85,614,60.0,43520,-6.477125559999999,0.012453167169587687,0.0003,-0.10840882360935211,0.1384765625,0.013704572,-0.025440070556942373,0.9120144173502922,0.2,-2.276145702600479,840
70,86,622,60.0,44032,-6.4833298500000005,0.005263281110092066,0.0003,-0.14690078794956207,0.1255859375,0.013489291,-0.019755753292702138,0.9375501833856106,0.2,-2.2619723618030547,850
70,87,629,60.0,44544,-6.47431287,0.006845879738102667,0.0003,-0.15055136382579803,0.0697265625,0.007818621,-0.014744660133146681,0.9205179437994957,0.2,-2.2935664772987367,860
70,88,635,60.0,45056,-6.47037495,0.005584628082579002,0.0003,-0.16111314296722412,0.098828125,0.011518922,-0.020834862324409186,0.9439371824264526,0.2,-2.2984673529863358,870
70,89,642,60.0,45568,-6.492513149999999,0.013621952035464346,0.0003,-0.14720097184181213,0.0865234375,0.010661142,-0.020145429042167963,0.8663966655731201,0.2,-2.3091291397809983,880
70,90,649,60.0,46080,-6.501271310000001,0.0078075330529827625,0.0003,-0.1224793940782547,0.0921875,0.012818357,-0.018676383944693953,0.9031054824590683,0.2,-2.306778058409691,890
70,91,656,60.0,46592,-6.523513800000002,0.011697198677575215,0.0003,-0.1411125659942627,0.098828125,0.0113303615,-0.01927952388068661,0.8627532571554184,0.2,-2.3176878094673157,900
71,92,663,60.0,47104,-6.55971401,0.010542717587668449,0.0003,-0.17070500552654266,0.094140625,0.012924684,-0.02127857615123503,0.8992015570402145,0.2,-2.292001557350159,910
71,93,669,60.0,47616,-6.56471178,0.010795421176590025,0.0003,-0.1500624418258667,0.1095703125,0.010981082,-0.018775448913220315,0.9003731906414032,0.2,-2.2804518908262255,920
71,94,676,60.0,48128,-6.563981600000001,0.012103814777219668,0.0003,-0.13944897055625916,0.1205078125,0.012686812,-0.020128328131977468,0.8783723413944244,0.2,-2.2793813914060594,930
71,95,683,60.0,48640,-6.527963499999999,0.013201963895699009,0.0003,-0.1537601798772812,0.093359375,0.011777051,-0.022613920306321235,0.8974814936518669,0.2,-2.311387690901756,940
71,96,689,60.0,49152,-6.494965079999999,0.007943783729569987,0.0003,-0.14263686537742615,0.10390625,0.011619684,-0.020603688282426445,0.8933045044541359,0.2,-2.241282108426094,950
71,97,696,60.0,49664,-6.48015432,0.015520628431113436,0.0003,-0.1311333179473877,0.116015625,0.013273656,-0.01996237486600876,0.8494977056980133,0.2,-2.194545087218285,960
71,98,703,60.0,50176,-6.433725220000001,0.014250803185859695,0.0003,-0.12474838644266129,0.111328125,0.011897487,-0.016798874188680202,0.8444521725177765,0.2,-2.17567435503006,970
71,99,710,60.0,50688,-6.384854620000001,0.014843794167973101,0.0003,-0.14536413550376892,0.13515625,0.013255235,-0.025898835191037507,0.8531468063592911,0.2,-2.1799794644117356,980
71,100,716,60.0,51200,-6.350888190000001,0.009458459698362277,0.0003,-0.1268952339887619,0.080078125,0.012428044,-0.02091366136446595,0.897510401904583,0.2,-2.117075726389885,990
71,101,723,60.0,51712,-6.332611470000001,0.010307676967931912,0.0003,-0.15888164937496185,0.1044921875,0.012376074,-0.018576911929994822,0.8876637741923332,0.2,-2.135991260409355,1000
71,102,730,60.0,52224,-6.307853380000001,0.016396612557582558,0.0003,-0.13002990186214447,0.1421875,0.014734896,-0.019949389330577105,0.7812963873147964,0.2,-2.1564568787813188,1010
71,103,736,60.0,52736,-6.2834964300000005,0.015706128149759024,0.0003,-0.1292722523212433,0.066015625,0.007539891,-0.014696493934025057,0.7912477105855942,0.2,-2.155836471915245,1020
71,104,743,60.0,53248,-6.298057480000001,0.011693466024007648,0.0003,-0.11605563759803772,0.0826171875,0.009639565,-0.0175448285182938,0.8873780518770218,0.2,-2.196364849805832,1030
71,105,751,60.0,53760,-6.2891536200000004,0.021047622081823647,0.0003,-0.12982767820358276,0.1072265625,0.010042889,-0.01850609863176942,0.7638108730316162,0.2,-2.1434798002243043,1040
71,106,758,60.0,54272,-6.282571939999998,0.018591267277952284,0.0003,-0.10244712233543396,0.0955078125,0.010576412,-0.01776373735629022,0.8326749056577682,0.2,-2.1123837769031524,1050
71,107,764,60.0,54784,-6.265981680000002,0.012086448294576257,0.0003,-0.09148558974266052,0.0884765625,0.012698995,-0.01400813008658588,0.8716083616018295,0.2,-2.071056789159775,1060
71,108,771,60.0,55296,-6.276929729999999,0.014002840733155608,0.0003,-0.10998015105724335,0.133203125,0.012007369,-0.02274471666314639,0.8604209870100021,0.2,-1.9990696996450423,1070
71,109,777,60.0,55808,-6.28956502,0.034000605694018304,0.0003,-0.12076885998249054,0.1095703125,0.014016497,-0.01983208132442087,0.6888645589351654,0.2,-2.0739964962005617,1080
71,110,784,60.0,56320,-6.26510955,0.015626476547913624,0.0003,-0.13043616712093353,0.1802734375,0.015858088,-0.019506387296132743,0.8835607171058655,0.2,-2.080848458409309,1090
71,111,791,60.0,56832,-6.28404527,0.010357357311295345,0.0003,-0.13624244928359985,0.145703125,0.013563639,-0.020898989192210136,0.8556027561426163,0.2,-2.0443416446447373,1100
71,112,800,60.0,57344,-6.28149679,0.019910841446835546,0.0003,-0.14458626508712769,0.1240234375,0.014578921,-0.016792667377740145,0.7552834898233414,0.2,-2.0538148686289786,1110
71,113,809,60.0,57856,-6.33298655,0.03881425114814192,0.0003,-0.1061624065041542,0.1443359375,0.012938072,-0.015136679727584123,0.6952362358570099,0.2,-2.141073849797249,1120
71,114,816,60.0,58368,-6.34093947,0.03786059813573957,0.0003,-0.10128436982631683,0.102734375,0.012836201,-0.01618544235243462,0.7215765416622162,0.2,-2.235113850235939,1130
71,115,823,60.0,58880,-6.34463813,0.015410198899917304,0.0003,-0.1435849517583847,0.112109375,0.009816491,-0.018704425008036197,0.8865126743912697,0.2,-2.2681889116764067,1140
71,116,830,60.0,59392,-6.385367630000001,0.013935330917593091,0.0003,-0.137492835521698,0.151953125,0.013480189,-0.022184077487327158,0.87553770840168,0.2,-2.291043835878372,1150
71,117,836,60.0,59904,-6.386568340000001,0.012272976787062361,0.0003,-0.15652163326740265,0.1375,0.01265026,-0.023828034853795543,0.8905122429132462,0.2,-2.291131854057312,1160
71,118,843,60.0,60416,-6.38945817,0.0058725421782583,0.0003,-0.1556585431098938,0.08984375,0.010280667,-0.0217996301013045,0.9472150392830372,0.2,-2.2859836548566816,1170
71,119,850,60.0,60928,-6.41521439,0.005315407479065471,0.0003,-0.14573363959789276,0.1501953125,0.014849296,-0.02542339328210801,0.9242114052176476,0.2,-2.267046195268631,1180
71,120,857,60.0,61440,-6.4353553099999985,0.011163397447671742,0.0003,-0.13898134231567383,0.0896484375,0.009471256,-0.01686724097235128,0.8748672157526016,0.2,-2.2811725050210954,1190
71,121,863,60.0,61952,-6.443975910000001,0.014544405147898943,0.0003,-0.12294857949018478,0.15859375,0.013368587,-0.030495039612287656,0.8243348896503448,0.2,-2.2415808737277985,1200
71,122,870,60.0,62464,-6.464087360000001,0.021530308236833662,0.0003,-0.11181781440973282,0.113671875,0.012242824,-0.019048237247625367,0.7617323398590088,0.2,-2.247996285557747,1210
71,123,876,60.0,62976,-6.454686369999999,0.01275746944011189,0.0003,-0.1517082154750824,0.185546875,0.014025712,-0.030667764390818773,0.8619142472743988,0.2,-2.2131131321191786,1220
71,124,883,60.0,63488,-6.47305833,0.012901138636516407,0.0003,-0.1269904524087906,0.088671875,0.008967352,-0.017203722009435297,0.8838459402322769,0.2,-2.1352983325719834,1230
71,125,890,60.0,64000,-6.47767073,0.02407505114097148,0.0003,-0.1098053827881813,0.11796875,0.010576533,-0.02103343197959475,0.7731315791606903,0.2,-2.1370176702737806,1240
71,126,896,60.0,64512,-6.480607160000001,0.02407414889894426,0.0003,-0.07109164446592331,0.0859375,0.011572806,-0.0176753701583948,0.7206386625766754,0.2,-2.1219535261392592,1250
71,127,903,60.0,65024,-6.425976459999999,0.024781099637039006,0.0003,-0.11886363476514816,0.07734375,0.009689086,-0.014893251389730721,0.6754685938358307,0.2,-2.1333196073770524,1260
71,128,910,60.0,65536,-6.405784470000001,0.03552812497364357,0.0003,-0.10555193573236465,0.062890625,0.009530544,-0.015176470379810781,0.7129532098770142,0.2,-2.0486243292689323,1270
72,129,917,60.0,66048,-6.39573712,0.01559570140670985,0.0003,-0.10280459374189377,0.1318359375,0.015309258,-0.01583892310154624,0.8758536651730537,0.2,-2.123659464716911,1280
72,130,923,60.0,66560,-6.3868751999999995,0.009739027451723814,0.0003,-0.12578518688678741,0.0884765625,0.011144312,-0.014844019606243819,0.8878233581781387,0.2,-2.196034574508667,1290
72,131,930,60.0,67072,-6.350845810000001,0.013158729823771864,0.0003,-0.12906764447689056,0.11953125,0.017425166,-0.023885562882060184,0.8494991660118103,0.2,-2.180226230621338,1300
72,132,936,60.0,67584,-6.353041019999998,0.030241565522737802,0.0003,-0.11669758707284927,0.0642578125,0.009847349,-0.013419215782778337,0.6936226487159729,0.2,-2.1477198600769043,1310
72,133,944,60.0,68096,-6.362742920000001,0.019703124917577954,0.0003,-0.14562688767910004,0.127734375,0.011070785,-0.019564247701782733,0.8187780380249023,0.2,-2.2243083626031876,1320
72,134,951,60.0,68608,-6.35526445,0.012868392682867125,0.0003,-0.11803147941827774,0.1201171875,0.010614323,-0.02501230198540725,0.799285888671875,0.2,-2.1949809223413466,1330
71,135,960,60.0,69120,-6.377049969999999,0.010178271285258233,0.0003,-0.16782881319522858,0.1408203125,0.013174236,-0.025236892304383217,0.8387494534254074,0.2,-2.1498175263404846,1340
71,136,969,60.0,69632,-6.3521054900000005,0.03033940023742616,0.0003,-0.14105196297168732,0.1056640625,0.010320814,-0.017861925053875894,0.7877451032400131,0.2,-2.254026046395302,1350
71,137,976,60.0,70144,-6.336479129999999,0.011904573219362646,0.0003,-0.14478781819343567,0.0765625,0.0134241525,-0.013899650640087201,0.8794428780674934,0.2,-2.2502768307924272,1360
71,138,983,60.0,70656,-6.346443299999999,0.011786502978065983,0.0003,-0.12280435860157013,0.09453125,0.009891218,-0.019097231852356344,0.9121474474668503,0.2,-2.260599836707115,1370
71,139,990,60.0,71168,-6.344339620000002,0.01423147261957638,0.0003,-0.174155130982399,0.166015625,0.01758681,-0.024145389714976772,0.8276998847723007,0.2,-2.2454611986875532,1380
71,140,996,60.0,71680,-6.365583199999999,0.016692675941158086,0.0003,-0.1475435048341751,0.1619140625,0.013414631,-0.029455399315338582,0.8602215349674225,0.2,-2.290927791595459,1390
71,141,1003,60.0,72192,-6.37674324,0.008248894204734824,0.0003,-0.1462099403142929,0.0962890625,0.011181653,-0.01652597858919762,0.9206255301833153,0.2,-2.307299381494522,1400
71,142,1010,60.0,72704,-6.413331049999999,0.010350045113591477,0.0003,-0.13176526129245758,0.071484375,0.010188644,-0.0131851582438685,0.8898765593767166,0.2,-2.2959669798612596,1410
71,143,1017,60.0,73216,-6.457619859999999,0.010912949097109959,0.0003,-0.14704114198684692,0.1494140625,0.014183316,-0.028936600708402694,0.8673885762691498,0.2,-2.350983074307442,1420
71,144,1024,60.0,73728,-6.419696560000001,0.014210345613537356,0.0003,-0.15769438445568085,0.1796875,0.01329105,-0.026065144594758748,0.8422012776136398,0.2,-2.327655977010727,1430
72,145,1031,60.0,74240,-6.45802461,0.01002601754735224,0.0003,-0.14154276251792908,0.14921875,0.013563939,-0.023728356626816095,0.9050156474113464,0.2,-2.2960220694541933,1440
72,146,1037,60.0,74752,-6.4879424199999995,0.020208485436160117,0.0003,-0.10619109869003296,0.109375,0.01330626,-0.01554026771336794,0.8415718525648117,0.2,-2.2820093840360642,1450
72,147,1044,60.0,75264,-6.46990653,0.011528453713981434,0.0003,-0.15180277824401855,0.10390625,0.011805886,-0.019590514924493617,0.8870555981993675,0.2,-2.2953918248414995,1460
72,148,1050,60.0,75776,-6.4769904,0.012427808641223236,0.0003,-0.16009217500686646,0.148828125,0.011583237,-0.0224259286391316,0.9162116572260857,0.2,-2.337573507428169,1470
