rollout/exploration_rate,time/fps,time/episodes,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,train/loss,train/learning_rate,train/n_updates
0.9556666666666668,8,4,8.0,4.860418,6,56,,,
0.8543333333333336,14,8,13.0,3.084421125,12,184,,,
0.8163333333333336,12,12,12.0,2.302966916666667,18,232,0.2787821590900421,0.00025,2
0.7941666666666667,11,16,13.875,1.1910490625,22,260,0.5262157320976257,0.00025,4
0.7466666666666666,11,20,12.75,1.81038465,28,320,0.3965826630592346,0.00025,7
0.7054999999999998,10,24,11.333333333333334,2.3355527083333336,34,372,0.29028239846229553,0.00025,11
0.6864999999999998,9,28,12.214285714285714,1.21528125,39,396,0.6276553273200989,0.00025,12
0.6421666666666666,9,32,11.71875,1.5342614062500002,45,452,0.45097479224205017,0.00025,16
0.6041666666666665,9,36,12.416666666666666,1.3861159444444446,50,500,0.4462577998638153,0.00025,19
0.5186666666666669,10,40,13.025,1.8992005500000004,56,608,0.27252644300460815,0.00025,25
0.480666666666667,10,44,13.727272727272727,1.7015311818181822,62,656,0.2809673845767975,0.00025,28
0.45533333333333326,10,48,12.916666666666666,2.1249969375,67,688,0.2647227942943573,0.00025,30
0.41100000000000014,10,52,13.461538461538462,1.9672749230769233,72,744,0.26203107833862305,0.00025,34
0.31600000000000006,10,56,14.107142857142858,1.7859971071428575,78,864,0.16496916115283966,0.00025,41
0.29066666666666685,10,60,13.3,2.0532703500000005,84,896,0.43360739946365356,0.00025,43
0.2114999999999999,11,64,14.46875,0.9867366875000001,90,996,0.5510097742080688,0.00025,50
0.14816666666666667,11,68,14.088235294117647,1.2223212058823532,96,1076,0.7600429058074951,0.00025,55
0.10066666666666668,11,72,15.01388888888889,-1.372881611111111,102,1136,0.7159639596939087,0.00025,58
0.05,12,76,15.828947368421053,-1.7839475526315791,109,1328,0.5047570466995239,0.00025,70
0.05,13,80,17.6125,-2.0834774,117,1568,0.2670900225639343,0.00025,85
0.05,14,84,19.63095238095238,-2.370850523809524,125,1808,0.40047726035118103,0.00025,100
0.05,14,88,20.886363636363637,-2.526477602272727,131,1900,0.40125346183776855,0.00025,106
0.05,15,92,22.58695652173913,-2.7834114999999997,139,2140,0.13733845949172974,0.00025,121
0.05,16,96,24.145833333333332,-3.0158541770833334,146,2380,0.4135882556438446,0.00025,136
0.05,16,100,25.58,-3.23653893,154,2620,0.43498164415359497,0.00025,151
0.05,17,104,27.66,-3.7915199099999994,162,2860,0.2016390711069107,0.00025,166
0.05,18,108,29.34,-4.16634226,169,3100,0.009918157011270523,0.00025,181
0.05,18,112,30.23,-4.34491387,176,3260,0.015389769338071346,0.00025,191
0.05,19,116,31.63,-4.6123311,183,3500,0.16376712918281555,0.00025,206
0.05,19,120,32.87,-4.87781589,190,3628,0.016166742891073227,0.00025,214
0.05,19,124,35.1,-5.39117695,197,3868,0.026406247168779373,0.00025,229
0.05,20,128,36.8,-5.49784541,205,4108,0.30846652388572693,0.00025,244
0.05,20,132,38.87,-5.9645218799999995,212,4348,0.08091748505830765,0.00025,259
0.05,20,136,40.38,-6.204460940000001,219,4588,0.04386020079255104,0.00025,274
0.05,20,140,41.55,-6.7159793500000005,226,4712,0.16498203575611115,0.00025,282
0.05,21,144,43.12,-7.057064499999999,233,4952,0.15430794656276703,0.00025,297
0.05,21,148,45.36,-7.621015750000001,241,5192,0.09768366068601608,0.00025,312
0.05,21,152,46.96,-7.97394217,249,5432,0.20180046558380127,0.00025,327
0.05,22,156,48.02,-8.221307640000001,257,5664,0.10874215513467789,0.00025,341
0.05,22,160,50.34,-8.78416628,264,5904,0.2378339320421219,0.00025,356
