rollout/exploration_rate,time/fps,time/episodes,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,train/loss,train/learning_rate,train/n_updates
0.9556666666666668,8,4,8.0,4.860418,6,56,,,
0.8543333333333336,14,8,13.0,3.084421125,12,184,,,
0.8068333333333335,13,12,13.166666666666666,2.2600808333333333,18,244,0.19342941045761108,0.001,3
0.7466666666666666,13,16,16.0,0.9524404375000001,22,320,0.22208300232887268,0.001,7
0.6801666666666666,14,20,16.5,0.1705340500000001,28,404,0.19548973441123962,0.001,13
0.5978333333333334,14,24,17.583333333333332,-0.1375684583333332,34,508,0.18941061198711395,0.001,19
0.5186666666666669,15,28,17.75,-0.15760571428571418,40,608,0.2341502606868744,0.001,25
0.45216666666666694,15,32,19.375,-0.41560437500000014,45,692,0.15491601824760437,0.001,31
0.392,14,36,19.416666666666668,0.007459972222222117,51,768,0.12446688860654831,0.001,35
0.37616666666666687,13,40,17.7,0.76983095,56,788,0.18467657268047333,0.001,37
0.2811666666666668,14,44,19.59090909090909,-0.09442334090909096,62,908,0.27566173672676086,0.001,44
0.2114999999999999,14,48,18.604166666666668,0.3666367083333333,67,996,0.28399068117141724,0.001,50
0.07850000000000035,15,52,20.903846153846153,-0.1477744038461539,74,1164,0.28280481696128845,0.001,60
0.05,17,56,23.696428571428573,-0.7559013571428571,81,1404,0.11081140488386154,0.001,75
0.05,16,60,23.2,-0.5017293999999999,87,1480,0.11679859459400177,0.001,80
0.05,17,64,24.609375,-0.768625140625,93,1672,0.3841927647590637,0.001,92
0.05,18,68,26.691176470588236,-2.475976911764706,101,1912,0.23693446815013885,0.001,107
0.05,18,72,26.13888888888889,-2.208745152777778,106,1960,0.16288308799266815,0.001,110
0.05,19,76,27.144736842105264,-2.316715828947369,113,2180,0.13440518081188202,0.001,124
0.05,20,80,28.7875,-2.598517,120,2420,0.12464507669210434,0.001,139
0.05,20,84,30.273809523809526,-2.8677891428571436,128,2660,0.29445287585258484,0.001,154
0.05,21,88,31.375,-3.0986951363636375,134,2836,0.16103550791740417,0.001,165
0.05,21,92,31.97826086956522,-3.1677790869565228,141,3028,0.12772127985954285,0.001,177
0.05,21,96,33.145833333333336,-3.378527385416667,148,3268,0.11059049516916275,0.001,192
0.05,22,100,34.22,-3.59280469,155,3508,0.2803773880004883,0.001,207
0.05,22,104,35.22,-3.8380537400000003,162,3668,0.24085921049118042,0.001,217
0.05,22,108,36.42,-4.1998876,169,3844,0.1276313066482544,0.001,228
0.05,22,112,37.72,-4.50604765,175,3988,0.15179556608200073,0.001,237
0.05,23,116,39.14,-4.7695186000000005,182,4228,0.18141384422779083,0.001,252
0.05,23,120,40.8,-4.988555450000001,189,4468,0.09428857266902924,0.001,267
0.05,23,124,42.28,-5.24751071,197,4708,0.09450618922710419,0.001,282
0.05,24,128,43.93,-5.55867939,204,4948,0.08402249217033386,0.001,297
0.05,24,132,44.11,-5.473477210000001,211,5124,0.2719903290271759,0.001,308
0.05,24,136,45.72,-5.9388160700000014,218,5364,0.04776480048894882,0.001,323
0.05,24,140,48.03,-7.057343889999999,225,5604,0.10342231392860413,0.001,338
0.05,25,144,48.89,-7.0477219700000004,232,5844,0.21794871985912323,0.001,353
