time/fps,train/explained_variance,train/policy_loss,train/entropy_loss,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,train/value_loss,rollout/ep_len_mean,time/iterations,train/learning_rate,train/n_updates
12,0.11852610111236572,0.07767347991466522,-2.3267555236816406,-0.10898905000000006,161,2000,14.379125595092773,14.85,100,0.0007,99
11,0.3485901355743408,-3.2496254444122314,-2.189458131790161,1.17090513,340,4000,10.207033157348633,11.64,200,0.0007,199
11,-0.04083859920501709,0.5464184284210205,-2.2220234870910645,0.40366138,531,6000,12.724781036376953,13.21,300,0.0007,299
11,0.525161474943161,-3.1075875759124756,-2.3069045543670654,-0.30447347,701,8000,5.164725303649902,14.57,400,0.0007,399
11,0.6054265201091766,-2.0059027671813965,-2.27158260345459,0.7509883100000002,857,10000,11.336019515991211,13.58,500,0.0007,499
11,-0.005903482437133789,-2.1866133213043213,-2.233922243118286,0.7904818099999998,1016,12000,17.14194679260254,13.01,600,0.0007,599
11,-0.16892719268798828,-0.4282466769218445,-2.3799843788146973,1.5337834,1168,14000,0.15770766139030457,14.28,700,0.0007,699
