time/fps,train/explained_variance,train/policy_loss,train/entropy_loss,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,train/value_loss,rollout/ep_len_mean,time/iterations,train/learning_rate,train/n_updates
13,0.538549154996872,-3.2366080284118652,-2.355825901031494,-0.2833037799999996,151,2000,3.8080058097839355,16.97,100,0.0007,99
11,0.168923020362854,-0.29972249269485474,-2.3065085411071777,0.8719917799999994,334,4000,6.377549171447754,12.63,200,0.0007,199
11,0.522057831287384,-0.08947768062353134,-2.195296049118042,1.01656077,518,6000,8.847105026245117,11.77,300,0.0007,299
11,0.5467341542243958,4.455143928527832,-2.3321447372436523,-0.3583640699999996,711,8000,20.490060806274414,10.39,400,0.0007,399
11,0.3540762662887573,1.5026129484176636,-2.100004196166992,2.45706817,902,10000,31.962757110595703,11.07,500,0.0007,499
10,0.36730092763900757,8.574151992797852,-2.390347719192505,-1.52637131,1116,12000,41.13921356201172,13.3,600,0.0007,599
11,-0.21880769729614258,0.3489326536655426,-2.377145290374756,-0.87425705,1261,14000,6.582474708557129,18.13,700,0.0007,699
