rollout/exploration_rate,time/fps,time/episodes,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,train/loss,train/learning_rate,train/n_updates
0.9822666666666665,10,4,8.0,4.860418,5,56,,,
0.9417333333333334,17,8,13.0,3.084421125,10,184,,,
0.9239999999999999,16,12,13.0,2.3285948333333333,14,240,0.28120219707489014,0.00025,2
0.9049999999999999,15,16,15.0,1.826818125,19,300,0.2908233404159546,0.00025,6
0.8809333333333332,15,20,16.476190476190474,0.5603106666666664,24,376,0.10911907255649567,0.00025,11
0.8594000000000002,15,24,15.125,1.1736927083333335,28,444,0.41681933403015137,0.00025,15
0.8138,17,28,17.607142857142858,-0.18953410714285704,34,588,0.5137412548065186,0.00025,24
0.7935333333333334,16,32,18.3125,0.1388402187500004,38,652,0.13813593983650208,0.00025,28
0.7213333333333335,19,36,21.583333333333332,-1.121915194444444,44,880,0.29266709089279175,0.00025,42
0.7074,18,40,21.6,-1.2397647499999997,49,924,0.2132067233324051,0.00025,45
0.7023333333333335,17,44,21.25,-1.1915956363636362,53,940,0.3131972849369049,0.00025,46
0.6301333333333334,19,48,21.729166666666668,-1.1608971458333333,59,1168,0.11867490410804749,0.00025,60
0.6136666666666666,19,52,22.576923076923077,-1.4382414807692305,64,1220,0.1902792602777481,0.00025,64
0.5402,20,56,24.285714285714285,-1.8903309107142856,70,1452,0.14677144587039948,0.00025,78
0.5072666666666666,20,60,24.066666666666666,-1.8845997166666668,75,1556,0.3021870255470276,0.00025,85
0.49206666666666676,20,64,24.328125,-1.94337809375,79,1604,0.18621328473091125,0.00025,88
0.4502666666666666,20,68,24.147058823529413,-1.73188375,85,1736,0.29271912574768066,0.00025,96
0.4160666666666667,20,72,24.61111111111111,-1.7678391805555558,90,1844,0.14548349380493164,0.00025,103
0.36160000000000025,20,76,25.776315789473685,-2.032283710526316,96,2016,0.19235147535800934,0.00025,113
0.29953333333333354,21,80,26.225,-2.0950414875,101,2212,0.2513793110847473,0.00025,126
