time/iterations,time/fps,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,train/learning_rate,train/policy_gradient_loss,train/approx_kl,train/value_loss,train/n_updates,train/entropy_loss,train/clip_range,train/clip_fraction,train/explained_variance,train/loss
42,67,60.0,21504,319,-6.552894579999999,0.0003,-0.01470637932070531,0.015146135,0.01400280543603003,410,-2.073987880349159,0.2,0.1224609375,0.8621014356613159,-0.12310878187417984
43,67,60.0,22016,326,-6.53581137,0.0003,-0.014753879455383867,0.011534179,0.014571973809506745,420,-2.102961593866348,0.2,0.1130859375,0.8652451634407043,-0.11900906264781952
44,67,60.0,22528,334,-6.533813390000001,0.0003,-0.01527145633008331,0.013501466,0.010720667679561303,430,-2.1276195347309113,0.2,0.1248046875,0.9188231751322746,-0.09331101179122925
45,67,60.0,23040,342,-6.56407467,0.0003,-0.014169392676558345,0.007586921,0.013194030174054206,440,-2.119224950671196,0.2,0.075,0.9099158644676208,-0.09053941071033478
46,67,60.0,23552,349,-6.536394580000001,0.0003,-0.011484673421364278,0.010968417,0.012765400175703689,450,-2.131938061118126,0.2,0.09609375,0.9036976173520088,-0.10177835822105408
47,67,60.0,24064,356,-6.560707750000001,0.0003,-0.01833433498395607,0.012895325,0.013127384427934884,460,-2.0993964225053787,0.2,0.1265625,0.8278079330921173,-0.11652252078056335
48,67,60.0,24576,364,-6.55040859,0.0003,-0.012709516944596544,0.0127660325,0.020107818057294936,470,-2.081741663813591,0.2,0.079296875,0.8243000209331512,-0.1122916042804718
49,67,60.0,25088,371,-6.5623901999999985,0.0003,-0.01812412008875981,0.01179315,0.011827349057421088,480,-2.0656544059515,0.2,0.0994140625,0.9037328436970711,-0.10855546593666077
50,67,60.0,25600,378,-6.5892027,0.0003,-0.017664248950313776,0.01299385,0.012339042726671324,490,-1.9999707907438278,0.2,0.097265625,0.9003545269370079,-0.12858742475509644
51,67,60.0,26112,386,-6.65248879,0.0003,-0.018368350283708423,0.0103262905,0.022651359159499406,500,-1.9735109314322472,0.2,0.1271484375,0.8196239173412323,-0.11125269532203674
52,67,60.0,26624,393,-6.63529505,0.0003,-0.014370729139773174,0.012975591,0.011690630798693747,510,-2.043468549847603,0.2,0.138671875,0.9044279456138611,-0.09422226995229721
53,67,60.0,27136,402,-6.5876938800000024,0.0003,-0.018133242544718087,0.010064509,0.012720320845255628,520,-1.9850211307406425,0.2,0.0970703125,0.8727172464132309,-0.09954406321048737
54,67,60.0,27648,409,-6.57526406,0.0003,-0.011489681323291734,0.013087744,0.005989903811132536,530,-2.022075793147087,0.2,0.0498046875,0.9522965587675571,-0.12905678153038025
55,67,60.0,28160,416,-6.5640808900000005,0.0003,-0.024559465516358615,0.017969035,0.008217055234126747,540,-2.138807213306427,0.2,0.2064453125,0.8902601301670074,-0.1447705775499344
56,67,60.0,28672,424,-6.54946275,0.0003,-0.015214194532018156,0.014488928,0.014007595408475026,550,-2.1744105577468873,0.2,0.115625,0.8589933514595032,-0.11307838559150696
57,67,60.0,29184,431,-6.549742299999999,0.0003,-0.02442622879752889,0.0127970595,0.020841170055791735,560,-2.099735829234123,0.2,0.1400390625,0.8282342553138733,-0.13848038017749786
58,67,60.0,29696,438,-6.56474513,0.0003,-0.020366205100435762,0.0139192,0.007338894624263048,570,-2.0761978179216385,0.2,0.1220703125,0.928699716925621,-0.14122585952281952
59,67,60.0,30208,446,-6.551267439999999,0.0003,-0.018210534035461023,0.012617728,0.011779723106883466,580,-2.062549003958702,0.2,0.1109375,0.8959014341235161,-0.12843935191631317
60,67,60.0,30720,454,-6.556165620000001,0.0003,-0.015260220103664323,0.012767058,0.012931693397695199,590,-2.1528011530637743,0.2,0.110546875,0.8995097577571869,-0.11744605004787445
61,67,60.0,31232,461,-6.533868470000001,0.0003,-0.02042535339714959,0.011391686,0.0067746972112217915,600,-2.118481293320656,0.2,0.1205078125,0.948539637029171,-0.1251516491174698
62,67,60.0,31744,468,-6.501602399999999,0.0003,-0.016413475695298985,0.010776066,0.014401504711713642,610,-2.154973787069321,0.2,0.148828125,0.879430778324604,-0.12788161635398865
63,67,60.0,32256,476,-6.435266870000001,0.0003,-0.008792971202638,0.0068882033,0.015139383834321053,620,-2.1390305191278456,0.2,0.04296875,0.840592160820961,-0.12026072293519974
64,67,60.0,32768,484,-6.42605794,0.0003,-0.01841868817573413,0.011486223,0.009303132951026782,630,-2.1413836419582366,0.2,0.1306640625,0.8818903416395187,-0.12296746671199799
65,67,60.0,33280,491,-6.45000488,0.0003,-0.019215953501407056,0.012066314,0.010277178417891265,640,-2.079149079322815,0.2,0.1201171875,0.8650331348180771,-0.11928550153970718
66,67,60.0,33792,499,-6.4837638700000015,0.0003,-0.016925976623315363,0.012350643,0.038799915043637154,650,-2.031292113661766,0.2,0.1125,0.6355966031551361,-0.13555674254894257
67,67,60.0,34304,507,-6.47924103,0.0003,-0.026770248945103957,0.015914556,0.03087229679804295,660,-2.0012249261140824,0.2,0.2091796875,0.7535951286554337,-0.1403045356273651
68,67,60.0,34816,515,-6.4862680300000015,0.0003,-0.02006865034927614,0.014356644,0.016745654540136455,670,-1.9788134902715684,0.2,0.141015625,0.8591281622648239,-0.14786358177661896
69,67,60.0,35328,523,-6.4710024499999985,0.0003,-0.011373219115193933,0.012335267,0.030079731647856534,680,-1.9657793745398522,0.2,0.098046875,0.8351504951715469,-0.12613017857074738
70,67,60.0,35840,531,-6.491360739999999,0.0003,-0.02011588669847697,0.013130683,0.03112461094278842,690,-1.9282375678420067,0.2,0.1119140625,0.7938904762268066,-0.09864187240600586
71,67,60.0,36352,538,-6.474364929999999,0.0003,-0.00860340111539699,0.009884335,0.031961449841037395,700,-1.9850714176893234,0.2,0.0501953125,0.7681386470794678,-0.07213567197322845
72,67,60.0,36864,549,-6.45157933,0.0003,-0.016340927546843888,0.0096791,0.01131904026842676,710,-1.9835053548216819,0.2,0.096875,0.8852288275957108,-0.11508242040872574
73,67,60.0,37376,557,-6.472085850000001,0.0003,-0.01992618163349107,0.011418125,0.021569392189849167,720,-1.9611780688166618,0.2,0.1138671875,0.8050891607999802,-0.14154444634914398
74,66,60.0,37888,567,-6.4895197499999995,0.0003,-0.010079199215397239,0.0049350173,0.01709355681668967,730,-1.9129015773534774,0.2,0.0263671875,0.8626948446035385,-0.10688719153404236
75,66,60.0,38400,580,-6.51734779,0.0003,-0.014490670833038167,0.010227624,0.018489156442228705,740,-1.8582242712378503,0.2,0.09765625,0.7448110282421112,-0.11461593955755234
76,65,60.0,38912,589,-6.515484680000001,0.0003,-0.010829717107117175,0.007812506,0.0236545423977077,750,-1.9713205143809318,0.2,0.0634765625,0.8047861605882645,-0.10949759185314178
77,65,60.0,39424,598,-6.48474802,0.0003,-0.014518082136055455,0.009064423,0.012299340753816067,760,-1.815893118083477,0.2,0.0595703125,0.8827216699719429,-0.11987123638391495
78,65,60.0,39936,608,-6.418994690000001,0.0003,-0.018129591341130437,0.010783828,0.014202461071545259,770,-1.9241824224591255,0.2,0.1208984375,0.8493023365736008,-0.1416149139404297
79,65,60.0,40448,616,-6.41843055,0.0003,-0.014844711348996498,0.007831654,0.012158471415750683,780,-1.87777930945158,0.2,0.0685546875,0.8592379093170166,-0.09833802282810211
80,65,60.0,40960,627,-6.376667289999999,0.0003,-0.013493139715865254,0.009552966,0.016384609672240914,790,-1.8096961870789527,0.2,0.0921875,0.8191669583320618,-0.10072053223848343
81,65,60.0,41472,636,-6.3695793599999995,0.0003,-0.008896873792400584,0.011453704,0.011465405183844268,800,-1.8511526703834533,0.2,0.0751953125,0.7978302985429764,-0.11990711092948914
82,65,60.0,41984,644,-6.33404567,0.0003,-0.015167538687819615,0.01053803,0.01385306908050552,810,-1.8415075704455375,0.2,0.0783203125,0.8461856096982956,-0.10630620270967484
83,64,60.0,42496,655,-6.34670027,0.0003,-0.020555098680779336,0.010698691,0.008053852285956963,820,-1.8769156605005264,0.2,0.1474609375,0.8468912690877914,-0.12686190009117126
84,64,60.0,43008,668,-6.345848640000001,0.0003,-0.01767441341653466,0.011202633,0.019274142268113793,830,-1.837856325507164,0.2,0.074609375,0.7947617769241333,-0.10881227254867554
85,63,60.0,43520,681,-6.314174549999999,0.0003,-0.005830583945498802,0.008226618,0.011686539795482532,840,-1.9307886704802513,0.2,0.0791015625,0.8924990892410278,-0.11518304795026779
86,63,60.0,44032,691,-6.320190859999999,0.0003,-0.0242122380877845,0.011631563,0.0076246580923907455,850,-1.8814604356884956,0.2,0.120703125,0.9158739224076271,-0.09762538224458694
87,63,60.0,44544,700,-6.302209219999998,0.0003,-0.009253218141384422,0.011872854,0.008948894933564589,860,-1.9561463698744774,0.2,0.1001953125,0.857680082321167,-0.098824143409729
88,63,60.0,45056,710,-6.31683674,0.0003,-0.012765332701383159,0.010577729,0.006636685790726915,870,-2.0138664156198502,0.2,0.0982421875,0.9243057444691658,-0.11232642829418182
89,63,60.0,45568,720,-6.333513099999999,0.0003,-0.01806873818859458,0.009413664,0.018772667529992758,880,-1.9608595445752144,0.2,0.0845703125,0.7992368042469025,-0.09977610409259796
90,62,60.0,46080,732,-6.333133269999999,0.0003,-0.02229478381341323,0.013002017,0.013578535034321248,890,-1.9196635887026787,0.2,0.1583984375,0.8169260174036026,-0.11836213618516922
91,62,60.0,46592,743,-6.35047178,0.0003,-0.012225796293932945,0.007882809,0.012516887276433408,900,-1.8850686848163605,0.2,0.0771484375,0.8561587780714035,-0.13710848987102509
92,62,60.0,47104,753,-6.375072749999999,0.0003,-0.026790412329137325,0.012861132,0.014122014975873754,910,-1.8207912847399712,0.2,0.163671875,0.8576677292585373,-0.14731495082378387
93,62,60.0,47616,762,-6.37613873,0.0003,-0.01442210895475,0.008325573,0.013180816918611527,920,-1.8471988588571548,0.2,0.076953125,0.8390429019927979,-0.133457213640213
94,62,60.0,48128,771,-6.382107289999999,0.0003,-0.013867974164895713,0.008406052,0.00977445226162672,930,-1.8828579798340797,0.2,0.0677734375,0.8752703368663788,-0.11094225198030472
95,62,60.0,48640,780,-6.346397110000001,0.0003,-0.0171015722095035,0.011037713,0.013567155547207221,940,-1.9052922591567039,0.2,0.0765625,0.8130823522806168,-0.121253103017807
96,62,60.0,49152,788,-6.3287090799999985,0.0003,-0.017101510730572044,0.009134251,0.013585688068997116,950,-1.96798564940691,0.2,0.1091796875,0.8110594600439072,-0.15653342008590698
97,62,60.0,49664,796,-6.310477289999998,0.0003,-0.018260469089727848,0.015037191,0.011191375280031935,960,-1.947997997701168,0.2,0.16640625,0.8414882868528366,-0.14035151898860931
98,62,60.0,50176,804,-6.2898248899999984,0.0003,-0.028543019050266592,0.014938746,0.019665816333144903,970,-1.9780363321304322,0.2,0.239453125,0.7938324511051178,-0.11779136210680008
99,62,60.0,50688,812,-6.240582830000001,0.0003,-0.012753227056236938,0.01046772,0.022298138262704013,980,-2.0252721905708313,0.2,0.0662109375,0.7238526940345764,-0.12540538609027863
100,62,60.0,51200,819,-6.217544220000001,0.0003,-0.028267604229040445,0.014894516,0.009498644806444644,990,-1.9787321746349336,0.2,0.185546875,0.8919696509838104,-0.15844660997390747
101,62,60.0,51712,826,-6.1989801,0.0003,-0.022667341138003394,0.017899502,0.009378182166256011,1000,-1.9238294258713722,0.2,0.2146484375,0.8554171621799469,-0.12348106503486633
102,62,60.0,52224,834,-6.187256540000001,0.0003,-0.02120282959076576,0.011684161,0.025513690972002224,1010,-1.899784977734089,0.2,0.15390625,0.7264223992824554,-0.11781136691570282
103,62,60.0,52736,841,-6.168872629999999,0.0003,-0.012933178478851915,0.007967014,0.013754241471178829,1020,-1.8611303627490998,0.2,0.0564453125,0.7746874988079071,-0.11415742337703705
104,62,60.0,53248,848,-6.1881106599999995,0.0003,-0.00943006236338988,0.007542606,0.01893178466707468,1030,-1.9150063797831536,0.2,0.0798828125,0.831264317035675,-0.11514569818973541
105,62,60.0,53760,857,-6.190548389999999,0.0003,-0.01747494989540428,0.0105815055,0.019931106676813214,1040,-1.8779153987765311,0.2,0.1203125,0.7382410168647766,-0.11610249429941177
106,62,60.0,54272,864,-6.208310389999999,0.0003,-0.017695950606139377,0.014045557,0.021983313467353584,1050,-1.96380555331707,0.2,0.169921875,0.8028552532196045,-0.08704525232315063
107,62,60.0,54784,872,-6.2036766,0.0003,-0.016531279118498787,0.010498985,0.023309936933219432,1060,-1.9325103417038918,0.2,0.0642578125,0.7758701741695404,-0.10185282677412033
108,62,60.0,55296,880,-6.22690994,0.0003,-0.013276889570988715,0.011762738,0.019740903738420457,1070,-1.958588634431362,0.2,0.103515625,0.7834658324718475,-0.10591556876897812
109,62,60.0,55808,889,-6.2422986400000005,0.0003,-0.014223687897901982,0.010528946,0.02669913856079802,1080,-2.0338119342923164,0.2,0.113671875,0.7374926209449768,-0.12232804298400879
110,62,60.0,56320,897,-6.216690270000002,0.0003,-0.013246843960951082,0.01252868,0.017676367168314756,1090,-1.9682559683918952,0.2,0.1111328125,0.8775110840797424,-0.07515233010053635
111,62,60.0,56832,904,-6.250295309999999,0.0003,-0.01436097730183974,0.011563137,0.009148795972578228,1100,-2.0020146802067758,0.2,0.074609375,0.854419156908989,-0.11878344416618347
112,62,60.0,57344,912,-6.241748449999999,0.0003,-0.020900961465667934,0.011952778,0.020142203045543282,1110,-2.014964957535267,0.2,0.102734375,0.790751576423645,-0.16747510433197021
113,62,60.0,57856,921,-6.314111080000001,0.0003,-0.01802111337892711,0.013695951,0.035313401068560776,1120,-2.033096268773079,0.2,0.1873046875,0.7233838438987732,-0.13693732023239136
114,62,60.0,58368,928,-6.32482437,0.0003,-0.015478490921668708,0.008720251,0.04056227602995932,1130,-2.0493669271469117,0.2,0.0720703125,0.7225305736064911,-0.10201515257358551
115,62,60.0,58880,936,-6.337450440000001,0.0003,-0.011030985589604825,0.00950143,0.025842021231073885,1140,-2.077033185958862,0.2,0.076953125,0.7998516261577606,-0.12474238127470016
116,62,60.0,59392,943,-6.401136739999999,0.0003,-0.018589049053844064,0.0126672005,0.023069039802066982,1150,-2.125370332598686,0.2,0.1634765625,0.7895714640617371,-0.10983734577894211
117,62,60.0,59904,951,-6.390438660000001,0.0003,-0.023428072081878783,0.014753386,0.020663482381496578,1160,-2.1529577523469925,0.2,0.1623046875,0.8738978058099747,-0.1504562646150589
118,62,60.0,60416,959,-6.39592212,0.0003,-0.017248013219796122,0.010475652,0.012077512970427052,1170,-2.1480161279439924,0.2,0.0873046875,0.9227390363812447,-0.12179837375879288
119,62,60.0,60928,967,-6.4264895,0.0003,-0.017544522357638925,0.013197141,0.014455509895924479,1180,-2.107070142030716,0.2,0.0900390625,0.7467293441295624,-0.12456917762756348
120,62,60.0,61440,975,-6.4451168999999995,0.0003,-0.011959750202368013,0.00886396,0.02518278898205608,1190,-2.085594716668129,0.2,0.0482421875,0.5905242562294006,-0.11380016058683395
121,62,60.0,61952,983,-6.44798593,0.0003,-0.019907057099044324,0.02005279,0.02836740396451205,1200,-2.1372939556837083,0.2,0.1578125,0.724432498216629,-0.12658430635929108
122,63,60.0,62464,990,-6.4668056,0.0003,-0.01867279300931841,0.012682385,0.021487755444832148,1210,-2.1442137956619263,0.2,0.109375,0.7877616435289383,-0.13070844113826752
123,63,60.0,62976,998,-6.464458760000001,0.0003,-0.01573257988784462,0.009165954,0.02032293288502842,1220,-2.1299517124891283,0.2,0.0607421875,0.8133426010608673,-0.12227784097194672
124,63,60.0,63488,1006,-6.51031384,0.0003,-0.018874580890405925,0.011126073,0.023949830641504376,1230,-2.12144450545311,0.2,0.1033203125,0.8467419892549515,-0.13328494131565094
125,63,60.0,64000,1013,-6.504255820000001,0.0003,-0.017540878069121392,0.010211703,0.021729004732333124,1240,-2.1085641771554946,0.2,0.0802734375,0.8338760584592819,-0.09509390592575073
126,63,60.0,64512,1021,-6.50811365,0.0003,-0.012728693097596989,0.0086482335,0.01878890689695254,1250,-2.1153939038515093,0.2,0.0626953125,0.7787310928106308,-0.09125982969999313
127,63,60.0,65024,1029,-6.4563448600000015,0.0003,-0.01680339783197269,0.014309371,0.03830730973277241,1260,-2.1570342063903807,0.2,0.1099609375,0.5704207122325897,-0.13968318700790405
128,63,60.0,65536,1037,-6.43966943,0.0003,-0.021406880079302935,0.010271849,0.01383689278154634,1270,-2.14272141456604,0.2,0.101953125,0.7349186837673187,-0.12637780606746674
129,63,60.0,66048,1045,-6.428120389999999,0.0003,-0.022007042751647533,0.013795856,0.028952849260531367,1280,-2.1864661782979966,0.2,0.158984375,0.8171027302742004,-0.12896527349948883
130,63,60.0,66560,1053,-6.42462889,0.0003,-0.022809654858428986,0.0126418155,0.008617746527306736,1290,-2.1370868414640425,0.2,0.1212890625,0.9174720570445061,-0.14731384813785553
131,63,60.0,67072,1061,-6.38901966,0.0003,-0.014418695803033187,0.008167586,0.019008187134750186,1300,-2.1410222560167314,0.2,0.0501953125,0.8346997052431107,-0.1237526386976242
132,63,60.0,67584,1069,-6.39805704,0.0003,-0.020369305019266905,0.014803177,0.02516435324214399,1310,-2.151907831430435,0.2,0.1421875,0.724100798368454,-0.11508303880691528
133,63,60.0,68096,1077,-6.42218676,0.0003,-0.02173165768617764,0.013211644,0.025869969034101815,1320,-2.162584111094475,0.2,0.1673828125,0.7671197950839996,-0.13293173909187317
134,63,60.0,68608,1085,-6.399659009999999,0.0003,-0.021929790906142443,0.012592625,0.022467840975150467,1330,-2.11800394654274,0.2,0.1119140625,0.5721240937709808,-0.11309663951396942
135,63,60.0,69120,1094,-6.402755119999999,0.0003,-0.017467868269886822,0.013894777,0.012013273930642753,1340,-2.0962695479393005,0.2,0.123828125,0.8693995326757431,-0.1257450431585312
136,63,60.0,69632,1102,-6.396010670000001,0.0003,-0.0202235960168764,0.015082579,0.02400694974930957,1350,-2.158959287405014,0.2,0.1294921875,0.8141403347253799,-0.1259513795375824
137,63,60.0,70144,1110,-6.39707405,0.0003,-0.02368907171767205,0.011811707,0.01562141817412339,1360,-2.185213935375214,0.2,0.1267578125,0.8573671132326126,-0.15031857788562775
138,63,60.0,70656,1118,-6.412983829999999,0.0003,-0.011651272012386471,0.009456838,0.01741307481424883,1370,-2.1909916281700133,0.2,0.0810546875,0.8799035549163818,-0.1006050854921341
139,63,60.0,71168,1125,-6.42507628,0.0003,-0.021852911380119622,0.011411215,0.029300647717900575,1380,-2.200951334834099,0.2,0.10859375,0.7254448235034943,-0.11739505082368851
140,63,60.0,71680,1133,-6.43619515,0.0003,-0.019276366572012194,0.011839613,0.016125181084498764,1390,-2.2121587336063384,0.2,0.1216796875,0.877709224820137,-0.11488427966833115
141,63,60.0,72192,1140,-6.442607280000001,0.0003,-0.019791297719348223,0.012683409,0.014333513588644564,1400,-2.228606382012367,0.2,0.1244140625,0.8544355481863022,-0.15088753402233124
142,63,60.0,72704,1148,-6.49357726,0.0003,-0.022250196675304323,0.010264763,0.015014637226704508,1410,-2.233151060342789,0.2,0.1458984375,0.8739808201789856,-0.1309221386909485
143,63,60.0,73216,1156,-6.525714669999998,0.0003,-0.019666763907298445,0.010876459,0.010264946857932954,1420,-2.2325205355882645,0.2,0.0810546875,0.9139087274670601,-0.1232801079750061
144,63,60.0,73728,1164,-6.4855286,0.0003,-0.016499998758081346,0.014649763,0.009343138703843578,1430,-2.2241038888692857,0.2,0.11640625,0.9080309569835663,-0.1296846568584442
145,63,60.0,74240,1171,-6.52308138,0.0003,-0.027289317827671765,0.012790025,0.016804996808059514,1440,-2.184021380543709,0.2,0.141796875,0.8814617916941643,-0.15355415642261505
146,63,60.0,74752,1178,-6.556263220000001,0.0003,-0.012139785924227908,0.009238773,0.020573042973410338,1450,-2.1886062383651734,0.2,0.0509765625,0.8456297963857651,-0.13353362679481506
147,63,60.0,75264,1186,-6.537501980000002,0.0003,-0.021116391150280835,0.013138313,0.012923543562646956,1460,-2.1679469466209413,0.2,0.103125,0.887677825987339,-0.16515274345874786
148,63,60.0,75776,1193,-6.528951399999999,0.0003,-0.013986626541009173,0.009939294,0.012259230931522324,1470,-2.1912308812141417,0.2,0.0720703125,0.9166452586650848,-0.128594309091568
