time/iterations,time/fps,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,train/learning_rate,train/policy_gradient_loss,train/approx_kl,train/value_loss,train/n_updates,train/entropy_loss,train/clip_range,train/clip_fraction,train/explained_variance,train/loss
149,63,60.0,76288,1201,-6.5282504900000005,0.0003,-0.021254255552776158,0.011646247,0.009218800050439313,1480,-2.1932422786951067,0.2,0.0849609375,0.8904033154249191,-0.1609850972890854
150,63,60.0,76800,1210,-6.5546364299999995,0.0003,-0.024506775342160836,0.015241836,0.024394258763641118,1490,-2.185356742143631,0.2,0.2099609375,0.8100171685218811,-0.11220055818557739
151,63,60.0,77312,1217,-6.5440385,0.0003,-0.019099138351157306,0.012411165,0.016825432213954626,1500,-2.2079214960336686,0.2,0.108984375,0.8981607928872108,-0.13583138585090637
152,63,60.0,77824,1224,-6.548294260000001,0.0003,-0.01713986585382372,0.00978514,0.029643907793797553,1510,-2.173997241258621,0.2,0.0791015625,0.8040347099304199,-0.13581767678260803
153,63,60.0,78336,1232,-6.49335217,0.0003,-0.016809088439913467,0.0106845535,0.02466740688541904,1520,-2.165409031510353,0.2,0.0970703125,0.8065412491559982,-0.1345788687467575
154,63,60.0,78848,1239,-6.47189752,0.0003,-0.027937381813535465,0.012833521,0.018126111407764257,1530,-2.1448824137449263,0.2,0.1564453125,0.801189124584198,-0.1096460297703743
155,63,60.0,79360,1246,-6.461017020000001,0.0003,-0.01863614280009642,0.009995086,0.00570288052840624,1540,-2.084937831759453,0.2,0.1009765625,0.9205699861049652,-0.13416653871536255
156,63,60.0,79872,1254,-6.46940783,0.0003,-0.014115331741049886,0.010970204,0.026614162605255842,1550,-2.1135222613811493,0.2,0.097265625,0.7473987936973572,-0.11024230718612671
157,63,60.0,80384,1261,-6.474733399999998,0.0003,-0.018632326944498345,0.014496079,0.01980493445880711,1560,-2.1629708647727965,0.2,0.158984375,0.8431838154792786,-0.0927937850356102
158,63,60.0,80896,1269,-6.47079942,0.0003,-0.020176605554297566,0.011343427,0.01406176719465293,1570,-2.156610694527626,0.2,0.0908203125,0.8910039812326431,-0.13633984327316284
159,63,60.0,81408,1277,-6.458665540000001,0.0003,-0.01758801404503174,0.00965256,0.016431846586056054,1580,-2.1432281970977782,0.2,0.06953125,0.8516135066747665,-0.14207252860069275
160,63,60.0,81920,1285,-6.45146423,0.0003,-0.017760890017962085,0.011514965,0.01460577892139554,1590,-2.116657477617264,0.2,0.121875,0.8687448054552078,-0.14718754589557648
161,63,60.0,82432,1292,-6.425818349999999,0.0003,-0.021025830443250015,0.012708313,0.024945429491344838,1600,-2.080317223072052,0.2,0.1490234375,0.7712260633707047,-0.1435498595237732
162,63,60.0,82944,1300,-6.40343614,0.0003,-0.01557392212562263,0.012010655,0.02292344847228378,1610,-2.0811997205018997,0.2,0.1044921875,0.6804216802120209,-0.10020195692777634
163,63,60.0,83456,1308,-6.36007298,0.0003,-0.01645996454753913,0.010673037,0.02493131677620113,1620,-2.059778606891632,0.2,0.1029296875,0.7363486588001251,-0.11989737302064896
164,63,60.0,83968,1315,-6.368125779999999,0.0003,-0.023937020875746385,0.017270125,0.027771777531597763,1630,-2.0144324988126754,0.2,0.1611328125,0.7182554304599762,-0.13861443102359772
165,63,60.0,84480,1323,-6.420951569999999,0.0003,-0.021685985196381808,0.011914688,0.016817219031509012,1640,-2.039828485250473,0.2,0.11953125,0.80696801841259,-0.09431707859039307
166,63,60.0,84992,1333,-6.43445661,0.0003,-0.016836160139064305,0.012946399,0.03287113034166396,1650,-2.0610470533370973,0.2,0.1482421875,0.7821837514638901,-0.11941274255514145
167,63,60.0,85504,1342,-6.45868743,0.0003,-0.02270429857308045,0.011953942,0.017017063836101444,1660,-2.0265829652547835,0.2,0.1328125,0.8749592006206512,-0.13034510612487793
168,63,60.0,86016,1349,-6.4443407200000005,0.0003,-0.013243388675618917,0.010185638,0.01954534862888977,1670,-2.102117511630058,0.2,0.0666015625,0.8507376909255981,-0.12454146891832352
169,63,60.0,86528,1358,-6.430702579999999,0.0003,-0.02045811655698344,0.011714825,0.024870520236436277,1680,-2.055238792300224,0.2,0.09609375,0.8291076570749283,-0.11395636200904846
170,63,60.0,87040,1365,-6.448420960000002,0.0003,-0.014689030754379929,0.007770512,0.015344595746137201,1690,-2.096511435508728,0.2,0.062109375,0.8865049704909325,-0.11529093980789185
171,63,60.0,87552,1373,-6.449852150000001,0.0003,-0.016751203057356178,0.010407141,0.012623468070523813,1700,-2.146192952990532,0.2,0.1033203125,0.9101933687925339,-0.11987324059009552
172,63,60.0,88064,1381,-6.4518141500000015,0.0003,-0.017952902358956635,0.011929119,0.01728228008141741,1710,-2.130336108803749,0.2,0.096875,0.8495122492313385,-0.1185150071978569
173,63,60.0,88576,1389,-6.467261739999999,0.0003,-0.022675554757006465,0.012591107,0.016356499528046697,1720,-2.156284120678902,0.2,0.13515625,0.8733362257480621,-0.14381735026836395
174,63,60.0,89088,1397,-6.491051649999999,0.0003,-0.02313643129891716,0.012120713,0.013162488047964872,1730,-2.2288473427295683,0.2,0.186328125,0.9098503142595291,-0.12764130532741547
175,63,60.0,89600,1405,-6.47347838,0.0003,-0.01210494814440608,0.008429378,0.00874758420395665,1740,-2.2232485562562943,0.2,0.051953125,0.9096631184220314,-0.12724798917770386
176,63,60.0,90112,1413,-6.482347160000001,0.0003,-0.020289484382374212,0.011400483,0.01272914499277249,1750,-2.1625350028276444,0.2,0.0990234375,0.8682836443185806,-0.13781480491161346
177,63,60.0,90624,1421,-6.4702445,0.0003,-0.025241128570633008,0.014605369,0.011078411640482955,1760,-2.2104932397603987,0.2,0.19375,0.8532900214195251,-0.11515767127275467
178,63,60.0,91136,1429,-6.445926320000001,0.0003,-0.027617667033337057,0.01368971,0.008391643414506688,1770,-2.145146942138672,0.2,0.1490234375,0.9247248470783234,-0.12732359766960144
179,63,60.0,91648,1437,-6.407258779999999,0.0003,-0.015912371466401964,0.010106587,0.004206582032202278,1780,-2.1344771504402162,0.2,0.06015625,0.9485337138175964,-0.12130263447761536
180,63,60.0,92160,1445,-6.37382065,0.0003,-0.02277353989193216,0.014473451,0.00603812777553685,1790,-2.1433933466672896,0.2,0.1556640625,0.9151957258582115,-0.17687126994132996
181,63,60.0,92672,1452,-6.375648,0.0003,-0.020011770410928876,0.010963803,0.012561952753458172,1800,-2.17858929336071,0.2,0.09296875,0.8608969002962112,-0.1454850435256958
182,63,60.0,93184,1460,-6.374770960000001,0.0003,-0.022354113415349274,0.016435131,0.014178147783968597,1810,-2.221571671962738,0.2,0.2494140625,0.844152569770813,-0.11530278623104095
183,63,60.0,93696,1469,-6.368079859999999,0.0003,-0.01830587806762196,0.013056836,0.013033144368091599,1820,-2.2430206418037413,0.2,0.1421875,0.8830191865563393,-0.16868369281291962
184,63,60.0,94208,1478,-6.363438890000001,0.0003,-0.02295764224836603,0.011908289,0.003920705412747338,1830,-2.262247210741043,0.2,0.1435546875,0.9525272771716118,-0.15482871234416962
185,63,60.0,94720,1487,-6.362713729999999,0.0003,-0.022637434687931092,0.01000412,0.009480198042001575,1840,-2.2428891003131866,0.2,0.1154296875,0.8387194275856018,-0.1572263091802597
186,63,60.0,95232,1495,-6.34982182,0.0003,-0.022794493462424726,0.010871818,0.013090650690719486,1850,-2.207239919900894,0.2,0.109765625,0.8420894593000412,-0.15551216900348663
187,63,60.0,95744,1503,-6.360198839999999,0.0003,-0.021875265921698882,0.012820753,0.006435811569099314,1860,-2.2456829726696013,0.2,0.1439453125,0.9404869452118874,-0.16167886555194855
188,63,60.0,96256,1512,-6.336395800000002,0.0003,-0.014558499830309301,0.009833168,0.011409783503040671,1870,-2.220623478293419,0.2,0.0869140625,0.8759399801492691,-0.135961651802063
189,63,60.0,96768,1520,-6.363833700000002,0.0003,-0.01768437442369759,0.011843018,0.012859492760617286,1880,-2.2326097428798675,0.2,0.111328125,0.861114040017128,-0.14996211230754852
190,63,60.0,97280,1529,-6.3645247000000005,0.0003,-0.02510849427781068,0.012972359,0.01637023039511405,1890,-2.2258962839841843,0.2,0.1384765625,0.7500522583723068,-0.12522147595882416
191,63,60.0,97792,1537,-6.401566020000001,0.0003,-0.02157272878102958,0.013589863,0.006884317935327999,1900,-2.2210404217243194,0.2,0.12890625,0.918061226606369,-0.12902237474918365
192,63,60.0,98304,1545,-6.432840250000001,0.0003,-0.019664784526685252,0.011710627,0.009903024969389662,1910,-2.234045094251633,0.2,0.140234375,0.8960022926330566,-0.1382027417421341
193,63,60.0,98816,1553,-6.43755276,0.0003,-0.02239090093644336,0.01502048,0.01966231137048453,1920,-2.2258924037218093,0.2,0.159375,0.8474075645208359,-0.10085784643888474
194,63,60.0,99328,1561,-6.434069690000001,0.0003,-0.009943645924795418,0.008477716,0.010650143687962554,1930,-2.221107694506645,0.2,0.0380859375,0.8980211466550827,-0.12245450168848038
195,63,60.0,99840,1570,-6.43948557,0.0003,-0.01749948936630972,0.010188878,0.009969886508770287,1940,-2.2109203040599823,0.2,0.0916015625,0.9192752838134766,-0.16850055754184723
196,63,60.0,100352,1578,-6.463723439999999,0.0003,-0.02068579808692448,0.015447242,0.008348012328497134,1950,-2.2106826066970826,0.2,0.1228515625,0.9023364037275314,-0.16010220348834991
197,63,60.0,100864,1585,-6.486337209999999,0.0003,-0.02172676657792181,0.010387047,0.01736070109764114,1960,-2.188609504699707,0.2,0.118359375,0.8206625580787659,-0.12360823899507523
198,63,60.0,101376,1592,-6.489810089999999,0.0003,-0.02100820451742038,0.013816403,0.009890229615848511,1970,-2.208605188131332,0.2,0.1466796875,0.897139385342598,-0.15073518455028534
199,63,60.0,101888,1599,-6.490471559999999,0.0003,-0.024982995947357266,0.014461426,0.004163883562432602,1980,-2.2158161967992784,0.2,0.1625,0.9635002203285694,-0.12777674198150635
200,63,60.0,102400,1607,-6.501695360000001,0.0003,-0.01624406847404316,0.012924621,0.00856572546181269,1990,-2.2132698714733126,0.2,0.0873046875,0.8980511277914047,-0.11617514491081238
201,63,60.0,102912,1614,-6.4861786299999995,0.0003,-0.021227088943123817,0.013439082,0.00690065476228483,2000,-2.1857665508985518,0.2,0.1677734375,0.9261775016784668,-0.1305723935365677
202,63,60.0,103424,1621,-6.51024178,0.0003,-0.021465655317297206,0.0115216095,0.015124562050914392,2010,-2.1746518433094026,0.2,0.096875,0.8541208803653717,-0.12529121339321136
203,63,60.0,103936,1630,-6.487900770000001,0.0003,-0.016425494966097177,0.013523047,0.015632356167770922,2020,-2.198811721801758,0.2,0.1107421875,0.8753318190574646,-0.14875000715255737
204,63,60.0,104448,1639,-6.476173520000001,0.0003,-0.01658434853889048,0.011360938,0.014115036558359861,2030,-2.181675189733505,0.2,0.07890625,0.9015149176120758,-0.10810186713933945
205,63,60.0,104960,1648,-6.462195740000001,0.0003,-0.01669094429817051,0.010134017,0.014174182486021892,2040,-2.182848480343819,0.2,0.102734375,0.8926382437348366,-0.11264295130968094
206,63,60.0,105472,1656,-6.46174129,0.0003,-0.015454181074164807,0.009725476,0.006487658250262029,2050,-2.2100549221038817,0.2,0.0984375,0.9300250113010406,-0.12982526421546936
207,63,60.0,105984,1664,-6.4446308,0.0003,-0.011007796734338627,0.0070961714,0.015868585847783834,2060,-2.2258083313703536,0.2,0.04453125,0.8214723616838455,-0.10890605300664902
208,63,60.0,106496,1671,-6.440323179999999,0.0003,-0.027283233049092814,0.013853934,0.004612344801716972,2070,-2.182532238960266,0.2,0.1541015625,0.9368639066815376,-0.17487409710884094
209,63,60.0,107008,1678,-6.4307075000000005,0.0003,-0.022088421683292836,0.012656637,0.028371419850736858,2080,-2.1900186240673065,0.2,0.1421875,0.7017481625080109,-0.14559198915958405
210,63,60.0,107520,1687,-6.4028303200000005,0.0003,-0.021160703792702407,0.011162242,0.009642047568922863,2090,-2.1691464364528654,0.2,0.1294921875,0.8771377578377724,-0.16621758043766022
211,63,60.0,108032,1696,-6.3941778099999995,0.0003,-0.021928068820852787,0.01231884,0.00802398357191123,2100,-2.1421292394399645,0.2,0.1546875,0.9213611483573914,-0.14978137612342834
212,63,60.0,108544,1705,-6.41475578,0.0003,-0.03053714567213319,0.017017432,0.007393277896335348,2110,-2.13846932053566,0.2,0.1947265625,0.925174355506897,-0.13698351383209229
213,63,60.0,109056,1714,-6.39927181,0.0003,-0.01776950874191243,0.011758324,0.01123884879052639,2120,-2.104222273826599,0.2,0.104296875,0.8798594102263451,-0.12639153003692627
214,63,60.0,109568,1722,-6.380468060000001,0.0003,-0.017363125982228667,0.012875606,0.017747001687530427,2130,-2.0845307290554045,0.2,0.1076171875,0.8335116058588028,-0.1401972621679306
215,63,60.0,110080,1730,-6.3452237999999985,0.0003,-0.016147688450291752,0.012425837,0.010408201004611328,2140,-2.034525190293789,0.2,0.0771484375,0.7612209469079971,-0.14799712598323822
216,63,60.0,110592,1739,-6.276293690000001,0.0003,-0.019287079517380335,0.010262253,0.009027459187200293,2150,-1.988812616467476,0.2,0.0982421875,0.8790314272046089,-0.17394153773784637
217,63,60.0,111104,1749,-6.2626757,0.0003,-0.02043684053933248,0.01206781,0.005625331951887347,2160,-1.9416073963046074,0.2,0.0931640625,0.8996737524867058,-0.12644866108894348
218,63,60.0,111616,1759,-6.256789640000001,0.0003,-0.011271757632493972,0.007765365,0.021499040769413114,2170,-1.9700356051325798,0.2,0.058984375,0.6582024097442627,-0.12680266797542572
219,63,60.0,112128,1767,-6.26697489,0.0003,-0.012214479054091499,0.014941371,0.029325980716384946,2180,-1.9741708621382714,0.2,0.0859375,0.6964732110500336,-0.09189033508300781
220,63,60.0,112640,1776,-6.264404159999999,0.0003,-0.023384430445730686,0.011759056,0.02526530986651778,2190,-1.9515999585390091,0.2,0.1279296875,0.7954610884189606,-0.09693126380443573
221,63,60.0,113152,1785,-6.26407925,0.0003,-0.010704872180940583,0.007712518,0.02395576345734298,2200,-1.9165634900331496,0.2,0.0283203125,0.6225035786628723,-0.10940712690353394
222,63,60.0,113664,1793,-6.2647872200000005,0.0003,-0.01536332155810669,0.00802687,0.029828800214454533,2210,-1.8553105756640433,0.2,0.078125,0.6969522535800934,-0.09604780375957489
223,63,60.0,114176,1801,-6.24518073,0.0003,-0.01737853228696622,0.011698259,0.024223662936128675,2220,-1.8384089708328246,0.2,0.11875,0.7172519862651825,-0.1269756406545639
224,63,60.0,114688,1808,-6.260487129999999,0.0003,-0.018975273083196954,0.013808611,0.01425335566746071,2230,-1.8506164774298668,0.2,0.107421875,0.8579471260309219,-0.11913514882326126
225,63,60.0,115200,1816,-6.2397202499999995,0.0003,-0.015496474562678487,0.010450294,0.016716731956694274,2240,-1.8152325659990312,0.2,0.0884765625,0.8709768950939178,-0.10388558357954025
226,63,60.0,115712,1823,-6.265283320000001,0.0003,-0.022671146417269483,0.012455784,0.01744145348202437,2250,-1.8218068704009056,0.2,0.13828125,0.8611783385276794,-0.11872924119234085
227,63,60.0,116224,1830,-6.259497190000001,0.0003,-0.0123717098205816,0.01145108,0.01298186054918915,2260,-1.8708398312330246,0.2,0.084375,0.8457842767238617,-0.06922794133424759
228,63,60.0,116736,1838,-6.29376579,0.0003,-0.01729265946196392,0.007738276,0.006582049716962501,2270,-1.8271119147539139,0.2,0.1099609375,0.9215199053287506,-0.0638238936662674
229,63,60.0,117248,1846,-6.3233776,0.0003,-0.013092426460934803,0.010033488,0.007046973562682979,2280,-1.7950472101569175,0.2,0.0431640625,0.9108904749155045,-0.12554021179676056
230,63,60.0,117760,1853,-6.292793240000001,0.0003,-0.016309021471533923,0.009620672,0.004893921001348644,2290,-1.777296133339405,0.2,0.1037109375,0.9113525748252869,-0.10750599950551987
231,63,60.0,118272,1861,-6.26426119,0.0003,-0.02028816259698942,0.011619312,0.011417933029588313,2300,-1.8460878625512123,0.2,0.12734375,0.854123592376709,-0.13247917592525482
232,63,60.0,118784,1868,-6.267594570000001,0.0003,-0.022707563603762537,0.011730008,0.010904865112388506,2310,-1.8670580700039863,0.2,0.1296875,0.8433053642511368,-0.10858119279146194
233,63,60.0,119296,1877,-6.252389799999999,0.0003,-0.01462401838216465,0.0081627425,0.011162614455679431,2320,-1.8377358675003053,0.2,0.0712890625,0.7998412400484085,-0.10128925740718842
234,63,60.0,119808,1884,-6.253468429999999,0.0003,-0.014580658532213419,0.012281384,0.018512716522673146,2330,-1.8271577537059784,0.2,0.0919921875,0.8615846186876297,-0.110455721616745
235,63,60.0,120320,1892,-6.240877709999999,0.0003,-0.01871328433044255,0.014063252,0.008120626150048337,2340,-1.8859266564249992,0.2,0.1265625,0.9160844832658768,-0.1146048828959465
236,63,60.0,120832,1899,-6.20161756,0.0003,-0.015306293801404535,0.011724968,0.009934845991665497,2350,-1.955719529092312,0.2,0.1255859375,0.8753068074584007,-0.11090584099292755
237,63,60.0,121344,1907,-6.177331419999999,0.0003,-0.023449315619654954,0.014098198,0.006980609020683914,2360,-1.972181063890457,0.2,0.1697265625,0.913659393787384,-0.13786721229553223
238,63,60.0,121856,1915,-6.212930059999999,0.0003,-0.011992401120369322,0.010749882,0.0205467916559428,2370,-1.9709851652383805,0.2,0.0740234375,0.6816954612731934,-0.117148756980896
239,63,60.0,122368,1922,-6.23264304,0.0003,-0.01670645155245438,0.011908436,0.01661695825168863,2380,-1.9595307469367982,0.2,0.1046875,0.6427769958972931,-0.13347624242305756
240,63,60.0,122880,1931,-6.25159497,0.0003,-0.01607979414984584,0.012378197,0.01881907624192536,2390,-1.9670143887400626,0.2,0.0828125,0.8101029396057129,-0.1152075007557869
241,63,60.0,123392,1939,-6.29703981,0.0003,-0.01856380107346922,0.012808787,0.01596819224068895,2400,-1.9760587960481644,0.2,0.1216796875,0.8160513192415237,-0.10513675957918167
242,63,60.0,123904,1946,-6.307541869999999,0.0003,-0.018152681231731548,0.011320587,0.022611315455287696,2410,-1.9371802523732184,0.2,0.121875,0.8086857497692108,-0.09306272864341736
243,63,60.0,124416,1953,-6.29374949,0.0003,-0.02628416838706471,0.013372967,0.007891237508738413,2420,-1.9735968485474586,0.2,0.134375,0.9265273362398148,-0.14293566346168518
244,63,60.0,124928,1960,-6.27940618,0.0003,-0.027670184592716397,0.016693665,0.003408010449493304,2430,-1.9623023435473441,0.2,0.2240234375,0.9549361988902092,-0.1319200098514557
245,63,60.0,125440,1968,-6.267241779999999,0.0003,-0.025638445961521938,0.014753746,0.007560202130116522,2440,-1.968972572684288,0.2,0.16171875,0.8448619693517685,-0.1337125152349472
246,63,60.0,125952,1976,-6.3271922499999995,0.0003,-0.020465091924415903,0.0120613165,0.025269844708964227,2450,-2.011390154063702,0.2,0.1125,0.7873172163963318,-0.12550249695777893
247,63,60.0,126464,1987,-6.31216459,0.0003,-0.016317861736752093,0.0154847335,0.02916205519577488,2460,-2.061904102563858,0.2,0.1177734375,0.7010968923568726,-0.09052937477827072
248,63,60.0,126976,1995,-6.3570628,0.0003,-0.014179831190267578,0.009761373,0.0072240732581121845,2470,-2.05349215567112,0.2,0.06171875,0.8889843076467514,-0.15042954683303833
249,63,60.0,127488,2002,-6.38241368,0.0003,-0.016861825936939568,0.01424388,0.007574351047514938,2480,-2.060839056968689,0.2,0.0775390625,0.9234110713005066,-0.10559543967247009
250,63,60.0,128000,2009,-6.39281426,0.0003,-0.019354454590938985,0.014199534,0.019747635663952677,2490,-2.0658679366111756,0.2,0.1248046875,0.8223962038755417,-0.12688270211219788
251,63,60.0,128512,2017,-6.373002010000001,0.0003,-0.028456848621135577,0.012312277,0.006781984568806365,2500,-2.034298759698868,0.2,0.1837890625,0.9403830915689468,-0.11940567195415497
252,63,60.0,129024,2025,-6.41786052,0.0003,-0.01937750854413025,0.013892932,0.01536294559482485,2510,-2.056875556707382,0.2,0.1482421875,0.844680592417717,-0.12776632606983185
253,63,60.0,129536,2032,-6.400993530000001,0.0003,-0.023380782909225673,0.012638145,0.020596114988438784,2520,-2.058546334505081,0.2,0.123828125,0.8404035419225693,-0.11018888652324677
254,63,60.0,130048,2040,-6.42297957,0.0003,-0.020927513315109537,0.012865391,0.010904839372960851,2530,-2.0229314461350443,0.2,0.128125,0.909112960100174,-0.12246853113174438
255,63,60.0,130560,2048,-6.44753505,0.0003,-0.01408335064770654,0.007516972,0.0115418050379958,2540,-2.008725742995739,0.2,0.04921875,0.9167996421456337,-0.13594956696033478
256,63,60.0,131072,2055,-6.472267820000001,0.0003,-0.01174409412778914,0.008226461,0.010306732129538431,2550,-2.029962696135044,0.2,0.0724609375,0.9062009379267693,-0.13679435849189758
257,63,60.0,131584,2063,-6.445581,0.0003,-0.02020029377308674,0.00984408,0.003510657884180546,2560,-2.066498044133186,0.2,0.105078125,0.9372464045882225,-0.14570587873458862
258,63,60.0,132096,2072,-6.425093149999999,0.0003,-0.023743626676150598,0.01184942,0.005373461241833866,2570,-2.032502131164074,0.2,0.181640625,0.952035441994667,-0.1345372498035431
259,63,60.0,132608,2081,-6.461341380000001,0.0003,-0.019410266599152237,0.0075684516,0.013237951067276299,2580,-1.9743258684873581,0.2,0.091015625,0.8589129596948624,-0.12254767119884491
260,63,60.0,133120,2088,-6.46441553,0.0003,-0.02335922599886544,0.01314414,0.024265855527482928,2590,-1.993489469587803,0.2,0.127734375,0.8033886253833771,-0.13834917545318604
261,63,60.0,133632,2096,-6.44800151,0.0003,-0.016223966580582783,0.009931488,0.011256589385448023,2600,-2.042766934633255,0.2,0.0666015625,0.8887508064508438,-0.10800247639417648
262,63,60.0,134144,2103,-6.4784352,0.0003,-0.014726055890787394,0.009009311,0.028348565637134015,2610,-2.051559579372406,0.2,0.0796875,0.8115471601486206,-0.10602458566427231
263,63,60.0,134656,2111,-6.452088479999999,0.0003,-0.019774558156495915,0.00989801,0.018015768355689944,2620,-2.0052755281329153,0.2,0.07109375,0.8482854664325714,-0.13225406408309937
264,63,60.0,135168,2118,-6.407642910000001,0.0003,-0.017694738623686136,0.010897713,0.012770447775255888,2630,-1.9753364071249961,0.2,0.0625,0.8708474040031433,-0.13284270465373993
265,63,60.0,135680,2126,-6.425844350000001,0.0003,-0.013667637051548808,0.010890756,0.009437231178162619,2640,-1.9826174944639205,0.2,0.09765625,0.8936658501625061,-0.11455937474966049
266,63,60.0,136192,2135,-6.4063738,0.0003,-0.02128059758688323,0.0132657075,0.015653166256379338,2650,-2.0280193999409675,0.2,0.1373046875,0.8569267988204956,-0.13011792302131653
267,63,60.0,136704,2144,-6.4496049599999985,0.0003,-0.01759989931015298,0.014439986,0.012172359268879518,2660,-2.0269145727157594,0.2,0.1490234375,0.8936478421092033,-0.10387980937957764
268,63,60.0,137216,2152,-6.468875779999999,0.0003,-0.019697379681747406,0.014175477,0.013772683241404593,2670,-2.020849642157555,0.2,0.141015625,0.8827068954706192,-0.1043262705206871
269,63,60.0,137728,2160,-6.4799582199999985,0.0003,-0.019802055100444704,0.01034259,0.012501481629442424,2680,-2.011566977202892,0.2,0.1068359375,0.903606504201889,-0.13129664957523346
270,63,60.0,138240,2168,-6.487172599999999,0.0003,-0.021839494130108505,0.011354132,0.011101498652715236,2690,-1.9412647947669028,0.2,0.112890625,0.9193748533725739,-0.11298006027936935
271,63,60.0,138752,2176,-6.474786240000001,0.0003,-0.022557305940426885,0.013103388,0.01236272852984257,2700,-1.957915835082531,0.2,0.134765625,0.9057868719100952,-0.11863649636507034
272,63,60.0,139264,2183,-6.46738491,0.0003,-0.013081351009896025,0.009430438,0.022678130387794225,2710,-2.001911899447441,0.2,0.06484375,0.8119383901357651,-0.12821821868419647
273,63,60.0,139776,2191,-6.429480550000001,0.0003,-0.014409482869086786,0.009699397,0.016902323125395923,2720,-2.0070185482501985,0.2,0.0671875,0.8449415564537048,-0.11785244941711426
274,63,60.0,140288,2198,-6.45352332,0.0003,-0.02312698770838324,0.012668213,0.012621609988855198,2730,-2.0061320185661318,0.2,0.1384765625,0.875759445130825,-0.09954889118671417
275,63,60.0,140800,2206,-6.453749780000001,0.0003,-0.02152169505134225,0.013289135,0.012192236067494377,2740,-1.9854957059025764,0.2,0.1044921875,0.8415499329566956,-0.1362667679786682
276,63,60.0,141312,2213,-6.45687198,0.0003,-0.016988947393838317,0.008542059,0.011620926711475476,2750,-1.8072317823767663,0.2,0.0740234375,0.877623125910759,-0.11376743018627167
277,63,60.0,141824,2222,-6.438899160000001,0.0003,-0.020547154499217866,0.011770707,0.01222093109972775,2760,-1.9267798766493798,0.2,0.137109375,0.9254467859864235,-0.141461580991745
278,63,60.0,142336,2230,-6.4078654,0.0003,-0.030303385900333525,0.0119334515,0.013921894389204681,2770,-1.8377640292048454,0.2,0.1447265625,0.8937103152275085,-0.1390523910522461
279,63,60.0,142848,2238,-6.3809366,0.0003,-0.02373725927900523,0.010377336,0.006302077558939345,2780,-1.790158812701702,0.2,0.1255859375,0.8803661838173866,-0.11673280596733093
280,63,60.0,143360,2245,-6.33895766,0.0003,-0.021001181565225124,0.011124827,0.008323163547902367,2790,-1.8022554367780685,0.2,0.1078125,0.8987722247838974,-0.13436883687973022
281,63,60.0,143872,2254,-6.302740739999999,0.0003,-0.01569665136630647,0.0078265,0.0073113979917252435,2800,-1.7766174137592317,0.2,0.0642578125,0.9121419936418533,-0.1285201609134674
282,63,60.0,144384,2261,-6.2650378899999986,0.0003,-0.02627505374257453,0.015259236,0.00707201526092831,2810,-1.7823870822787284,0.2,0.20546875,0.8696662783622742,-0.11637315899133682
283,63,60.0,144896,2269,-6.266214730000001,0.0003,-0.009502735745627433,0.013727937,0.009347031859215349,2820,-1.8551411747932434,0.2,0.112109375,0.8335034996271133,-0.06743351370096207
284,63,60.0,145408,2276,-6.2667258200000004,0.0003,-0.01966681582853198,0.013169145,0.011022674146806822,2830,-1.82233734279871,0.2,0.113671875,0.8227827996015549,-0.12108786404132843
285,63,60.0,145920,2284,-6.274003410000001,0.0003,-0.010508378804661333,0.010927363,0.018219561671139674,2840,-1.9247146815061569,0.2,0.119921875,0.7924341261386871,-0.10700053721666336
286,63,60.0,146432,2291,-6.2678736200000005,0.0003,-0.015296586693148128,0.0100742,0.008331190524040721,2850,-1.9590789332985878,0.2,0.0728515625,0.8811154440045357,-0.11455048620700836
287,63,60.0,146944,2300,-6.276002120000002,0.0003,-0.016159627126762645,0.0072267717,0.019072009762749077,2860,-1.9251684591174125,0.2,0.0771484375,0.8048971891403198,-0.12489484250545502
288,63,60.0,147456,2307,-6.235731729999999,0.0003,-0.012118363962508738,0.0097285565,0.006608497118577361,2870,-2.0203816816210747,0.2,0.107421875,0.8257752507925034,-0.13027548789978027
289,63,60.0,147968,2314,-6.211698380000001,0.0003,-0.021413357072742657,0.010760647,0.006099403640837409,2880,-1.9153278946876526,0.2,0.080078125,0.9006391018629074,-0.12193310260772705
290,63,60.0,148480,2323,-6.251840239999999,0.0003,-0.020771450828760862,0.010005193,0.014363473816774785,2890,-1.977278581261635,0.2,0.10546875,0.8705320209264755,-0.14996615052223206
291,63,60.0,148992,2331,-6.243091430000001,0.0003,-0.018538942534360104,0.009801436,0.008936354680918157,2900,-1.980688288807869,0.2,0.088671875,0.8840877041220665,-0.1164240688085556
292,63,60.0,149504,2338,-6.26725749,0.0003,-0.01993202492594719,0.01212164,0.006654090553638525,2910,-1.969100570678711,0.2,0.1064453125,0.9156607612967491,-0.10182875394821167
293,63,60.0,150016,2346,-6.30487559,0.0003,-0.021794088173191995,0.010147955,0.010529141692677513,2920,-1.92596565335989,0.2,0.0857421875,0.908669613301754,-0.11962735652923584
294,63,60.0,150528,2354,-6.346243069999999,0.0003,-0.02095482888398692,0.015414614,0.01446332250488922,2930,-1.9438177436590194,0.2,0.145703125,0.8519263863563538,-0.1159922182559967
295,63,60.0,151040,2362,-6.329137329999998,0.0003,-0.01280020605190657,0.0068597216,0.012494733452331274,2940,-1.8889254122972488,0.2,0.055859375,0.8837651163339615,-0.09458298236131668
