time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/time_elapsed,time/total_timesteps,train/policy_gradient_loss,train/explained_variance,train/entropy_loss,train/value_loss,train/clip_range,train/learning_rate,train/n_updates,train/approx_kl,train/clip_fraction,train/loss
12,13.580645161290322,2.964407161290323,1,40,512,,,,,,,,,,
15,17.69811320754717,1.5935203207547177,2,67,1024,-0.017977646400686352,-0.014678597450256348,-2.482562059164047,11.026005280017852,0.1,0.0003,10,0.0034852861,0.1833984375,4.9046630859375
15,18.794871794871796,1.344878641025641,3,101,1536,-0.011212768813129515,0.13505089282989502,-2.4788445204496385,8.825134921073914,0.1,0.0003,20,0.0030556605,0.1259765625,4.29098653793335
16,20.38144329896907,0.5816042061855672,4,126,2048,-0.014424605609383434,0.3799213171005249,-2.4752485156059265,7.723281031847,0.1,0.0003,30,0.003404467,0.1634765625,3.9611358642578125
15,21.7,0.12834600000000018,5,160,2560,-0.010222633555531501,0.4826825261116028,-2.4713658511638643,6.151711490750313,0.1,0.0003,40,0.0026966438,0.094140625,2.617323398590088
15,21.13,0.25355312999999985,6,197,3072,-0.008459298391244374,0.1770402193069458,-2.4684539049863816,15.005089437961578,0.1,0.0003,50,0.0025812243,0.061328125,5.087187767028809
15,20.34,0.1745255499999999,7,224,3584,-0.0103207356587518,0.28437143564224243,-2.4609784483909607,10.565024131536484,0.1,0.0003,60,0.0032794392,0.1267578125,5.109435558319092
16,20.65,0.2009944199999999,8,252,4096,-0.01139872029889375,-0.04278135299682617,-2.459578338265419,18.03878883123398,0.1,0.0003,70,0.0027084395,0.10859375,6.784234523773193
15,19.84,0.14870735000000024,9,293,4608,-0.012038016412407159,0.4296407699584961,-2.4607450008392333,9.184867578744889,0.1,0.0003,80,0.0030574072,0.1349609375,5.753669738769531
15,20.57,-0.4988330900000001,10,328,5120,-0.01057815708918497,0.24784576892852783,-2.4575833857059477,13.343446958065034,0.1,0.0003,90,0.0032513442,0.0919921875,5.133176326751709
15,18.51,0.2453997499999997,11,365,5632,-0.010807833727449178,0.20118004083633423,-2.4509301364421843,12.55432653427124,0.1,0.0003,100,0.0036948938,0.1283203125,4.652180194854736
15,16.88,1.0642321299999997,12,395,6144,-0.0165756615344435,0.4590499997138977,-2.4529599219560625,12.402037805318832,0.1,0.0003,110,0.00449988,0.2068359375,6.584311008453369
15,18.42,0.28593180999999995,13,430,6656,-0.008607915893662721,0.07275718450546265,-2.4488143771886826,15.748372089862823,0.1,0.0003,120,0.0023686807,0.058203125,4.480865001678467
15,18.46,0.042458630000000074,14,469,7168,-0.010249280463904142,0.26998114585876465,-2.4392759770154955,14.503293871879578,0.1,0.0003,130,0.0033578854,0.1146484375,3.4478516578674316
15,17.96,0.17785240999999996,15,500,7680,-0.01100937743904069,0.26438021659851074,-2.4409932076931,13.457018744945525,0.1,0.0003,140,0.0031163893,0.108203125,5.7831878662109375
15,18.19,-0.22978092000000003,16,533,8192,-0.011569175764452665,0.3457533121109009,-2.430850601196289,12.22462260723114,0.1,0.0003,150,0.0034334133,0.1046875,4.284043312072754
15,18.18,0.35796915000000007,17,567,8704,-0.009684510435909033,0.19196182489395142,-2.425451821088791,15.224002468585969,0.1,0.0003,160,0.0030683412,0.0869140625,8.130966186523438
14,16.75,1.13640968,18,614,9216,-0.012048563116695731,0.37018150091171265,-2.4186520367860793,14.270972192287445,0.1,0.0003,170,0.0033079619,0.1189453125,6.678295135498047
14,16.06,1.4501325499999995,19,652,9728,-0.011318458535242826,0.3369850516319275,-2.4103178113698958,16.917487800121307,0.1,0.0003,180,0.00284009,0.116796875,7.848331451416016
14,14.55,1.8322299499999997,20,699,10240,-0.010292782349279151,0.06542694568634033,-2.402204141020775,16.01543320417404,0.1,0.0003,190,0.0033304424,0.08515625,6.465724468231201
14,16.16,1.0417133699999999,21,731,10752,-0.009752985113300383,0.32615137100219727,-2.392437356710434,18.230474996566773,0.1,0.0003,200,0.003414474,0.12890625,7.7454833984375
14,14.19,1.6401302499999997,22,783,11264,-0.00841557015082799,0.2542768716812134,-2.3970897287130355,13.121270346641541,0.1,0.0003,210,0.0031573428,0.090234375,4.710537910461426
14,12.65,2.0307034300000004,23,835,11776,-0.009231555444421247,0.4001157879829407,-2.377033668756485,21.69655464887619,0.1,0.0003,220,0.0024966826,0.072265625,7.461205005645752
13,12.92,1.72712054,24,881,12288,-0.007936689973575994,0.13537102937698364,-2.358500561118126,22.48880684375763,0.1,0.0003,230,0.0027785923,0.0568359375,8.778897285461426
13,10.84,2.84981407,25,935,12800,-0.007976578120724298,0.2696910500526428,-2.3746515989303587,23.093183493614198,0.1,0.0003,240,0.0025421362,0.075390625,10.813400268554688
13,13.11,1.90105998,26,968,13312,-0.008266791852656752,0.3136000633239746,-2.3894720137119294,22.662967014312745,0.1,0.0003,250,0.002743653,0.0734375,5.864398002624512
13,13.62,1.85448192,27,1016,13824,-0.006713571905856952,0.43962013721466064,-2.39723319709301,15.307763576507568,0.1,0.0003,260,0.0019204654,0.05703125,7.8491435050964355
13,16.54,0.5686200100000002,28,1049,14336,-0.01107101552770473,0.16158634424209595,-2.3813429713249206,24.214773893356323,0.1,0.0003,270,0.003369889,0.142578125,10.984335899353027
13,16.77,0.5263122199999998,29,1081,14848,-0.008976452547358349,-0.0438389778137207,-2.386714521050453,19.613448202610016,0.1,0.0003,280,0.0027126805,0.096875,6.8867902755737305
13,17.37,-0.0752446999999996,30,1120,15360,-0.011372155821300111,0.13160938024520874,-2.3773606687784197,23.95907027721405,0.1,0.0003,290,0.0034138623,0.1373046875,5.965957164764404
