episode,length,success,freeze_attempted,terminal_alpha_deg,terminal_d_mm,total_reward
47,60,False,False,0.2885385179962982,116.2492797454802,-6.259577815812897
48,60,False,False,0.2963867287096773,93.03566134881233,-5.782653883083096
49,60,False,False,0.30211120705927075,118.94869989206951,-6.500859001361166
50,60,False,False,0.25519753806988477,90.52291838243696,-6.154013132506337
51,60,False,False,0.07554596090143875,90.90841517696455,-6.654829886974543
52,60,False,False,0.07837752608144041,24.91814450546879,-6.349901420520509
53,60,False,False,0.059193159163211544,18.628822444625285,-6.526954528738451
54,60,False,False,44.30468327000461,85.13993781781454,-5.927202218750697
55,60,False,False,0.31784126286937714,17.213571214886645,-4.852916611837594
56,60,False,False,13.577718255454883,21.176889448330225,-5.681081997942637
57,60,False,False,0.29832584708843024,22.495585152441205,-6.562287824476786
58,60,False,False,0.2811476546161035,109.91564999057702,-5.964245792482968
59,60,False,False,0.31777910876847704,114.39427526792188,-7.3793636141093515
60,60,False,False,0.2843997360027465,23.017162363364562,-4.882622828939056
61,60,False,False,0.10483050402352004,26.4285414347216,-5.482441234292292
62,60,False,False,0.15572124476916885,15.557574111946598,-6.445139438732612
63,60,False,False,19.355467894869875,19.780824778693663,-5.866641427365485
64,60,False,False,54.61519626807348,93.27083843615834,-5.970237364510485
65,60,False,False,0.2895221216732017,20.27877359339547,-6.644253196233771
66,60,False,False,47.27274488171246,66.34325774018298,-5.909738935118671
67,60,False,False,21.423119510517928,38.22137778349418,-5.707270449941021
68,60,False,False,0.31829355245232327,22.97431299353551,-5.759036285894485
69,60,False,False,56.766425233034816,126.58804795925954,-5.969147720020805
70,60,False,False,0.3150305672272938,70.27174367147998,-6.476217067222938
71,60,False,False,39.8987706324959,59.505276482267746,-5.865446479192713
72,60,False,False,29.947115430512266,5.492537222911828,-7.057011589701421
73,60,False,False,0.06394344321234963,23.232339289819468,-8.018837442594418
74,60,False,False,46.63713588292957,75.10923462371343,-5.946657642609479
75,60,False,False,35.55700919195112,65.9682778569124,-5.888775927945945
76,60,False,False,36.73051663701121,53.85648476632502,-5.9120624157334385
77,60,False,False,0.22870692500417397,112.26291908921192,-6.605720890246596
78,60,False,False,0.055142253062537394,96.88690629274048,-6.864699351139068
79,60,False,False,0.3174172955362528,12.211720345561957,-5.508213719059588
80,60,False,False,36.56804821469463,56.89466882676025,-5.882636535218911
81,60,False,False,0.18771069300903687,11.116747762555978,-7.812693813341026
82,60,False,False,22.934538138917436,27.082943867064312,-5.5654236722045525
83,60,False,False,0.16106487399876382,17.57661319510747,-6.8880629530870365
84,60,False,False,0.13474217540619368,18.67163207296841,-6.767785649940826
85,60,False,False,0.31810613924562897,11.19470996366253,-5.656244153974114
86,60,False,False,0.3151304124226446,9.035880802150674,-5.590977729668939
87,60,False,False,0.20321189663153413,69.9044369795378,-6.718813776450968
88,60,False,False,0.13086642063774123,23.246603602890406,-5.504981363030726
89,60,False,False,0.28004563055488557,9.707244203250223,-6.227255616643363
90,60,False,False,0.2297929381259409,117.344471950962,-6.084520054731097
91,60,False,False,63.21253862014186,118.7634903277776,-5.985969584442675
92,60,False,False,0.3044985412868376,100.86988311307385,-5.893306777446751
93,60,False,False,42.12129320182873,77.03939317915307,-5.924910407866188
94,60,False,False,0.12411843687484236,12.542382047046384,-7.395566097089864
95,60,False,False,0.2542548467824389,59.34931736186318,-7.02849693149977
96,60,False,False,0.16186463857811798,77.9950691278018,-6.393002299406255
97,60,False,False,0.24848387917193157,116.9257838052519,-5.839741132202081
98,60,False,False,36.80243455507113,81.43960177092336,-5.909981155235029
99,60,False,False,0.30999342707625216,10.24405356605117,-5.963042644407722
