rollout/exploration_rate,time/fps,time/episodes,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,train/loss,train/learning_rate,train/n_updates
0.1652666666666669,23,88,28.693181818181817,-3.025278818181818,113,2636,0.22469854354858398,0.001,152
0.12473333333333336,23,92,29.451612903225808,-3.54982276344086,119,2764,0.04534643143415451,0.001,160
0.1222000000000002,22,96,28.5625,-3.278103791666666,121,2772,0.16450239717960358,0.001,161
0.05506666666666704,23,100,28.66,-3.5277646899999993,127,2984,0.16141970455646515,0.001,174
0.05,23,104,30.15,-3.8644697599999995,133,3172,0.04021882265806198,0.001,186
0.05,23,108,31.24,-4.1268756,138,3264,0.10855740308761597,0.001,191
0.05,22,112,30.94,-3.94011508,143,3292,0.13192783296108246,0.001,193
0.05,22,116,30.17,-3.60315295,148,3332,0.12352167069911957,0.001,196
0.05,22,120,29.94,-3.26650899,153,3424,0.10434432327747345,0.001,201
0.05,22,124,28.6,-2.6712523500000005,158,3496,0.2539175748825073,0.001,206
0.05,21,128,28.28,-2.5083926500000007,163,3532,0.08826538920402527,0.001,208
0.05,21,132,28.81,-3.394295330000001,168,3676,0.13696330785751343,0.001,217
0.05,21,136,28.93,-3.2284291699999996,173,3820,0.2136683613061905,0.001,226
0.05,22,140,28.41,-3.24041701,179,3996,0.2922598719596863,0.001,237
0.05,22,144,28.86,-3.5720163800000004,185,4236,0.26406997442245483,0.001,252
0.05,22,148,29.35,-4.027793679999999,189,4300,0.2001168429851532,0.001,256
0.05,22,152,27.87,-3.414190029999999,195,4476,0.14195317029953003,0.001,267
0.05,22,156,27.61,-3.1900133100000003,198,4484,0.11912287026643753,0.001,268
0.05,22,160,27.57,-3.2054136600000005,201,4496,,,
0.05,22,164,28.1,-3.2089373000000005,206,4728,0.12928475439548492,0.001,283
0.05,22,168,28.64,-3.28989571,211,4748,0.21808016300201416,0.001,284
0.05,22,172,29.08,-3.3816184600000003,217,4964,0.23608873784542084,0.001,298
0.05,22,176,29.56,-3.4627950299999997,221,4996,0.16646821796894073,0.001,300
0.05,22,180,30.02,-3.4235306199999997,228,5220,0.22563830018043518,0.001,314
0.05,23,184,29.4,-3.3856043199999992,234,5444,0.06636923551559448,0.001,328
0.05,22,188,28.77,-3.132271569999999,239,5472,0.20352627336978912,0.001,329
0.05,23,192,28.17,-2.48323786,245,5684,0.06768951565027237,0.001,343
0.05,22,196,28.45,-2.5496059900000008,247,5692,,,
0.05,22,200,27.84,-2.02798162,252,5724,0.2162560671567917,0.001,345
0.05,22,204,26.74,-1.7881999599999998,255,5760,0.2724829316139221,0.001,347
0.05,22,208,26.15,-1.7980098299999998,260,5936,0.16417039930820465,0.001,358
0.05,22,212,27.17,-2.0488306699999996,265,6004,0.28280752897262573,0.001,363
0.05,22,216,28.25,-2.4233472899999997,270,6180,0.24037159979343414,0.001,374
0.05,22,220,28.85,-2.6101735500000007,274,6256,0.26928234100341797,0.001,378
0.05,22,224,29.51,-2.77443821,280,6420,0.18929439783096313,0.001,389
0.05,23,228,30.68,-2.7061505699999997,286,6660,0.21966314315795898,0.001,404
0.05,23,232,30.68,-2.3410811799999998,290,6740,0.047064393758773804,0.001,409
0.05,23,236,30.09,-2.17194136,296,6904,0.13920217752456665,0.001,419
0.05,23,240,29.92,-1.9042072300000001,300,6984,0.06989148259162903,0.001,424
0.05,23,244,30.09,-1.5460263899999998,306,7224,0.11459366977214813,0.001,439
0.05,23,248,30.09,-1.04894156,311,7384,0.13965356349945068,0.001,449
0.05,23,252,30.87,-1.25164059,315,7468,0.07831317186355591,0.001,454
0.05,23,256,30.87,-1.24833076,320,7628,0.14569006860256195,0.001,464
0.05,23,260,32.03,-2.2773792900000003,326,7724,0.13186416029930115,0.001,470
0.05,23,264,32.62,-2.3982595199999994,332,7948,0.08045031875371933,0.001,484
0.05,24,268,33.21,-3.08462108,338,8184,0.16261805593967438,0.001,499
0.05,24,272,34.98,-3.57451438,344,8424,0.173079252243042,0.001,514
0.05,24,276,35.2,-3.5502265499999996,350,8596,0.10675990581512451,0.001,525
0.05,24,280,34.61,-3.4732057800000002,355,8692,0.12500834465026855,0.001,531
0.05,24,284,35.2,-3.49890906,361,8912,0.19962818920612335,0.001,544
0.05,24,288,35.62,-3.5894794199999995,366,9008,0.1301497519016266,0.001,550
0.05,24,292,36.8,-4.2452799699999995,373,9248,0.19065065681934357,0.001,565
0.05,24,296,37.39,-4.31121048,378,9412,0.10167136788368225,0.001,576
0.05,25,300,38.57,-4.59749911,385,9640,0.11444251239299774,0.001,590
0.05,24,304,39.08,-4.70672578,390,9724,0.23246212303638458,0.001,595
0.05,24,308,39.67,-4.64536094,396,9900,0.03555069863796234,0.001,606
0.05,25,312,39.93,-4.7285344700000005,401,10076,0.14666648209095,0.001,617
0.05,25,316,40.53,-4.826798800000001,407,10212,0.1810293346643448,0.001,626
0.05,25,320,41.13,-5.0148798,412,10380,0.09392021596431732,0.001,636
0.05,25,324,42.23,-5.260565019999999,418,10620,0.0787317156791687,0.001,651
0.05,25,328,40.51,-4.806083619999999,423,10692,0.11399085819721222,0.001,656
0.05,25,332,42.28,-5.288158079999999,429,10932,0.060762375593185425,0.001,671
0.05,25,336,42.28,-5.318839400000001,435,11136,0.060446836054325104,0.001,683
0.05,25,340,43.46,-5.594758020000001,441,11328,0.1518593728542328,0.001,695
0.05,25,344,43.87,-5.755869110000001,447,11568,0.1151386946439743,0.001,710
0.05,26,348,44.46,-5.8662392699999995,454,11808,0.14362242817878723,0.001,725
0.05,26,352,45.64,-6.19725812,460,12048,0.24441993236541748,0.001,740
0.05,26,356,46.23,-6.42903044,466,12256,0.2083272933959961,0.001,753
0.05,26,360,46.82,-6.083589280000001,472,12496,0.053981177508831024,0.001,768
0.05,26,364,46.91,-6.10866987,477,12620,0.031363293528556824,0.001,776
0.05,26,368,46.32,-5.42852132,483,12772,0.1044943779706955,0.001,786
0.05,26,372,45.73,-5.322924130000001,489,12980,0.027290552854537964,0.001,799
0.05,26,376,46.1,-5.429140200000001,496,13220,0.14075355231761932,0.001,814
0.05,26,380,47.28,-5.7023041700000014,502,13460,0.08820205926895142,0.001,829
0.05,26,384,47.28,-5.5921891299999995,507,13580,0.05449563264846802,0.001,836
0.05,26,388,48.04,-5.816761400000001,513,13820,0.07850603759288788,0.001,851
0.05,27,392,48.04,-5.511341859999999,519,14060,0.11727723479270935,0.001,866
0.05,27,396,48.93,-5.760172839999998,526,14300,0.13837890326976776,0.001,881
0.05,27,400,49.52,-5.93423454,532,14540,0.05171630531549454,0.001,896
0.05,27,404,49.25,-5.851518410000001,535,14568,0.08705496788024902,0.001,898
0.05,27,408,49.73,-5.898048990000002,541,14808,0.060424596071243286,0.001,913
0.05,27,412,49.01,-5.71614094,546,14980,0.12432555109262466,0.001,924
