rollout/exploration_rate,time/fps,time/episodes,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,train/loss,train/learning_rate,train/n_updates
0.9822666666666665,10,4,8.0,4.860418,5,56,,,
0.9417333333333334,17,8,13.0,3.084421125,10,184,,,
0.9252666666666665,15,12,12.833333333333334,2.416279916666667,15,236,0.20102229714393616,0.001,2
0.9011999999999998,15,16,15.3125,1.529164625,20,312,0.2872156500816345,0.001,7
0.8809333333333332,15,20,16.55,0.44740894999999997,24,376,0.32385092973709106,0.001,11
0.8062000000000002,19,24,22.041666666666668,-1.655338125,30,612,0.21088510751724243,0.001,26
0.7909999999999998,19,28,22.321428571428573,-1.5033572857142858,34,660,0.2798963487148285,0.001,29
0.7529999999999998,19,32,21.6875,-0.9547248437500002,40,780,0.1598280817270279,0.001,36
0.6846,21,36,23.97222222222222,-1.7824156388888892,46,996,0.24499879777431488,0.001,50
0.6567333333333332,21,40,26.35,-2.494691875,51,1084,0.14296400547027588,0.001,55
0.5858000000000003,22,44,27.068181818181817,-2.77086,57,1308,0.1650521457195282,0.001,69
0.5655333333333332,22,48,27.5625,-2.964238,61,1372,0.0981229916214943,0.001,73
0.49966666666666704,23,52,29.134615384615383,-3.5307262500000003,67,1580,0.1468162089586258,0.001,86
0.4718000000000002,23,56,28.642857142857142,-3.39447775,72,1668,0.2126535177230835,0.001,92
0.42366666666666686,23,60,28.866666666666667,-3.44353315,77,1820,0.11294276267290115,0.001,101
0.39959999999999973,23,64,28.140625,-3.22281384375,82,1896,0.09026168286800385,0.001,106
0.3907333333333335,22,68,27.485294117647058,-2.9318444411764704,86,1924,0.1876869797706604,0.001,108
0.37173333333333347,21,72,26.22222222222222,-2.430370347222222,91,1984,0.17476238310337067,0.001,111
0.33626666666666705,21,76,26.592105263157894,-2.5315739473684205,96,2096,0.12410386651754379,0.001,118
0.2830666666666666,22,80,26.95,-2.6502751125,102,2264,0.17914271354675293,0.001,129
0.23240000000000027,22,84,27.857142857142858,-2.8802427857142856,107,2424,0.1560789942741394,0.001,139
