rollout/ep_len_mean,time/total_timesteps,time/iterations,rollout/ep_rew_mean,time/fps,time/time_elapsed,train/entropy_loss,train/clip_fraction,train/policy_gradient_loss,train/learning_rate,train/approx_kl,train/n_updates,train/value_loss,train/loss,train/clip_range,train/explained_variance
60.0,5632,11,-9.17861070652174,64,87,-2.3498104393482206,0.155859375,-0.018847286840900777,0.0003,0.012037957,100,0.07484600709285587,-0.1315079927444458,0.2,0.797453910112381
60.0,6144,12,-8.98817081,64,95,-2.3284034937620164,0.1443359375,-0.021910536685027182,0.0003,0.014347495,110,0.16817091032862663,-0.041549257934093475,0.2,0.5185884237289429
60.0,6656,13,-8.20189803,64,103,-2.3282523185014723,0.1361328125,-0.020388073957292363,0.0003,0.01580958,120,0.14523658510297538,-0.11375104635953903,0.2,0.5788168907165527
60.0,7168,14,-7.725888629999999,64,111,-2.3171099692583086,0.046484375,-0.010600364359561354,0.0003,0.010213606,130,0.06878856914117933,-0.09930109232664108,0.2,0.7738901078701019
60.0,7680,15,-7.385272649999999,64,119,-2.3090320497751238,0.1736328125,-0.023156054713763297,0.0003,0.013634823,140,0.05182683099992573,-0.14466793835163116,0.2,0.796502485871315
60.0,8192,16,-7.164432670000001,64,127,-2.285674998164177,0.1265625,-0.01591636413359083,0.0003,0.01065114,150,0.06978393751196563,-0.12847678363323212,0.2,0.711181640625
60.0,8704,17,-6.91836534,64,135,-2.2641840249300005,0.16484375,-0.02089324173866771,0.0003,0.012984429,160,0.014141887053847313,-0.14683377742767334,0.2,0.9170100912451744
60.0,9216,18,-6.795377020000001,63,144,-2.2592374831438065,0.1056640625,-0.015659157559275626,0.0003,0.013287375,170,0.011736975086387247,-0.1390528529882431,0.2,0.8946342170238495
60.0,9728,19,-6.72580701,63,152,-2.2387672662734985,0.0869140625,-0.012690041583846323,0.0003,0.011297837,180,0.022366399643942714,-0.10549357533454895,0.2,0.6604962944984436
60.0,10240,20,-6.73038185,64,159,-2.206742614507675,0.1865234375,-0.02606515830848366,0.0003,0.014881581,190,0.07293979118112474,-0.12290365993976593,0.2,0.6704942584037781
60.0,10752,21,-6.649433139999998,64,167,-2.1669107139110566,0.1388671875,-0.018905268743401392,0.0003,0.012584474,200,0.009577496055862866,-0.1286194920539856,0.2,0.8862654566764832
60.0,11264,22,-6.59833305,64,175,-2.168879383802414,0.1994140625,-0.021988943184260278,0.0003,0.016654648,210,0.013685240753693506,-0.10057269781827927,0.2,0.8571690618991852
60.0,11776,23,-6.52725529,64,183,-2.069820836186409,0.1279296875,-0.022513684013392776,0.0003,0.014697658,220,0.033658543089404705,-0.11018916964530945,0.2,0.7246813774108887
60.0,12288,24,-6.468090270000002,64,191,-2.1008080363273622,0.1001953125,-0.012528055656002835,0.0003,0.012564659,230,0.018985572480596603,-0.09094381332397461,0.2,0.8208829164505005
60.0,12800,25,-6.4388467700000005,64,199,-2.1526248067617417,0.081640625,-0.00890871895244345,0.0003,0.010880021,240,0.015047592122573405,-0.15402467548847198,0.2,0.867122545838356
60.0,13312,26,-6.41002753,64,206,-2.187593179941177,0.116796875,-0.015475258603692055,0.0003,0.011248089,250,0.010144813032820822,-0.11472435295581818,0.2,0.8912219703197479
60.0,13824,27,-6.38366872,64,215,-2.1710898518562316,0.1216796875,-0.019632448686752468,0.0003,0.012414891,260,0.010423641739180312,-0.1289341300725937,0.2,0.854574590921402
60.0,14336,28,-6.40457793,64,222,-2.156430408358574,0.077734375,-0.011500007507856935,0.0003,0.008191339,270,0.013629442953970283,-0.09645504504442215,0.2,0.837689995765686
60.0,14848,29,-6.42575469,64,230,-2.186488002538681,0.137890625,-0.015866708051180466,0.0003,0.0148769,280,0.07021534538362176,-0.1384386420249939,0.2,0.4950079917907715
60.0,15360,30,-6.4345503,64,239,-2.1675046384334564,0.123828125,-0.017226196301635355,0.0003,0.011619563,290,0.02308878112817183,-0.12311165779829025,0.2,0.8003989458084106
60.0,15872,31,-6.424559680000001,64,246,-2.147676020860672,0.093359375,-0.01668701065937057,0.0003,0.0109856,300,0.0637976333964616,-0.10761280357837677,0.2,0.6886434257030487
60.0,16384,32,-6.47783365,64,255,-2.1988583117723466,0.1576171875,-0.01537467550369911,0.0003,0.013580686,310,0.06039105417439714,-0.10268201678991318,0.2,0.6533719897270203
60.0,16896,33,-6.468609940000001,64,262,-2.2233457803726195,0.0671875,-0.013247747279820032,0.0003,0.010530708,320,0.030870604375377298,-0.093203604221344,0.2,0.75944884121418
60.0,17408,34,-6.494052700000001,64,270,-2.187494605779648,0.19140625,-0.026062713866122068,0.0003,0.013589043,330,0.008297955919988453,-0.10921168327331543,0.2,0.9355637580156326
60.0,17920,35,-6.503439589999999,64,278,-2.1882009744644164,0.130859375,-0.015337135666050017,0.0003,0.013861372,340,0.06320681378711016,-0.11046644300222397,0.2,0.6435781717300415
60.0,18432,36,-6.51514766,64,285,-2.201806777715683,0.082421875,-0.011994448688346893,0.0003,0.012325375,350,0.06240797328646295,-0.11292660236358643,0.2,0.6834852695465088
60.0,18944,37,-6.53387457,64,293,-2.1744277834892274,0.141796875,-0.01674420025665313,0.0003,0.0142121315,360,0.012718819553265348,-0.10063428431749344,0.2,0.906388983130455
60.0,19456,38,-6.536059660000001,64,302,-2.139057457447052,0.1400390625,-0.019101169967325405,0.0003,0.01737848,370,0.012359705567359925,-0.13396307826042175,0.2,0.8877765536308289
60.0,19968,39,-6.524982829999999,64,310,-2.0792872488498686,0.093359375,-0.016424223879585042,0.0003,0.012873993,380,0.014399333333130926,-0.11832024902105331,0.2,0.8997472375631332
60.0,20480,40,-6.537036639999999,64,317,-2.055816388130188,0.078515625,-0.012907712510786951,0.0003,0.012906193,390,0.009048487822292372,-0.13474294543266296,0.2,0.9315252006053925
60.0,20992,41,-6.572775270000001,64,325,-2.0753944367170334,0.069140625,-0.014282532501965761,0.0003,0.008054493,400,0.012068288930458948,-0.09189082682132721,0.2,0.8965460881590843
60.0,21504,42,-6.5725872,64,332,-2.094146338105202,0.0837890625,-0.010053707298357039,0.0003,0.010309556,410,0.00925420862622559,-0.14483031630516052,0.2,0.8941499441862106
60.0,22016,43,-6.551171490000001,64,340,-2.098433068394661,0.0689453125,-0.010656113718869164,0.0003,0.009963399,420,0.01867839926853776,-0.1080835610628128,0.2,0.795432060956955
60.0,22528,44,-6.55618795,64,348,-2.096475026011467,0.1076171875,-0.016697974299313502,0.0003,0.009989528,430,0.009001640306087211,-0.11076880246400833,0.2,0.9364087581634521
60.0,23040,45,-6.59540893,64,356,-2.1210415065288544,0.1142578125,-0.012505678681191058,0.0003,0.01060511,440,0.0250890928437002,-0.11696872860193253,0.2,0.8263634145259857
60.0,23552,46,-6.562415420000001,64,364,-2.0868533343076705,0.1333984375,-0.01853864211589098,0.0003,0.014604032,450,0.011192265729187056,-0.13084809482097626,0.2,0.9115111529827118
60.0,24064,47,-6.5675817400000005,64,372,-2.1291534334421156,0.108984375,-0.012195123865967616,0.0003,0.01317383,460,0.010557311360025778,-0.14454208314418793,0.2,0.9066586941480637
60.0,24576,48,-6.573567860000001,64,379,-2.12979094684124,0.060546875,-0.0115153873746749,0.0003,0.008990303,470,0.019425739836879074,-0.13441455364227295,0.2,0.8673347532749176
60.0,25088,49,-6.584927659999998,64,387,-2.1344482749700546,0.13828125,-0.017230584134813397,0.0003,0.011520291,480,0.05329833806026727,-0.1163330078125,0.2,0.7105560898780823
60.0,25600,50,-6.622360709999999,64,395,-2.17083922624588,0.0373046875,-0.0055238997680135075,0.0003,0.00995524,490,0.00822373655391857,-0.074701689183712,0.2,0.9171256348490715
60.0,26112,51,-6.680976840000002,64,403,-2.1777050852775575,0.1080078125,-0.014991292031481862,0.0003,0.013825474,500,0.010577456629835068,-0.13123607635498047,0.2,0.9262405633926392
60.0,26624,52,-6.685957219999999,64,410,-2.2080545276403427,0.1787109375,-0.024562679254449903,0.0003,0.015262196,510,0.01029067614581436,-0.1146271675825119,0.2,0.9242985844612122
60.0,27136,53,-6.6509357499999995,64,419,-2.215372768044472,0.09765625,-0.015197837725281715,0.0003,0.011790121,520,0.006192243719124235,-0.11114396899938583,0.2,0.9347486197948456
60.0,27648,54,-6.643050209999999,64,427,-2.19857696890831,0.136328125,-0.016994097619317472,0.0003,0.012078786,530,0.0063315261446405206,-0.1288781464099884,0.2,0.956408616155386
60.0,28160,55,-6.639040109999999,64,434,-2.257817667722702,0.1595703125,-0.022233630425762384,0.0003,0.014061688,540,0.00538708996900823,-0.15477672219276428,0.2,0.9417238309979439
60.0,28672,56,-6.61666584,64,442,-2.2153567403554915,0.0458984375,-0.01219453681842424,0.0003,0.009780832,550,0.012866996135562659,-0.15128424763679504,0.2,0.901776097714901
60.0,29184,57,-6.63935107,64,450,-2.223816853761673,0.11484375,-0.025517662218771876,0.0003,0.013308128,560,0.009515434561762959,-0.18683944642543793,0.2,0.9227973967790604
60.0,29696,58,-6.666191750000001,64,458,-2.1824079900979996,0.1837890625,-0.02560018961667083,0.0003,0.016951747,570,0.04464911876129918,-0.13561570644378662,0.2,0.7165178060531616
60.0,30208,59,-6.6584999400000004,64,465,-2.186976972222328,0.1359375,-0.014845092169707641,0.0003,0.014839971,580,0.06275323668960482,-0.1001751720905304,0.2,0.6899450719356537
60.0,30720,60,-6.64619252,64,474,-2.234563273191452,0.12265625,-0.020773553056642413,0.0003,0.015078916,590,0.012574238638626412,-0.12828311324119568,0.2,0.8827051147818565
60.0,31232,61,-6.64112836,64,482,-2.2330822348594666,0.2462890625,-0.03262462252750993,0.0003,0.019634124,600,0.007702678046189249,-0.11864354461431503,0.2,0.9371275901794434
60.0,31744,62,-6.63607439,64,489,-2.2159112691879272,0.0861328125,-0.01716775125823915,0.0003,0.012692061,610,0.012889026204356923,-0.12193161994218826,0.2,0.9087791964411736
60.0,32256,63,-6.56515074,64,497,-2.1779721796512606,0.080078125,-0.020790710067376494,0.0003,0.015525975,620,0.06904044330585749,-0.11065416783094406,0.2,0.5562446415424347
60.0,32768,64,-6.56160338,64,505,-2.169230565428734,0.190234375,-0.030548092804383486,0.0003,0.014691634,630,0.011220081488136201,-0.16623783111572266,0.2,0.8969874456524849
60.0,33280,65,-6.56639861,64,512,-2.1537573456764223,0.0626953125,-0.020054316287860273,0.0003,0.009574454,640,0.05539897255366668,-0.116082563996315,0.2,0.6980505585670471
60.0,33792,66,-6.624710199999999,64,520,-2.144540810585022,0.08125,-0.013329845253610983,0.0003,0.010595137,650,0.13399977765511722,-0.09376155585050583,0.2,0.4835096597671509
60.0,34304,67,-6.637985720000001,64,528,-2.179605853557587,0.0580078125,-0.016119328740751372,0.0003,0.010044718,660,0.09441750957630575,-0.0715344250202179,0.2,0.6208151578903198
60.0,34816,68,-6.629088219999999,64,536,-2.1690281331539154,0.1458984375,-0.024293511535506695,0.0003,0.0128426,670,0.01869359618285671,-0.11527823656797409,0.2,0.8806067556142807
60.0,35328,69,-6.62668395,64,544,-2.164470246434212,0.14140625,-0.020399046828970313,0.0003,0.01284595,680,0.027683539688587187,-0.11281850188970566,0.2,0.8571313768625259
60.0,35840,70,-6.6629272,64,552,-2.192687654495239,0.0705078125,-0.011971858399920165,0.0003,0.011895815,690,0.06397672508610412,-0.055687226355075836,0.2,0.7146298289299011
60.0,36352,71,-6.65930144,64,559,-2.21986466050148,0.1357421875,-0.018488991947378963,0.0003,0.011828554,700,0.1080369015224278,-0.094795361161232,0.2,0.4209836721420288
60.0,36864,72,-6.65286043,64,567,-2.2184805512428283,0.169140625,-0.02539626396028325,0.0003,0.013913086,710,0.011821395432343706,-0.1193765327334404,0.2,0.8921596109867096
60.0,37376,73,-6.659819960000001,64,575,-2.199795535206795,0.1728515625,-0.022183138702530414,0.0003,0.012664305,720,0.024045819591265172,-0.1269722729921341,0.2,0.7969598174095154
60.0,37888,74,-6.66071766,64,583,-2.176021379232407,0.1021484375,-0.013872167514637112,0.0003,0.010291381,730,0.023381546104792504,-0.12713538110256195,0.2,0.8335190862417221
60.0,38400,75,-6.700311049999999,64,591,-2.1235291242599486,0.0484375,-0.01531573588727042,0.0003,0.010589665,740,0.015950154117308556,-0.12239290773868561,0.2,0.8362495005130768
60.0,38912,76,-6.70650568,64,599,-2.1166980028152467,0.089453125,-0.012872047582641244,0.0003,0.010517323,750,0.022901493404060603,-0.12404631078243256,0.2,0.8411761522293091
60.0,39424,77,-6.70974069,64,607,-2.1302731037139893,0.1392578125,-0.01762790700304322,0.0003,0.011685358,760,0.018977999256458135,-0.12870116531848907,0.2,0.8622316867113113
60.0,39936,78,-6.650392000000002,64,614,-2.137173607945442,0.0578125,-0.01513725527911447,0.0003,0.006883395,770,0.1448936691507697,-0.08349257707595825,0.2,0.4215746521949768
60.0,40448,79,-6.668542510000001,64,622,-2.088587814569473,0.099609375,-0.01883081110427156,0.0003,0.01180893,780,0.0370155154261738,-0.11462458223104477,0.2,0.7231906652450562
60.0,40960,80,-6.614987950000001,64,630,-2.0990940153598787,0.058984375,-0.013232910021906718,0.0003,0.0075851907,790,0.0187680073606316,-0.12433470040559769,0.2,0.8499465137720108
60.0,41472,81,-6.607001319999999,65,637,-2.0381764829158784,0.0541015625,-0.009326829825295136,0.0003,0.010870537,800,0.014906202047131955,-0.12038639932870865,0.2,0.8618780970573425
60.0,41984,82,-6.55242152,65,645,-2.057556042075157,0.074609375,-0.017891266546212137,0.0003,0.010943959,810,0.017995656532002614,-0.1530666947364807,0.2,0.7779234051704407
60.0,42496,83,-6.571589380000001,64,654,-2.077078664302826,0.107421875,-0.015177945292089134,0.0003,0.009141718,820,0.05486019129166379,-0.11333447694778442,0.2,0.698597252368927
60.0,43008,84,-6.56567327,64,661,-2.1337060391902924,0.1431640625,-0.0164566655526869,0.0003,0.012769444,830,0.024531570717226715,-0.10548968613147736,0.2,0.8005642294883728
60.0,43520,85,-6.521412479999999,65,669,-2.162617692351341,0.1244140625,-0.01370663840789348,0.0003,0.011896384,840,0.024857091007288546,-0.12718012928962708,0.2,0.8477493077516556
60.0,44032,86,-6.533005929999999,65,677,-2.1610562086105345,0.096875,-0.016726281840237788,0.0003,0.014097572,850,0.004525969177484513,-0.0991785079240799,0.2,0.9475442953407764
60.0,44544,87,-6.5172327800000005,65,684,-2.149577498435974,0.0751953125,-0.019429203192703425,0.0003,0.009208654,860,0.010025732329813764,-0.12909813225269318,0.2,0.8836349621415138
60.0,45056,88,-6.5086822799999995,65,692,-2.200406017899513,0.0884765625,-0.009228857210837304,0.0003,0.009151162,870,0.012038322095759214,-0.11766751110553741,0.2,0.8855248093605042
60.0,45568,89,-6.504974130000001,65,700,-2.1834165662527085,0.06796875,-0.014650381391402335,0.0003,0.009476991,880,0.020176725822966545,-0.12491064518690109,0.2,0.8419775813817978
60.0,46080,90,-6.528663159999999,65,708,-2.148494693636894,0.0798828125,-0.019011714839143677,0.0003,0.011123347,890,0.1476577206980437,-0.05656041204929352,0.2,0.5095984935760498
60.0,46592,91,-6.56302679,65,716,-2.197238656878471,0.06484375,-0.017093185911653562,0.0003,0.0106982775,900,0.06632089484483003,-0.09161251783370972,0.2,0.7309327721595764
