#{"t_start": 1785164451.6241639, "env_id": "None"}
r,l,t
-22.350746,60,2.948092
-16.584427,60,5.735596
-18.553949,60,10.247656
-11.223666,60,13.110324
-8.369586,60,16.815333
-9.253703,60,19.510486
-7.214007,60,23.214739
-14.24276,60,25.98524
-6.980586,60,29.647459
-6.064153,60,32.542649
-6.272258,60,36.137754
-8.552121,60,39.104665
-8.092318,60,42.790585
-6.395017,60,45.625459
-7.244427,60,49.304951
-6.219707,60,52.082024
-6.31565,60,54.932994
-7.112709,60,58.495068
-6.050219,60,61.251549
-6.921058,60,65.212604
-5.914657,60,68.148602
-6.804946,60,71.919639
-6.195986,60,74.652785
-7.560514,60,78.413434
-8.548745,60,81.266708
-6.385026,60,85.002472
-6.014209,60,87.844165
-6.029295,60,91.539322
-6.226697,60,94.816828
-6.183023,60,98.626567
-6.229551,60,101.37014
-6.496612,60,104.09491
-6.734607,60,107.741962
-6.666701,60,110.528087
-7.129482,60,114.410844
-6.253618,60,117.169737
-6.181205,60,120.856257
-7.015106,60,123.929434
-5.938267,60,128.77432
-6.031209,60,131.755955
-7.068443,60,135.423514
-6.331674,60,138.33611
-6.010069,60,142.166705
-6.125202,60,145.162378
-6.558083,60,150.01383
-5.929517,60,153.196499
-7.468389,60,156.893391
-5.804894,60,159.852243
-6.342665,60,162.640152
-5.93715,60,166.623893
-6.901747,60,169.534548
-6.637954,60,173.195146
-6.494522,60,176.078257
-7.011326,60,179.838344
-6.119333,60,183.409109
-5.590504,60,187.433244
-5.770505,60,190.622308
-5.903405,60,194.683826
-5.452192,60,197.598547
-5.909185,60,201.279732
-6.596063,60,204.569083
-6.222102,60,208.845435
-7.004152,60,212.335665
-6.787758,60,215.236986
-6.377458,60,218.946694
-5.575231,60,221.856875
-7.461975,60,225.520979
-7.255162,60,228.256801
-6.148254,60,231.825754
-6.269604,60,234.54552
-6.032093,60,238.111722
-7.491075,60,240.730867
-6.509468,60,244.364597
-5.989977,60,247.155209
-6.086099,60,250.977761
-6.309996,60,253.68598
-6.609478,60,257.337699
-7.289122,60,260.005006
-6.41498,60,263.748419
-6.034636,60,266.476124
-5.815393,60,269.201579
-5.867867,60,272.883533
-5.872835,60,275.705209
-7.568475,60,279.344455
-5.42024,60,281.96535
-7.136015,60,287.192676
-6.148483,60,293.442564
-7.060724,60,298.778814
-6.081356,60,302.17241
-6.134074,60,306.567142
-5.528817,60,309.866271
-6.742142,60,314.090377
-7.119889,60,317.448412
-5.931306,60,321.680192
-5.733403,60,325.242711
-6.212699,60,328.555415
-5.352105,60,332.84065
-5.660442,60,336.290611
-7.98641,60,340.782104
-7.308299,60,345.6222
-7.382968,60,351.329557
-5.64299,60,356.187898
-7.216144,60,363.590478
-6.968309,60,367.300087
-7.36521,60,371.806245
-7.798718,60,375.644723
-6.921564,60,380.193662
-5.984994,60,383.386183
-7.754235,60,387.985016
-6.258087,60,391.446805
-6.33927,60,396.133333
-7.203668,60,399.805578
-6.557475,60,403.95364
-6.009697,60,409.638123
-5.888219,60,414.37343
-5.837888,60,421.152782
-5.891512,60,426.35697
-7.441786,60,430.830451
-5.991932,60,433.964947
-5.961445,60,438.819656
-7.29844,60,442.392333
-6.088865,60,446.202184
-6.588714,60,449.251966
-5.967381,60,453.621224
-6.411739,60,456.680031
-6.238866,60,460.514208
-7.561089,60,463.403363
-6.356863,60,466.708656
-5.586919,60,470.683267
-6.513666,60,474.527085
-6.054976,60,479.923887
-6.659438,60,483.523804
-6.058212,60,487.321722
-6.026972,60,490.131941
-5.582824,60,493.938298
-6.923818,60,497.241526
-6.029053,60,500.92917
-7.014002,60,503.809154
-6.28118,60,507.564425
-6.971676,60,510.559666
-5.95888,60,515.068414
-5.418442,60,518.501124
-6.746757,60,523.964907
-5.570221,60,527.286464
-6.428841,60,530.524253
-5.845108,60,534.783248
-5.847608,60,537.833619
-6.734518,60,541.563291
-7.565853,60,544.487087
-7.309288,60,548.32362
-6.047833,60,551.175097
-5.741344,60,554.861753
-5.924389,60,557.933492
-6.044382,60,561.564026
-6.319342,60,564.467211
-5.952676,60,568.228252
-7.361931,60,571.001297
-6.154079,60,574.610549
-6.15636,60,577.36499
-6.487356,60,580.124792
-5.986708,60,583.797796
-7.119984,60,586.606504
-6.146007,60,590.243807
-6.680876,60,593.202977
-6.257908,60,596.897231
-5.124917,60,599.627504
-7.758736,60,603.362308
-6.632683,60,606.09722
