time/iterations,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,train/entropy_loss,train/value_loss,train/approx_kl,train/learning_rate,train/clip_fraction,train/n_updates,train/policy_gradient_loss,train/clip_range,train/loss,train/explained_variance
34,17408,242,-6.445311950000002,60.0,71,-1.8319345101714135,0.022404338605701922,0.011188829,0.0003,0.1501953125,330,-0.018080826131335926,0.2,-0.033856235444545746,0.83617302775383
35,17920,249,-6.45142249,60.0,71,-1.8405698373913766,0.02968690600246191,0.011830347,0.0003,0.1611328125,340,-0.019127072393894197,0.2,-0.02325376495718956,0.8153841197490692
36,18432,256,-6.460653269999999,60.0,71,-1.7132999390363692,0.014297656138660386,0.013842597,0.0003,0.0966796875,350,-0.014798242974211461,0.2,-0.03853733837604523,0.8250123262405396
37,18944,262,-6.48131446,60.0,72,-1.7014704495668411,0.03469336357666179,0.010077893,0.0003,0.117578125,360,-0.01260804645717144,0.2,-0.007045386359095573,0.751277968287468
38,19456,270,-6.504779859999998,60.0,72,-1.6268312439322472,0.0244217230589129,0.008325757,0.0003,0.03515625,370,-0.007431553630158305,0.2,0.01630762591958046,0.8395168483257294
39,19968,276,-6.47758157,60.0,72,-1.7188461437821387,0.03512995587661862,0.0071777916,0.0003,0.093359375,380,-0.00951881225919351,0.2,-0.034199975430965424,0.7215113639831543
40,20480,283,-6.50108646,60.0,72,-1.6518816262483598,0.014577249536523595,0.011390856,0.0003,0.146484375,390,-0.016026515024714173,0.2,-0.048250529915094376,0.8682764768600464
41,20992,296,-6.54276166,60.0,70,-1.6472272798418999,0.021800267219077796,0.007989662,0.0003,0.0447265625,400,-0.009373950032750145,0.2,-0.02971646934747696,0.7825798541307449
42,21504,304,-6.548221710000002,60.0,70,-1.785914695262909,0.016184027068084104,0.017547278,0.0003,0.2013671875,410,-0.015030539245344698,0.2,-0.020360589027404785,0.8478355705738068
43,22016,312,-6.52155624,60.0,70,-1.8306851789355278,0.0288035063771531,0.013131266,0.0003,0.091015625,420,-0.010067677177721635,0.2,-0.023143436759710312,0.7078896164894104
44,22528,320,-6.51928976,60.0,70,-1.8782306998968124,0.02527151189278811,0.0067024617,0.0003,0.0814453125,430,-0.009147914161439985,0.2,-0.03724130615592003,0.7963597178459167
45,23040,329,-6.57257013,60.0,69,-1.8764605984091758,0.041669163620099425,0.011704805,0.0003,0.0771484375,440,-0.011876394669525326,0.2,-0.015628982335329056,0.7126531898975372
46,23552,337,-6.5416107299999995,60.0,69,-1.9438901826739312,0.021736334660090506,0.0103424415,0.0003,0.0890625,450,-0.010899777186568826,0.2,-0.024722745642066002,0.8559613078832626
47,24064,347,-6.57917597,60.0,69,-1.9426158487796783,0.03609515990829095,0.010913357,0.0003,0.101953125,460,-0.013278138398891314,0.2,-0.05439680069684982,0.7497725188732147
48,24576,359,-6.535561110000001,60.0,68,-1.9071604549884795,0.0233313147444278,0.013106301,0.0003,0.03125,470,-0.007456040411489085,0.2,-0.031710293143987656,0.8581807315349579
49,25088,369,-6.546217630000001,60.0,67,-1.919314269721508,0.017306091310456396,0.014456442,0.0003,0.16328125,480,-0.017882917576935144,0.2,-0.04945756867527962,0.8534950464963913
50,25600,378,-6.5784825,60.0,67,-1.9270305544137956,0.011635804345132783,0.0066188397,0.0003,0.05546875,490,-0.010163489461410791,0.2,-0.029925916343927383,0.896397240459919
51,26112,386,-6.647113330000001,60.0,67,-1.9419885218143462,0.01711592882638797,0.016471986,0.0003,0.1515625,500,-0.016737498214934022,0.2,-0.011344971135258675,0.895305909216404
52,26624,395,-6.66385077,60.0,67,-1.9470810189843177,0.02270252814050764,0.01037739,0.0003,0.09296875,510,-0.014380865020211787,0.2,-0.03667467460036278,0.859330490231514
53,27136,405,-6.6179015900000016,60.0,66,-1.9239138141274452,0.008268740584026091,0.009972974,0.0003,0.095703125,520,-0.014374183953623287,0.2,-0.038710255175828934,0.9121994599699974
54,27648,416,-6.58954601,60.0,66,-1.8905512258410453,0.008676210674457252,0.015391436,0.0003,0.165234375,530,-0.02102852794341743,0.2,-0.044824130833148956,0.9409212693572044
55,28160,428,-6.578572840000001,60.0,65,-1.86633403301239,0.01261442864779383,0.009814546,0.0003,0.1013671875,540,-0.013747269043233246,0.2,-0.04290461167693138,0.8735979497432709
56,28672,436,-6.540948760000001,60.0,65,-1.8351768419146537,0.01591516559710726,0.010749457,0.0003,0.1369140625,550,-0.018154164787847548,0.2,-0.048215601593256,0.851454958319664
57,29184,444,-6.53013277,60.0,65,-1.837928880751133,0.014631428616121411,0.014318734,0.0003,0.0958984375,560,-0.012819819850847125,0.2,-0.042921774089336395,0.8223981857299805
58,29696,451,-6.543172009999999,60.0,65,-1.7695263087749482,0.019546013290528207,0.009720931,0.0003,0.109375,570,-0.013079282169928774,0.2,-0.018282240256667137,0.8226398229598999
59,30208,459,-6.52027984,60.0,65,-1.7369204089045525,0.014427725318819284,0.010738222,0.0003,0.0873046875,580,-0.011064381001051515,0.2,-0.025995543226599693,0.8708931505680084
60,30720,467,-6.54558321,60.0,65,-1.7572294756770135,0.02499058188404888,0.014146661,0.0003,0.1265625,590,-0.016176133177941664,0.2,-0.016681905835866928,0.8020828664302826
61,31232,476,-6.53069894,60.0,65,-1.7850525379180908,0.01841488857753575,0.010730814,0.0003,0.0681640625,600,-0.009390895496471785,0.2,-0.04229608550667763,0.8611362278461456
62,31744,484,-6.491950020000001,60.0,65,-1.8472750782966614,0.028966815245803447,0.01122238,0.0003,0.1021484375,610,-0.012187313800677658,0.2,-0.026837296783924103,0.8034413903951645
63,32256,491,-6.420941440000002,60.0,65,-1.8483943462371826,0.025799108727369457,0.017102279,0.0003,0.1232421875,620,-0.015634561778279023,0.2,-0.028827741742134094,0.8005591481924057
64,32768,499,-6.407504360000002,60.0,65,-1.857652059197426,0.014895732130389661,0.010739652,0.0003,0.1263671875,630,-0.01676891862298362,0.2,-0.03594199940562248,0.7955684065818787
65,33280,505,-6.431695990000001,60.0,65,-1.8846049264073372,0.013402806862723082,0.012923745,0.0003,0.116796875,640,-0.016899806295987217,0.2,-0.04989038407802582,0.8498259633779526
66,33792,513,-6.46558171,60.0,65,-1.8502292826771736,0.029912992264144123,0.010658343,0.0003,0.097265625,650,-0.013133134652161971,0.2,-0.03558996319770813,0.7019898295402527
67,34304,522,-6.4783173199999995,60.0,65,-1.8484757989645004,0.02348316735588014,0.016376708,0.0003,0.156640625,660,-0.019486368377693,0.2,-0.030591826885938644,0.8023194074630737
68,34816,531,-6.49200107,60.0,65,-1.810369174182415,0.016917276824824513,0.015384171,0.0003,0.1912109375,670,-0.02223239986342378,0.2,-0.033669307827949524,0.8681943416595459
69,35328,539,-6.494962040000001,60.0,65,-1.8225376278162002,0.03218039964558557,0.016747447,0.0003,0.1876953125,680,-0.018501953198574485,0.2,-0.021520540118217468,0.8311637789011002
70,35840,546,-6.53648643,60.0,65,-1.866057139635086,0.06740824582520873,0.013459496,0.0003,0.1064453125,690,-0.01599342475528829,0.2,0.019558005034923553,0.7065022885799408
71,36352,552,-6.551596,60.0,65,-1.8662908166646957,0.03194435711484402,0.014774273,0.0003,0.102734375,700,-0.013043202192056924,0.2,-0.013592777773737907,0.7642984837293625
72,36864,559,-6.53493972,60.0,65,-1.8756606325507164,0.013431050186045467,0.009516702,0.0003,0.115234375,710,-0.015035737893776968,0.2,-0.05865588039159775,0.8853640481829643
73,37376,566,-6.548933989999999,60.0,65,-1.829475888609886,0.0164839974953793,0.010859324,0.0003,0.12265625,720,-0.015417713718488813,0.2,-0.06846822798252106,0.8651857674121857
74,37888,573,-6.57384227,60.0,66,-1.7928400024771691,0.016558991116471588,0.008679733,0.0003,0.05546875,730,-0.012080212438013405,0.2,-0.017483633011579514,0.8894107490777969
75,38400,580,-6.61478732,60.0,66,-1.7118737250566483,0.02213779091835022,0.013052899,0.0003,0.1162109375,740,-0.017362696782220154,0.2,-0.04692170396447182,0.8270567506551743
76,38912,587,-6.627498480000002,60.0,66,-1.768289828300476,0.019530762149952353,0.0121026505,0.0003,0.1357421875,750,-0.014092155557591468,0.2,-0.027893323451280594,0.8747073858976364
77,39424,594,-6.598066730000002,60.0,66,-1.7838943421840667,0.01067593323532492,0.011947568,0.0003,0.1171875,760,-0.01485541342990473,0.2,-0.04643077030777931,0.9063171073794365
78,39936,601,-6.549178899999999,60.0,66,-1.802275723218918,0.012472458952106535,0.009575829,0.0003,0.12109375,770,-0.015662863492616454,0.2,-0.019931642338633537,0.8926969692111015
79,40448,607,-6.551231660000001,60.0,66,-1.783103010058403,0.01715591405518353,0.012759725,0.0003,0.1126953125,780,-0.01572153950110078,0.2,-0.02412949688732624,0.8344300389289856
